"distance  from  first pad(Gtype,GIndex,GSection,Label) to second pad(Gtype,GIndex,GSection,Label)"
"425.7930010979511, [['RowPad' '7' 'A' 'X00+']], [['RowPad' '7' 'A' 'X00-']]"
"80340.16945418809, [['RowPad' '7' 'A' 'X00-']], [['ColumnPad' '0' 'A' 'R07+']]"
"469.57362694789316, [['RowPad' '6' 'B' 'T00-']], [['RowPad' '6' 'B' 'X00+']]"
"425.7926722995558, [['RowPad' '6' 'B' 'X00+']], [['RowPad' '6' 'B' 'X00-']]"
"84063.19262016001, [['RowPad' '6' 'B' 'X00-']], [['ColumnPad' '0' 'B' 'R06+']]"
"469.57356703290156, [['RowPad' '8' 'A' 'T00-']], [['RowPad' '8' 'A' 'X00+']]"
"425.7923655269099, [['RowPad' '8' 'A' 'X00+']], [['RowPad' '8' 'A' 'X00-']]"
"76784.3347994495, [['RowPad' '8' 'A' 'X00-']], [['ColumnPad' '0' 'A' 'R08+']]"
"469.5744614605829, [['RowPad' '7' 'B' 'T00-']], [['RowPad' '7' 'B' 'X00+']]"
"425.79302312390814, [['RowPad' '7' 'B' 'X00+']], [['RowPad' '7' 'B' 'X00-']]"
"80340.16890268646, [['RowPad' '7' 'B' 'X00-']], [['ColumnPad' '0' 'B' 'R07+']]"
"469.57362694789737, [['RowPad' '9' 'A' 'T00-']], [['RowPad' '9' 'A' 'X00+']]"
"425.79300109795577, [['RowPad' '9' 'A' 'X00+']], [['RowPad' '9' 'A' 'X00-']]"
"73419.98467678153, [['RowPad' '9' 'A' 'X00-']], [['ColumnPad' '0' 'A' 'R09+']]"
"469.57362694789316, [['RowPad' '8' 'B' 'T00-']], [['RowPad' '8' 'B' 'X00+']]"
"425.7926722995558, [['RowPad' '8' 'B' 'X00+']], [['RowPad' '8' 'B' 'X00-']]"
"76784.3358358978, [['RowPad' '8' 'B' 'X00-']], [['ColumnPad' '0' 'B' 'R08+']]"
"469.57362694789737, [['RowPad' '10' 'A' 'T00-']], [['RowPad' '10' 'A' 'X00+']]"
"425.79300109795577, [['RowPad' '10' 'A' 'X00+']], [['RowPad' '10' 'A' 'X00-']]"
"70274.6255531978, [['RowPad' '10' 'A' 'X00-']], [['ColumnPad' '0' 'A' 'R10+']]"
"469.5736269478917, [['RowPad' '9' 'B' 'T00-']], [['RowPad' '9' 'B' 'X00+']]"
"425.7926722995558, [['RowPad' '9' 'B' 'X00+']], [['RowPad' '9' 'B' 'X00-']]"
"73419.98511739858, [['RowPad' '9' 'B' 'X00-']], [['ColumnPad' '0' 'B' 'R09+']]"
"469.57356703290156, [['RowPad' '11' 'A' 'T00-']], [['RowPad' '11' 'A' 'X00+']]"
"425.79300109795577, [['RowPad' '11' 'A' 'X00+']], [['RowPad' '11' 'A' 'X00-']]"
"67378.93336692364, [['RowPad' '11' 'A' 'X00-']], [['ColumnPad' '0' 'A' 'R11+']]"
"469.5744614605844, [['RowPad' '10' 'B' 'T00-']], [['RowPad' '10' 'B' 'X00+']]"
"425.7926722995552, [['RowPad' '10' 'B' 'X00+']], [['RowPad' '10' 'B' 'X00-']]"
"70274.62656290588, [['RowPad' '10' 'B' 'X00-']], [['ColumnPad' '0' 'B' 'R10+']]"
"469.5736269478917, [['RowPad' '11' 'B' 'T00-']], [['RowPad' '11' 'B' 'X00+']]"
"425.7926722995555, [['RowPad' '11' 'B' 'X00+']], [['RowPad' '11' 'B' 'X00-']]"
"67378.93388286048, [['RowPad' '11' 'B' 'X00-']], [['ColumnPad' '0' 'B' 'R11+']]"
