distance to pixel,"first pad(Gtype,GIndex,GSection,Label)","second pad(Gtype,GIndex,GSection,Label)"
55838.96485337959,"['ColumnPad', 9, 'A', 'L11+']","['ColumnPad', 8, 'A', 'R00-']"
0.0,"['ColumnPad', 8, 'A', 'R00-']","['ColumnPad', 8, 'A', 'R00+']"
0.0,"['ColumnPad', 8, 'A', 'R00+']","['ColumnPad', 8, 'A', 'L00-']"
0.0,"['ColumnPad', 8, 'A', 'L00-']","['ColumnPad', 8, 'A', 'L00+']"
5300.000311719331,"['ColumnPad', 8, 'A', 'L00+']","['ColumnPad', 8, 'A', 'R01-']"
0.0,"['ColumnPad', 8, 'A', 'R01-']","['ColumnPad', 8, 'A', 'R01+']"
0.0,"['ColumnPad', 8, 'A', 'R01+']","['ColumnPad', 8, 'A', 'L01-']"
0.0,"['ColumnPad', 8, 'A', 'L01-']","['ColumnPad', 8, 'A', 'L01+']"
5299.999445693933,"['ColumnPad', 8, 'A', 'L01+']","['ColumnPad', 8, 'A', 'R02-']"
0.0,"['ColumnPad', 8, 'A', 'R02-']","['ColumnPad', 8, 'A', 'R02+']"
0.0,"['ColumnPad', 8, 'A', 'R02+']","['ColumnPad', 8, 'A', 'L02-']"
0.0,"['ColumnPad', 8, 'A', 'L02-']","['ColumnPad', 8, 'A', 'L02+']"
5300.00031171933,"['ColumnPad', 8, 'A', 'L02+']","['ColumnPad', 8, 'A', 'R03-']"
0.0,"['ColumnPad', 8, 'A', 'R03-']","['ColumnPad', 8, 'A', 'R03+']"
0.0,"['ColumnPad', 8, 'A', 'R03+']","['ColumnPad', 8, 'A', 'L03-']"
0.0,"['ColumnPad', 8, 'A', 'L03-']","['ColumnPad', 8, 'A', 'L03+']"
5300.000311719332,"['ColumnPad', 8, 'A', 'L03+']","['ColumnPad', 8, 'A', 'R04-']"
0.0,"['ColumnPad', 8, 'A', 'R04-']","['ColumnPad', 8, 'A', 'R04+']"
0.0,"['ColumnPad', 8, 'A', 'R04+']","['ColumnPad', 8, 'A', 'L04-']"
0.0,"['ColumnPad', 8, 'A', 'L04-']","['ColumnPad', 8, 'A', 'L04+']"
5299.999445693933,"['ColumnPad', 8, 'A', 'L04+']","['ColumnPad', 8, 'A', 'R05-']"
0.0,"['ColumnPad', 8, 'A', 'R05-']","['ColumnPad', 8, 'A', 'R05+']"
0.0,"['ColumnPad', 8, 'A', 'R05+']","['ColumnPad', 8, 'A', 'L05-']"
0.0,"['ColumnPad', 8, 'A', 'L05-']","['ColumnPad', 8, 'A', 'L05+']"
5300.000311719332,"['ColumnPad', 8, 'A', 'L05+']","['ColumnPad', 8, 'A', 'R06-']"
0.0,"['ColumnPad', 8, 'A', 'R06-']","['ColumnPad', 8, 'A', 'R06+']"
0.0,"['ColumnPad', 8, 'A', 'R06+']","['ColumnPad', 8, 'A', 'L06-']"
0.0,"['ColumnPad', 8, 'A', 'L06-']","['ColumnPad', 8, 'A', 'L06+']"
5299.999445693934,"['ColumnPad', 8, 'A', 'L06+']","['ColumnPad', 8, 'A', 'R07-']"
0.0,"['ColumnPad', 8, 'A', 'R07-']","['ColumnPad', 8, 'A', 'R07+']"
0.0,"['ColumnPad', 8, 'A', 'R07+']","['ColumnPad', 8, 'A', 'L07-']"
0.0,"['ColumnPad', 8, 'A', 'L07-']","['ColumnPad', 8, 'A', 'L07+']"
5300.000311719328,"['ColumnPad', 8, 'A', 'L07+']","['ColumnPad', 8, 'A', 'R08-']"
0.0,"['ColumnPad', 8, 'A', 'R08-']","['ColumnPad', 8, 'A', 'R08+']"
0.0,"['ColumnPad', 8, 'A', 'R08+']","['ColumnPad', 8, 'A', 'L08-']"
0.0,"['ColumnPad', 8, 'A', 'L08-']","['ColumnPad', 8, 'A', 'L08+']"
5300.000311719328,"['ColumnPad', 8, 'A', 'L08+']","['ColumnPad', 8, 'A', 'R09-']"
0.0,"['ColumnPad', 8, 'A', 'R09-']","['ColumnPad', 8, 'A', 'R09+']"
0.0,"['ColumnPad', 8, 'A', 'R09+']","['ColumnPad', 8, 'A', 'L09-']"
0.0,"['ColumnPad', 8, 'A', 'L09-']","['ColumnPad', 8, 'A', 'L09+']"
5299.999445693934,"['ColumnPad', 8, 'A', 'L09+']","['ColumnPad', 8, 'A', 'R10-']"
0.0,"['ColumnPad', 8, 'A', 'R10-']","['ColumnPad', 8, 'A', 'R10+']"
0.0,"['ColumnPad', 8, 'A', 'R10+']","['ColumnPad', 8, 'A', 'L10-']"
0.0,"['ColumnPad', 8, 'A', 'L10-']","['ColumnPad', 8, 'A', 'L10+']"
5300.000311719335,"['ColumnPad', 8, 'A', 'L10+']","['ColumnPad', 8, 'A', 'R11-']"
0.0,"['ColumnPad', 8, 'A', 'R11-']","['ColumnPad', 8, 'A', 'R11+']"
0.0,"['ColumnPad', 8, 'A', 'R11+']","['ColumnPad', 8, 'A', 'L11-']"
0.0,"['ColumnPad', 8, 'A', 'L11-']","['ColumnPad', 8, 'A', 'L11+']"
55838.96485337959,"['ColumnPad', 8, 'A', 'L11+']","['ColumnPad', 7, 'A', 'R00-']"
0.0,"['ColumnPad', 7, 'A', 'R00-']","['ColumnPad', 7, 'A', 'R00+']"
0.0,"['ColumnPad', 7, 'A', 'R00+']","['ColumnPad', 7, 'A', 'L00-']"
0.0,"['ColumnPad', 7, 'A', 'L00-']","['ColumnPad', 7, 'A', 'L00+']"
5300.000311719331,"['ColumnPad', 7, 'A', 'L00+']","['ColumnPad', 7, 'A', 'R01-']"
0.0,"['ColumnPad', 7, 'A', 'R01-']","['ColumnPad', 7, 'A', 'R01+']"
0.0,"['ColumnPad', 7, 'A', 'R01+']","['ColumnPad', 7, 'A', 'L01-']"
0.0,"['ColumnPad', 7, 'A', 'L01-']","['ColumnPad', 7, 'A', 'L01+']"
5299.999445693933,"['ColumnPad', 7, 'A', 'L01+']","['ColumnPad', 7, 'A', 'R02-']"
0.0,"['ColumnPad', 7, 'A', 'R02-']","['ColumnPad', 7, 'A', 'R02+']"
0.0,"['ColumnPad', 7, 'A', 'R02+']","['ColumnPad', 7, 'A', 'L02-']"
0.0,"['ColumnPad', 7, 'A', 'L02-']","['ColumnPad', 7, 'A', 'L02+']"
5300.000311719332,"['ColumnPad', 7, 'A', 'L02+']","['ColumnPad', 7, 'A', 'R03-']"
0.0,"['ColumnPad', 7, 'A', 'R03-']","['ColumnPad', 7, 'A', 'R03+']"
0.0,"['ColumnPad', 7, 'A', 'R03+']","['ColumnPad', 7, 'A', 'L03-']"
0.0,"['ColumnPad', 7, 'A', 'L03-']","['ColumnPad', 7, 'A', 'L03+']"
5300.000311719332,"['ColumnPad', 7, 'A', 'L03+']","['ColumnPad', 7, 'A', 'R04-']"
0.0,"['ColumnPad', 7, 'A', 'R04-']","['ColumnPad', 7, 'A', 'R04+']"
0.0,"['ColumnPad', 7, 'A', 'R04+']","['ColumnPad', 7, 'A', 'L04-']"
0.0,"['ColumnPad', 7, 'A', 'L04-']","['ColumnPad', 7, 'A', 'L04+']"
5299.999445693931,"['ColumnPad', 7, 'A', 'L04+']","['ColumnPad', 7, 'A', 'R05-']"
0.0,"['ColumnPad', 7, 'A', 'R05-']","['ColumnPad', 7, 'A', 'R05+']"
0.0,"['ColumnPad', 7, 'A', 'R05+']","['ColumnPad', 7, 'A', 'L05-']"
0.0,"['ColumnPad', 7, 'A', 'L05-']","['ColumnPad', 7, 'A', 'L05+']"
5300.000311719332,"['ColumnPad', 7, 'A', 'L05+']","['ColumnPad', 7, 'A', 'R06-']"
0.0,"['ColumnPad', 7, 'A', 'R06-']","['ColumnPad', 7, 'A', 'R06+']"
0.0,"['ColumnPad', 7, 'A', 'R06+']","['ColumnPad', 7, 'A', 'L06-']"
0.0,"['ColumnPad', 7, 'A', 'L06-']","['ColumnPad', 7, 'A', 'L06+']"
5299.999445693934,"['ColumnPad', 7, 'A', 'L06+']","['ColumnPad', 7, 'A', 'R07-']"
0.0,"['ColumnPad', 7, 'A', 'R07-']","['ColumnPad', 7, 'A', 'R07+']"
0.0,"['ColumnPad', 7, 'A', 'R07+']","['ColumnPad', 7, 'A', 'L07-']"
0.0,"['ColumnPad', 7, 'A', 'L07-']","['ColumnPad', 7, 'A', 'L07+']"
5300.000311719328,"['ColumnPad', 7, 'A', 'L07+']","['ColumnPad', 7, 'A', 'R08-']"
0.0,"['ColumnPad', 7, 'A', 'R08-']","['ColumnPad', 7, 'A', 'R08+']"
0.0,"['ColumnPad', 7, 'A', 'R08+']","['ColumnPad', 7, 'A', 'L08-']"
0.0,"['ColumnPad', 7, 'A', 'L08-']","['ColumnPad', 7, 'A', 'L08+']"
5300.000311719328,"['ColumnPad', 7, 'A', 'L08+']","['ColumnPad', 7, 'A', 'R09-']"
0.0,"['ColumnPad', 7, 'A', 'R09-']","['ColumnPad', 7, 'A', 'R09+']"
0.0,"['ColumnPad', 7, 'A', 'R09+']","['ColumnPad', 7, 'A', 'L09-']"
0.0,"['ColumnPad', 7, 'A', 'L09-']","['ColumnPad', 7, 'A', 'L09+']"
5299.999445693934,"['ColumnPad', 7, 'A', 'L09+']","['ColumnPad', 7, 'A', 'R10-']"
0.0,"['ColumnPad', 7, 'A', 'R10-']","['ColumnPad', 7, 'A', 'R10+']"
0.0,"['ColumnPad', 7, 'A', 'R10+']","['ColumnPad', 7, 'A', 'L10-']"
0.0,"['ColumnPad', 7, 'A', 'L10-']","['ColumnPad', 7, 'A', 'L10+']"
5300.000311719335,"['ColumnPad', 7, 'A', 'L10+']","['ColumnPad', 7, 'A', 'R11-']"
0.0,"['ColumnPad', 7, 'A', 'R11-']","['ColumnPad', 7, 'A', 'R11+']"
0.0,"['ColumnPad', 7, 'A', 'R11+']","['ColumnPad', 7, 'A', 'L11-']"
0.0,"['ColumnPad', 7, 'A', 'L11-']","['ColumnPad', 7, 'A', 'L11+']"
55838.96485337959,"['ColumnPad', 7, 'A', 'L11+']","['ColumnPad', 6, 'A', 'R00-']"
0.0,"['ColumnPad', 6, 'A', 'R00-']","['ColumnPad', 6, 'A', 'R00+']"
0.0,"['ColumnPad', 6, 'A', 'R00+']","['ColumnPad', 6, 'A', 'L00-']"
0.0,"['ColumnPad', 6, 'A', 'L00-']","['ColumnPad', 6, 'A', 'L00+']"
5300.000311719333,"['ColumnPad', 6, 'A', 'L00+']","['ColumnPad', 6, 'A', 'R01-']"
0.0,"['ColumnPad', 6, 'A', 'R01-']","['ColumnPad', 6, 'A', 'R01+']"
0.0,"['ColumnPad', 6, 'A', 'R01+']","['ColumnPad', 6, 'A', 'L01-']"
0.0,"['ColumnPad', 6, 'A', 'L01-']","['ColumnPad', 6, 'A', 'L01+']"
5299.999445693933,"['ColumnPad', 6, 'A', 'L01+']","['ColumnPad', 6, 'A', 'R02-']"
0.0,"['ColumnPad', 6, 'A', 'R02-']","['ColumnPad', 6, 'A', 'R02+']"
0.0,"['ColumnPad', 6, 'A', 'R02+']","['ColumnPad', 6, 'A', 'L02-']"
0.0,"['ColumnPad', 6, 'A', 'L02-']","['ColumnPad', 6, 'A', 'L02+']"
5300.00031171933,"['ColumnPad', 6, 'A', 'L02+']","['ColumnPad', 6, 'A', 'R03-']"
0.0,"['ColumnPad', 6, 'A', 'R03-']","['ColumnPad', 6, 'A', 'R03+']"
0.0,"['ColumnPad', 6, 'A', 'R03+']","['ColumnPad', 6, 'A', 'L03-']"
0.0,"['ColumnPad', 6, 'A', 'L03-']","['ColumnPad', 6, 'A', 'L03+']"
5300.000311719332,"['ColumnPad', 6, 'A', 'L03+']","['ColumnPad', 6, 'A', 'R04-']"
0.0,"['ColumnPad', 6, 'A', 'R04-']","['ColumnPad', 6, 'A', 'R04+']"
0.0,"['ColumnPad', 6, 'A', 'R04+']","['ColumnPad', 6, 'A', 'L04-']"
0.0,"['ColumnPad', 6, 'A', 'L04-']","['ColumnPad', 6, 'A', 'L04+']"
5299.999445693931,"['ColumnPad', 6, 'A', 'L04+']","['ColumnPad', 6, 'A', 'R05-']"
0.0,"['ColumnPad', 6, 'A', 'R05-']","['ColumnPad', 6, 'A', 'R05+']"
0.0,"['ColumnPad', 6, 'A', 'R05+']","['ColumnPad', 6, 'A', 'L05-']"
0.0,"['ColumnPad', 6, 'A', 'L05-']","['ColumnPad', 6, 'A', 'L05+']"
5300.000311719332,"['ColumnPad', 6, 'A', 'L05+']","['ColumnPad', 6, 'A', 'R06-']"
0.0,"['ColumnPad', 6, 'A', 'R06-']","['ColumnPad', 6, 'A', 'R06+']"
0.0,"['ColumnPad', 6, 'A', 'R06+']","['ColumnPad', 6, 'A', 'L06-']"
0.0,"['ColumnPad', 6, 'A', 'L06-']","['ColumnPad', 6, 'A', 'L06+']"
5299.999445693934,"['ColumnPad', 6, 'A', 'L06+']","['ColumnPad', 6, 'A', 'R07-']"
0.0,"['ColumnPad', 6, 'A', 'R07-']","['ColumnPad', 6, 'A', 'R07+']"
0.0,"['ColumnPad', 6, 'A', 'R07+']","['ColumnPad', 6, 'A', 'L07-']"
0.0,"['ColumnPad', 6, 'A', 'L07-']","['ColumnPad', 6, 'A', 'L07+']"
5300.000311719328,"['ColumnPad', 6, 'A', 'L07+']","['ColumnPad', 6, 'A', 'R08-']"
0.0,"['ColumnPad', 6, 'A', 'R08-']","['ColumnPad', 6, 'A', 'R08+']"
0.0,"['ColumnPad', 6, 'A', 'R08+']","['ColumnPad', 6, 'A', 'L08-']"
0.0,"['ColumnPad', 6, 'A', 'L08-']","['ColumnPad', 6, 'A', 'L08+']"
5300.000311719328,"['ColumnPad', 6, 'A', 'L08+']","['ColumnPad', 6, 'A', 'R09-']"
0.0,"['ColumnPad', 6, 'A', 'R09-']","['ColumnPad', 6, 'A', 'R09+']"
0.0,"['ColumnPad', 6, 'A', 'R09+']","['ColumnPad', 6, 'A', 'L09-']"
0.0,"['ColumnPad', 6, 'A', 'L09-']","['ColumnPad', 6, 'A', 'L09+']"
5299.999445693934,"['ColumnPad', 6, 'A', 'L09+']","['ColumnPad', 6, 'A', 'R10-']"
0.0,"['ColumnPad', 6, 'A', 'R10-']","['ColumnPad', 6, 'A', 'R10+']"
0.0,"['ColumnPad', 6, 'A', 'R10+']","['ColumnPad', 6, 'A', 'L10-']"
0.0,"['ColumnPad', 6, 'A', 'L10-']","['ColumnPad', 6, 'A', 'L10+']"
5300.000311719335,"['ColumnPad', 6, 'A', 'L10+']","['ColumnPad', 6, 'A', 'R11-']"
0.0,"['ColumnPad', 6, 'A', 'R11-']","['ColumnPad', 6, 'A', 'R11+']"
0.0,"['ColumnPad', 6, 'A', 'R11+']","['ColumnPad', 6, 'A', 'L11-']"
0.0,"['ColumnPad', 6, 'A', 'L11-']","['ColumnPad', 6, 'A', 'L11+']"
55838.96485337959,"['ColumnPad', 6, 'A', 'L11+']","['ColumnPad', 5, 'A', 'R00-']"
0.0,"['ColumnPad', 5, 'A', 'R00-']","['ColumnPad', 5, 'A', 'R00+']"
0.0,"['ColumnPad', 5, 'A', 'R00+']","['ColumnPad', 5, 'A', 'L00-']"
0.0,"['ColumnPad', 5, 'A', 'L00-']","['ColumnPad', 5, 'A', 'L00+']"
5300.000311719331,"['ColumnPad', 5, 'A', 'L00+']","['ColumnPad', 5, 'A', 'R01-']"
0.0,"['ColumnPad', 5, 'A', 'R01-']","['ColumnPad', 5, 'A', 'R01+']"
0.0,"['ColumnPad', 5, 'A', 'R01+']","['ColumnPad', 5, 'A', 'L01-']"
0.0,"['ColumnPad', 5, 'A', 'L01-']","['ColumnPad', 5, 'A', 'L01+']"
5299.999445693933,"['ColumnPad', 5, 'A', 'L01+']","['ColumnPad', 5, 'A', 'R02-']"
0.0,"['ColumnPad', 5, 'A', 'R02-']","['ColumnPad', 5, 'A', 'R02+']"
0.0,"['ColumnPad', 5, 'A', 'R02+']","['ColumnPad', 5, 'A', 'L02-']"
0.0,"['ColumnPad', 5, 'A', 'L02-']","['ColumnPad', 5, 'A', 'L02+']"
5300.00031171933,"['ColumnPad', 5, 'A', 'L02+']","['ColumnPad', 5, 'A', 'R03-']"
0.0,"['ColumnPad', 5, 'A', 'R03-']","['ColumnPad', 5, 'A', 'R03+']"
0.0,"['ColumnPad', 5, 'A', 'R03+']","['ColumnPad', 5, 'A', 'L03-']"
0.0,"['ColumnPad', 5, 'A', 'L03-']","['ColumnPad', 5, 'A', 'L03+']"
5300.000311719332,"['ColumnPad', 5, 'A', 'L03+']","['ColumnPad', 5, 'A', 'R04-']"
0.0,"['ColumnPad', 5, 'A', 'R04-']","['ColumnPad', 5, 'A', 'R04+']"
0.0,"['ColumnPad', 5, 'A', 'R04+']","['ColumnPad', 5, 'A', 'L04-']"
0.0,"['ColumnPad', 5, 'A', 'L04-']","['ColumnPad', 5, 'A', 'L04+']"
5299.999445693931,"['ColumnPad', 5, 'A', 'L04+']","['ColumnPad', 5, 'A', 'R05-']"
0.0,"['ColumnPad', 5, 'A', 'R05-']","['ColumnPad', 5, 'A', 'R05+']"
0.0,"['ColumnPad', 5, 'A', 'R05+']","['ColumnPad', 5, 'A', 'L05-']"
0.0,"['ColumnPad', 5, 'A', 'L05-']","['ColumnPad', 5, 'A', 'L05+']"
5300.000311719332,"['ColumnPad', 5, 'A', 'L05+']","['ColumnPad', 5, 'A', 'R06-']"
0.0,"['ColumnPad', 5, 'A', 'R06-']","['ColumnPad', 5, 'A', 'R06+']"
0.0,"['ColumnPad', 5, 'A', 'R06+']","['ColumnPad', 5, 'A', 'L06-']"
0.0,"['ColumnPad', 5, 'A', 'L06-']","['ColumnPad', 5, 'A', 'L06+']"
5299.999445693934,"['ColumnPad', 5, 'A', 'L06+']","['ColumnPad', 5, 'A', 'R07-']"
0.0,"['ColumnPad', 5, 'A', 'R07-']","['ColumnPad', 5, 'A', 'R07+']"
0.0,"['ColumnPad', 5, 'A', 'R07+']","['ColumnPad', 5, 'A', 'L07-']"
0.0,"['ColumnPad', 5, 'A', 'L07-']","['ColumnPad', 5, 'A', 'L07+']"
5300.000311719328,"['ColumnPad', 5, 'A', 'L07+']","['ColumnPad', 5, 'A', 'R08-']"
0.0,"['ColumnPad', 5, 'A', 'R08-']","['ColumnPad', 5, 'A', 'R08+']"
0.0,"['ColumnPad', 5, 'A', 'R08+']","['ColumnPad', 5, 'A', 'L08-']"
0.0,"['ColumnPad', 5, 'A', 'L08-']","['ColumnPad', 5, 'A', 'L08+']"
5300.000311719328,"['ColumnPad', 5, 'A', 'L08+']","['ColumnPad', 5, 'A', 'R09-']"
0.0,"['ColumnPad', 5, 'A', 'R09-']","['ColumnPad', 5, 'A', 'R09+']"
0.0,"['ColumnPad', 5, 'A', 'R09+']","['ColumnPad', 5, 'A', 'L09-']"
0.0,"['ColumnPad', 5, 'A', 'L09-']","['ColumnPad', 5, 'A', 'L09+']"
5299.999445693934,"['ColumnPad', 5, 'A', 'L09+']","['ColumnPad', 5, 'A', 'R10-']"
0.0,"['ColumnPad', 5, 'A', 'R10-']","['ColumnPad', 5, 'A', 'R10+']"
0.0,"['ColumnPad', 5, 'A', 'R10+']","['ColumnPad', 5, 'A', 'L10-']"
0.0,"['ColumnPad', 5, 'A', 'L10-']","['ColumnPad', 5, 'A', 'L10+']"
5300.000311719335,"['ColumnPad', 5, 'A', 'L10+']","['ColumnPad', 5, 'A', 'R11-']"
0.0,"['ColumnPad', 5, 'A', 'R11-']","['ColumnPad', 5, 'A', 'R11+']"
0.0,"['ColumnPad', 5, 'A', 'R11+']","['ColumnPad', 5, 'A', 'L11-']"
0.0,"['ColumnPad', 5, 'A', 'L11-']","['ColumnPad', 5, 'A', 'L11+']"
55838.96485337959,"['ColumnPad', 5, 'A', 'L11+']","['ColumnPad', 4, 'A', 'R00-']"
0.0,"['ColumnPad', 4, 'A', 'R00-']","['ColumnPad', 4, 'A', 'R00+']"
0.0,"['ColumnPad', 4, 'A', 'R00+']","['ColumnPad', 4, 'A', 'L00-']"
0.0,"['ColumnPad', 4, 'A', 'L00-']","['ColumnPad', 4, 'A', 'L00+']"
5300.000311719331,"['ColumnPad', 4, 'A', 'L00+']","['ColumnPad', 4, 'A', 'R01-']"
0.0,"['ColumnPad', 4, 'A', 'R01-']","['ColumnPad', 4, 'A', 'R01+']"
0.0,"['ColumnPad', 4, 'A', 'R01+']","['ColumnPad', 4, 'A', 'L01-']"
0.0,"['ColumnPad', 4, 'A', 'L01-']","['ColumnPad', 4, 'A', 'L01+']"
5299.999445693933,"['ColumnPad', 4, 'A', 'L01+']","['ColumnPad', 4, 'A', 'R02-']"
0.0,"['ColumnPad', 4, 'A', 'R02-']","['ColumnPad', 4, 'A', 'R02+']"
0.0,"['ColumnPad', 4, 'A', 'R02+']","['ColumnPad', 4, 'A', 'L02-']"
0.0,"['ColumnPad', 4, 'A', 'L02-']","['ColumnPad', 4, 'A', 'L02+']"
5300.00031171933,"['ColumnPad', 4, 'A', 'L02+']","['ColumnPad', 4, 'A', 'R03-']"
0.0,"['ColumnPad', 4, 'A', 'R03-']","['ColumnPad', 4, 'A', 'R03+']"
0.0,"['ColumnPad', 4, 'A', 'R03+']","['ColumnPad', 4, 'A', 'L03-']"
0.0,"['ColumnPad', 4, 'A', 'L03-']","['ColumnPad', 4, 'A', 'L03+']"
5300.000311719332,"['ColumnPad', 4, 'A', 'L03+']","['ColumnPad', 4, 'A', 'R04-']"
0.0,"['ColumnPad', 4, 'A', 'R04-']","['ColumnPad', 4, 'A', 'R04+']"
0.0,"['ColumnPad', 4, 'A', 'R04+']","['ColumnPad', 4, 'A', 'L04-']"
0.0,"['ColumnPad', 4, 'A', 'L04-']","['ColumnPad', 4, 'A', 'L04+']"
5299.999445693931,"['ColumnPad', 4, 'A', 'L04+']","['ColumnPad', 4, 'A', 'R05-']"
0.0,"['ColumnPad', 4, 'A', 'R05-']","['ColumnPad', 4, 'A', 'R05+']"
0.0,"['ColumnPad', 4, 'A', 'R05+']","['ColumnPad', 4, 'A', 'L05-']"
0.0,"['ColumnPad', 4, 'A', 'L05-']","['ColumnPad', 4, 'A', 'L05+']"
5300.000311719331,"['ColumnPad', 4, 'A', 'L05+']","['ColumnPad', 4, 'A', 'R06-']"
0.0,"['ColumnPad', 4, 'A', 'R06-']","['ColumnPad', 4, 'A', 'R06+']"
0.0,"['ColumnPad', 4, 'A', 'R06+']","['ColumnPad', 4, 'A', 'L06-']"
0.0,"['ColumnPad', 4, 'A', 'L06-']","['ColumnPad', 4, 'A', 'L06+']"
5299.999445693934,"['ColumnPad', 4, 'A', 'L06+']","['ColumnPad', 4, 'A', 'R07-']"
0.0,"['ColumnPad', 4, 'A', 'R07-']","['ColumnPad', 4, 'A', 'R07+']"
0.0,"['ColumnPad', 4, 'A', 'R07+']","['ColumnPad', 4, 'A', 'L07-']"
0.0,"['ColumnPad', 4, 'A', 'L07-']","['ColumnPad', 4, 'A', 'L07+']"
5300.000311719328,"['ColumnPad', 4, 'A', 'L07+']","['ColumnPad', 4, 'A', 'R08-']"
0.0,"['ColumnPad', 4, 'A', 'R08-']","['ColumnPad', 4, 'A', 'R08+']"
0.0,"['ColumnPad', 4, 'A', 'R08+']","['ColumnPad', 4, 'A', 'L08-']"
0.0,"['ColumnPad', 4, 'A', 'L08-']","['ColumnPad', 4, 'A', 'L08+']"
5300.000311719328,"['ColumnPad', 4, 'A', 'L08+']","['ColumnPad', 4, 'A', 'R09-']"
0.0,"['ColumnPad', 4, 'A', 'R09-']","['ColumnPad', 4, 'A', 'R09+']"
0.0,"['ColumnPad', 4, 'A', 'R09+']","['ColumnPad', 4, 'A', 'L09-']"
0.0,"['ColumnPad', 4, 'A', 'L09-']","['ColumnPad', 4, 'A', 'L09+']"
5299.999445693934,"['ColumnPad', 4, 'A', 'L09+']","['ColumnPad', 4, 'A', 'R10-']"
0.0,"['ColumnPad', 4, 'A', 'R10-']","['ColumnPad', 4, 'A', 'R10+']"
0.0,"['ColumnPad', 4, 'A', 'R10+']","['ColumnPad', 4, 'A', 'L10-']"
0.0,"['ColumnPad', 4, 'A', 'L10-']","['ColumnPad', 4, 'A', 'L10+']"
5300.000311719335,"['ColumnPad', 4, 'A', 'L10+']","['ColumnPad', 4, 'A', 'R11-']"
0.0,"['ColumnPad', 4, 'A', 'R11-']","['ColumnPad', 4, 'A', 'R11+']"
0.0,"['ColumnPad', 4, 'A', 'R11+']","['ColumnPad', 4, 'A', 'L11-']"
0.0,"['ColumnPad', 4, 'A', 'L11-']","['ColumnPad', 4, 'A', 'L11+']"
55838.96485337959,"['ColumnPad', 4, 'A', 'L11+']","['ColumnPad', 3, 'A', 'R00-']"
0.0,"['ColumnPad', 3, 'A', 'R00-']","['ColumnPad', 3, 'A', 'R00+']"
0.0,"['ColumnPad', 3, 'A', 'R00+']","['ColumnPad', 3, 'A', 'L00-']"
0.0,"['ColumnPad', 3, 'A', 'L00-']","['ColumnPad', 3, 'A', 'L00+']"
5300.000311719331,"['ColumnPad', 3, 'A', 'L00+']","['ColumnPad', 3, 'A', 'R01-']"
0.0,"['ColumnPad', 3, 'A', 'R01-']","['ColumnPad', 3, 'A', 'R01+']"
0.0,"['ColumnPad', 3, 'A', 'R01+']","['ColumnPad', 3, 'A', 'L01-']"
0.0,"['ColumnPad', 3, 'A', 'L01-']","['ColumnPad', 3, 'A', 'L01+']"
5299.999445693933,"['ColumnPad', 3, 'A', 'L01+']","['ColumnPad', 3, 'A', 'R02-']"
0.0,"['ColumnPad', 3, 'A', 'R02-']","['ColumnPad', 3, 'A', 'R02+']"
0.0,"['ColumnPad', 3, 'A', 'R02+']","['ColumnPad', 3, 'A', 'L02-']"
0.0,"['ColumnPad', 3, 'A', 'L02-']","['ColumnPad', 3, 'A', 'L02+']"
5300.00031171933,"['ColumnPad', 3, 'A', 'L02+']","['ColumnPad', 3, 'A', 'R03-']"
0.0,"['ColumnPad', 3, 'A', 'R03-']","['ColumnPad', 3, 'A', 'R03+']"
0.0,"['ColumnPad', 3, 'A', 'R03+']","['ColumnPad', 3, 'A', 'L03-']"
0.0,"['ColumnPad', 3, 'A', 'L03-']","['ColumnPad', 3, 'A', 'L03+']"
5300.000311719331,"['ColumnPad', 3, 'A', 'L03+']","['ColumnPad', 3, 'A', 'R04-']"
0.0,"['ColumnPad', 3, 'A', 'R04-']","['ColumnPad', 3, 'A', 'R04+']"
0.0,"['ColumnPad', 3, 'A', 'R04+']","['ColumnPad', 3, 'A', 'L04-']"
0.0,"['ColumnPad', 3, 'A', 'L04-']","['ColumnPad', 3, 'A', 'L04+']"
5299.999445693931,"['ColumnPad', 3, 'A', 'L04+']","['ColumnPad', 3, 'A', 'R05-']"
0.0,"['ColumnPad', 3, 'A', 'R05-']","['ColumnPad', 3, 'A', 'R05+']"
0.0,"['ColumnPad', 3, 'A', 'R05+']","['ColumnPad', 3, 'A', 'L05-']"
0.0,"['ColumnPad', 3, 'A', 'L05-']","['ColumnPad', 3, 'A', 'L05+']"
5300.000311719332,"['ColumnPad', 3, 'A', 'L05+']","['ColumnPad', 3, 'A', 'R06-']"
0.0,"['ColumnPad', 3, 'A', 'R06-']","['ColumnPad', 3, 'A', 'R06+']"
0.0,"['ColumnPad', 3, 'A', 'R06+']","['ColumnPad', 3, 'A', 'L06-']"
0.0,"['ColumnPad', 3, 'A', 'L06-']","['ColumnPad', 3, 'A', 'L06+']"
5299.999445693934,"['ColumnPad', 3, 'A', 'L06+']","['ColumnPad', 3, 'A', 'R07-']"
0.0,"['ColumnPad', 3, 'A', 'R07-']","['ColumnPad', 3, 'A', 'R07+']"
0.0,"['ColumnPad', 3, 'A', 'R07+']","['ColumnPad', 3, 'A', 'L07-']"
0.0,"['ColumnPad', 3, 'A', 'L07-']","['ColumnPad', 3, 'A', 'L07+']"
5300.000311719328,"['ColumnPad', 3, 'A', 'L07+']","['ColumnPad', 3, 'A', 'R08-']"
