distance to pixel,"first pad(Gtype,GIndex,GSection,Label)","second pad(Gtype,GIndex,GSection,Label)"
0.0,"['RowPad', 10, 'C', 'B10-']","['RowPad', 10, 'C', 'B10+']"
0.0,"['RowPad', 10, 'C', 'B10+']","['RowPad', 10, 'C', 'T10-']"
0.0,"['RowPad', 10, 'C', 'T10-']","['RowPad', 10, 'C', 'T10+']"
5300.000311719335,"['RowPad', 10, 'C', 'T10+']","['RowPad', 10, 'C', 'B11-']"
0.0,"['RowPad', 10, 'C', 'B11-']","['RowPad', 10, 'C', 'B11+']"
0.0,"['RowPad', 10, 'C', 'B11+']","['RowPad', 10, 'C', 'T11-']"
0.0,"['RowPad', 10, 'C', 'T11-']","['RowPad', 10, 'C', 'T11+']"
61122.5817181912,"['RowPad', 10, 'C', 'T11+']","['RowPad', 11, 'C', 'X00-']"
0.0,"['RowPad', 11, 'C', 'X00-']","['RowPad', 11, 'C', 'X00+']"
0.0,"['RowPad', 11, 'C', 'X00+']","['RowPad', 11, 'C', 'B00-']"
0.0,"['RowPad', 11, 'C', 'B00-']","['RowPad', 11, 'C', 'B00+']"
0.0,"['RowPad', 11, 'C', 'B00+']","['RowPad', 11, 'C', 'T00-']"
0.0,"['RowPad', 11, 'C', 'T00-']","['RowPad', 11, 'C', 'T00+']"
5300.000311719331,"['RowPad', 11, 'C', 'T00+']","['RowPad', 11, 'C', 'B01-']"
0.0,"['RowPad', 11, 'C', 'B01-']","['RowPad', 11, 'C', 'B01+']"
0.0,"['RowPad', 11, 'C', 'B01+']","['RowPad', 11, 'C', 'T01-']"
0.0,"['RowPad', 11, 'C', 'T01-']","['RowPad', 11, 'C', 'T01+']"
5299.999445693933,"['RowPad', 11, 'C', 'T01+']","['RowPad', 11, 'C', 'B02-']"
0.0,"['RowPad', 11, 'C', 'B02-']","['RowPad', 11, 'C', 'B02+']"
0.0,"['RowPad', 11, 'C', 'B02+']","['RowPad', 11, 'C', 'T02-']"
0.0,"['RowPad', 11, 'C', 'T02-']","['RowPad', 11, 'C', 'T02+']"
5300.00031171933,"['RowPad', 11, 'C', 'T02+']","['RowPad', 11, 'C', 'B03-']"
0.0,"['RowPad', 11, 'C', 'B03-']","['RowPad', 11, 'C', 'B03+']"
0.0,"['RowPad', 11, 'C', 'B03+']","['RowPad', 11, 'C', 'T03-']"
0.0,"['RowPad', 11, 'C', 'T03-']","['RowPad', 11, 'C', 'T03+']"
5300.000311719332,"['RowPad', 11, 'C', 'T03+']","['RowPad', 11, 'C', 'B04-']"
0.0,"['RowPad', 11, 'C', 'B04-']","['RowPad', 11, 'C', 'B04+']"
0.0,"['RowPad', 11, 'C', 'B04+']","['RowPad', 11, 'C', 'T04-']"
0.0,"['RowPad', 11, 'C', 'T04-']","['RowPad', 11, 'C', 'T04+']"
5299.999445693931,"['RowPad', 11, 'C', 'T04+']","['RowPad', 11, 'C', 'B05-']"
0.0,"['RowPad', 11, 'C', 'B05-']","['RowPad', 11, 'C', 'B05+']"
0.0,"['RowPad', 11, 'C', 'B05+']","['RowPad', 11, 'C', 'T05-']"
0.0,"['RowPad', 11, 'C', 'T05-']","['RowPad', 11, 'C', 'T05+']"
5300.000311719332,"['RowPad', 11, 'C', 'T05+']","['RowPad', 11, 'C', 'B06-']"
0.0,"['RowPad', 11, 'C', 'B06-']","['RowPad', 11, 'C', 'B06+']"
0.0,"['RowPad', 11, 'C', 'B06+']","['RowPad', 11, 'C', 'T06-']"
0.0,"['RowPad', 11, 'C', 'T06-']","['RowPad', 11, 'C', 'T06+']"
5299.999445693934,"['RowPad', 11, 'C', 'T06+']","['RowPad', 11, 'C', 'B07-']"
0.0,"['RowPad', 11, 'C', 'B07-']","['RowPad', 11, 'C', 'B07+']"
0.0,"['RowPad', 11, 'C', 'B07+']","['RowPad', 11, 'C', 'T07-']"
0.0,"['RowPad', 11, 'C', 'T07-']","['RowPad', 11, 'C', 'T07+']"
5300.000311719328,"['RowPad', 11, 'C', 'T07+']","['RowPad', 11, 'C', 'B08-']"
0.0,"['RowPad', 11, 'C', 'B08-']","['RowPad', 11, 'C', 'B08+']"
0.0,"['RowPad', 11, 'C', 'B08+']","['RowPad', 11, 'C', 'T08-']"
0.0,"['RowPad', 11, 'C', 'T08-']","['RowPad', 11, 'C', 'T08+']"
5300.000311719328,"['RowPad', 11, 'C', 'T08+']","['RowPad', 11, 'C', 'B09-']"
0.0,"['RowPad', 11, 'C', 'B09-']","['RowPad', 11, 'C', 'B09+']"
0.0,"['RowPad', 11, 'C', 'B09+']","['RowPad', 11, 'C', 'T09-']"
0.0,"['RowPad', 11, 'C', 'T09-']","['RowPad', 11, 'C', 'T09+']"
5299.999445693934,"['RowPad', 11, 'C', 'T09+']","['RowPad', 11, 'C', 'B10-']"
0.0,"['RowPad', 11, 'C', 'B10-']","['RowPad', 11, 'C', 'B10+']"
0.0,"['RowPad', 11, 'C', 'B10+']","['RowPad', 11, 'C', 'T10-']"
0.0,"['RowPad', 11, 'C', 'T10-']","['RowPad', 11, 'C', 'T10+']"
5300.000311719336,"['RowPad', 11, 'C', 'T10+']","['RowPad', 11, 'C', 'B11-']"
0.0,"['RowPad', 11, 'C', 'B11-']","['RowPad', 11, 'C', 'B11+']"
0.0,"['RowPad', 11, 'C', 'B11+']","['RowPad', 11, 'C', 'T11-']"
0.0,"['RowPad', 11, 'C', 'T11-']","['RowPad', 11, 'C', 'T11+']"
58300.0,"['RowPad', 11, 'C', 'T11+']","['ColumnPad', 11, 'C', 'R00-']"
0.0,"['ColumnPad', 11, 'C', 'R00-']","['ColumnPad', 11, 'C', 'L00-']"
5300.0,"['ColumnPad', 11, 'C', 'L00-']","['ColumnPad', 11, 'C', 'R01-']"
0.0,"['ColumnPad', 11, 'C', 'R01-']","['ColumnPad', 11, 'C', 'L01-']"
5300.0,"['ColumnPad', 11, 'C', 'L01-']","['ColumnPad', 11, 'C', 'R02-']"
0.0,"['ColumnPad', 11, 'C', 'R02-']","['ColumnPad', 11, 'C', 'L02-']"
10600.0,"['ColumnPad', 11, 'C', 'L02-']","['ColumnPad', 11, 'C', 'R00+']"
15900.0,"['ColumnPad', 11, 'C', 'R00+']","['ColumnPad', 11, 'C', 'R03-']"
15900.0,"['ColumnPad', 11, 'C', 'R03-']","['ColumnPad', 11, 'C', 'L00+']"
15900.0,"['ColumnPad', 11, 'C', 'L00+']","['ColumnPad', 11, 'C', 'L03-']"
10600.0,"['ColumnPad', 11, 'C', 'L03-']","['ColumnPad', 11, 'C', 'R01+']"
15900.0,"['ColumnPad', 11, 'C', 'R01+']","['ColumnPad', 11, 'C', 'R04-']"
15900.0,"['ColumnPad', 11, 'C', 'R04-']","['ColumnPad', 11, 'C', 'L01+']"
15900.0,"['ColumnPad', 11, 'C', 'L01+']","['ColumnPad', 11, 'C', 'L04-']"
10600.0,"['ColumnPad', 11, 'C', 'L04-']","['ColumnPad', 11, 'C', 'R02+']"
15900.0,"['ColumnPad', 11, 'C', 'R02+']","['ColumnPad', 11, 'C', 'R05-']"
15900.0,"['ColumnPad', 11, 'C', 'R05-']","['ColumnPad', 11, 'C', 'L02+']"
15900.0,"['ColumnPad', 11, 'C', 'L02+']","['ColumnPad', 11, 'C', 'L05-']"
10600.0,"['ColumnPad', 11, 'C', 'L05-']","['ColumnPad', 11, 'C', 'R03+']"
15900.0,"['ColumnPad', 11, 'C', 'R03+']","['ColumnPad', 11, 'C', 'R06-']"
15900.0,"['ColumnPad', 11, 'C', 'R06-']","['ColumnPad', 11, 'C', 'L03+']"
15900.0,"['ColumnPad', 11, 'C', 'L03+']","['ColumnPad', 11, 'C', 'L06-']"
10600.0,"['ColumnPad', 11, 'C', 'L06-']","['ColumnPad', 11, 'C', 'R04+']"
15900.0,"['ColumnPad', 11, 'C', 'R04+']","['ColumnPad', 11, 'C', 'R07-']"
15900.0,"['ColumnPad', 11, 'C', 'R07-']","['ColumnPad', 11, 'C', 'L04+']"
15900.0,"['ColumnPad', 11, 'C', 'L04+']","['ColumnPad', 11, 'C', 'L07-']"
10600.0,"['ColumnPad', 11, 'C', 'L07-']","['ColumnPad', 11, 'C', 'R05+']"
15900.0,"['ColumnPad', 11, 'C', 'R05+']","['ColumnPad', 11, 'C', 'R08-']"
15900.0,"['ColumnPad', 11, 'C', 'R08-']","['ColumnPad', 11, 'C', 'L05+']"
15900.0,"['ColumnPad', 11, 'C', 'L05+']","['ColumnPad', 11, 'C', 'L08-']"
10600.0,"['ColumnPad', 11, 'C', 'L08-']","['ColumnPad', 11, 'C', 'R06+']"
15900.0,"['ColumnPad', 11, 'C', 'R06+']","['ColumnPad', 11, 'C', 'R09-']"
15900.0,"['ColumnPad', 11, 'C', 'R09-']","['ColumnPad', 11, 'C', 'L06+']"
15900.0,"['ColumnPad', 11, 'C', 'L06+']","['ColumnPad', 11, 'C', 'L09-']"
10600.0,"['ColumnPad', 11, 'C', 'L09-']","['ColumnPad', 11, 'C', 'R07+']"
15900.0,"['ColumnPad', 11, 'C', 'R07+']","['ColumnPad', 11, 'C', 'R10-']"
15900.0,"['ColumnPad', 11, 'C', 'R10-']","['ColumnPad', 11, 'C', 'L07+']"
15900.0,"['ColumnPad', 11, 'C', 'L07+']","['ColumnPad', 11, 'C', 'L10-']"
10600.0,"['ColumnPad', 11, 'C', 'L10-']","['ColumnPad', 11, 'C', 'R08+']"
15900.0,"['ColumnPad', 11, 'C', 'R08+']","['ColumnPad', 11, 'C', 'R11-']"
15900.0,"['ColumnPad', 11, 'C', 'R11-']","['ColumnPad', 11, 'C', 'L08+']"
15900.0,"['ColumnPad', 11, 'C', 'L08+']","['ColumnPad', 11, 'C', 'L11-']"
10600.0,"['ColumnPad', 11, 'C', 'L11-']","['ColumnPad', 11, 'C', 'R09+']"
0.0,"['ColumnPad', 11, 'C', 'R09+']","['ColumnPad', 11, 'C', 'L09+']"
5300.0,"['ColumnPad', 11, 'C', 'L09+']","['ColumnPad', 11, 'C', 'R10+']"
0.0,"['ColumnPad', 11, 'C', 'R10+']","['ColumnPad', 11, 'C', 'L10+']"
5300.0,"['ColumnPad', 11, 'C', 'L10+']","['ColumnPad', 11, 'C', 'R11+']"
0.0,"['ColumnPad', 11, 'C', 'R11+']","['ColumnPad', 11, 'C', 'L11+']"
55838.9649197066,"['ColumnPad', 11, 'C', 'L11+']","['ColumnPad', 10, 'C', 'R00-']"
0.0,"['ColumnPad', 10, 'C', 'R00-']","['ColumnPad', 10, 'C', 'L00-']"
5300.0,"['ColumnPad', 10, 'C', 'L00-']","['ColumnPad', 10, 'C', 'R01-']"
0.0,"['ColumnPad', 10, 'C', 'R01-']","['ColumnPad', 10, 'C', 'L01-']"
5300.0,"['ColumnPad', 10, 'C', 'L01-']","['ColumnPad', 10, 'C', 'R02-']"
0.0,"['ColumnPad', 10, 'C', 'R02-']","['ColumnPad', 10, 'C', 'L02-']"
10600.0,"['ColumnPad', 10, 'C', 'L02-']","['ColumnPad', 10, 'C', 'R00+']"
15900.0,"['ColumnPad', 10, 'C', 'R00+']","['ColumnPad', 10, 'C', 'R03-']"
15900.0,"['ColumnPad', 10, 'C', 'R03-']","['ColumnPad', 10, 'C', 'L00+']"
15900.0,"['ColumnPad', 10, 'C', 'L00+']","['ColumnPad', 10, 'C', 'L03-']"
10600.0,"['ColumnPad', 10, 'C', 'L03-']","['ColumnPad', 10, 'C', 'R01+']"
15900.0,"['ColumnPad', 10, 'C', 'R01+']","['ColumnPad', 10, 'C', 'R04-']"
15900.0,"['ColumnPad', 10, 'C', 'R04-']","['ColumnPad', 10, 'C', 'L01+']"
15900.0,"['ColumnPad', 10, 'C', 'L01+']","['ColumnPad', 10, 'C', 'L04-']"
10600.0,"['ColumnPad', 10, 'C', 'L04-']","['ColumnPad', 10, 'C', 'R02+']"
15900.0,"['ColumnPad', 10, 'C', 'R02+']","['ColumnPad', 10, 'C', 'R05-']"
15900.0,"['ColumnPad', 10, 'C', 'R05-']","['ColumnPad', 10, 'C', 'L02+']"
15900.0,"['ColumnPad', 10, 'C', 'L02+']","['ColumnPad', 10, 'C', 'L05-']"
10600.0,"['ColumnPad', 10, 'C', 'L05-']","['ColumnPad', 10, 'C', 'R03+']"
15900.0,"['ColumnPad', 10, 'C', 'R03+']","['ColumnPad', 10, 'C', 'R06-']"
15900.0,"['ColumnPad', 10, 'C', 'R06-']","['ColumnPad', 10, 'C', 'L03+']"
15900.0,"['ColumnPad', 10, 'C', 'L03+']","['ColumnPad', 10, 'C', 'L06-']"
10600.0,"['ColumnPad', 10, 'C', 'L06-']","['ColumnPad', 10, 'C', 'R04+']"
15900.0,"['ColumnPad', 10, 'C', 'R04+']","['ColumnPad', 10, 'C', 'R07-']"
15900.0,"['ColumnPad', 10, 'C', 'R07-']","['ColumnPad', 10, 'C', 'L04+']"
15900.0,"['ColumnPad', 10, 'C', 'L04+']","['ColumnPad', 10, 'C', 'L07-']"
10600.0,"['ColumnPad', 10, 'C', 'L07-']","['ColumnPad', 10, 'C', 'R05+']"
15900.0,"['ColumnPad', 10, 'C', 'R05+']","['ColumnPad', 10, 'C', 'R08-']"
15900.0,"['ColumnPad', 10, 'C', 'R08-']","['ColumnPad', 10, 'C', 'L05+']"
15900.0,"['ColumnPad', 10, 'C', 'L05+']","['ColumnPad', 10, 'C', 'L08-']"
10600.0,"['ColumnPad', 10, 'C', 'L08-']","['ColumnPad', 10, 'C', 'R06+']"
15900.0,"['ColumnPad', 10, 'C', 'R06+']","['ColumnPad', 10, 'C', 'R09-']"
15900.0,"['ColumnPad', 10, 'C', 'R09-']","['ColumnPad', 10, 'C', 'L06+']"
15900.0,"['ColumnPad', 10, 'C', 'L06+']","['ColumnPad', 10, 'C', 'L09-']"
10600.0,"['ColumnPad', 10, 'C', 'L09-']","['ColumnPad', 10, 'C', 'R07+']"
15900.0,"['ColumnPad', 10, 'C', 'R07+']","['ColumnPad', 10, 'C', 'R10-']"
15900.0,"['ColumnPad', 10, 'C', 'R10-']","['ColumnPad', 10, 'C', 'L07+']"
15900.0,"['ColumnPad', 10, 'C', 'L07+']","['ColumnPad', 10, 'C', 'L10-']"
10600.0,"['ColumnPad', 10, 'C', 'L10-']","['ColumnPad', 10, 'C', 'R08+']"
15900.000000000004,"['ColumnPad', 10, 'C', 'R08+']","['ColumnPad', 10, 'C', 'R11-']"
15900.000000000004,"['ColumnPad', 10, 'C', 'R11-']","['ColumnPad', 10, 'C', 'L08+']"
15900.000000000004,"['ColumnPad', 10, 'C', 'L08+']","['ColumnPad', 10, 'C', 'L11-']"
10600.000000000004,"['ColumnPad', 10, 'C', 'L11-']","['ColumnPad', 10, 'C', 'R09+']"
0.0,"['ColumnPad', 10, 'C', 'R09+']","['ColumnPad', 10, 'C', 'L09+']"
5300.0,"['ColumnPad', 10, 'C', 'L09+']","['ColumnPad', 10, 'C', 'R10+']"
0.0,"['ColumnPad', 10, 'C', 'R10+']","['ColumnPad', 10, 'C', 'L10+']"
5300.000000000004,"['ColumnPad', 10, 'C', 'L10+']","['ColumnPad', 10, 'C', 'R11+']"
0.0,"['ColumnPad', 10, 'C', 'R11+']","['ColumnPad', 10, 'C', 'L11+']"
55838.96483750711,"['ColumnPad', 10, 'C', 'L11+']","['ColumnPad', 9, 'C', 'R00-']"
0.0,"['ColumnPad', 9, 'C', 'R00-']","['ColumnPad', 9, 'C', 'L00-']"
5300.0,"['ColumnPad', 9, 'C', 'L00-']","['ColumnPad', 9, 'C', 'R01-']"
0.0,"['ColumnPad', 9, 'C', 'R01-']","['ColumnPad', 9, 'C', 'L01-']"
5300.0,"['ColumnPad', 9, 'C', 'L01-']","['ColumnPad', 9, 'C', 'R02-']"
0.0,"['ColumnPad', 9, 'C', 'R02-']","['ColumnPad', 9, 'C', 'L02-']"
10600.0,"['ColumnPad', 9, 'C', 'L02-']","['ColumnPad', 9, 'C', 'R00+']"
15900.0,"['ColumnPad', 9, 'C', 'R00+']","['ColumnPad', 9, 'C', 'R03-']"
15900.0,"['ColumnPad', 9, 'C', 'R03-']","['ColumnPad', 9, 'C', 'L00+']"
15900.0,"['ColumnPad', 9, 'C', 'L00+']","['ColumnPad', 9, 'C', 'L03-']"
10600.0,"['ColumnPad', 9, 'C', 'L03-']","['ColumnPad', 9, 'C', 'R01+']"
15900.0,"['ColumnPad', 9, 'C', 'R01+']","['ColumnPad', 9, 'C', 'R04-']"
15900.0,"['ColumnPad', 9, 'C', 'R04-']","['ColumnPad', 9, 'C', 'L01+']"
15900.0,"['ColumnPad', 9, 'C', 'L01+']","['ColumnPad', 9, 'C', 'L04-']"
10600.0,"['ColumnPad', 9, 'C', 'L04-']","['ColumnPad', 9, 'C', 'R02+']"
15900.0,"['ColumnPad', 9, 'C', 'R02+']","['ColumnPad', 9, 'C', 'R05-']"
15900.0,"['ColumnPad', 9, 'C', 'R05-']","['ColumnPad', 9, 'C', 'L02+']"
15900.0,"['ColumnPad', 9, 'C', 'L02+']","['ColumnPad', 9, 'C', 'L05-']"
10600.0,"['ColumnPad', 9, 'C', 'L05-']","['ColumnPad', 9, 'C', 'R03+']"
15900.0,"['ColumnPad', 9, 'C', 'R03+']","['ColumnPad', 9, 'C', 'R06-']"
15900.0,"['ColumnPad', 9, 'C', 'R06-']","['ColumnPad', 9, 'C', 'L03+']"
15900.0,"['ColumnPad', 9, 'C', 'L03+']","['ColumnPad', 9, 'C', 'L06-']"
10600.0,"['ColumnPad', 9, 'C', 'L06-']","['ColumnPad', 9, 'C', 'R04+']"
15900.0,"['ColumnPad', 9, 'C', 'R04+']","['ColumnPad', 9, 'C', 'R07-']"
15900.0,"['ColumnPad', 9, 'C', 'R07-']","['ColumnPad', 9, 'C', 'L04+']"
15900.0,"['ColumnPad', 9, 'C', 'L04+']","['ColumnPad', 9, 'C', 'L07-']"
10600.0,"['ColumnPad', 9, 'C', 'L07-']","['ColumnPad', 9, 'C', 'R05+']"
15900.0,"['ColumnPad', 9, 'C', 'R05+']","['ColumnPad', 9, 'C', 'R08-']"
15900.0,"['ColumnPad', 9, 'C', 'R08-']","['ColumnPad', 9, 'C', 'L05+']"
15900.0,"['ColumnPad', 9, 'C', 'L05+']","['ColumnPad', 9, 'C', 'L08-']"
10600.0,"['ColumnPad', 9, 'C', 'L08-']","['ColumnPad', 9, 'C', 'R06+']"
15900.0,"['ColumnPad', 9, 'C', 'R06+']","['ColumnPad', 9, 'C', 'R09-']"
15900.0,"['ColumnPad', 9, 'C', 'R09-']","['ColumnPad', 9, 'C', 'L06+']"
15900.0,"['ColumnPad', 9, 'C', 'L06+']","['ColumnPad', 9, 'C', 'L09-']"
10600.0,"['ColumnPad', 9, 'C', 'L09-']","['ColumnPad', 9, 'C', 'R07+']"
15900.0,"['ColumnPad', 9, 'C', 'R07+']","['ColumnPad', 9, 'C', 'R10-']"
15900.0,"['ColumnPad', 9, 'C', 'R10-']","['ColumnPad', 9, 'C', 'L07+']"
15900.0,"['ColumnPad', 9, 'C', 'L07+']","['ColumnPad', 9, 'C', 'L10-']"
10600.0,"['ColumnPad', 9, 'C', 'L10-']","['ColumnPad', 9, 'C', 'R08+']"
15900.000000000004,"['ColumnPad', 9, 'C', 'R08+']","['ColumnPad', 9, 'C', 'R11-']"
15900.000000000004,"['ColumnPad', 9, 'C', 'R11-']","['ColumnPad', 9, 'C', 'L08+']"
15900.000000000004,"['ColumnPad', 9, 'C', 'L08+']","['ColumnPad', 9, 'C', 'L11-']"
10600.000000000004,"['ColumnPad', 9, 'C', 'L11-']","['ColumnPad', 9, 'C', 'R09+']"
0.0,"['ColumnPad', 9, 'C', 'R09+']","['ColumnPad', 9, 'C', 'L09+']"
5300.0,"['ColumnPad', 9, 'C', 'L09+']","['ColumnPad', 9, 'C', 'R10+']"
0.0,"['ColumnPad', 9, 'C', 'R10+']","['ColumnPad', 9, 'C', 'L10+']"
5300.000000000004,"['ColumnPad', 9, 'C', 'L10+']","['ColumnPad', 9, 'C', 'R11+']"
0.0,"['ColumnPad', 9, 'C', 'R11+']","['ColumnPad', 9, 'C', 'L11+']"
55838.9649197066,"['ColumnPad', 9, 'C', 'L11+']","['ColumnPad', 8, 'C', 'R00-']"
0.0,"['ColumnPad', 8, 'C', 'R00-']","['ColumnPad', 8, 'C', 'L00-']"
5300.0,"['ColumnPad', 8, 'C', 'L00-']","['ColumnPad', 8, 'C', 'R01-']"
0.0,"['ColumnPad', 8, 'C', 'R01-']","['ColumnPad', 8, 'C', 'L01-']"
5300.0,"['ColumnPad', 8, 'C', 'L01-']","['ColumnPad', 8, 'C', 'R02-']"
0.0,"['ColumnPad', 8, 'C', 'R02-']","['ColumnPad', 8, 'C', 'L02-']"
10600.0,"['ColumnPad', 8, 'C', 'L02-']","['ColumnPad', 8, 'C', 'R00+']"
15900.0,"['ColumnPad', 8, 'C', 'R00+']","['ColumnPad', 8, 'C', 'R03-']"
15900.0,"['ColumnPad', 8, 'C', 'R03-']","['ColumnPad', 8, 'C', 'L00+']"
15900.0,"['ColumnPad', 8, 'C', 'L00+']","['ColumnPad', 8, 'C', 'L03-']"
10600.0,"['ColumnPad', 8, 'C', 'L03-']","['ColumnPad', 8, 'C', 'R01+']"
15900.0,"['ColumnPad', 8, 'C', 'R01+']","['ColumnPad', 8, 'C', 'R04-']"
15900.0,"['ColumnPad', 8, 'C', 'R04-']","['ColumnPad', 8, 'C', 'L01+']"
15900.0,"['ColumnPad', 8, 'C', 'L01+']","['ColumnPad', 8, 'C', 'L04-']"
10600.0,"['ColumnPad', 8, 'C', 'L04-']","['ColumnPad', 8, 'C', 'R02+']"
15900.0,"['ColumnPad', 8, 'C', 'R02+']","['ColumnPad', 8, 'C', 'R05-']"
15900.0,"['ColumnPad', 8, 'C', 'R05-']","['ColumnPad', 8, 'C', 'L02+']"
15900.0,"['ColumnPad', 8, 'C', 'L02+']","['ColumnPad', 8, 'C', 'L05-']"
10600.0,"['ColumnPad', 8, 'C', 'L05-']","['ColumnPad', 8, 'C', 'R03+']"
15900.0,"['ColumnPad', 8, 'C', 'R03+']","['ColumnPad', 8, 'C', 'R06-']"
15900.0,"['ColumnPad', 8, 'C', 'R06-']","['ColumnPad', 8, 'C', 'L03+']"
15900.0,"['ColumnPad', 8, 'C', 'L03+']","['ColumnPad', 8, 'C', 'L06-']"
10600.0,"['ColumnPad', 8, 'C', 'L06-']","['ColumnPad', 8, 'C', 'R04+']"
15900.0,"['ColumnPad', 8, 'C', 'R04+']","['ColumnPad', 8, 'C', 'R07-']"
15900.0,"['ColumnPad', 8, 'C', 'R07-']","['ColumnPad', 8, 'C', 'L04+']"
15900.0,"['ColumnPad', 8, 'C', 'L04+']","['ColumnPad', 8, 'C', 'L07-']"
10600.0,"['ColumnPad', 8, 'C', 'L07-']","['ColumnPad', 8, 'C', 'R05+']"
15900.0,"['ColumnPad', 8, 'C', 'R05+']","['ColumnPad', 8, 'C', 'R08-']"
15900.0,"['ColumnPad', 8, 'C', 'R08-']","['ColumnPad', 8, 'C', 'L05+']"
15900.0,"['ColumnPad', 8, 'C', 'L05+']","['ColumnPad', 8, 'C', 'L08-']"
10600.0,"['ColumnPad', 8, 'C', 'L08-']","['ColumnPad', 8, 'C', 'R06+']"
15900.0,"['ColumnPad', 8, 'C', 'R06+']","['ColumnPad', 8, 'C', 'R09-']"
15900.0,"['ColumnPad', 8, 'C', 'R09-']","['ColumnPad', 8, 'C', 'L06+']"
15900.0,"['ColumnPad', 8, 'C', 'L06+']","['ColumnPad', 8, 'C', 'L09-']"
10600.0,"['ColumnPad', 8, 'C', 'L09-']","['ColumnPad', 8, 'C', 'R07+']"
15900.000000000004,"['ColumnPad', 8, 'C', 'R07+']","['ColumnPad', 8, 'C', 'R10-']"
15900.000000000004,"['ColumnPad', 8, 'C', 'R10-']","['ColumnPad', 8, 'C', 'L07+']"
15900.000000000004,"['ColumnPad', 8, 'C', 'L07+']","['ColumnPad', 8, 'C', 'L10-']"
10600.000000000004,"['ColumnPad', 8, 'C', 'L10-']","['ColumnPad', 8, 'C', 'R08+']"
15900.000000000004,"['ColumnPad', 8, 'C', 'R08+']","['ColumnPad', 8, 'C', 'R11-']"
15900.000000000004,"['ColumnPad', 8, 'C', 'R11-']","['ColumnPad', 8, 'C', 'L08+']"
15900.000000000004,"['ColumnPad', 8, 'C', 'L08+']","['ColumnPad', 8, 'C', 'L11-']"
10600.000000000004,"['ColumnPad', 8, 'C', 'L11-']","['ColumnPad', 8, 'C', 'R09+']"
0.0,"['ColumnPad', 8, 'C', 'R09+']","['ColumnPad', 8, 'C', 'L09+']"
5300.000000000004,"['ColumnPad', 8, 'C', 'L09+']","['ColumnPad', 8, 'C', 'R10+']"
0.0,"['ColumnPad', 8, 'C', 'R10+']","['ColumnPad', 8, 'C', 'L10+']"
5300.0,"['ColumnPad', 8, 'C', 'L10+']","['ColumnPad', 8, 'C', 'R11+']"
0.0,"['ColumnPad', 8, 'C', 'R11+']","['ColumnPad', 8, 'C', 'L11+']"
55838.9649197066,"['ColumnPad', 8, 'C', 'L11+']","['ColumnPad', 7, 'C', 'R00-']"
0.0,"['ColumnPad', 7, 'C', 'R00-']","['ColumnPad', 7, 'C', 'L00-']"
5300.0,"['ColumnPad', 7, 'C', 'L00-']","['ColumnPad', 7, 'C', 'R01-']"
0.0,"['ColumnPad', 7, 'C', 'R01-']","['ColumnPad', 7, 'C', 'L01-']"
5300.000000000001,"['ColumnPad', 7, 'C', 'L01-']","['ColumnPad', 7, 'C', 'R02-']"
0.0,"['ColumnPad', 7, 'C', 'R02-']","['ColumnPad', 7, 'C', 'L02-']"
10600.0,"['ColumnPad', 7, 'C', 'L02-']","['ColumnPad', 7, 'C', 'R00+']"
15900.0,"['ColumnPad', 7, 'C', 'R00+']","['ColumnPad', 7, 'C', 'R03-']"
15900.0,"['ColumnPad', 7, 'C', 'R03-']","['ColumnPad', 7, 'C', 'L00+']"
15900.0,"['ColumnPad', 7, 'C', 'L00+']","['ColumnPad', 7, 'C', 'L03-']"
10600.0,"['ColumnPad', 7, 'C', 'L03-']","['ColumnPad', 7, 'C', 'R01+']"
15900.0,"['ColumnPad', 7, 'C', 'R01+']","['ColumnPad', 7, 'C', 'R04-']"
15900.0,"['ColumnPad', 7, 'C', 'R04-']","['ColumnPad', 7, 'C', 'L01+']"
15900.0,"['ColumnPad', 7, 'C', 'L01+']","['ColumnPad', 7, 'C', 'L04-']"
10600.0,"['ColumnPad', 7, 'C', 'L04-']","['ColumnPad', 7, 'C', 'R02+']"
15900.0,"['ColumnPad', 7, 'C', 'R02+']","['ColumnPad', 7, 'C', 'R05-']"
15900.0,"['ColumnPad', 7, 'C', 'R05-']","['ColumnPad', 7, 'C', 'L02+']"
15900.0,"['ColumnPad', 7, 'C', 'L02+']","['ColumnPad', 7, 'C', 'L05-']"
10600.0,"['ColumnPad', 7, 'C', 'L05-']","['ColumnPad', 7, 'C', 'R03+']"
15900.0,"['ColumnPad', 7, 'C', 'R03+']","['ColumnPad', 7, 'C', 'R06-']"
15900.0,"['ColumnPad', 7, 'C', 'R06-']","['ColumnPad', 7, 'C', 'L03+']"
15900.0,"['ColumnPad', 7, 'C', 'L03+']","['ColumnPad', 7, 'C', 'L06-']"
10600.0,"['ColumnPad', 7, 'C', 'L06-']","['ColumnPad', 7, 'C', 'R04+']"
15900.0,"['ColumnPad', 7, 'C', 'R04+']","['ColumnPad', 7, 'C', 'R07-']"
15900.0,"['ColumnPad', 7, 'C', 'R07-']","['ColumnPad', 7, 'C', 'L04+']"
15900.0,"['ColumnPad', 7, 'C', 'L04+']","['ColumnPad', 7, 'C', 'L07-']"
10600.0,"['ColumnPad', 7, 'C', 'L07-']","['ColumnPad', 7, 'C', 'R05+']"
15900.0,"['ColumnPad', 7, 'C', 'R05+']","['ColumnPad', 7, 'C', 'R08-']"
