range of distance,number in the range
"(425.7923655269043,11647.658339169322)",631.0
"(56535.12223373899,67756.98820738142)",5.0
"(67756.98820738142,78978.85418102384)",3.0
"(78978.85418102384,90200.72015466625)",3.0
"(90200.72015466625,101422.58612830867)",17.0
"(101422.58612830867,112644.45210195109)",33.0
