range of distance,number in the range
"(0.0,0.5093548503291154)",1236.0
"(5299.837217674446,5300.346572524775)",1176.0
"(10599.674435348892,10600.18379019922)",612.0
"(15899.511653023337,15900.021007873667)",432.0
"(55838.53482217961,55839.04417702994)",33.0
"(58299.737458969896,58300.246813820224)",3.0
"(58540.15294832524,58540.662303175566)",3.0
"(61122.07268464352,61122.58203949385)",33.0
