distance to pad,"first pad(Gtype,GIndex,GSection,Label)","second pad(Gtype,GIndex,GSection,Label)"
469.5742752749558,[['ColumnPad' '11' 'A' 'R11-']],[['ColumnPad' '11' 'A' 'L11+']]
425.7933771208754,[['ColumnPad' '11' 'A' 'L11+']],[['ColumnPad' '11' 'A' 'L11-']]
8338.447272700416,[['ColumnPad' '11' 'A' 'L11-']],[['RowPad' '11' 'A' 'B11+']]
425.7933771208754,[['RowPad' '10' 'C' 'B10+']],[['RowPad' '10' 'C' 'B10-']]
469.5742752749558,[['RowPad' '10' 'C' 'B10-']],[['RowPad' '10' 'C' 'T10+']]
425.7933771208754,[['RowPad' '10' 'C' 'T10+']],[['RowPad' '10' 'C' 'T10-']]
17193.79842408783,[['RowPad' '10' 'C' 'T10-']],[['ColumnPad' '10' 'C' 'R10+']]
425.79267229956133,[['ColumnPad' '10' 'C' 'R10+']],[['ColumnPad' '10' 'C' 'R10-']]
469.57362694789737,[['ColumnPad' '10' 'C' 'R10-']],[['ColumnPad' '10' 'C' 'L10+']]
425.7926722995639,[['ColumnPad' '10' 'C' 'L10+']],[['ColumnPad' '10' 'C' 'L10-']]
17369.18787062746,[['ColumnPad' '10' 'C' 'L10-']],[['RowPad' '10' 'C' 'B10+']]
425.7933771208754,[['RowPad' '9' 'C' 'B08+']],[['RowPad' '9' 'C' 'B08-']]
469.5742752749558,[['RowPad' '9' 'C' 'B08-']],[['RowPad' '9' 'C' 'T08+']]
425.7933771208754,[['RowPad' '9' 'C' 'T08+']],[['RowPad' '9' 'C' 'T08-']]
31340.6935169326,[['RowPad' '9' 'C' 'T08-']],[['ColumnPad' '8' 'C' 'R09+']]
425.79267229956133,[['ColumnPad' '8' 'C' 'R09+']],[['ColumnPad' '8' 'C' 'R09-']]
469.57362694789697,[['ColumnPad' '8' 'C' 'R09-']],[['ColumnPad' '8' 'C' 'L09+']]
425.7930231239124,[['ColumnPad' '8' 'C' 'L09+']],[['ColumnPad' '8' 'C' 'L09-']]
31542.722922812238,[['ColumnPad' '8' 'C' 'L09-']],[['RowPad' '9' 'C' 'B08+']]
425.7933771208754,[['RowPad' '8' 'C' 'B06+']],[['RowPad' '8' 'C' 'B06-']]
469.5742752749558,[['RowPad' '8' 'C' 'B06-']],[['RowPad' '8' 'C' 'T06+']]
425.7933771208754,[['RowPad' '8' 'C' 'T06+']],[['RowPad' '8' 'C' 'T06-']]
45513.5785236042,[['RowPad' '8' 'C' 'T06-']],[['ColumnPad' '6' 'C' 'R08+']]
425.79267229956264,[['ColumnPad' '6' 'C' 'R08+']],[['ColumnPad' '6' 'C' 'R08-']]
469.57356703290156,[['ColumnPad' '6' 'C' 'R08-']],[['ColumnPad' '6' 'C' 'L08+']]
425.79267229956133,[['ColumnPad' '6' 'C' 'L08+']],[['ColumnPad' '6' 'C' 'L08-']]
45725.62110404293,[['ColumnPad' '6' 'C' 'L08-']],[['RowPad' '8' 'C' 'B06+']]
425.7933771208754,[['RowPad' '7' 'C' 'B04+']],[['RowPad' '7' 'C' 'B04-']]
469.5742752749558,[['RowPad' '7' 'C' 'B04-']],[['RowPad' '7' 'C' 'T04+']]
425.7933771208754,[['RowPad' '7' 'C' 'T04+']],[['RowPad' '7' 'C' 'T04-']]
59693.94428209714,[['RowPad' '7' 'C' 'T04-']],[['ColumnPad' '4' 'C' 'R07+']]
425.79267229956264,[['ColumnPad' '4' 'C' 'R07+']],[['ColumnPad' '4' 'C' 'R07-']]
469.5735670329018,[['ColumnPad' '4' 'C' 'R07-']],[['ColumnPad' '4' 'C' 'L07+']]
425.79267229956264,[['ColumnPad' '4' 'C' 'L07+']],[['ColumnPad' '4' 'C' 'L07-']]
59911.233298468636,[['ColumnPad' '4' 'C' 'L07-']],[['RowPad' '7' 'C' 'B04+']]
425.7933771208754,[['RowPad' '6' 'C' 'B02+']],[['RowPad' '6' 'C' 'B02-']]
469.5742752749559,[['RowPad' '6' 'C' 'B02-']],[['RowPad' '6' 'C' 'T02+']]
425.7933771208754,[['RowPad' '6' 'C' 'T02+']],[['RowPad' '6' 'C' 'T02-']]
73877.48325377495,[['RowPad' '6' 'C' 'T02-']],[['ColumnPad' '2' 'C' 'R06+']]
425.79302312391434,[['ColumnPad' '2' 'C' 'R06+']],[['ColumnPad' '2' 'C' 'R06-']]
469.5736269478972,[['ColumnPad' '2' 'C' 'R06-']],[['ColumnPad' '2' 'C' 'L06+']]
425.792672299562,[['ColumnPad' '2' 'C' 'L06+']],[['ColumnPad' '2' 'C' 'L06-']]
74098.00077845843,[['ColumnPad' '2' 'C' 'L06-']],[['RowPad' '6' 'C' 'B02+']]
425.7933771208754,[['RowPad' '5' 'C' 'B00+']],[['RowPad' '5' 'C' 'B00-']]
469.5742752749558,[['RowPad' '5' 'C' 'B00-']],[['RowPad' '5' 'C' 'T00+']]
425.7933771208754,[['RowPad' '5' 'C' 'T00+']],[['RowPad' '5' 'C' 'T00-']]
469.5742752749558,[['RowPad' '5' 'C' 'T00-']],[['RowPad' '5' 'C' 'X00+']]
425.7933771208754,[['RowPad' '5' 'C' 'X00+']],[['RowPad' '5' 'C' 'X00-']]
87932.17059167761,[['RowPad' '5' 'C' 'X00-']],[['ColumnPad' '0' 'C' 'R05+']]
425.7926722995623,[['ColumnPad' '0' 'C' 'R05+']],[['ColumnPad' '0' 'C' 'R05-']]
469.57362694789725,[['ColumnPad' '0' 'C' 'R05-']],[['ColumnPad' '0' 'C' 'L05+']]
425.7930231239147,[['ColumnPad' '0' 'C' 'L05+']],[['ColumnPad' '0' 'C' 'L05-']]
87932.30532763833,[['ColumnPad' '0' 'C' 'L05-']],[['RowPad' '5' 'C' 'B00+']]
425.793001097954,[['RowPad' '0' 'A' 'B05+']],[['RowPad' '0' 'A' 'B05-']]
469.5744614605884,[['RowPad' '0' 'A' 'B05-']],[['RowPad' '0' 'A' 'T05+']]
425.7930010979537,[['RowPad' '0' 'A' 'T05+']],[['RowPad' '0' 'A' 'T05-']]
85665.98231138132,[['RowPad' '0' 'A' 'T05-']],[['ColumnPad' '5' 'A' 'R00+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'R00+']],[['ColumnPad' '5' 'A' 'R00-']]
469.5742752749558,[['ColumnPad' '5' 'A' 'R00-']],[['ColumnPad' '5' 'A' 'L00+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'L00+']],[['ColumnPad' '5' 'A' 'L00-']]
85667.88787255909,[['ColumnPad' '5' 'A' 'L00-']],[['RowPad' '0' 'A' 'B05+']]
425.79300109795463,[['RowPad' '2' 'A' 'B06+']],[['RowPad' '2' 'A' 'B06-']]
469.57362694789566,[['RowPad' '2' 'A' 'B06-']],[['RowPad' '2' 'A' 'T06+']]
425.7923655269099,[['RowPad' '2' 'A' 'T06+']],[['RowPad' '2' 'A' 'T06-']]
72175.63513030377,[['RowPad' '2' 'A' 'T06-']],[['ColumnPad' '6' 'A' 'R02+']]
425.7933771208754,[['ColumnPad' '6' 'A' 'R02+']],[['ColumnPad' '6' 'A' 'R02-']]
469.5742752749558,[['ColumnPad' '6' 'A' 'R02-']],[['ColumnPad' '6' 'A' 'L02+']]
425.7933771208754,[['ColumnPad' '6' 'A' 'L02+']],[['ColumnPad' '6' 'A' 'L02-']]
72184.7531033393,[['ColumnPad' '6' 'A' 'L02-']],[['RowPad' '2' 'A' 'B06+']]
425.79300109795344,[['RowPad' '4' 'A' 'B07+']],[['RowPad' '4' 'A' 'B07-']]
469.57446146058993,[['RowPad' '4' 'A' 'B07-']],[['RowPad' '4' 'A' 'T07+']]
425.79300109795577,[['RowPad' '4' 'A' 'T07+']],[['RowPad' '4' 'A' 'T07-']]
58340.884772838785,[['RowPad' '4' 'A' 'T07-']],[['ColumnPad' '7' 'A' 'R04+']]
425.7933771208754,[['ColumnPad' '7' 'A' 'R04+']],[['ColumnPad' '7' 'A' 'R04-']]
469.5742752749558,[['ColumnPad' '7' 'A' 'R04-']],[['ColumnPad' '7' 'A' 'L04+']]
425.7933771208754,[['ColumnPad' '7' 'A' 'L04+']],[['ColumnPad' '7' 'A' 'L04-']]
58362.329732748854,[['ColumnPad' '7' 'A' 'L04-']],[['RowPad' '4' 'A' 'B07+']]
425.79300109795344,[['RowPad' '6' 'A' 'B08+']],[['RowPad' '6' 'A' 'B08-']]
469.5736269478972,[['RowPad' '6' 'A' 'B08-']],[['RowPad' '6' 'A' 'T08+']]
425.79300109795344,[['RowPad' '6' 'A' 'T08+']],[['RowPad' '6' 'A' 'T08-']]
44528.886701488904,[['RowPad' '6' 'A' 'T08-']],[['ColumnPad' '8' 'A' 'R06+']]
425.7933771208754,[['ColumnPad' '8' 'A' 'R06+']],[['ColumnPad' '8' 'A' 'R06-']]
469.5742752749558,[['ColumnPad' '8' 'A' 'R06-']],[['ColumnPad' '8' 'A' 'L06+']]
425.7933771208754,[['ColumnPad' '8' 'A' 'L06+']],[['ColumnPad' '8' 'A' 'L06-']]
44570.290734449976,[['ColumnPad' '8' 'A' 'L06-']],[['RowPad' '6' 'A' 'B08+']]
425.79300109795577,[['RowPad' '8' 'A' 'B09+']],[['RowPad' '8' 'A' 'B09-']]
469.5736269478942,[['RowPad' '8' 'A' 'B09-']],[['RowPad' '8' 'A' 'T09+']]
425.7923655269099,[['RowPad' '8' 'A' 'T09+']],[['RowPad' '8' 'A' 'T09-']]
30770.294383571065,[['RowPad' '8' 'A' 'T09-']],[['ColumnPad' '9' 'A' 'R08+']]
425.7933771208754,[['ColumnPad' '9' 'A' 'R08+']],[['ColumnPad' '9' 'A' 'R08-']]
469.5742752749558,[['ColumnPad' '9' 'A' 'R08-']],[['ColumnPad' '9' 'A' 'L08+']]
425.7933771208754,[['ColumnPad' '9' 'A' 'L08+']],[['ColumnPad' '9' 'A' 'L08-']]
30849.417443528833,[['ColumnPad' '9' 'A' 'L08-']],[['RowPad' '8' 'A' 'B09+']]
425.7923655269099,[['RowPad' '10' 'A' 'B10+']],[['RowPad' '10' 'A' 'B10-']]
469.5736269478942,[['RowPad' '10' 'A' 'B10-']],[['RowPad' '10' 'A' 'T10+']]
425.79300109795577,[['RowPad' '10' 'A' 'T10+']],[['RowPad' '10' 'A' 'T10-']]
17193.798895406013,[['RowPad' '10' 'A' 'T10-']],[['ColumnPad' '10' 'A' 'R10+']]
425.7933771208754,[['ColumnPad' '10' 'A' 'R10+']],[['ColumnPad' '10' 'A' 'R10-']]
469.5742752749558,[['ColumnPad' '10' 'A' 'R10-']],[['ColumnPad' '10' 'A' 'L10+']]
425.7933771208754,[['ColumnPad' '10' 'A' 'L10+']],[['ColumnPad' '10' 'A' 'L10-']]
17369.187725345048,[['ColumnPad' '10' 'A' 'L10-']],[['RowPad' '10' 'A' 'B10+']]
425.7933771208754,[['RowPad' '10' 'C' 'B11+']],[['RowPad' '10' 'C' 'B11-']]
469.5742752749558,[['RowPad' '10' 'C' 'B11-']],[['RowPad' '10' 'C' 'T11+']]
425.7933771208754,[['RowPad' '10' 'C' 'T11+']],[['RowPad' '10' 'C' 'T11-']]
12436.747355083644,[['RowPad' '10' 'C' 'T11-']],[['ColumnPad' '11' 'C' 'R10+']]
425.7926722995639,[['ColumnPad' '11' 'C' 'R10+']],[['ColumnPad' '11' 'C' 'R10-']]
469.57356703290196,[['ColumnPad' '11' 'C' 'R10-']],[['ColumnPad' '11' 'C' 'L10+']]
425.7926722995639,[['ColumnPad' '11' 'C' 'L10+']],[['ColumnPad' '11' 'C' 'L10-']]
12486.43366197234,[['ColumnPad' '11' 'C' 'L10-']],[['RowPad' '10' 'C' 'B11+']]
425.7933771208754,[['RowPad' '9' 'C' 'B09+']],[['RowPad' '9' 'C' 'B09-']]
469.5742752749558,[['RowPad' '9' 'C' 'B09-']],[['RowPad' '9' 'C' 'T09+']]
425.7933771208754,[['RowPad' '9' 'C' 'T09+']],[['RowPad' '9' 'C' 'T09-']]
26356.47635303278,[['RowPad' '9' 'C' 'T09-']],[['ColumnPad' '9' 'C' 'R09+']]
425.79267229956133,[['ColumnPad' '9' 'C' 'R09+']],[['ColumnPad' '9' 'C' 'R09-']]
469.57356703290156,[['ColumnPad' '9' 'C' 'R09-']],[['ColumnPad' '9' 'C' 'L09+']]
425.79267229956133,[['ColumnPad' '9' 'C' 'L09+']],[['ColumnPad' '9' 'C' 'L09-']]
26505.55569370014,[['ColumnPad' '9' 'C' 'L09-']],[['RowPad' '9' 'C' 'B09+']]
425.7933771208754,[['RowPad' '8' 'C' 'B07+']],[['RowPad' '8' 'C' 'B07-']]
469.5742752749558,[['RowPad' '8' 'C' 'B07-']],[['RowPad' '8' 'C' 'T07+']]
425.7933771208754,[['RowPad' '8' 'C' 'T07+']],[['RowPad' '8' 'C' 'T07-']]
40463.43288389679,[['RowPad' '8' 'C' 'T07-']],[['ColumnPad' '7' 'C' 'R08+']]
425.79302312391496,[['ColumnPad' '7' 'C' 'R08+']],[['ColumnPad' '7' 'C' 'R08-']]
469.57362694789737,[['ColumnPad' '7' 'C' 'R08-']],[['ColumnPad' '7' 'C' 'L08+']]
425.79267229956133,[['ColumnPad' '7' 'C' 'L08+']],[['ColumnPad' '7' 'C' 'L08-']]
40642.494186463155,[['ColumnPad' '7' 'C' 'L08-']],[['RowPad' '8' 'C' 'B07+']]
425.7933771208754,[['RowPad' '7' 'C' 'B05+']],[['RowPad' '7' 'C' 'B05-']]
469.5742752749558,[['RowPad' '7' 'C' 'B05-']],[['RowPad' '7' 'C' 'T05+']]
425.7933771208754,[['RowPad' '7' 'C' 'T05+']],[['RowPad' '7' 'C' 'T05-']]
54612.7220801628,[['RowPad' '7' 'C' 'T05-']],[['ColumnPad' '5' 'C' 'R07+']]
425.79267229956264,[['ColumnPad' '5' 'C' 'R07+']],[['ColumnPad' '5' 'C' 'R07-']]
469.5736269478972,[['ColumnPad' '5' 'C' 'R07-']],[['ColumnPad' '5' 'C' 'L07+']]
425.79267229956133,[['ColumnPad' '5' 'C' 'L07+']],[['ColumnPad' '5' 'C' 'L07-']]
54806.1545703527,[['ColumnPad' '5' 'C' 'L07-']],[['RowPad' '7' 'C' 'B05+']]
425.7933771208754,[['RowPad' '6' 'C' 'B03+']],[['RowPad' '6' 'C' 'B03-']]
469.5742752749558,[['RowPad' '6' 'C' 'B03-']],[['RowPad' '6' 'C' 'T03+']]
425.7933771208754,[['RowPad' '6' 'C' 'T03+']],[['RowPad' '6' 'C' 'T03-']]
68778.22165436676,[['RowPad' '6' 'C' 'T03-']],[['ColumnPad' '3' 'C' 'R06+']]
425.792672299562,[['ColumnPad' '3' 'C' 'R06+']],[['ColumnPad' '3' 'C' 'R06-']]
469.57362694789725,[['ColumnPad' '3' 'C' 'R06-']],[['ColumnPad' '3' 'C' 'L06+']]
425.79302312391496,[['ColumnPad' '3' 'C' 'L06+']],[['ColumnPad' '3' 'C' 'L06-']]
68980.07901120394,[['ColumnPad' '3' 'C' 'L06-']],[['RowPad' '6' 'C' 'B03+']]
425.7933771208754,[['RowPad' '5' 'C' 'B01+']],[['RowPad' '5' 'C' 'B01-']]
469.5742752749558,[['RowPad' '5' 'C' 'B01-']],[['RowPad' '5' 'C' 'T01+']]
425.7933771208754,[['RowPad' '5' 'C' 'T01+']],[['RowPad' '5' 'C' 'T01-']]
82951.62764465298,[['RowPad' '5' 'C' 'T01-']],[['ColumnPad' '1' 'C' 'R05+']]
425.7926722995623,[['ColumnPad' '1' 'C' 'R05+']],[['ColumnPad' '1' 'C' 'R05-']]
469.57362694789725,[['ColumnPad' '1' 'C' 'R05-']],[['ColumnPad' '1' 'C' 'L05+']]
425.7930231239147,[['ColumnPad' '1' 'C' 'L05+']],[['ColumnPad' '1' 'C' 'L05-']]
83159.01846110917,[['ColumnPad' '1' 'C' 'L05-']],[['RowPad' '5' 'C' 'B01+']]
425.793001097954,[['RowPad' '1' 'A' 'B05+']],[['RowPad' '1' 'A' 'B05-']]
469.5744614605884,[['RowPad' '1' 'A' 'B05-']],[['RowPad' '1' 'A' 'T05+']]
425.793001097954,[['RowPad' '1' 'A' 'T05+']],[['RowPad' '1' 'A' 'T05-']]
81293.71618135876,[['RowPad' '1' 'A' 'T05-']],[['ColumnPad' '5' 'A' 'R01+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'R01+']],[['ColumnPad' '5' 'A' 'R01-']]
469.5742752749558,[['ColumnPad' '5' 'A' 'R01-']],[['ColumnPad' '5' 'A' 'L01+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'L01+']],[['ColumnPad' '5' 'A' 'L01-']]
81312.99513457608,[['ColumnPad' '5' 'A' 'L01-']],[['RowPad' '1' 'A' 'B05+']]
425.7923655269099,[['RowPad' '3' 'A' 'B06+']],[['RowPad' '3' 'A' 'B06-']]
469.5736269478942,[['RowPad' '3' 'A' 'B06-']],[['RowPad' '3' 'A' 'T06+']]
425.79300109795344,[['RowPad' '3' 'A' 'T06+']],[['RowPad' '3' 'A' 'T06-']]
67475.38528484116,[['RowPad' '3' 'A' 'T06-']],[['ColumnPad' '6' 'A' 'R03+']]
425.7933771208754,[['ColumnPad' '6' 'A' 'R03+']],[['ColumnPad' '6' 'A' 'R03-']]
469.5742752749558,[['ColumnPad' '6' 'A' 'R03-']],[['ColumnPad' '6' 'A' 'L03+']]
425.7933771208754,[['ColumnPad' '6' 'A' 'L03+']],[['ColumnPad' '6' 'A' 'L03-']]
67507.39906223003,[['ColumnPad' '6' 'A' 'L03-']],[['RowPad' '3' 'A' 'B06+']]
425.79300109795344,[['RowPad' '5' 'A' 'B07+']],[['RowPad' '5' 'A' 'B07-']]
469.5736269478942,[['RowPad' '5' 'A' 'B07-']],[['RowPad' '5' 'A' 'T07+']]
425.7923655269099,[['RowPad' '5' 'A' 'T07+']],[['RowPad' '5' 'A' 'T07-']]
53684.385722217754,[['RowPad' '5' 'A' 'T07-']],[['ColumnPad' '7' 'A' 'R05+']]
425.7933771208754,[['ColumnPad' '7' 'A' 'R05+']],[['ColumnPad' '7' 'A' 'R05-']]
469.5742752749558,[['ColumnPad' '7' 'A' 'R05-']],[['ColumnPad' '7' 'A' 'L05+']]
425.7933771208754,[['ColumnPad' '7' 'A' 'L05+']],[['ColumnPad' '7' 'A' 'L05-']]
53735.65856997721,[['ColumnPad' '7' 'A' 'L05-']],[['RowPad' '5' 'A' 'B07+']]
425.79300109795577,[['RowPad' '7' 'A' 'B08+']],[['RowPad' '7' 'A' 'B08-']]
469.57446146058993,[['RowPad' '7' 'A' 'B08-']],[['RowPad' '7' 'A' 'T08+']]
425.79300109795577,[['RowPad' '7' 'A' 'T08+']],[['RowPad' '7' 'A' 'T08-']]
39949.03488623925,[['RowPad' '7' 'A' 'T08-']],[['ColumnPad' '8' 'A' 'R07+']]
425.7933771208754,[['ColumnPad' '8' 'A' 'R07+']],[['ColumnPad' '8' 'A' 'R07-']]
469.5742752749558,[['ColumnPad' '8' 'A' 'R07-']],[['ColumnPad' '8' 'A' 'L07+']]
425.7933771208754,[['ColumnPad' '8' 'A' 'L07+']],[['ColumnPad' '8' 'A' 'L07-']]
40032.7308779754,[['ColumnPad' '8' 'A' 'L07-']],[['RowPad' '7' 'A' 'B08+']]
425.79300109795577,[['RowPad' '9' 'A' 'B09+']],[['RowPad' '9' 'A' 'B09-']]
469.57362694790027,[['RowPad' '9' 'A' 'B09-']],[['RowPad' '9' 'A' 'T09+']]
425.79300109795577,[['RowPad' '9' 'A' 'T09+']],[['RowPad' '9' 'A' 'T09-']]
26356.47722085668,[['RowPad' '9' 'A' 'T09-']],[['ColumnPad' '9' 'A' 'R09+']]
425.7933771208754,[['ColumnPad' '9' 'A' 'R09+']],[['ColumnPad' '9' 'A' 'R09-']]
469.5742752749558,[['ColumnPad' '9' 'A' 'R09-']],[['ColumnPad' '9' 'A' 'L09+']]
425.7933771208754,[['ColumnPad' '9' 'A' 'L09+']],[['ColumnPad' '9' 'A' 'L09-']]
26505.554931890714,[['ColumnPad' '9' 'A' 'L09-']],[['RowPad' '9' 'A' 'B09+']]
425.79300109795577,[['RowPad' '11' 'A' 'B10+']],[['RowPad' '11' 'A' 'B10-']]
469.57362694790027,[['RowPad' '11' 'A' 'B10-']],[['RowPad' '11' 'A' 'T10+']]
425.7923655269099,[['RowPad' '11' 'A' 'T10+']],[['RowPad' '11' 'A' 'T10-']]
13350.234958640238,[['RowPad' '11' 'A' 'T10-']],[['ColumnPad' '10' 'A' 'R11+']]
425.7933771208754,[['ColumnPad' '10' 'A' 'R11+']],[['ColumnPad' '10' 'A' 'R11-']]
469.5742752749558,[['ColumnPad' '10' 'A' 'R11-']],[['ColumnPad' '10' 'A' 'L11+']]
425.7933771208754,[['ColumnPad' '10' 'A' 'L11+']],[['ColumnPad' '10' 'A' 'L11-']]
13685.604519142442,[['ColumnPad' '10' 'A' 'L11-']],[['RowPad' '11' 'A' 'B10+']]
425.7933771208754,[['RowPad' '9' 'C' 'B10+']],[['RowPad' '9' 'C' 'B10-']]
469.5742752749558,[['RowPad' '9' 'C' 'B10-']],[['RowPad' '9' 'C' 'T10+']]
425.7933771208754,[['RowPad' '9' 'C' 'T10+']],[['RowPad' '9' 'C' 'T10-']]
21596.144245644686,[['RowPad' '9' 'C' 'T10-']],[['ColumnPad' '10' 'C' 'R09+']]
425.79267229956133,[['ColumnPad' '10' 'C' 'R09+']],[['ColumnPad' '10' 'C' 'R09-']]
469.57362694789737,[['ColumnPad' '10' 'C' 'R09-']],[['ColumnPad' '10' 'C' 'L09+']]
425.7926722995639,[['ColumnPad' '10' 'C' 'L09+']],[['ColumnPad' '10' 'C' 'L09-']]
21666.80415951612,[['ColumnPad' '10' 'C' 'L09-']],[['RowPad' '9' 'C' 'B10+']]
425.7933771208754,[['RowPad' '8' 'C' 'B08+']],[['RowPad' '8' 'C' 'B08-']]
469.5742752749558,[['RowPad' '8' 'C' 'B08-']],[['RowPad' '8' 'C' 'T08+']]
425.7933771208754,[['RowPad' '8' 'C' 'T08+']],[['RowPad' '8' 'C' 'T08-']]
35530.23802699272,[['RowPad' '8' 'C' 'T08-']],[['ColumnPad' '8' 'C' 'R08+']]
425.79267229956133,[['ColumnPad' '8' 'C' 'R08+']],[['ColumnPad' '8' 'C' 'R08-']]
469.57362694789697,[['ColumnPad' '8' 'C' 'R08-']],[['ColumnPad' '8' 'C' 'L08+']]
425.79302312391496,[['ColumnPad' '8' 'C' 'L08+']],[['ColumnPad' '8' 'C' 'L08-']]
35666.47005527651,[['ColumnPad' '8' 'C' 'L08-']],[['RowPad' '8' 'C' 'B08+']]
425.7933771208754,[['RowPad' '7' 'C' 'B06+']],[['RowPad' '7' 'C' 'B06-']]
469.5742752749558,[['RowPad' '7' 'C' 'B06-']],[['RowPad' '7' 'C' 'T06+']]
425.7933771208754,[['RowPad' '7' 'C' 'T06+']],[['RowPad' '7' 'C' 'T06-']]
49608.83566723449,[['RowPad' '7' 'C' 'T06-']],[['ColumnPad' '6' 'C' 'R07+']]
425.79267229956133,[['ColumnPad' '6' 'C' 'R07+']],[['ColumnPad' '6' 'C' 'R07-']]
469.5736269478972,[['ColumnPad' '6' 'C' 'R07-']],[['ColumnPad' '6' 'C' 'L07+']]
425.79302312391496,[['ColumnPad' '6' 'C' 'L07+']],[['ColumnPad' '6' 'C' 'L07-']]
49773.267365836655,[['ColumnPad' '6' 'C' 'L07-']],[['RowPad' '7' 'C' 'B06+']]
425.7933771208754,[['RowPad' '6' 'C' 'B04+']],[['RowPad' '6' 'C' 'B04-']]
469.5742752749558,[['RowPad' '6' 'C' 'B04-']],[['RowPad' '6' 'C' 'T04+']]
425.7933771208754,[['RowPad' '6' 'C' 'T04+']],[['RowPad' '6' 'C' 'T04-']]
63736.25131971946,[['RowPad' '6' 'C' 'T04-']],[['ColumnPad' '4' 'C' 'R06+']]
425.79267229956264,[['ColumnPad' '4' 'C' 'R06+']],[['ColumnPad' '4' 'C' 'R06-']]
469.5735670329018,[['ColumnPad' '4' 'C' 'R06-']],[['ColumnPad' '4' 'C' 'L06+']]
425.79267229956264,[['ColumnPad' '4' 'C' 'L06+']],[['ColumnPad' '4' 'C' 'L06-']]
63916.30149160722,[['ColumnPad' '4' 'C' 'L06-']],[['RowPad' '6' 'C' 'B04+']]
425.7933771208754,[['RowPad' '5' 'C' 'B02+']],[['RowPad' '5' 'C' 'B02-']]
469.5742752749558,[['RowPad' '5' 'C' 'B02-']],[['RowPad' '5' 'C' 'T02+']]
425.7933771208754,[['RowPad' '5' 'C' 'T02+']],[['RowPad' '5' 'C' 'T02-']]
77885.92480256014,[['RowPad' '5' 'C' 'T02-']],[['ColumnPad' '2' 'C' 'R05+']]
425.79267229956264,[['ColumnPad' '2' 'C' 'R05+']],[['ColumnPad' '2' 'C' 'R05-']]
469.5735670329017,[['ColumnPad' '2' 'C' 'R05-']],[['ColumnPad' '2' 'C' 'L05+']]
425.79267229956264,[['ColumnPad' '2' 'C' 'L05+']],[['ColumnPad' '2' 'C' 'L05-']]
78075.882591802,[['ColumnPad' '2' 'C' 'L05-']],[['RowPad' '5' 'C' 'B02+']]
425.7933771208754,[['RowPad' '4' 'C' 'B00+']],[['RowPad' '4' 'C' 'B00-']]
469.5742752749558,[['RowPad' '4' 'C' 'B00-']],[['RowPad' '4' 'C' 'T00+']]
425.7933771208754,[['RowPad' '4' 'C' 'T00+']],[['RowPad' '4' 'C' 'T00-']]
469.5742752749558,[['RowPad' '4' 'C' 'T00-']],[['RowPad' '4' 'C' 'X00+']]
425.7933771208754,[['RowPad' '4' 'C' 'X00+']],[['RowPad' '4' 'C' 'X00-']]
91928.67766433262,[['RowPad' '4' 'C' 'X00-']],[['ColumnPad' '0' 'C' 'R04+']]
425.7926722995623,[['ColumnPad' '0' 'C' 'R04+']],[['ColumnPad' '0' 'C' 'R04-']]
469.57362694789725,[['ColumnPad' '0' 'C' 'R04-']],[['ColumnPad' '0' 'C' 'L04+']]
425.7930231239147,[['ColumnPad' '0' 'C' 'L04+']],[['ColumnPad' '0' 'C' 'L04-']]
91896.74012209605,[['ColumnPad' '0' 'C' 'L04-']],[['RowPad' '4' 'C' 'B00+']]
425.793001097954,[['RowPad' '0' 'A' 'B04+']],[['RowPad' '0' 'A' 'B04-']]
469.573626947896,[['RowPad' '0' 'A' 'B04-']],[['RowPad' '0' 'A' 'T04+']]
425.79236552691054,[['RowPad' '0' 'A' 'T04+']],[['RowPad' '0' 'A' 'T04-']]
90074.03917295966,[['RowPad' '0' 'A' 'T04-']],[['ColumnPad' '4' 'A' 'R00+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'R00+']],[['ColumnPad' '4' 'A' 'R00-']]
469.5742752749558,[['ColumnPad' '4' 'A' 'R00-']],[['ColumnPad' '4' 'A' 'L00+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'L00+']],[['ColumnPad' '4' 'A' 'L00-']]
90102.62298611045,[['ColumnPad' '4' 'A' 'L00-']],[['RowPad' '0' 'A' 'B04+']]
425.79300109795344,[['RowPad' '2' 'A' 'B05+']],[['RowPad' '2' 'A' 'B05-']]
469.57362694789566,[['RowPad' '2' 'A' 'B05-']],[['RowPad' '2' 'A' 'T05+']]
425.79300109795344,[['RowPad' '2' 'A' 'T05+']],[['RowPad' '2' 'A' 'T05-']]
76621.75413921321,[['RowPad' '2' 'A' 'T05-']],[['ColumnPad' '5' 'A' 'R02+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'R02+']],[['ColumnPad' '5' 'A' 'R02-']]
469.5742752749558,[['ColumnPad' '5' 'A' 'R02-']],[['ColumnPad' '5' 'A' 'L02+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'L02+']],[['ColumnPad' '5' 'A' 'L02-']]
76661.8095204633,[['ColumnPad' '5' 'A' 'L02-']],[['RowPad' '2' 'A' 'B05+']]
