distance to pad,"first pad(Gtype,GIndex,GSection,Label)","second pad(Gtype,GIndex,GSection,Label)"
425.79300109795344,[['RowPad' '1' 'A' 'T01+']],[['RowPad' '1' 'A' 'T01-']]
99800.03019296269,[['RowPad' '1' 'A' 'T01-']],[['ColumnPad' '1' 'A' 'R01+']]
425.7933771208754,[['ColumnPad' '1' 'A' 'R01+']],[['ColumnPad' '1' 'A' 'R01-']]
469.5742752749558,[['ColumnPad' '1' 'A' 'R01-']],[['ColumnPad' '1' 'A' 'L01+']]
425.7933771208754,[['ColumnPad' '1' 'A' 'L01+']],[['ColumnPad' '1' 'A' 'L01-']]
99912.33861066768,[['ColumnPad' '1' 'A' 'L01-']],[['RowPad' '1' 'A' 'B01+']]
425.79300109795344,[['RowPad' '3' 'A' 'B02+']],[['RowPad' '3' 'A' 'B02-']]
469.57362694789566,[['RowPad' '3' 'A' 'B02-']],[['RowPad' '3' 'A' 'T02+']]
425.79236552691106,[['RowPad' '3' 'A' 'T02+']],[['RowPad' '3' 'A' 'T02-']]
86272.78401688792,[['RowPad' '3' 'A' 'T02-']],[['ColumnPad' '2' 'A' 'R03+']]
425.7933771208754,[['ColumnPad' '2' 'A' 'R03+']],[['ColumnPad' '2' 'A' 'R03-']]
469.5742752749558,[['ColumnPad' '2' 'A' 'R03-']],[['ColumnPad' '2' 'A' 'L03+']]
425.7933771208754,[['ColumnPad' '2' 'A' 'L03+']],[['ColumnPad' '2' 'A' 'L03-']]
86409.54325958055,[['ColumnPad' '2' 'A' 'L03-']],[['RowPad' '3' 'A' 'B02+']]
425.7923655269099,[['RowPad' '5' 'A' 'B03+']],[['RowPad' '5' 'A' 'B03-']]
469.5736269478942,[['RowPad' '5' 'A' 'B03-']],[['RowPad' '5' 'A' 'T03+']]
425.79300109795344,[['RowPad' '5' 'A' 'T03+']],[['RowPad' '5' 'A' 'T03-']]
72875.00933278524,[['RowPad' '5' 'A' 'T03-']],[['ColumnPad' '3' 'A' 'R05+']]
425.7933771208754,[['ColumnPad' '3' 'A' 'R05+']],[['ColumnPad' '3' 'A' 'R05-']]
469.5742752749558,[['ColumnPad' '3' 'A' 'R05-']],[['ColumnPad' '3' 'A' 'L05+']]
425.7933771208754,[['ColumnPad' '3' 'A' 'L05+']],[['ColumnPad' '3' 'A' 'L05-']]
73044.98142369125,[['ColumnPad' '3' 'A' 'L05-']],[['RowPad' '5' 'A' 'B03+']]
425.79300109795577,[['RowPad' '7' 'A' 'B04+']],[['RowPad' '7' 'A' 'B04-']]
469.57362694790027,[['RowPad' '7' 'A' 'B04-']],[['RowPad' '7' 'A' 'T04+']]
425.79300109795577,[['RowPad' '7' 'A' 'T04+']],[['RowPad' '7' 'A' 'T04-']]
59693.94520103317,[['RowPad' '7' 'A' 'T04-']],[['ColumnPad' '4' 'A' 'R07+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'R07+']],[['ColumnPad' '4' 'A' 'R07-']]
469.5742752749558,[['ColumnPad' '4' 'A' 'R07-']],[['ColumnPad' '4' 'A' 'L07+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'L07+']],[['ColumnPad' '4' 'A' 'L07-']]
59911.23263930314,[['ColumnPad' '4' 'A' 'L07-']],[['RowPad' '7' 'A' 'B04+']]
425.7930010979511,[['RowPad' '9' 'A' 'B05+']],[['RowPad' '9' 'A' 'B05-']]
469.5744614605839,[['RowPad' '9' 'A' 'B05-']],[['RowPad' '9' 'A' 'T05+']]
425.7930010979511,[['RowPad' '9' 'A' 'T05+']],[['RowPad' '9' 'A' 'T05-']]
46912.616214570095,[['RowPad' '9' 'A' 'T05-']],[['ColumnPad' '5' 'A' 'R09+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'R09+']],[['ColumnPad' '5' 'A' 'R09-']]
469.5742752749558,[['ColumnPad' '5' 'A' 'R09-']],[['ColumnPad' '5' 'A' 'L09+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'L09+']],[['ColumnPad' '5' 'A' 'L09-']]
47201.36365007305,[['ColumnPad' '5' 'A' 'L09-']],[['RowPad' '9' 'A' 'B05+']]
425.7923655269099,[['RowPad' '11' 'A' 'B06+']],[['RowPad' '11' 'A' 'B06-']]
469.5736269478942,[['RowPad' '11' 'A' 'B06-']],[['RowPad' '11' 'A' 'T06+']]
425.7930010979511,[['RowPad' '11' 'A' 'T06+']],[['RowPad' '11' 'A' 'T06-']]
34972.08111785195,[['RowPad' '11' 'A' 'T06-']],[['ColumnPad' '6' 'A' 'R11+']]
425.7933771208754,[['ColumnPad' '6' 'A' 'R11+']],[['ColumnPad' '6' 'A' 'R11-']]
469.5742752749558,[['ColumnPad' '6' 'A' 'R11-']],[['ColumnPad' '6' 'A' 'L11+']]
425.7933771208754,[['ColumnPad' '6' 'A' 'L11+']],[['ColumnPad' '6' 'A' 'L11-']]
35375.24628428253,[['ColumnPad' '6' 'A' 'L11-']],[['RowPad' '11' 'A' 'B06+']]
425.7933771208754,[['RowPad' '5' 'C' 'B10+']],[['RowPad' '5' 'C' 'B10-']]
469.5742752749558,[['RowPad' '5' 'C' 'B10-']],[['RowPad' '5' 'C' 'T10+']]
425.7933771208754,[['RowPad' '5' 'C' 'T10+']],[['RowPad' '5' 'C' 'T10-']]
41026.19159692361,[['RowPad' '5' 'C' 'T10-']],[['ColumnPad' '10' 'C' 'R05+']]
425.79267229956133,[['ColumnPad' '10' 'C' 'R05+']],[['ColumnPad' '10' 'C' 'R05-']]
469.57356703290156,[['ColumnPad' '10' 'C' 'R05-']],[['ColumnPad' '10' 'C' 'L05+']]
425.79267229956133,[['ColumnPad' '10' 'C' 'L05+']],[['ColumnPad' '10' 'C' 'L05-']]
40916.80904221268,[['ColumnPad' '10' 'C' 'L05-']],[['RowPad' '5' 'C' 'B10+']]
425.7933771208754,[['RowPad' '4' 'C' 'B08+']],[['RowPad' '4' 'C' 'B08-']]
469.5742752749558,[['RowPad' '4' 'C' 'B08-']],[['RowPad' '4' 'C' 'T08+']]
425.7933771208754,[['RowPad' '4' 'C' 'T08+']],[['RowPad' '4' 'C' 'T08-']]
54006.673249298714,[['RowPad' '4' 'C' 'T08-']],[['ColumnPad' '8' 'C' 'R04+']]
425.79302312391496,[['ColumnPad' '8' 'C' 'R04+']],[['ColumnPad' '8' 'C' 'R04-']]
469.57362694789737,[['ColumnPad' '8' 'C' 'R04-']],[['ColumnPad' '8' 'C' 'L04+']]
425.7926722995639,[['ColumnPad' '8' 'C' 'L04+']],[['ColumnPad' '8' 'C' 'L04-']]
53985.18238154927,[['ColumnPad' '8' 'C' 'L04-']],[['RowPad' '4' 'C' 'B08+']]
425.7933771208754,[['RowPad' '3' 'C' 'B06+']],[['RowPad' '3' 'C' 'B06-']]
469.5742752749558,[['RowPad' '3' 'C' 'B06-']],[['RowPad' '3' 'C' 'T06+']]
425.7933771208754,[['RowPad' '3' 'C' 'T06+']],[['RowPad' '3' 'C' 'T06-']]
67475.38445976723,[['RowPad' '3' 'C' 'T06-']],[['ColumnPad' '6' 'C' 'R03+']]
425.7930231239137,[['ColumnPad' '6' 'C' 'R03+']],[['ColumnPad' '6' 'C' 'R03-']]
469.5736269478972,[['ColumnPad' '6' 'C' 'R03-']],[['ColumnPad' '6' 'C' 'L03+']]
425.79267229956264,[['ColumnPad' '6' 'C' 'L03+']],[['ColumnPad' '6' 'C' 'L03-']]
67507.39933791869,[['ColumnPad' '6' 'C' 'L03-']],[['RowPad' '3' 'C' 'B06+']]
425.7933771208754,[['RowPad' '2' 'C' 'B04+']],[['RowPad' '2' 'C' 'B04-']]
469.5742752749558,[['RowPad' '2' 'C' 'B04-']],[['RowPad' '2' 'C' 'T04+']]
425.7933771208754,[['RowPad' '2' 'C' 'T04+']],[['RowPad' '2' 'C' 'T04-']]
81189.70824272688,[['RowPad' '2' 'C' 'T04-']],[['ColumnPad' '4' 'C' 'R02+']]
425.79267229956264,[['ColumnPad' '4' 'C' 'R02+']],[['ColumnPad' '4' 'C' 'R02-']]
469.5736269478972,[['ColumnPad' '4' 'C' 'R02-']],[['ColumnPad' '4' 'C' 'L02+']]
425.79267229956133,[['ColumnPad' '4' 'C' 'L02+']],[['ColumnPad' '4' 'C' 'L02-']]
81257.19911489171,[['ColumnPad' '4' 'C' 'L02-']],[['RowPad' '2' 'C' 'B04+']]
425.7933771208754,[['RowPad' '1' 'C' 'B02+']],[['RowPad' '1' 'C' 'B02-']]
469.5742752749558,[['RowPad' '1' 'C' 'B02-']],[['RowPad' '1' 'C' 'T02+']]
425.7933771208754,[['RowPad' '1' 'C' 'T02+']],[['RowPad' '1' 'C' 'T02-']]
95043.38105836962,[['RowPad' '1' 'C' 'T02-']],[['ColumnPad' '2' 'C' 'R01+']]
425.792672299562,[['ColumnPad' '2' 'C' 'R01+']],[['ColumnPad' '2' 'C' 'R01-']]
469.57362694789725,[['ColumnPad' '2' 'C' 'R01-']],[['ColumnPad' '2' 'C' 'L01+']]
425.79302312391496,[['ColumnPad' '2' 'C' 'L01+']],[['ColumnPad' '2' 'C' 'L01-']]
95135.95710292687,[['ColumnPad' '2' 'C' 'L01-']],[['RowPad' '1' 'C' 'B02+']]
425.7933771208754,[['RowPad' '0' 'C' 'B00+']],[['RowPad' '0' 'C' 'B00-']]
469.5742752749558,[['RowPad' '0' 'C' 'B00-']],[['RowPad' '0' 'C' 'T00+']]
425.7933771208754,[['RowPad' '0' 'C' 'T00+']],[['RowPad' '0' 'C' 'T00-']]
469.5742752749558,[['RowPad' '0' 'C' 'T00-']],[['RowPad' '0' 'C' 'X00+']]
425.7933771208754,[['RowPad' '0' 'C' 'X00+']],[['RowPad' '0' 'C' 'X00-']]
108570.14401436198,[['RowPad' '0' 'C' 'X00-']],[['ColumnPad' '0' 'C' 'R00+']]
425.7930231239147,[['ColumnPad' '0' 'C' 'R00+']],[['ColumnPad' '0' 'C' 'R00-']]
469.57362694789725,[['ColumnPad' '0' 'C' 'R00-']],[['ColumnPad' '0' 'C' 'L00+']]
425.79267229956264,[['ColumnPad' '0' 'C' 'L00+']],[['ColumnPad' '0' 'C' 'L00-']]
108436.3230814197,[['ColumnPad' '0' 'C' 'L00-']],[['RowPad' '0' 'C' 'B00+']]
425.79236552691054,[['RowPad' '0' 'A' 'B00+']],[['RowPad' '0' 'A' 'B00-']]
469.57362694789583,[['RowPad' '0' 'A' 'B00-']],[['RowPad' '0' 'A' 'T00+']]
425.7930010979537,[['RowPad' '0' 'A' 'T00+']],[['RowPad' '0' 'A' 'T00-']]
469.57362694789725,[['RowPad' '0' 'A' 'T00-']],[['RowPad' '0' 'A' 'X00+']]
425.79300109795383,[['RowPad' '0' 'A' 'X00+']],[['RowPad' '0' 'A' 'X00-']]
108570.14479711998,[['RowPad' '0' 'A' 'X00-']],[['ColumnPad' '0' 'A' 'R00+']]
425.7933771208754,[['ColumnPad' '0' 'A' 'R00+']],[['ColumnPad' '0' 'A' 'R00-']]
469.5742752749558,[['ColumnPad' '0' 'A' 'R00-']],[['ColumnPad' '0' 'A' 'L00+']]
425.7933771208754,[['ColumnPad' '0' 'A' 'L00+']],[['ColumnPad' '0' 'A' 'L00-']]
108436.3227695167,[['ColumnPad' '0' 'A' 'L00-']],[['RowPad' '0' 'A' 'B00+']]
425.79300109795344,[['RowPad' '2' 'A' 'B01+']],[['RowPad' '2' 'A' 'B01-']]
469.5744614605884,[['RowPad' '2' 'A' 'B01-']],[['RowPad' '2' 'A' 'T01+']]
425.79300109795344,[['RowPad' '2' 'A' 'T01+']],[['RowPad' '2' 'A' 'T01-']]
95447.49575638419,[['RowPad' '2' 'A' 'T01-']],[['ColumnPad' '1' 'A' 'R02+']]
425.7933771208754,[['ColumnPad' '1' 'A' 'R02+']],[['ColumnPad' '1' 'A' 'R02-']]
469.5742752749558,[['ColumnPad' '1' 'A' 'R02-']],[['ColumnPad' '1' 'A' 'L02+']]
425.7933771208754,[['ColumnPad' '1' 'A' 'L02+']],[['ColumnPad' '1' 'A' 'L02-']]
95580.6411545909,[['ColumnPad' '1' 'A' 'L02-']],[['RowPad' '2' 'A' 'B01+']]
425.79300109795344,[['RowPad' '4' 'A' 'B02+']],[['RowPad' '4' 'A' 'B02-']]
469.5736269478942,[['RowPad' '4' 'A' 'B02-']],[['RowPad' '4' 'A' 'T02+']]
425.79300109795344,[['RowPad' '4' 'A' 'T02+']],[['RowPad' '4' 'A' 'T02-']]
82023.90486036043,[['RowPad' '4' 'A' 'T02-']],[['ColumnPad' '2' 'A' 'R04+']]
425.7933771208754,[['ColumnPad' '2' 'A' 'R04+']],[['ColumnPad' '2' 'A' 'R04-']]
469.5742752749558,[['ColumnPad' '2' 'A' 'R04-']],[['ColumnPad' '2' 'A' 'L04+']]
425.7933771208754,[['ColumnPad' '2' 'A' 'L04+']],[['ColumnPad' '2' 'A' 'L04-']]
82186.01970014417,[['ColumnPad' '2' 'A' 'L04-']],[['RowPad' '4' 'A' 'B02+']]
425.79300109795344,[['RowPad' '6' 'A' 'B03+']],[['RowPad' '6' 'A' 'B03-']]
469.5744614605869,[['RowPad' '6' 'A' 'B03-']],[['RowPad' '6' 'A' 'T03+']]
425.79300109795344,[['RowPad' '6' 'A' 'T03+']],[['RowPad' '6' 'A' 'T03-']]
68778.22199235424,[['RowPad' '6' 'A' 'T03-']],[['ColumnPad' '3' 'A' 'R06+']]
425.7933771208754,[['ColumnPad' '3' 'A' 'R06+']],[['ColumnPad' '3' 'A' 'R06-']]
469.5742752749558,[['ColumnPad' '3' 'A' 'R06-']],[['ColumnPad' '3' 'A' 'L06+']]
425.7933771208754,[['ColumnPad' '3' 'A' 'L06+']],[['ColumnPad' '3' 'A' 'L06-']]
68980.07815437937,[['ColumnPad' '3' 'A' 'L06-']],[['RowPad' '6' 'A' 'B03+']]
425.7923655269099,[['RowPad' '8' 'A' 'B04+']],[['RowPad' '8' 'A' 'B04-']]
469.5736269478942,[['RowPad' '8' 'A' 'B04-']],[['RowPad' '8' 'A' 'T04+']]
425.79300109795577,[['RowPad' '8' 'A' 'T04+']],[['RowPad' '8' 'A' 'T04-']]
55837.202043205,[['RowPad' '8' 'A' 'T04-']],[['ColumnPad' '4' 'A' 'R08+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'R08+']],[['ColumnPad' '4' 'A' 'R08-']]
469.5742752749558,[['ColumnPad' '4' 'A' 'R08-']],[['ColumnPad' '4' 'A' 'L08+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'L08+']],[['ColumnPad' '4' 'A' 'L08-']]
56096.229065754116,[['ColumnPad' '4' 'A' 'L08-']],[['RowPad' '8' 'A' 'B04+']]
425.7930010979511,[['RowPad' '10' 'A' 'B05+']],[['RowPad' '10' 'A' 'B05-']]
469.5736269478942,[['RowPad' '10' 'A' 'B05-']],[['RowPad' '10' 'A' 'T05+']]
425.7923655269099,[['RowPad' '10' 'A' 'T05+']],[['RowPad' '10' 'A' 'T05-']]
43473.77152719649,[['RowPad' '10' 'A' 'T05-']],[['ColumnPad' '5' 'A' 'R10+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'R10+']],[['ColumnPad' '5' 'A' 'R10-']]
469.5742752749558,[['ColumnPad' '5' 'A' 'R10-']],[['ColumnPad' '5' 'A' 'L10+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'L10+']],[['ColumnPad' '5' 'A' 'L10-']]
43819.50498294832,[['ColumnPad' '5' 'A' 'L10-']],[['RowPad' '10' 'A' 'B05+']]
425.7933771208754,[['RowPad' '5' 'C' 'B11+']],[['RowPad' '5' 'C' 'B11-']]
469.5742752749558,[['RowPad' '5' 'C' 'B11-']],[['RowPad' '5' 'C' 'T11+']]
425.7933771208754,[['RowPad' '5' 'C' 'T11+']],[['RowPad' '5' 'C' 'T11-']]
37445.111690494996,[['RowPad' '5' 'C' 'T11-']],[['ColumnPad' '11' 'C' 'R05+']]
425.79267229956133,[['ColumnPad' '11' 'C' 'R05+']],[['ColumnPad' '11' 'C' 'R05-']]
469.57362694789697,[['ColumnPad' '11' 'C' 'R05-']],[['ColumnPad' '11' 'C' 'L05+']]
425.79267229956133,[['ColumnPad' '11' 'C' 'L05+']],[['ColumnPad' '11' 'C' 'L05-']]
37260.56340431653,[['ColumnPad' '11' 'C' 'L05-']],[['RowPad' '5' 'C' 'B11+']]
425.7933771208754,[['RowPad' '4' 'C' 'B09+']],[['RowPad' '4' 'C' 'B09-']]
469.5742752749558,[['RowPad' '4' 'C' 'B09-']],[['RowPad' '4' 'C' 'T09+']]
425.7933771208754,[['RowPad' '4' 'C' 'T09+']],[['RowPad' '4' 'C' 'T09-']]
49890.75626804129,[['RowPad' '4' 'C' 'T09-']],[['ColumnPad' '9' 'C' 'R04+']]
425.7926722995639,[['ColumnPad' '9' 'C' 'R04+']],[['ColumnPad' '9' 'C' 'R04-']]
469.57362694789737,[['ColumnPad' '9' 'C' 'R04-']],[['ColumnPad' '9' 'C' 'L04+']]
425.79267229956133,[['ColumnPad' '9' 'C' 'L04+']],[['ColumnPad' '9' 'C' 'L04-']]
49819.103111948854,[['ColumnPad' '9' 'C' 'L04-']],[['RowPad' '4' 'C' 'B09+']]
425.7933771208754,[['RowPad' '3' 'C' 'B07+']],[['RowPad' '3' 'C' 'B07-']]
469.5742752749558,[['RowPad' '3' 'C' 'B07-']],[['RowPad' '3' 'C' 'T07+']]
425.7933771208754,[['RowPad' '3' 'C' 'T07+']],[['RowPad' '3' 'C' 'T07-']]
63076.72412632417,[['RowPad' '3' 'C' 'T07-']],[['ColumnPad' '7' 'C' 'R03+']]
425.7926722995639,[['ColumnPad' '7' 'C' 'R03+']],[['ColumnPad' '7' 'C' 'R03-']]
469.57362694789737,[['ColumnPad' '7' 'C' 'R03-']],[['ColumnPad' '7' 'C' 'L03+']]
425.79302312391496,[['ColumnPad' '7' 'C' 'L03+']],[['ColumnPad' '7' 'C' 'L03-']]
63072.74310576904,[['ColumnPad' '7' 'C' 'L03-']],[['RowPad' '3' 'C' 'B07+']]
425.7933771208754,[['RowPad' '2' 'C' 'B05+']],[['RowPad' '2' 'C' 'B05-']]
469.5742752749558,[['RowPad' '2' 'C' 'B05-']],[['RowPad' '2' 'C' 'T05+']]
425.7933771208754,[['RowPad' '2' 'C' 'T05+']],[['RowPad' '2' 'C' 'T05-']]
76621.75334751586,[['RowPad' '2' 'C' 'T05-']],[['ColumnPad' '5' 'C' 'R02+']]
425.79267229956133,[['ColumnPad' '5' 'C' 'R02+']],[['ColumnPad' '5' 'C' 'R02-']]
469.57356703290156,[['ColumnPad' '5' 'C' 'R02-']],[['ColumnPad' '5' 'C' 'L02+']]
425.79267229956264,[['ColumnPad' '5' 'C' 'L02+']],[['ColumnPad' '5' 'C' 'L02-']]
76661.81043054421,[['ColumnPad' '5' 'C' 'L02-']],[['RowPad' '2' 'C' 'B05+']]
425.7933771208754,[['RowPad' '1' 'C' 'B03+']],[['RowPad' '1' 'C' 'B03-']]
469.5742752749558,[['RowPad' '1' 'C' 'B03-']],[['RowPad' '1' 'C' 'T03+']]
425.7933771208754,[['RowPad' '1' 'C' 'T03+']],[['RowPad' '1' 'C' 'T03-']]
90364.52533829056,[['RowPad' '1' 'C' 'T03-']],[['ColumnPad' '3' 'C' 'R01+']]
425.79267229956264,[['ColumnPad' '3' 'C' 'R01+']],[['ColumnPad' '3' 'C' 'R01-']]
469.57356703290156,[['ColumnPad' '3' 'C' 'R01-']],[['ColumnPad' '3' 'C' 'L01+']]
425.79267229956133,[['ColumnPad' '3' 'C' 'L01+']],[['ColumnPad' '3' 'C' 'L01-']]
90435.22448757953,[['ColumnPad' '3' 'C' 'L01-']],[['RowPad' '1' 'C' 'B03+']]
425.7933771208754,[['RowPad' '0' 'C' 'B01+']],[['RowPad' '0' 'C' 'B01-']]
469.5742752749558,[['RowPad' '0' 'C' 'B01-']],[['RowPad' '0' 'C' 'T01+']]
425.7933771208754,[['RowPad' '0' 'C' 'T01+']],[['RowPad' '0' 'C' 'T01-']]
103890.21743633713,[['RowPad' '0' 'C' 'T01-']],[['ColumnPad' '1' 'C' 'R00+']]
425.79302312391434,[['ColumnPad' '1' 'C' 'R00+']],[['ColumnPad' '1' 'C' 'R00-']]
469.57362694789725,[['ColumnPad' '1' 'C' 'R00-']],[['ColumnPad' '1' 'C' 'L00+']]
425.79267229956264,[['ColumnPad' '1' 'C' 'L00+']],[['ColumnPad' '1' 'C' 'L00-']]
103984.60750676977,[['ColumnPad' '1' 'C' 'L00-']],[['RowPad' '0' 'C' 'B01+']]
425.79236552691054,[['RowPad' '1' 'A' 'B00+']],[['RowPad' '1' 'A' 'B00-']]
469.5736269478964,[['RowPad' '1' 'A' 'B00-']],[['RowPad' '1' 'A' 'T00+']]
425.793001097954,[['RowPad' '1' 'A' 'T00+']],[['RowPad' '1' 'A' 'T00-']]
469.57362694789725,[['RowPad' '1' 'A' 'T00-']],[['RowPad' '1' 'A' 'X00+']]
425.793001097954,[['RowPad' '1' 'A' 'X00+']],[['RowPad' '1' 'A' 'X00-']]
104534.87505942285,[['RowPad' '1' 'A' 'X00-']],[['ColumnPad' '0' 'A' 'R01+']]
425.7933771208754,[['ColumnPad' '0' 'A' 'R01+']],[['ColumnPad' '0' 'A' 'R01-']]
469.5742752749558,[['ColumnPad' '0' 'A' 'R01-']],[['ColumnPad' '0' 'A' 'L01+']]
425.7933771208754,[['ColumnPad' '0' 'A' 'L01+']],[['ColumnPad' '0' 'A' 'L01-']]
104422.14830795334,[['ColumnPad' '0' 'A' 'L01-']],[['RowPad' '1' 'A' 'B00+']]
425.79300109795463,[['RowPad' '3' 'A' 'B01+']],[['RowPad' '3' 'A' 'B01-']]
469.57362694789566,[['RowPad' '3' 'A' 'B01-']],[['RowPad' '3' 'A' 'T01+']]
425.7923655269099,[['RowPad' '3' 'A' 'T01+']],[['RowPad' '3' 'A' 'T01-']]
91179.88633696658,[['RowPad' '3' 'A' 'T01-']],[['ColumnPad' '1' 'A' 'R03+']]
425.7933771208754,[['ColumnPad' '1' 'A' 'R03+']],[['ColumnPad' '1' 'A' 'R03-']]
469.5742752749558,[['ColumnPad' '1' 'A' 'R03-']],[['ColumnPad' '1' 'A' 'L03+']]
425.7933771208754,[['ColumnPad' '1' 'A' 'L03+']],[['ColumnPad' '1' 'A' 'L03-']]
91335.7061920512,[['ColumnPad' '1' 'A' 'L03-']],[['RowPad' '3' 'A' 'B01+']]
425.79300109795344,[['RowPad' '5' 'A' 'B02+']],[['RowPad' '5' 'A' 'B02-']]
469.57446146058993,[['RowPad' '5' 'A' 'B02-']],[['RowPad' '5' 'A' 'T02+']]
425.79300109795344,[['RowPad' '5' 'A' 'T02+']],[['RowPad' '5' 'A' 'T02-']]
77885.92554481422,[['RowPad' '5' 'A' 'T02-']],[['ColumnPad' '2' 'A' 'R05+']]
425.7933771208754,[['ColumnPad' '2' 'A' 'R05+']],[['ColumnPad' '2' 'A' 'R05-']]
469.5742752749558,[['ColumnPad' '2' 'A' 'R05-']],[['ColumnPad' '2' 'A' 'L05+']]
425.7933771208754,[['ColumnPad' '2' 'A' 'L05+']],[['ColumnPad' '2' 'A' 'L05-']]
78075.88214538494,[['ColumnPad' '2' 'A' 'L05-']],[['RowPad' '5' 'A' 'B02+']]
425.7930010979511,[['RowPad' '7' 'A' 'B03+']],[['RowPad' '7' 'A' 'B03-']]
469.5736269478942,[['RowPad' '7' 'A' 'B03-']],[['RowPad' '7' 'A' 'T03+']]
425.79300109795577,[['RowPad' '7' 'A' 'T03+']],[['RowPad' '7' 'A' 'T03-']]
64834.323538570345,[['RowPad' '7' 'A' 'T03-']],[['ColumnPad' '3' 'A' 'R07+']]
425.7933771208754,[['ColumnPad' '3' 'A' 'R07+']],[['ColumnPad' '3' 'A' 'R07-']]
469.5742752749558,[['ColumnPad' '3' 'A' 'R07-']],[['ColumnPad' '3' 'A' 'L07+']]
425.7933771208754,[['ColumnPad' '3' 'A' 'L07+']],[['ColumnPad' '3' 'A' 'L07-']]
65071.51342784045,[['ColumnPad' '3' 'A' 'L07-']],[['RowPad' '7' 'A' 'B03+']]
425.7930010979511,[['RowPad' '9' 'A' 'B04+']],[['RowPad' '9' 'A' 'B04-']]
469.5744614605839,[['RowPad' '9' 'A' 'B04-']],[['RowPad' '9' 'A' 'T04+']]
425.7930010979511,[['RowPad' '9' 'A' 'T04+']],[['RowPad' '9' 'A' 'T04-']]
52207.16403877816,[['RowPad' '9' 'A' 'T04-']],[['ColumnPad' '4' 'A' 'R09+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'R09+']],[['ColumnPad' '4' 'A' 'R09-']]
469.5742752749558,[['ColumnPad' '4' 'A' 'R09-']],[['ColumnPad' '4' 'A' 'L09+']]
425.7933771208754,[['ColumnPad' '4' 'A' 'L09+']],[['ColumnPad' '4' 'A' 'L09-']]
52512.72984883392,[['ColumnPad' '4' 'A' 'L09-']],[['RowPad' '9' 'A' 'B04+']]
425.7923655269099,[['RowPad' '11' 'A' 'B05+']],[['RowPad' '11' 'A' 'B05-']]
469.5736269478942,[['RowPad' '11' 'A' 'B05-']],[['RowPad' '11' 'A' 'T05+']]
425.7930010979511,[['RowPad' '11' 'A' 'T05+']],[['RowPad' '11' 'A' 'T05-']]
40404.36705247615,[['RowPad' '11' 'A' 'T05-']],[['ColumnPad' '5' 'A' 'R11+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'R11+']],[['ColumnPad' '5' 'A' 'R11-']]
469.5742752749558,[['ColumnPad' '5' 'A' 'R11-']],[['ColumnPad' '5' 'A' 'L11+']]
425.7933771208754,[['ColumnPad' '5' 'A' 'L11+']],[['ColumnPad' '5' 'A' 'L11-']]
40812.96506926538,[['ColumnPad' '5' 'A' 'L11-']],[['RowPad' '11' 'A' 'B05+']]
425.7926722995571,[['RowPad' '0' 'B' 'B00+']],[['RowPad' '0' 'B' 'B00-']]
469.57356703289474,[['RowPad' '0' 'B' 'B00-']],[['RowPad' '0' 'B' 'T00+']]
425.7926722995571,[['RowPad' '0' 'B' 'T00+']],[['RowPad' '0' 'B' 'T00-']]
469.57362694789015,[['RowPad' '0' 'B' 'T00-']],[['RowPad' '0' 'B' 'X00+']]
425.79267229955457,[['RowPad' '0' 'B' 'X00+']],[['RowPad' '0' 'B' 'X00-']]
108570.14502960573,[['RowPad' '0' 'B' 'X00-']],[['ColumnPad' '0' 'B' 'R00+']]
425.79300109795014,[['ColumnPad' '0' 'B' 'R00+']],[['ColumnPad' '0' 'B' 'R00-']]
469.57362694789015,[['ColumnPad' '0' 'B' 'R00-']],[['ColumnPad' '0' 'B' 'L00+']]
425.79300109794553,[['ColumnPad' '0' 'B' 'L00+']],[['ColumnPad' '0' 'B' 'L00-']]
108436.32298235399,[['ColumnPad' '0' 'B' 'L00-']],[['RowPad' '0' 'B' 'B00+']]
425.7933771208754,[['RowPad' '4' 'C' 'B10+']],[['RowPad' '4' 'C' 'B10-']]
469.5742752749558,[['RowPad' '4' 'C' 'B10-']],[['RowPad' '4' 'C' 'T10+']]
425.7933771208754,[['RowPad' '4' 'C' 'T10+']],[['RowPad' '4' 'C' 'T10-']]
46051.70071685384,[['RowPad' '4' 'C' 'T10-']],[['ColumnPad' '10' 'C' 'R04+']]
425.79267229956133,[['ColumnPad' '10' 'C' 'R04+']],[['ColumnPad' '10' 'C' 'R04-']]
469.57356703290156,[['ColumnPad' '10' 'C' 'R04-']],[['ColumnPad' '10' 'C' 'L04+']]
425.79267229956133,[['ColumnPad' '10' 'C' 'L04+']],[['ColumnPad' '10' 'C' 'L04-']]
45921.57419830313,[['ColumnPad' '10' 'C' 'L04-']],[['RowPad' '4' 'C' 'B10+']]
425.7933771208754,[['RowPad' '3' 'C' 'B08+']],[['RowPad' '3' 'C' 'B08-']]
