range of distance,number in the range
"(0.0,1.0187097006582309)",1236.0
"(5299.327862824117,5300.346572524775)",1176.0
"(10599.674435348892,10600.69314504955)",612.0
"(15899.002298173009,15900.021007873667)",432.0
"(55838.53482217961,55839.553531880265)",33.0
"(58299.737458969896,58300.75616867055)",3.0
"(58540.15294832524,58541.171658025894)",3.0
"(61121.56332979319,61122.58203949385)",33.0
