distance,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
72626.265,RowPad,5,C,T03-,-20079.978,-16419.804,4056.158,-56984.248,ColumnPad,3,C,R05-,-20079.978,-16419.804,-56257.886,-16526.98
73000.414,RowPad,5,C,T03-,-20079.978,-16419.804,4056.158,-56984.248,ColumnPad,3,C,L05+,-20079.978,-16419.804,-56726.616,-16555.115
72751.964,RowPad,5,C,T03-,-20079.978,-16419.804,4056.158,-56984.248,ColumnPad,3,C,L05-,-20079.978,-16419.804,-56327.886,-16405.737
425.793,ColumnPad,3,C,R05+,-20079.978,-16419.804,-56656.616,-16676.358,ColumnPad,3,C,R05-,-20079.978,-16419.804,-56257.886,-16526.98
140.0,ColumnPad,3,C,R05+,-20079.978,-16419.804,-56656.616,-16676.358,ColumnPad,3,C,L05+,-20079.978,-16419.804,-56726.616,-16555.115
425.792,ColumnPad,3,C,R05+,-20079.978,-16419.804,-56656.616,-16676.358,ColumnPad,3,C,L05-,-20079.978,-16419.804,-56327.886,-16405.737
469.574,ColumnPad,3,C,R05-,-20079.978,-16419.804,-56257.886,-16526.98,ColumnPad,3,C,L05+,-20079.978,-16419.804,-56726.616,-16555.115
140.0,ColumnPad,3,C,R05-,-20079.978,-16419.804,-56257.886,-16526.98,ColumnPad,3,C,L05-,-20079.978,-16419.804,-56327.886,-16405.737
425.793,ColumnPad,3,C,L05+,-20079.978,-16419.804,-56726.616,-16555.115,ColumnPad,3,C,L05-,-20079.978,-16419.804,-56327.886,-16405.737
-10.11,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.793,RowPad,4,C,B01+,-20079.978,-7239.935,9986.158,-57404.248,RowPad,4,C,B01-,-20079.978,-7239.935,10056.158,-56984.248
140.0,RowPad,4,C,B01+,-20079.978,-7239.935,9986.158,-57404.248,RowPad,4,C,T01+,-20079.978,-7239.935,9846.158,-57404.248
425.793,RowPad,4,C,B01+,-20079.978,-7239.935,9986.158,-57404.248,RowPad,4,C,T01-,-20079.978,-7239.935,9916.158,-56984.248
87305.656,RowPad,4,C,B01+,-20079.978,-7239.935,9986.158,-57404.248,ColumnPad,1,C,R04+,-20079.978,-7239.935,-61816.616,-7738.976
87063.407,RowPad,4,C,B01+,-20079.978,-7239.935,9986.158,-57404.248,ColumnPad,1,C,R04-,-20079.978,-7239.935,-61417.886,-7589.598
87432.218,RowPad,4,C,B01+,-20079.978,-7239.935,9986.158,-57404.248,ColumnPad,1,C,L04+,-20079.978,-7239.935,-61886.616,-7617.733
87190.209,RowPad,4,C,B01+,-20079.978,-7239.935,9986.158,-57404.248,ColumnPad,1,C,L04-,-20079.978,-7239.935,-61487.886,-7468.354
469.574,RowPad,4,C,B01-,-20079.978,-7239.935,10056.158,-56984.248,RowPad,4,C,T01+,-20079.978,-7239.935,9846.158,-57404.248
140.0,RowPad,4,C,B01-,-20079.978,-7239.935,10056.158,-56984.248,RowPad,4,C,T01-,-20079.978,-7239.935,9916.158,-56984.248
87125.154,RowPad,4,C,B01-,-20079.978,-7239.935,10056.158,-56984.248,ColumnPad,1,C,R04+,-20079.978,-7239.935,-61816.616,-7738.976
86881.358,RowPad,4,C,B01-,-20079.978,-7239.935,10056.158,-56984.248,ColumnPad,1,C,R04-,-20079.978,-7239.935,-61417.886,-7589.598
87251.45,RowPad,4,C,B01-,-20079.978,-7239.935,10056.158,-56984.248,ColumnPad,1,C,L04+,-20079.978,-7239.935,-61886.616,-7617.733
87007.896,RowPad,4,C,B01-,-20079.978,-7239.935,10056.158,-56984.248,ColumnPad,1,C,L04-,-20079.978,-7239.935,-61487.886,-7468.354
425.793,RowPad,4,C,T01+,-20079.978,-7239.935,9846.158,-57404.248,RowPad,4,C,T01-,-20079.978,-7239.935,9916.158,-56984.248
87190.552,RowPad,4,C,T01+,-20079.978,-7239.935,9846.158,-57404.248,ColumnPad,1,C,R04+,-20079.978,-7239.935,-61816.616,-7738.976
86948.625,RowPad,4,C,T01+,-20079.978,-7239.935,9846.158,-57404.248,ColumnPad,1,C,R04-,-20079.978,-7239.935,-61417.886,-7589.598
87317.169,RowPad,4,C,T01+,-20079.978,-7239.935,9846.158,-57404.248,ColumnPad,1,C,L04+,-20079.978,-7239.935,-61886.616,-7617.733
87075.481,RowPad,4,C,T01+,-20079.978,-7239.935,9846.158,-57404.248,ColumnPad,1,C,L04-,-20079.978,-7239.935,-61487.886,-7468.354
87009.699,RowPad,4,C,T01-,-20079.978,-7239.935,9916.158,-56984.248,ColumnPad,1,C,R04+,-20079.978,-7239.935,-61816.616,-7738.976
86766.222,RowPad,4,C,T01-,-20079.978,-7239.935,9916.158,-56984.248,ColumnPad,1,C,R04-,-20079.978,-7239.935,-61417.886,-7589.598
87136.05,RowPad,4,C,T01-,-20079.978,-7239.935,9916.158,-56984.248,ColumnPad,1,C,L04+,-20079.978,-7239.935,-61886.616,-7617.733
86892.815,RowPad,4,C,T01-,-20079.978,-7239.935,9916.158,-56984.248,ColumnPad,1,C,L04-,-20079.978,-7239.935,-61487.886,-7468.354
425.793,ColumnPad,1,C,R04+,-20079.978,-7239.935,-61816.616,-7738.976,ColumnPad,1,C,R04-,-20079.978,-7239.935,-61417.886,-7589.598
140.0,ColumnPad,1,C,R04+,-20079.978,-7239.935,-61816.616,-7738.976,ColumnPad,1,C,L04+,-20079.978,-7239.935,-61886.616,-7617.733
425.793,ColumnPad,1,C,R04+,-20079.978,-7239.935,-61816.616,-7738.976,ColumnPad,1,C,L04-,-20079.978,-7239.935,-61487.886,-7468.354
469.574,ColumnPad,1,C,R04-,-20079.978,-7239.935,-61417.886,-7589.598,ColumnPad,1,C,L04+,-20079.978,-7239.935,-61886.616,-7617.733
140.0,ColumnPad,1,C,R04-,-20079.978,-7239.935,-61417.886,-7589.598,ColumnPad,1,C,L04-,-20079.978,-7239.935,-61487.886,-7468.354
425.793,ColumnPad,1,C,L04+,-20079.978,-7239.935,-61886.616,-7617.733,ColumnPad,1,C,L04-,-20079.978,-7239.935,-61487.886,-7468.354
-10.11,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.793,RowPad,1,A,B04+,-20079.978,7239.935,-62236.616,7011.515,RowPad,1,A,B04-,-20079.978,7239.935,-61907.886,6740.893
140.0,RowPad,1,A,B04+,-20079.978,7239.935,-62236.616,7011.515,RowPad,1,A,T04+,-20079.978,7239.935,-62166.616,7132.758
425.793,RowPad,1,A,B04+,-20079.978,7239.935,-62236.616,7011.515,RowPad,1,A,T04-,-20079.978,7239.935,-61837.886,6862.137
86011.07,RowPad,1,A,B04+,-20079.978,7239.935,-62236.616,7011.515,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248
85708.793,RowPad,1,A,B04+,-20079.978,7239.935,-62236.616,7011.515,ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248
86124.565,RowPad,1,A,B04+,-20079.978,7239.935,-62236.616,7011.515,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
85822.573,RowPad,1,A,B04+,-20079.978,7239.935,-62236.616,7011.515,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
469.574,RowPad,1,A,B04-,-20079.978,7239.935,-61907.886,6740.893,RowPad,1,A,T04+,-20079.978,7239.935,-62166.616,7132.758
140.0,RowPad,1,A,B04-,-20079.978,7239.935,-61907.886,6740.893,RowPad,1,A,T04-,-20079.978,7239.935,-61837.886,6862.137
85904.211,RowPad,1,A,B04-,-20079.978,7239.935,-61907.886,6740.893,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248
85600.498,RowPad,1,A,B04-,-20079.978,7239.935,-61907.886,6740.893,ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248
86017.311,RowPad,1,A,B04-,-20079.978,7239.935,-61907.886,6740.893,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
85713.884,RowPad,1,A,B04-,-20079.978,7239.935,-61907.886,6740.893,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
425.792,RowPad,1,A,T04+,-20079.978,7239.935,-62166.616,7132.758,RowPad,1,A,T04-,-20079.978,7239.935,-61837.886,6862.137
85883.327,RowPad,1,A,T04+,-20079.978,7239.935,-62166.616,7132.758,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248
85581.251,RowPad,1,A,T04+,-20079.978,7239.935,-62166.616,7132.758,ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248
85996.876,RowPad,1,A,T04+,-20079.978,7239.935,-62166.616,7132.758,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
85695.086,RowPad,1,A,T04+,-20079.978,7239.935,-62166.616,7132.758,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
85776.194,RowPad,1,A,T04-,-20079.978,7239.935,-61837.886,6862.137,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248
85472.679,RowPad,1,A,T04-,-20079.978,7239.935,-61837.886,6862.137,ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248
85889.349,RowPad,1,A,T04-,-20079.978,7239.935,-61837.886,6862.137,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
85586.12,RowPad,1,A,T04-,-20079.978,7239.935,-61837.886,6862.137,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
425.793,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248,ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248
140.0,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
425.793,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
469.574,ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
140.0,ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
425.793,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
-10.11,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.793,RowPad,3,A,B05+,-20079.978,16419.804,-56796.616,16433.871,RowPad,3,A,B05-,-20079.978,16419.804,-56467.886,16163.249
140.0,RowPad,3,A,B05+,-20079.978,16419.804,-56796.616,16433.871,RowPad,3,A,T05+,-20079.978,16419.804,-56726.616,16555.115
425.793,RowPad,3,A,B05+,-20079.978,16419.804,-56796.616,16433.871,RowPad,3,A,T05-,-20079.978,16419.804,-56397.886,16284.493
72260.172,RowPad,3,A,B05+,-20079.978,16419.804,-56796.616,16433.871,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248
71965.029,RowPad,3,A,B05+,-20079.978,16419.804,-56796.616,16433.871,ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248
72375.537,RowPad,3,A,B05+,-20079.978,16419.804,-56796.616,16433.871,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
72080.731,RowPad,3,A,B05+,-20079.978,16419.804,-56796.616,16433.871,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
469.574,RowPad,3,A,B05-,-20079.978,16419.804,-56467.886,16163.249,RowPad,3,A,T05+,-20079.978,16419.804,-56726.616,16555.115
140.0,RowPad,3,A,B05-,-20079.978,16419.804,-56467.886,16163.249,RowPad,3,A,T05-,-20079.978,16419.804,-56397.886,16284.493
72143.987,RowPad,3,A,B05-,-20079.978,16419.804,-56467.886,16163.249,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248
71847.105,RowPad,3,A,B05-,-20079.978,16419.804,-56467.886,16163.249,ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248
72258.901,RowPad,3,A,B05-,-20079.978,16419.804,-56467.886,16163.249,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
71962.357,RowPad,3,A,B05-,-20079.978,16419.804,-56467.886,16163.249,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
425.793,RowPad,3,A,T05+,-20079.978,16419.804,-56726.616,16555.115,RowPad,3,A,T05-,-20079.978,16419.804,-56397.886,16284.493
72133.792,RowPad,3,A,T05+,-20079.978,16419.804,-56726.616,16555.115,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248
71838.908,RowPad,3,A,T05+,-20079.978,16419.804,-56726.616,16555.115,ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248
72249.224,RowPad,3,A,T05+,-20079.978,16419.804,-56726.616,16555.115,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
71954.676,RowPad,3,A,T05+,-20079.978,16419.804,-56726.616,16555.115,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
72017.268,RowPad,3,A,T05-,-20079.978,16419.804,-56397.886,16284.493,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248
71720.64,RowPad,3,A,T05-,-20079.978,16419.804,-56397.886,16284.493,ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248
72132.248,RowPad,3,A,T05-,-20079.978,16419.804,-56397.886,16284.493,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
71835.958,RowPad,3,A,T05-,-20079.978,16419.804,-56397.886,16284.493,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
425.793,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248,ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248
140.0,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
425.793,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
469.574,ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
140.0,ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
425.793,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
-10.11,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.793,RowPad,5,A,B06+,-20079.978,25599.673,-51356.616,25856.228,RowPad,5,A,B06-,-20079.978,25599.673,-51027.886,25585.606
140.0,RowPad,5,A,B06+,-20079.978,25599.673,-51356.616,25856.228,RowPad,5,A,T06+,-20079.978,25599.673,-51286.616,25977.471
425.793,RowPad,5,A,B06+,-20079.978,25599.673,-51356.616,25856.228,RowPad,5,A,T06-,-20079.978,25599.673,-50957.886,25706.849
58566.09,RowPad,5,A,B06+,-20079.978,25599.673,-51356.616,25856.228,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248
58281.729,RowPad,5,A,B06+,-20079.978,25599.673,-51356.616,25856.228,ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248
58684.091,RowPad,5,A,B06+,-20079.978,25599.673,-51356.616,25856.228,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
58400.136,RowPad,5,A,B06+,-20079.978,25599.673,-51356.616,25856.228,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
469.574,RowPad,5,A,B06-,-20079.978,25599.673,-51027.886,25585.606,RowPad,5,A,T06+,-20079.978,25599.673,-51286.616,25977.471
140.0,RowPad,5,A,B06-,-20079.978,25599.673,-51027.886,25585.606,RowPad,5,A,T06-,-20079.978,25599.673,-50957.886,25706.849
58436.311,RowPad,5,A,B06-,-20079.978,25599.673,-51027.886,25585.606,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248
58149.756,RowPad,5,A,B06-,-20079.978,25599.673,-51027.886,25585.606,ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248
58553.787,RowPad,5,A,B06-,-20079.978,25599.673,-51027.886,25585.606,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
58267.642,RowPad,5,A,B06-,-20079.978,25599.673,-51027.886,25585.606,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
425.793,RowPad,5,A,T06+,-20079.978,25599.673,-51286.616,25977.471,RowPad,5,A,T06-,-20079.978,25599.673,-50957.886,25706.849
58441.839,RowPad,5,A,T06+,-20079.978,25599.673,-51286.616,25977.471,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248
58157.83,RowPad,5,A,T06+,-20079.978,25599.673,-51286.616,25977.471,ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248
58559.923,RowPad,5,A,T06+,-20079.978,25599.673,-51286.616,25977.471,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
58276.321,RowPad,5,A,T06+,-20079.978,25599.673,-51286.616,25977.471,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
58311.616,RowPad,5,A,T06-,-20079.978,25599.673,-50957.886,25706.849,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248
58025.407,RowPad,5,A,T06-,-20079.978,25599.673,-50957.886,25706.849,ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248
58429.175,RowPad,5,A,T06-,-20079.978,25599.673,-50957.886,25706.849,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
58143.376,RowPad,5,A,T06-,-20079.978,25599.673,-50957.886,25706.849,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
425.793,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248,ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248
140.0,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
425.793,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
469.574,ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
140.0,ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
425.793,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
-10.11,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.793,RowPad,7,A,B07+,-20079.978,34779.542,-45916.616,35278.584,RowPad,7,A,B07-,-20079.978,34779.542,-45587.886,35007.962
140.0,RowPad,7,A,B07+,-20079.978,34779.542,-45916.616,35278.584,RowPad,7,A,T07+,-20079.978,34779.542,-45846.616,35399.828
425.793,RowPad,7,A,B07+,-20079.978,34779.542,-45916.616,35278.584,RowPad,7,A,T07-,-20079.978,34779.542,-45517.886,35129.206
44980.75,RowPad,7,A,B07+,-20079.978,34779.542,-45916.616,35278.584,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248
44714.436,RowPad,7,A,B07+,-20079.978,34779.542,-45916.616,35278.584,ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248
45102.695,RowPad,7,A,B07+,-20079.978,34779.542,-45916.616,35278.584,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
44836.887,RowPad,7,A,B07+,-20079.978,34779.542,-45916.616,35278.584,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
469.574,RowPad,7,A,B07-,-20079.978,34779.542,-45587.886,35007.962,RowPad,7,A,T07+,-20079.978,34779.542,-45846.616,35399.828
140.0,RowPad,7,A,B07-,-20079.978,34779.542,-45587.886,35007.962,RowPad,7,A,T07-,-20079.978,34779.542,-45517.886,35129.206
44829.417,RowPad,7,A,B07-,-20079.978,34779.542,-45587.886,35007.962,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248
44560.164,RowPad,7,A,B07-,-20079.978,34779.542,-45587.886,35007.962,ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248
44950.748,RowPad,7,A,B07-,-20079.978,34779.542,-45587.886,35007.962,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
44682.007,RowPad,7,A,B07-,-20079.978,34779.542,-45587.886,35007.962,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
425.793,RowPad,7,A,T07+,-20079.978,34779.542,-45846.616,35399.828,RowPad,7,A,T07-,-20079.978,34779.542,-45517.886,35129.206
44860.222,RowPad,7,A,T07+,-20079.978,34779.542,-45846.616,35399.828,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248
44594.44,RowPad,7,A,T07+,-20079.978,34779.542,-45846.616,35399.828,ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248
44982.275,RowPad,7,A,T07+,-20079.978,34779.542,-45846.616,35399.828,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
44717.0,RowPad,7,A,T07+,-20079.978,34779.542,-45846.616,35399.828,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
44708.261,RowPad,7,A,T07-,-20079.978,34779.542,-45517.886,35129.206,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248
44439.531,RowPad,7,A,T07-,-20079.978,34779.542,-45517.886,35129.206,ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248
44829.701,RowPad,7,A,T07-,-20079.978,34779.542,-45517.886,35129.206,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
44561.484,RowPad,7,A,T07-,-20079.978,34779.542,-45517.886,35129.206,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
425.793,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248,ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248
140.0,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
425.793,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
469.574,ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
140.0,ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
425.793,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
-10.11,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.792,RowPad,9,A,B08+,-20079.978,43959.412,-40476.616,44700.94,RowPad,9,A,B08-,-20079.978,43959.412,-40147.886,44430.319
140.0,RowPad,9,A,B08+,-20079.978,43959.412,-40476.616,44700.94,RowPad,9,A,T08+,-20079.978,43959.412,-40406.616,44822.184
425.793,RowPad,9,A,B08+,-20079.978,43959.412,-40476.616,44700.94,RowPad,9,A,T08-,-20079.978,43959.412,-40077.886,44551.562
31644.513,RowPad,9,A,B08+,-20079.978,43959.412,-40476.616,44700.94,ColumnPad,8,A,R09+,-20079.978,43959.412,-11493.842,57404.248
31413.821,RowPad,9,A,B08+,-20079.978,43959.412,-40476.616,44700.94,ColumnPad,8,A,R09-,-20079.978,43959.412,-11563.842,56984.248
31772.787,RowPad,9,A,B08+,-20079.978,43959.412,-40476.616,44700.94,ColumnPad,8,A,L09+,-20079.978,43959.412,-11353.842,57404.248
31542.722,RowPad,9,A,B08+,-20079.978,43959.412,-40476.616,44700.94,ColumnPad,8,A,L09-,-20079.978,43959.412,-11423.842,56984.248
469.574,RowPad,9,A,B08-,-20079.978,43959.412,-40147.886,44430.319,RowPad,9,A,T08+,-20079.978,43959.412,-40406.616,44822.184
140.0,RowPad,9,A,B08-,-20079.978,43959.412,-40147.886,44430.319,RowPad,9,A,T08-,-20079.978,43959.412,-40077.886,44551.562
31454.365,RowPad,9,A,B08-,-20079.978,43959.412,-40147.886,44430.319,ColumnPad,8,A,R09+,-20079.978,43959.412,-11493.842,57404.248
31219.364,RowPad,9,A,B08-,-20079.978,43959.412,-40147.886,44430.319,ColumnPad,8,A,R09-,-20079.978,43959.412,-11563.842,56984.248
31581.954,RowPad,9,A,B08-,-20079.978,43959.412,-40147.886,44430.319,ColumnPad,8,A,L09+,-20079.978,43959.412,-11353.842,57404.248
31347.597,RowPad,9,A,B08-,-20079.978,43959.412,-40147.886,44430.319,ColumnPad,8,A,L09-,-20079.978,43959.412,-11423.842,56984.248
425.793,RowPad,9,A,T08+,-20079.978,43959.412,-40406.616,44822.184,RowPad,9,A,T08-,-20079.978,43959.412,-40077.886,44551.562
31531.838,RowPad,9,A,T08+,-20079.978,43959.412,-40406.616,44822.184,ColumnPad,8,A,R09+,-20079.978,43959.412,-11493.842,57404.248
31302.099,RowPad,9,A,T08+,-20079.978,43959.412,-40406.616,44822.184,ColumnPad,8,A,R09-,-20079.978,43959.412,-11563.842,56984.248
31660.259,RowPad,9,A,T08+,-20079.978,43959.412,-40406.616,44822.184,ColumnPad,8,A,L09+,-20079.978,43959.412,-11353.842,57404.248
31431.147,RowPad,9,A,T08+,-20079.978,43959.412,-40406.616,44822.184,ColumnPad,8,A,L09-,-20079.978,43959.412,-11423.842,56984.248
31340.694,RowPad,9,A,T08-,-20079.978,43959.412,-40077.886,44551.562,ColumnPad,8,A,R09+,-20079.978,43959.412,-11493.842,57404.248
