pad distance,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
425.793,ColumnPad,3,C,L06+,-25379.978,-16419.804,-56866.616,-16312.628,ColumnPad,3,C,L06-,-25379.978,-16419.804,-56467.886,-16163.249
68980.079,ColumnPad,3,C,L06-,-25379.978,-16419.804,-56467.886,-16163.249,RowPad,6,C,B03+,-25379.978,-16419.804,-1173.842,-57404.248
425.793,RowPad,5,C,B01+,-25379.978,-7239.935,4686.158,-57404.248,RowPad,5,C,B01-,-25379.978,-7239.935,4756.158,-56984.248
469.574,RowPad,5,C,B01-,-25379.978,-7239.935,4756.158,-56984.248,RowPad,5,C,T01+,-25379.978,-7239.935,4546.158,-57404.248
425.793,RowPad,5,C,T01+,-25379.978,-7239.935,4546.158,-57404.248,RowPad,5,C,T01-,-25379.978,-7239.935,4616.158,-56984.248
82951.628,RowPad,5,C,T01-,-25379.978,-7239.935,4616.158,-56984.248,ColumnPad,1,C,R05+,-25379.978,-7239.935,-61956.616,-7496.489
425.793,ColumnPad,1,C,R05+,-25379.978,-7239.935,-61956.616,-7496.489,ColumnPad,1,C,R05-,-25379.978,-7239.935,-61557.886,-7347.111
469.574,ColumnPad,1,C,R05-,-25379.978,-7239.935,-61557.886,-7347.111,ColumnPad,1,C,L05+,-25379.978,-7239.935,-62026.616,-7375.246
425.793,ColumnPad,1,C,L05+,-25379.978,-7239.935,-62026.616,-7375.246,ColumnPad,1,C,L05-,-25379.978,-7239.935,-61627.886,-7225.867
83159.018,ColumnPad,1,C,L05-,-25379.978,-7239.935,-61627.886,-7225.867,RowPad,5,C,B01+,-25379.978,-7239.935,4686.158,-57404.248
425.793,RowPad,1,A,B05+,-25379.978,7239.935,-62096.616,7254.002,RowPad,1,A,B05-,-25379.978,7239.935,-61767.886,6983.38
469.574,RowPad,1,A,B05-,-25379.978,7239.935,-61767.886,6983.38,RowPad,1,A,T05+,-25379.978,7239.935,-62026.616,7375.246
425.793,RowPad,1,A,T05+,-25379.978,7239.935,-62026.616,7375.246,RowPad,1,A,T05-,-25379.978,7239.935,-61697.886,7104.624
81293.716,RowPad,1,A,T05-,-25379.978,7239.935,-61697.886,7104.624,ColumnPad,5,A,R01+,-25379.978,7239.935,2166.158,57404.248
425.793,ColumnPad,5,A,R01+,-25379.978,7239.935,2166.158,57404.248,ColumnPad,5,A,R01-,-25379.978,7239.935,2096.158,56984.248
469.574,ColumnPad,5,A,R01-,-25379.978,7239.935,2096.158,56984.248,ColumnPad,5,A,L01+,-25379.978,7239.935,2306.158,57404.248
425.793,ColumnPad,5,A,L01+,-25379.978,7239.935,2306.158,57404.248,ColumnPad,5,A,L01-,-25379.978,7239.935,2236.158,56984.248
81312.995,ColumnPad,5,A,L01-,-25379.978,7239.935,2236.158,56984.248,RowPad,1,A,B05+,-25379.978,7239.935,-62096.616,7254.002
425.792,RowPad,3,A,B06+,-25379.978,16419.804,-56656.616,16676.358,RowPad,3,A,B06-,-25379.978,16419.804,-56327.886,16405.737
469.574,RowPad,3,A,B06-,-25379.978,16419.804,-56327.886,16405.737,RowPad,3,A,T06+,-25379.978,16419.804,-56586.616,16797.602
425.793,RowPad,3,A,T06+,-25379.978,16419.804,-56586.616,16797.602,RowPad,3,A,T06-,-25379.978,16419.804,-56257.886,16526.98
67475.385,RowPad,3,A,T06-,-25379.978,16419.804,-56257.886,16526.98,ColumnPad,6,A,R03+,-25379.978,16419.804,-2573.842,57404.248
425.793,ColumnPad,6,A,R03+,-25379.978,16419.804,-2573.842,57404.248,ColumnPad,6,A,R03-,-25379.978,16419.804,-2643.842,56984.248
469.574,ColumnPad,6,A,R03-,-25379.978,16419.804,-2643.842,56984.248,ColumnPad,6,A,L03+,-25379.978,16419.804,-2433.842,57404.248
425.793,ColumnPad,6,A,L03+,-25379.978,16419.804,-2433.842,57404.248,ColumnPad,6,A,L03-,-25379.978,16419.804,-2503.842,56984.248
67507.399,ColumnPad,6,A,L03-,-25379.978,16419.804,-2503.842,56984.248,RowPad,3,A,B06+,-25379.978,16419.804,-56656.616,16676.358
425.793,RowPad,5,A,B07+,-25379.978,25599.673,-51216.616,26098.715,RowPad,5,A,B07-,-25379.978,25599.673,-50887.886,25828.093
469.574,RowPad,5,A,B07-,-25379.978,25599.673,-50887.886,25828.093,RowPad,5,A,T07+,-25379.978,25599.673,-51146.616,26219.958
425.792,RowPad,5,A,T07+,-25379.978,25599.673,-51146.616,26219.958,RowPad,5,A,T07-,-25379.978,25599.673,-50817.886,25949.337
53684.386,RowPad,5,A,T07-,-25379.978,25599.673,-50817.886,25949.337,ColumnPad,7,A,R05+,-25379.978,25599.673,-7313.842,57404.248
425.793,ColumnPad,7,A,R05+,-25379.978,25599.673,-7313.842,57404.248,ColumnPad,7,A,R05-,-25379.978,25599.673,-7383.842,56984.248
469.574,ColumnPad,7,A,R05-,-25379.978,25599.673,-7383.842,56984.248,ColumnPad,7,A,L05+,-25379.978,25599.673,-7173.842,57404.248
425.793,ColumnPad,7,A,L05+,-25379.978,25599.673,-7173.842,57404.248,ColumnPad,7,A,L05-,-25379.978,25599.673,-7243.842,56984.248
53735.659,ColumnPad,7,A,L05-,-25379.978,25599.673,-7243.842,56984.248,RowPad,5,A,B07+,-25379.978,25599.673,-51216.616,26098.715
425.793,RowPad,7,A,B08+,-25379.978,34779.542,-45776.616,35521.071,RowPad,7,A,B08-,-25379.978,34779.542,-45447.886,35250.449
469.574,RowPad,7,A,B08-,-25379.978,34779.542,-45447.886,35250.449,RowPad,7,A,T08+,-25379.978,34779.542,-45706.616,35642.315
425.793,RowPad,7,A,T08+,-25379.978,34779.542,-45706.616,35642.315,RowPad,7,A,T08-,-25379.978,34779.542,-45377.886,35371.693
39949.035,RowPad,7,A,T08-,-25379.978,34779.542,-45377.886,35371.693,ColumnPad,8,A,R07+,-25379.978,34779.542,-12053.842,57404.248
425.793,ColumnPad,8,A,R07+,-25379.978,34779.542,-12053.842,57404.248,ColumnPad,8,A,R07-,-25379.978,34779.542,-12123.842,56984.248
469.574,ColumnPad,8,A,R07-,-25379.978,34779.542,-12123.842,56984.248,ColumnPad,8,A,L07+,-25379.978,34779.542,-11913.842,57404.248
425.793,ColumnPad,8,A,L07+,-25379.978,34779.542,-11913.842,57404.248,ColumnPad,8,A,L07-,-25379.978,34779.542,-11983.842,56984.248
40032.731,ColumnPad,8,A,L07-,-25379.978,34779.542,-11983.842,56984.248,RowPad,7,A,B08+,-25379.978,34779.542,-45776.616,35521.071
425.793,RowPad,9,A,B09+,-25379.978,43959.412,-40336.616,44943.428,RowPad,9,A,B09-,-25379.978,43959.412,-40007.886,44672.806
469.574,RowPad,9,A,B09-,-25379.978,43959.412,-40007.886,44672.806,RowPad,9,A,T09+,-25379.978,43959.412,-40266.616,45064.671
425.793,RowPad,9,A,T09+,-25379.978,43959.412,-40266.616,45064.671,RowPad,9,A,T09-,-25379.978,43959.412,-39937.886,44794.049
26356.477,RowPad,9,A,T09-,-25379.978,43959.412,-39937.886,44794.049,ColumnPad,9,A,R09+,-25379.978,43959.412,-16793.842,57404.248
425.793,ColumnPad,9,A,R09+,-25379.978,43959.412,-16793.842,57404.248,ColumnPad,9,A,R09-,-25379.978,43959.412,-16863.842,56984.248
469.574,ColumnPad,9,A,R09-,-25379.978,43959.412,-16863.842,56984.248,ColumnPad,9,A,L09+,-25379.978,43959.412,-16653.842,57404.248
425.793,ColumnPad,9,A,L09+,-25379.978,43959.412,-16653.842,57404.248,ColumnPad,9,A,L09-,-25379.978,43959.412,-16723.842,56984.248
26505.555,ColumnPad,9,A,L09-,-25379.978,43959.412,-16723.842,56984.248,RowPad,9,A,B09+,-25379.978,43959.412,-40336.616,44943.428
425.793,RowPad,11,A,B10+,-25379.978,53139.281,-34896.616,54365.784,RowPad,11,A,B10-,-25379.978,53139.281,-34567.886,54095.162
469.574,RowPad,11,A,B10-,-25379.978,53139.281,-34567.886,54095.162,RowPad,11,A,T10+,-25379.978,53139.281,-34826.616,54487.027
425.792,RowPad,11,A,T10+,-25379.978,53139.281,-34826.616,54487.027,RowPad,11,A,T10-,-25379.978,53139.281,-34497.886,54216.406
13350.235,RowPad,11,A,T10-,-25379.978,53139.281,-34497.886,54216.406,ColumnPad,10,A,R11+,-25379.978,53139.281,-21533.842,57404.248
425.793,ColumnPad,10,A,R11+,-25379.978,53139.281,-21533.842,57404.248,ColumnPad,10,A,R11-,-25379.978,53139.281,-21603.842,56984.248
469.574,ColumnPad,10,A,R11-,-25379.978,53139.281,-21603.842,56984.248,ColumnPad,10,A,L11+,-25379.978,53139.281,-21393.842,57404.248
425.793,ColumnPad,10,A,L11+,-25379.978,53139.281,-21393.842,57404.248,ColumnPad,10,A,L11-,-25379.978,53139.281,-21463.842,56984.248
13685.605,ColumnPad,10,A,L11-,-25379.978,53139.281,-21463.842,56984.248,RowPad,11,A,B10+,-25379.978,53139.281,-34896.616,54365.784
425.793,RowPad,9,C,B10+,-22729.978,-48549.346,-19033.842,-57404.248,RowPad,9,C,B10-,-22729.978,-48549.346,-18963.842,-56984.248
469.574,RowPad,9,C,B10-,-22729.978,-48549.346,-18963.842,-56984.248,RowPad,9,C,T10+,-22729.978,-48549.346,-19173.842,-57404.248
425.793,RowPad,9,C,T10+,-22729.978,-48549.346,-19173.842,-57404.248,RowPad,9,C,T10-,-22729.978,-48549.346,-19103.842,-56984.248
21596.144,RowPad,9,C,T10-,-22729.978,-48549.346,-19103.842,-56984.248,ColumnPad,10,C,R09+,-22729.978,-48549.346,-38666.616,-47835.952
425.793,ColumnPad,10,C,R09+,-22729.978,-48549.346,-38666.616,-47835.952,ColumnPad,10,C,R09-,-22729.978,-48549.346,-38267.886,-47686.574
469.574,ColumnPad,10,C,R09-,-22729.978,-48549.346,-38267.886,-47686.574,ColumnPad,10,C,L09+,-22729.978,-48549.346,-38736.616,-47714.709
425.793,ColumnPad,10,C,L09+,-22729.978,-48549.346,-38736.616,-47714.709,ColumnPad,10,C,L09-,-22729.978,-48549.346,-38337.886,-47565.331
21666.804,ColumnPad,10,C,L09-,-22729.978,-48549.346,-38337.886,-47565.331,RowPad,9,C,B10+,-22729.978,-48549.346,-19033.842,-57404.248
425.793,RowPad,8,C,B08+,-22729.978,-39369.477,-13173.842,-57404.248,RowPad,8,C,B08-,-22729.978,-39369.477,-13103.842,-56984.248
469.574,RowPad,8,C,B08-,-22729.978,-39369.477,-13103.842,-56984.248,RowPad,8,C,T08+,-22729.978,-39369.477,-13313.842,-57404.248
425.793,RowPad,8,C,T08+,-22729.978,-39369.477,-13313.842,-57404.248,RowPad,8,C,T08-,-22729.978,-39369.477,-13243.842,-56984.248
35530.238,RowPad,8,C,T08-,-22729.978,-39369.477,-13243.842,-56984.248,ColumnPad,8,C,R08+,-22729.978,-39369.477,-43826.616,-38898.57
425.793,ColumnPad,8,C,R08+,-22729.978,-39369.477,-43826.616,-38898.57,ColumnPad,8,C,R08-,-22729.978,-39369.477,-43427.886,-38749.192
469.574,ColumnPad,8,C,R08-,-22729.978,-39369.477,-43427.886,-38749.192,ColumnPad,8,C,L08+,-22729.978,-39369.477,-43896.616,-38777.327
425.793,ColumnPad,8,C,L08+,-22729.978,-39369.477,-43896.616,-38777.327,ColumnPad,8,C,L08-,-22729.978,-39369.477,-43497.886,-38627.948
35666.47,ColumnPad,8,C,L08-,-22729.978,-39369.477,-43497.886,-38627.948,RowPad,8,C,B08+,-22729.978,-39369.477,-13173.842,-57404.248
425.793,RowPad,7,C,B06+,-22729.978,-30189.608,-7313.842,-57404.248,RowPad,7,C,B06-,-22729.978,-30189.608,-7243.842,-56984.248
469.574,RowPad,7,C,B06-,-22729.978,-30189.608,-7243.842,-56984.248,RowPad,7,C,T06+,-22729.978,-30189.608,-7453.842,-57404.248
425.793,RowPad,7,C,T06+,-22729.978,-30189.608,-7453.842,-57404.248,RowPad,7,C,T06-,-22729.978,-30189.608,-7383.842,-56984.248
49608.836,RowPad,7,C,T06-,-22729.978,-30189.608,-7383.842,-56984.248,ColumnPad,6,C,R07+,-22729.978,-30189.608,-48986.616,-29961.188
425.793,ColumnPad,6,C,R07+,-22729.978,-30189.608,-48986.616,-29961.188,ColumnPad,6,C,R07-,-22729.978,-30189.608,-48587.886,-29811.81
469.574,ColumnPad,6,C,R07-,-22729.978,-30189.608,-48587.886,-29811.81,ColumnPad,6,C,L07+,-22729.978,-30189.608,-49056.616,-29839.945
425.793,ColumnPad,6,C,L07+,-22729.978,-30189.608,-49056.616,-29839.945,ColumnPad,6,C,L07-,-22729.978,-30189.608,-48657.886,-29690.566
49773.267,ColumnPad,6,C,L07-,-22729.978,-30189.608,-48657.886,-29690.566,RowPad,7,C,B06+,-22729.978,-30189.608,-7313.842,-57404.248
425.793,RowPad,6,C,B04+,-22729.978,-21009.739,-1453.842,-57404.248,RowPad,6,C,B04-,-22729.978,-21009.739,-1383.842,-56984.248
469.574,RowPad,6,C,B04-,-22729.978,-21009.739,-1383.842,-56984.248,RowPad,6,C,T04+,-22729.978,-21009.739,-1593.842,-57404.248
425.793,RowPad,6,C,T04+,-22729.978,-21009.739,-1593.842,-57404.248,RowPad,6,C,T04-,-22729.978,-21009.739,-1523.842,-56984.248
63736.251,RowPad,6,C,T04-,-22729.978,-21009.739,-1523.842,-56984.248,ColumnPad,4,C,R06+,-22729.978,-21009.739,-54146.616,-21023.806
425.793,ColumnPad,4,C,R06+,-22729.978,-21009.739,-54146.616,-21023.806,ColumnPad,4,C,R06-,-22729.978,-21009.739,-53747.886,-20874.428
469.574,ColumnPad,4,C,R06-,-22729.978,-21009.739,-53747.886,-20874.428,ColumnPad,4,C,L06+,-22729.978,-21009.739,-54216.616,-20902.562
425.793,ColumnPad,4,C,L06+,-22729.978,-21009.739,-54216.616,-20902.562,ColumnPad,4,C,L06-,-22729.978,-21009.739,-53817.886,-20753.184
63916.301,ColumnPad,4,C,L06-,-22729.978,-21009.739,-53817.886,-20753.184,RowPad,6,C,B04+,-22729.978,-21009.739,-1453.842,-57404.248
425.793,RowPad,5,C,B02+,-22729.978,-11829.869,4406.158,-57404.248,RowPad,5,C,B02-,-22729.978,-11829.869,4476.158,-56984.248
469.574,RowPad,5,C,B02-,-22729.978,-11829.869,4476.158,-56984.248,RowPad,5,C,T02+,-22729.978,-11829.869,4266.158,-57404.248
425.793,RowPad,5,C,T02+,-22729.978,-11829.869,4266.158,-57404.248,RowPad,5,C,T02-,-22729.978,-11829.869,4336.158,-56984.248
77885.925,RowPad,5,C,T02-,-22729.978,-11829.869,4336.158,-56984.248,ColumnPad,2,C,R05+,-22729.978,-11829.869,-59306.616,-12086.424
425.793,ColumnPad,2,C,R05+,-22729.978,-11829.869,-59306.616,-12086.424,ColumnPad,2,C,R05-,-22729.978,-11829.869,-58907.886,-11937.046
469.574,ColumnPad,2,C,R05-,-22729.978,-11829.869,-58907.886,-11937.046,ColumnPad,2,C,L05+,-22729.978,-11829.869,-59376.616,-11965.18
425.793,ColumnPad,2,C,L05+,-22729.978,-11829.869,-59376.616,-11965.18,ColumnPad,2,C,L05-,-22729.978,-11829.869,-58977.886,-11815.802
78075.883,ColumnPad,2,C,L05-,-22729.978,-11829.869,-58977.886,-11815.802,RowPad,5,C,B02+,-22729.978,-11829.869,4406.158,-57404.248
425.793,RowPad,4,C,B00+,-22729.978,-2650.0,10266.158,-57404.248,RowPad,4,C,B00-,-22729.978,-2650.0,10336.158,-56984.248
469.574,RowPad,4,C,B00-,-22729.978,-2650.0,10336.158,-56984.248,RowPad,4,C,T00+,-22729.978,-2650.0,10126.158,-57404.248
425.793,RowPad,4,C,T00+,-22729.978,-2650.0,10126.158,-57404.248,RowPad,4,C,T00-,-22729.978,-2650.0,10196.158,-56984.248
469.574,RowPad,4,C,T00-,-22729.978,-2650.0,10196.158,-56984.248,RowPad,4,C,X00+,-22729.978,-2650.0,10406.158,-57404.248
425.793,RowPad,4,C,X00+,-22729.978,-2650.0,10406.158,-57404.248,RowPad,4,C,X00-,-22729.978,-2650.0,10476.158,-56984.248
91928.678,RowPad,4,C,X00-,-22729.978,-2650.0,10476.158,-56984.248,ColumnPad,0,C,R04+,-22729.978,-2650.0,-64276.616,-3478.131
425.793,ColumnPad,0,C,R04+,-22729.978,-2650.0,-64276.616,-3478.131,ColumnPad,0,C,R04-,-22729.978,-2650.0,-63877.886,-3328.753
469.574,ColumnPad,0,C,R04-,-22729.978,-2650.0,-63877.886,-3328.753,ColumnPad,0,C,L04+,-22729.978,-2650.0,-64346.616,-3356.888
425.793,ColumnPad,0,C,L04+,-22729.978,-2650.0,-64346.616,-3356.888,ColumnPad,0,C,L04-,-22729.978,-2650.0,-63947.886,-3207.509
91896.74,ColumnPad,0,C,L04-,-22729.978,-2650.0,-63947.886,-3207.509,RowPad,4,C,B00+,-22729.978,-2650.0,10266.158,-57404.248
425.793,RowPad,0,A,B04+,-22729.978,2650.0,-64696.616,2750.67,RowPad,0,A,B04-,-22729.978,2650.0,-64367.886,2480.048
469.574,RowPad,0,A,B04-,-22729.978,2650.0,-64367.886,2480.048,RowPad,0,A,T04+,-22729.978,2650.0,-64626.616,2871.913
425.792,RowPad,0,A,T04+,-22729.978,2650.0,-64626.616,2871.913,RowPad,0,A,T04-,-22729.978,2650.0,-64297.886,2601.292
90074.039,RowPad,0,A,T04-,-22729.978,2650.0,-64297.886,2601.292,ColumnPad,4,A,R00+,-22729.978,2650.0,7186.158,57404.248
425.793,ColumnPad,4,A,R00+,-22729.978,2650.0,7186.158,57404.248,ColumnPad,4,A,R00-,-22729.978,2650.0,7116.158,56984.248
469.574,ColumnPad,4,A,R00-,-22729.978,2650.0,7116.158,56984.248,ColumnPad,4,A,L00+,-22729.978,2650.0,7326.158,57404.248
425.793,ColumnPad,4,A,L00+,-22729.978,2650.0,7326.158,57404.248,ColumnPad,4,A,L00-,-22729.978,2650.0,7256.158,56984.248
90102.623,ColumnPad,4,A,L00-,-22729.978,2650.0,7256.158,56984.248,RowPad,0,A,B04+,-22729.978,2650.0,-64696.616,2750.67
425.793,RowPad,2,A,B05+,-22729.978,11829.869,-59446.616,11843.937,RowPad,2,A,B05-,-22729.978,11829.869,-59117.886,11573.315
469.574,RowPad,2,A,B05-,-22729.978,11829.869,-59117.886,11573.315,RowPad,2,A,T05+,-22729.978,11829.869,-59376.616,11965.18
425.793,RowPad,2,A,T05+,-22729.978,11829.869,-59376.616,11965.18,RowPad,2,A,T05-,-22729.978,11829.869,-59047.886,11694.558
76621.754,RowPad,2,A,T05-,-22729.978,11829.869,-59047.886,11694.558,ColumnPad,5,A,R02+,-22729.978,11829.869,2446.158,57404.248
425.793,ColumnPad,5,A,R02+,-22729.978,11829.869,2446.158,57404.248,ColumnPad,5,A,R02-,-22729.978,11829.869,2376.158,56984.248
469.574,ColumnPad,5,A,R02-,-22729.978,11829.869,2376.158,56984.248,ColumnPad,5,A,L02+,-22729.978,11829.869,2586.158,57404.248
425.793,ColumnPad,5,A,L02+,-22729.978,11829.869,2586.158,57404.248,ColumnPad,5,A,L02-,-22729.978,11829.869,2516.158,56984.248
76661.81,ColumnPad,5,A,L02-,-22729.978,11829.869,2516.158,56984.248,RowPad,2,A,B05+,-22729.978,11829.869,-59446.616,11843.937
425.793,RowPad,4,A,B06+,-22729.978,21009.739,-54006.616,21266.293,RowPad,4,A,B06-,-22729.978,21009.739,-53677.886,20995.671
469.574,RowPad,4,A,B06-,-22729.978,21009.739,-53677.886,20995.671,RowPad,4,A,T06+,-22729.978,21009.739,-53936.616,21387.537
425.793,RowPad,4,A,T06+,-22729.978,21009.739,-53936.616,21387.537,RowPad,4,A,T06-,-22729.978,21009.739,-53607.886,21116.915
62848.243,RowPad,4,A,T06-,-22729.978,21009.739,-53607.886,21116.915,ColumnPad,6,A,R04+,-22729.978,21009.739,-2293.842,57404.248
425.793,ColumnPad,6,A,R04+,-22729.978,21009.739,-2293.842,57404.248,ColumnPad,6,A,R04-,-22729.978,21009.739,-2363.842,56984.248
469.574,ColumnPad,6,A,R04-,-22729.978,21009.739,-2363.842,56984.248,ColumnPad,6,A,L04+,-22729.978,21009.739,-2153.842,57404.248
425.793,ColumnPad,6,A,L04+,-22729.978,21009.739,-2153.842,57404.248,ColumnPad,6,A,L04-,-22729.978,21009.739,-2223.842,56984.248
62906.502,ColumnPad,6,A,L04-,-22729.978,21009.739,-2223.842,56984.248,RowPad,4,A,B06+,-22729.978,21009.739,-54006.616,21266.293
425.792,RowPad,6,A,B07+,-22729.978,30189.608,-48566.616,30688.649,RowPad,6,A,B07-,-22729.978,30189.608,-48237.886,30418.028
469.574,RowPad,6,A,B07-,-22729.978,30189.608,-48237.886,30418.028,RowPad,6,A,T07+,-22729.978,30189.608,-48496.616,30809.893
425.793,RowPad,6,A,T07+,-22729.978,30189.608,-48496.616,30809.893,RowPad,6,A,T07-,-22729.978,30189.608,-48167.886,30539.271
49129.793,RowPad,6,A,T07-,-22729.978,30189.608,-48167.886,30539.271,ColumnPad,7,A,R06+,-22729.978,30189.608,-7033.842,57404.248
425.793,ColumnPad,7,A,R06+,-22729.978,30189.608,-7033.842,57404.248,ColumnPad,7,A,R06-,-22729.978,30189.608,-7103.842,56984.248
469.574,ColumnPad,7,A,R06-,-22729.978,30189.608,-7103.842,56984.248,ColumnPad,7,A,L06+,-22729.978,30189.608,-6893.842,57404.248
425.793,ColumnPad,7,A,L06+,-22729.978,30189.608,-6893.842,57404.248,ColumnPad,7,A,L06-,-22729.978,30189.608,-6963.842,56984.248
49216.352,ColumnPad,7,A,L06-,-22729.978,30189.608,-6963.842,56984.248,RowPad,6,A,B07+,-22729.978,30189.608,-48566.616,30688.649
425.793,RowPad,8,A,B08+,-22729.978,39369.477,-43126.616,40111.006,RowPad,8,A,B08-,-22729.978,39369.477,-42797.886,39840.384
469.574,RowPad,8,A,B08-,-22729.978,39369.477,-42797.886,39840.384,RowPad,8,A,T08+,-22729.978,39369.477,-43056.616,40232.249
425.792,RowPad,8,A,T08+,-22729.978,39369.477,-43056.616,40232.249,RowPad,8,A,T08-,-22729.978,39369.477,-42727.886,39961.628
35530.238,RowPad,8,A,T08-,-22729.978,39369.477,-42727.886,39961.628,ColumnPad,8,A,R08+,-22729.978,39369.477,-11773.842,57404.248
425.793,ColumnPad,8,A,R08+,-22729.978,39369.477,-11773.842,57404.248,ColumnPad,8,A,R08-,-22729.978,39369.477,-11843.842,56984.248
469.574,ColumnPad,8,A,R08-,-22729.978,39369.477,-11843.842,56984.248,ColumnPad,8,A,L08+,-22729.978,39369.477,-11633.842,57404.248
425.793,ColumnPad,8,A,L08+,-22729.978,39369.477,-11633.842,57404.248,ColumnPad,8,A,L08-,-22729.978,39369.477,-11703.842,56984.248
35666.469,ColumnPad,8,A,L08-,-22729.978,39369.477,-11703.842,56984.248,RowPad,8,A,B08+,-22729.978,39369.477,-43126.616,40111.006
425.793,RowPad,10,A,B09+,-22729.978,48549.346,-37686.616,49533.362,RowPad,10,A,B09-,-22729.978,48549.346,-37357.886,49262.74
469.574,RowPad,10,A,B09-,-22729.978,48549.346,-37357.886,49262.74,RowPad,10,A,T09+,-22729.978,48549.346,-37616.616,49654.606
425.793,RowPad,10,A,T09+,-22729.978,48549.346,-37616.616,49654.606,RowPad,10,A,T09-,-22729.978,48549.346,-37287.886,49383.984
22268.488,RowPad,10,A,T09-,-22729.978,48549.346,-37287.886,49383.984,ColumnPad,9,A,R10+,-22729.978,48549.346,-16513.842,57404.248
425.793,ColumnPad,9,A,R10+,-22729.978,48549.346,-16513.842,57404.248,ColumnPad,9,A,R10-,-22729.978,48549.346,-16583.842,56984.248
469.574,ColumnPad,9,A,R10-,-22729.978,48549.346,-16583.842,56984.248,ColumnPad,9,A,L10+,-22729.978,48549.346,-16373.842,57404.248
425.793,ColumnPad,9,A,L10+,-22729.978,48549.346,-16373.842,57404.248,ColumnPad,9,A,L10-,-22729.978,48549.346,-16443.842,56984.248
22511.578,ColumnPad,9,A,L10-,-22729.978,48549.346,-16443.842,56984.248,RowPad,10,A,B09+,-22729.978,48549.346,-37686.616,49533.362
425.793,RowPad,9,C,B11+,-20079.978,-53139.281,-19313.842,-57404.248,RowPad,9,C,B11-,-20079.978,-53139.281,-19243.842,-56984.248
469.574,RowPad,9,C,B11-,-20079.978,-53139.281,-19243.842,-56984.248,RowPad,9,C,T11+,-20079.978,-53139.281,-19453.842,-57404.248
425.793,RowPad,9,C,T11+,-20079.978,-53139.281,-19453.842,-57404.248,RowPad,9,C,T11-,-20079.978,-53139.281,-19383.842,-56984.248
17246.096,RowPad,9,C,T11-,-20079.978,-53139.281,-19383.842,-56984.248,ColumnPad,11,C,R09+,-20079.978,-53139.281,-36016.616,-52425.887
425.793,ColumnPad,11,C,R09+,-20079.978,-53139.281,-36016.616,-52425.887,ColumnPad,11,C,R09-,-20079.978,-53139.281,-35617.886,-52276.509
469.574,ColumnPad,11,C,R09-,-20079.978,-53139.281,-35617.886,-52276.509,ColumnPad,11,C,L09+,-20079.978,-53139.281,-36086.616,-52304.643
425.793,ColumnPad,11,C,L09+,-20079.978,-53139.281,-36086.616,-52304.643,ColumnPad,11,C,L09-,-20079.978,-53139.281,-35687.886,-52155.265
17194.8,ColumnPad,11,C,L09-,-20079.978,-53139.281,-35687.886,-52155.265,RowPad,9,C,B11+,-20079.978,-53139.281,-19313.842,-57404.248
425.793,RowPad,8,C,B09+,-20079.978,-43959.412,-13453.842,-57404.248,RowPad,8,C,B09-,-20079.978,-43959.412,-13383.842,-56984.248
469.574,RowPad,8,C,B09-,-20079.978,-43959.412,-13383.842,-56984.248,RowPad,8,C,T09+,-20079.978,-43959.412,-13593.842,-57404.248
425.793,RowPad,8,C,T09+,-20079.978,-43959.412,-13593.842,-57404.248,RowPad,8,C,T09-,-20079.978,-43959.412,-13523.842,-56984.248
30770.294,RowPad,8,C,T09-,-20079.978,-43959.412,-13523.842,-56984.248,ColumnPad,9,C,R08+,-20079.978,-43959.412,-41176.616,-43488.505
425.793,ColumnPad,9,C,R08+,-20079.978,-43959.412,-41176.616,-43488.505,ColumnPad,9,C,R08-,-20079.978,-43959.412,-40777.886,-43339.127
469.574,ColumnPad,9,C,R08-,-20079.978,-43959.412,-40777.886,-43339.127,ColumnPad,9,C,L08+,-20079.978,-43959.412,-41246.616,-43367.261
425.793,ColumnPad,9,C,L08+,-20079.978,-43959.412,-41246.616,-43367.261,ColumnPad,9,C,L08-,-20079.978,-43959.412,-40847.886,-43217.883
30849.418,ColumnPad,9,C,L08-,-20079.978,-43959.412,-40847.886,-43217.883,RowPad,8,C,B09+,-20079.978,-43959.412,-13453.842,-57404.248
425.793,RowPad,7,C,B07+,-20079.978,-34779.542,-7593.842,-57404.248,RowPad,7,C,B07-,-20079.978,-34779.542,-7523.842,-56984.248
469.574,RowPad,7,C,B07-,-20079.978,-34779.542,-7523.842,-56984.248,RowPad,7,C,T07+,-20079.978,-34779.542,-7733.842,-57404.248
425.793,RowPad,7,C,T07+,-20079.978,-34779.542,-7733.842,-57404.248,RowPad,7,C,T07-,-20079.978,-34779.542,-7663.842,-56984.248
44708.26,RowPad,7,C,T07-,-20079.978,-34779.542,-7663.842,-56984.248,ColumnPad,7,C,R07+,-20079.978,-34779.542,-46336.616,-34551.123
425.793,ColumnPad,7,C,R07+,-20079.978,-34779.542,-46336.616,-34551.123,ColumnPad,7,C,R07-,-20079.978,-34779.542,-45937.886,-34401.744
469.574,ColumnPad,7,C,R07-,-20079.978,-34779.542,-45937.886,-34401.744,ColumnPad,7,C,L07+,-20079.978,-34779.542,-46406.616,-34429.879
