range of distance,number in the range
"(139.99951803130884,601.3953232437232)",2520.0
"(601.3953232437232,1062.7911284561376)",936.0
"(1524.1869336685518,1985.5827388809662)",16.0
"(1985.5827388809662,2446.9785440933806)",50.0
"(2908.374349305795,3369.7701545182094)",3.0
"(4753.957570155452,5215.353375367867)",3.0
