range of distance,number in the range
"(0.0,61.12258203949385)",1236.0
"(5256.542055396471,5317.664637435965)",1176.0
"(10574.206692832437,10635.32927487193)",612.0
"(15891.871330268401,15952.993912307895)",432.0
"(55804.91740205789,55866.03998409738)",33.0
"(58249.82068363764,58310.94326567713)",3.0
"(58494.31101179562,58555.43359383511)",3.0
"(61061.45945745436,61122.58203949385)",33.0
