pad distance,1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label
140.0,RowPad,11,C,B00+,RowPad,11,C,T00+
140.0,RowPad,11,C,B00+,RowPad,11,C,X00+
140.0,RowPad,11,C,B00-,RowPad,11,C,T00-
140.0,RowPad,11,C,B00-,RowPad,11,C,X00-
280.0,RowPad,11,C,T00+,RowPad,11,C,X00+
280.0,RowPad,11,C,T00-,RowPad,11,C,X00-
140.0,ColumnPad,0,C,R11+,ColumnPad,0,C,L11+
140.0,ColumnPad,0,C,R11-,ColumnPad,0,C,L11-
140.0,RowPad,0,A,B11+,RowPad,0,A,T11+
140.0,RowPad,0,A,B11-,RowPad,0,A,T11-
140.0,ColumnPad,11,A,R00+,ColumnPad,11,A,L00+
140.0,ColumnPad,11,A,R00-,ColumnPad,11,A,L00-
140.0,RowPad,11,C,B01+,RowPad,11,C,T01+
140.0,RowPad,11,C,B01-,RowPad,11,C,T01-
140.0,ColumnPad,1,C,R11+,ColumnPad,1,C,L11+
140.0,ColumnPad,1,C,R11-,ColumnPad,1,C,L11-
140.0,RowPad,1,A,B11+,RowPad,1,A,T11+
140.0,RowPad,1,A,B11-,RowPad,1,A,T11-
140.0,ColumnPad,11,A,R01+,ColumnPad,11,A,L01+
140.0,ColumnPad,11,A,R01-,ColumnPad,11,A,L01-
140.0,RowPad,11,C,B02+,RowPad,11,C,T02+
140.0,RowPad,11,C,B02-,RowPad,11,C,T02-
140.0,ColumnPad,2,C,R11+,ColumnPad,2,C,L11+
140.0,ColumnPad,2,C,R11-,ColumnPad,2,C,L11-
140.0,RowPad,10,C,B00+,RowPad,10,C,T00+
140.0,RowPad,10,C,B00+,RowPad,10,C,X00+
140.0,RowPad,10,C,B00-,RowPad,10,C,T00-
140.0,RowPad,10,C,B00-,RowPad,10,C,X00-
280.0,RowPad,10,C,T00+,RowPad,10,C,X00+
280.0,RowPad,10,C,T00-,RowPad,10,C,X00-
140.0,ColumnPad,0,C,R10+,ColumnPad,0,C,L10+
140.0,ColumnPad,0,C,R10-,ColumnPad,0,C,L10-
140.0,RowPad,0,A,B10+,RowPad,0,A,T10+
140.0,RowPad,0,A,B10-,RowPad,0,A,T10-
140.0,ColumnPad,10,A,R00+,ColumnPad,10,A,L00+
140.0,ColumnPad,10,A,R00-,ColumnPad,10,A,L00-
140.0,RowPad,2,A,B11+,RowPad,2,A,T11+
140.0,RowPad,2,A,B11-,RowPad,2,A,T11-
140.0,ColumnPad,11,A,R02+,ColumnPad,11,A,L02+
140.0,ColumnPad,11,A,R02-,ColumnPad,11,A,L02-
140.0,RowPad,11,C,B03+,RowPad,11,C,T03+
140.0,RowPad,11,C,B03-,RowPad,11,C,T03-
140.0,ColumnPad,3,C,R11+,ColumnPad,3,C,L11+
140.0,ColumnPad,3,C,R11-,ColumnPad,3,C,L11-
140.0,RowPad,10,C,B01+,RowPad,10,C,T01+
140.0,RowPad,10,C,B01-,RowPad,10,C,T01-
140.0,ColumnPad,1,C,R10+,ColumnPad,1,C,L10+
140.0,ColumnPad,1,C,R10-,ColumnPad,1,C,L10-
140.0,RowPad,1,A,B10+,RowPad,1,A,T10+
140.0,RowPad,1,A,B10-,RowPad,1,A,T10-
140.0,ColumnPad,10,A,R01+,ColumnPad,10,A,L01+
140.0,ColumnPad,10,A,R01-,ColumnPad,10,A,L01-
140.0,RowPad,3,A,B11+,RowPad,3,A,T11+
140.0,RowPad,3,A,B11-,RowPad,3,A,T11-
140.0,ColumnPad,11,A,R03+,ColumnPad,11,A,L03+
140.0,ColumnPad,11,A,R03-,ColumnPad,11,A,L03-
140.0,RowPad,11,C,B04+,RowPad,11,C,T04+
140.0,RowPad,11,C,B04-,RowPad,11,C,T04-
140.0,ColumnPad,4,C,R11+,ColumnPad,4,C,L11+
140.0,ColumnPad,4,C,R11-,ColumnPad,4,C,L11-
140.0,RowPad,10,C,B02+,RowPad,10,C,T02+
140.0,RowPad,10,C,B02-,RowPad,10,C,T02-
140.0,ColumnPad,2,C,R10+,ColumnPad,2,C,L10+
140.0,ColumnPad,2,C,R10-,ColumnPad,2,C,L10-
140.0,RowPad,9,C,B00+,RowPad,9,C,T00+
140.0,RowPad,9,C,B00+,RowPad,9,C,X00+
140.0,RowPad,9,C,B00-,RowPad,9,C,T00-
140.0,RowPad,9,C,B00-,RowPad,9,C,X00-
280.0,RowPad,9,C,T00+,RowPad,9,C,X00+
280.0,RowPad,9,C,T00-,RowPad,9,C,X00-
140.0,ColumnPad,0,C,R09+,ColumnPad,0,C,L09+
140.0,ColumnPad,0,C,R09-,ColumnPad,0,C,L09-
140.0,RowPad,0,A,B09+,RowPad,0,A,T09+
140.0,RowPad,0,A,B09-,RowPad,0,A,T09-
140.0,ColumnPad,9,A,R00+,ColumnPad,9,A,L00+
140.0,ColumnPad,9,A,R00-,ColumnPad,9,A,L00-
140.0,RowPad,2,A,B10+,RowPad,2,A,T10+
140.0,RowPad,2,A,B10-,RowPad,2,A,T10-
140.0,ColumnPad,10,A,R02+,ColumnPad,10,A,L02+
140.0,ColumnPad,10,A,R02-,ColumnPad,10,A,L02-
140.0,RowPad,4,A,B11+,RowPad,4,A,T11+
140.0,RowPad,4,A,B11-,RowPad,4,A,T11-
140.0,ColumnPad,11,A,R04+,ColumnPad,11,A,L04+
140.0,ColumnPad,11,A,R04-,ColumnPad,11,A,L04-
140.0,RowPad,11,C,B05+,RowPad,11,C,T05+
140.0,RowPad,11,C,B05-,RowPad,11,C,T05-
140.0,ColumnPad,5,C,R11+,ColumnPad,5,C,L11+
140.0,ColumnPad,5,C,R11-,ColumnPad,5,C,L11-
140.0,RowPad,10,C,B03+,RowPad,10,C,T03+
140.0,RowPad,10,C,B03-,RowPad,10,C,T03-
140.0,ColumnPad,3,C,R10+,ColumnPad,3,C,L10+
140.0,ColumnPad,3,C,R10-,ColumnPad,3,C,L10-
140.0,RowPad,9,C,B01+,RowPad,9,C,T01+
140.0,RowPad,9,C,B01-,RowPad,9,C,T01-
140.0,ColumnPad,1,C,R09+,ColumnPad,1,C,L09+
140.0,ColumnPad,1,C,R09-,ColumnPad,1,C,L09-
140.0,RowPad,1,A,B09+,RowPad,1,A,T09+
140.0,RowPad,1,A,B09-,RowPad,1,A,T09-
140.0,ColumnPad,9,A,R01+,ColumnPad,9,A,L01+
140.0,ColumnPad,9,A,R01-,ColumnPad,9,A,L01-
140.0,RowPad,3,A,B10+,RowPad,3,A,T10+
140.0,RowPad,3,A,B10-,RowPad,3,A,T10-
140.0,ColumnPad,10,A,R03+,ColumnPad,10,A,L03+
140.0,ColumnPad,10,A,R03-,ColumnPad,10,A,L03-
140.0,RowPad,5,A,B11+,RowPad,5,A,T11+
140.0,RowPad,5,A,B11-,RowPad,5,A,T11-
140.0,ColumnPad,11,A,R05+,ColumnPad,11,A,L05+
140.0,ColumnPad,11,A,R05-,ColumnPad,11,A,L05-
140.0,RowPad,11,C,B06+,RowPad,11,C,T06+
140.0,RowPad,11,C,B06-,RowPad,11,C,T06-
140.0,ColumnPad,6,C,R11+,ColumnPad,6,C,L11+
140.0,ColumnPad,6,C,R11-,ColumnPad,6,C,L11-
140.0,RowPad,10,C,B04+,RowPad,10,C,T04+
140.0,RowPad,10,C,B04-,RowPad,10,C,T04-
140.0,ColumnPad,4,C,R10+,ColumnPad,4,C,L10+
140.0,ColumnPad,4,C,R10-,ColumnPad,4,C,L10-
140.0,RowPad,9,C,B02+,RowPad,9,C,T02+
140.0,RowPad,9,C,B02-,RowPad,9,C,T02-
140.0,ColumnPad,2,C,R09+,ColumnPad,2,C,L09+
140.0,ColumnPad,2,C,R09-,ColumnPad,2,C,L09-
140.0,RowPad,8,C,B00+,RowPad,8,C,T00+
140.0,RowPad,8,C,B00+,RowPad,8,C,X00+
140.0,RowPad,8,C,B00-,RowPad,8,C,T00-
140.0,RowPad,8,C,B00-,RowPad,8,C,X00-
280.0,RowPad,8,C,T00+,RowPad,8,C,X00+
280.0,RowPad,8,C,T00-,RowPad,8,C,X00-
140.0,ColumnPad,0,C,R08+,ColumnPad,0,C,L08+
140.0,ColumnPad,0,C,R08-,ColumnPad,0,C,L08-
140.0,RowPad,0,A,B08+,RowPad,0,A,T08+
140.0,RowPad,0,A,B08-,RowPad,0,A,T08-
140.0,ColumnPad,8,A,R00+,ColumnPad,8,A,L00+
140.0,ColumnPad,8,A,R00-,ColumnPad,8,A,L00-
140.0,RowPad,2,A,B09+,RowPad,2,A,T09+
140.0,RowPad,2,A,B09-,RowPad,2,A,T09-
140.0,ColumnPad,9,A,R02+,ColumnPad,9,A,L02+
140.0,ColumnPad,9,A,R02-,ColumnPad,9,A,L02-
140.0,RowPad,4,A,B10+,RowPad,4,A,T10+
140.0,RowPad,4,A,B10-,RowPad,4,A,T10-
140.0,ColumnPad,10,A,R04+,ColumnPad,10,A,L04+
140.0,ColumnPad,10,A,R04-,ColumnPad,10,A,L04-
140.0,RowPad,6,A,B11+,RowPad,6,A,T11+
140.0,RowPad,6,A,B11-,RowPad,6,A,T11-
140.0,ColumnPad,11,A,R06+,ColumnPad,11,A,L06+
140.0,ColumnPad,11,A,R06-,ColumnPad,11,A,L06-
140.0,RowPad,11,C,B07+,RowPad,11,C,T07+
140.0,RowPad,11,C,B07-,RowPad,11,C,T07-
140.0,ColumnPad,7,C,R11+,ColumnPad,7,C,L11+
140.0,ColumnPad,7,C,R11-,ColumnPad,7,C,L11-
140.0,RowPad,10,C,B05+,RowPad,10,C,T05+
140.0,RowPad,10,C,B05-,RowPad,10,C,T05-
140.0,ColumnPad,5,C,R10+,ColumnPad,5,C,L10+
140.0,ColumnPad,5,C,R10-,ColumnPad,5,C,L10-
140.0,RowPad,9,C,B03+,RowPad,9,C,T03+
140.0,RowPad,9,C,B03-,RowPad,9,C,T03-
140.0,ColumnPad,3,C,R09+,ColumnPad,3,C,L09+
140.0,ColumnPad,3,C,R09-,ColumnPad,3,C,L09-
140.0,RowPad,8,C,B01+,RowPad,8,C,T01+
140.0,RowPad,8,C,B01-,RowPad,8,C,T01-
140.0,ColumnPad,1,C,R08+,ColumnPad,1,C,L08+
140.0,ColumnPad,1,C,R08-,ColumnPad,1,C,L08-
140.0,RowPad,1,A,B08+,RowPad,1,A,T08+
140.0,RowPad,1,A,B08-,RowPad,1,A,T08-
140.0,ColumnPad,8,A,R01+,ColumnPad,8,A,L01+
140.0,ColumnPad,8,A,R01-,ColumnPad,8,A,L01-
140.0,RowPad,3,A,B09+,RowPad,3,A,T09+
140.0,RowPad,3,A,B09-,RowPad,3,A,T09-
140.0,ColumnPad,9,A,R03+,ColumnPad,9,A,L03+
140.0,ColumnPad,9,A,R03-,ColumnPad,9,A,L03-
140.0,RowPad,5,A,B10+,RowPad,5,A,T10+
140.0,RowPad,5,A,B10-,RowPad,5,A,T10-
140.0,ColumnPad,10,A,R05+,ColumnPad,10,A,L05+
140.0,ColumnPad,10,A,R05-,ColumnPad,10,A,L05-
140.0,RowPad,7,A,B11+,RowPad,7,A,T11+
140.0,RowPad,7,A,B11-,RowPad,7,A,T11-
140.0,ColumnPad,11,A,R07+,ColumnPad,11,A,L07+
140.0,ColumnPad,11,A,R07-,ColumnPad,11,A,L07-
140.0,RowPad,11,C,B08+,RowPad,11,C,T08+
140.0,RowPad,11,C,B08-,RowPad,11,C,T08-
140.0,ColumnPad,8,C,R11+,ColumnPad,8,C,L11+
140.0,ColumnPad,8,C,R11-,ColumnPad,8,C,L11-
140.0,RowPad,10,C,B06+,RowPad,10,C,T06+
140.0,RowPad,10,C,B06-,RowPad,10,C,T06-
140.0,ColumnPad,6,C,R10+,ColumnPad,6,C,L10+
140.0,ColumnPad,6,C,R10-,ColumnPad,6,C,L10-
140.0,RowPad,9,C,B04+,RowPad,9,C,T04+
140.0,RowPad,9,C,B04-,RowPad,9,C,T04-
140.0,ColumnPad,4,C,R09+,ColumnPad,4,C,L09+
140.0,ColumnPad,4,C,R09-,ColumnPad,4,C,L09-
140.0,RowPad,8,C,B02+,RowPad,8,C,T02+
140.0,RowPad,8,C,B02-,RowPad,8,C,T02-
140.0,ColumnPad,2,C,R08+,ColumnPad,2,C,L08+
140.0,ColumnPad,2,C,R08-,ColumnPad,2,C,L08-
140.0,RowPad,7,C,B00+,RowPad,7,C,T00+
140.0,RowPad,7,C,B00+,RowPad,7,C,X00+
140.0,RowPad,7,C,B00-,RowPad,7,C,T00-
140.0,RowPad,7,C,B00-,RowPad,7,C,X00-
280.0,RowPad,7,C,T00+,RowPad,7,C,X00+
280.0,RowPad,7,C,T00-,RowPad,7,C,X00-
140.0,ColumnPad,0,C,R07+,ColumnPad,0,C,L07+
140.0,ColumnPad,0,C,R07-,ColumnPad,0,C,L07-
140.0,RowPad,0,A,B07+,RowPad,0,A,T07+
140.0,RowPad,0,A,B07-,RowPad,0,A,T07-
140.0,ColumnPad,7,A,R00+,ColumnPad,7,A,L00+
140.0,ColumnPad,7,A,R00-,ColumnPad,7,A,L00-
140.0,RowPad,2,A,B08+,RowPad,2,A,T08+
140.0,RowPad,2,A,B08-,RowPad,2,A,T08-
140.0,ColumnPad,8,A,R02+,ColumnPad,8,A,L02+
140.0,ColumnPad,8,A,R02-,ColumnPad,8,A,L02-
140.0,RowPad,4,A,B09+,RowPad,4,A,T09+
140.0,RowPad,4,A,B09-,RowPad,4,A,T09-
140.0,ColumnPad,9,A,R04+,ColumnPad,9,A,L04+
140.0,ColumnPad,9,A,R04-,ColumnPad,9,A,L04-
140.0,RowPad,6,A,B10+,RowPad,6,A,T10+
140.0,RowPad,6,A,B10-,RowPad,6,A,T10-
140.0,ColumnPad,10,A,R06+,ColumnPad,10,A,L06+
140.0,ColumnPad,10,A,R06-,ColumnPad,10,A,L06-
140.0,RowPad,8,A,B11+,RowPad,8,A,T11+
140.0,RowPad,8,A,B11-,RowPad,8,A,T11-
140.0,ColumnPad,11,A,R08+,ColumnPad,11,A,L08+
140.0,ColumnPad,11,A,R08-,ColumnPad,11,A,L08-
140.0,RowPad,11,C,B09+,RowPad,11,C,T09+
140.0,RowPad,11,C,B09-,RowPad,11,C,T09-
140.0,ColumnPad,9,C,R11+,ColumnPad,9,C,L11+
140.0,ColumnPad,9,C,R11-,ColumnPad,9,C,L11-
140.0,RowPad,10,C,B07+,RowPad,10,C,T07+
140.0,RowPad,10,C,B07-,RowPad,10,C,T07-
140.0,ColumnPad,7,C,R10+,ColumnPad,7,C,L10+
140.0,ColumnPad,7,C,R10-,ColumnPad,7,C,L10-
140.0,RowPad,9,C,B05+,RowPad,9,C,T05+
140.0,RowPad,9,C,B05-,RowPad,9,C,T05-
140.0,ColumnPad,5,C,R09+,ColumnPad,5,C,L09+
140.0,ColumnPad,5,C,R09-,ColumnPad,5,C,L09-
140.0,RowPad,8,C,B03+,RowPad,8,C,T03+
140.0,RowPad,8,C,B03-,RowPad,8,C,T03-
140.0,ColumnPad,3,C,R08+,ColumnPad,3,C,L08+
140.0,ColumnPad,3,C,R08-,ColumnPad,3,C,L08-
140.0,RowPad,7,C,B01+,RowPad,7,C,T01+
140.0,RowPad,7,C,B01-,RowPad,7,C,T01-
140.0,ColumnPad,1,C,R07+,ColumnPad,1,C,L07+
140.0,ColumnPad,1,C,R07-,ColumnPad,1,C,L07-
140.0,RowPad,1,A,B07+,RowPad,1,A,T07+
140.0,RowPad,1,A,B07-,RowPad,1,A,T07-
140.0,ColumnPad,7,A,R01+,ColumnPad,7,A,L01+
140.0,ColumnPad,7,A,R01-,ColumnPad,7,A,L01-
140.0,RowPad,3,A,B08+,RowPad,3,A,T08+
140.0,RowPad,3,A,B08-,RowPad,3,A,T08-
140.0,ColumnPad,8,A,R03+,ColumnPad,8,A,L03+
140.0,ColumnPad,8,A,R03-,ColumnPad,8,A,L03-
140.0,RowPad,5,A,B09+,RowPad,5,A,T09+
140.0,RowPad,5,A,B09-,RowPad,5,A,T09-
140.0,ColumnPad,9,A,R05+,ColumnPad,9,A,L05+
140.0,ColumnPad,9,A,R05-,ColumnPad,9,A,L05-
140.0,RowPad,7,A,B10+,RowPad,7,A,T10+
140.0,RowPad,7,A,B10-,RowPad,7,A,T10-
140.0,ColumnPad,10,A,R07+,ColumnPad,10,A,L07+
140.0,ColumnPad,10,A,R07-,ColumnPad,10,A,L07-
140.0,RowPad,9,A,B11+,RowPad,9,A,T11+
140.0,RowPad,9,A,B11-,RowPad,9,A,T11-
140.0,ColumnPad,11,A,R09+,ColumnPad,11,A,L09+
140.0,ColumnPad,11,A,R09-,ColumnPad,11,A,L09-
140.0,RowPad,11,C,B10+,RowPad,11,C,T10+
140.0,RowPad,11,C,B10-,RowPad,11,C,T10-
140.0,ColumnPad,10,C,R11+,ColumnPad,10,C,L11+
140.0,ColumnPad,10,C,R11-,ColumnPad,10,C,L11-
140.0,RowPad,10,C,B08+,RowPad,10,C,T08+
140.0,RowPad,10,C,B08-,RowPad,10,C,T08-
140.0,ColumnPad,8,C,R10+,ColumnPad,8,C,L10+
140.0,ColumnPad,8,C,R10-,ColumnPad,8,C,L10-
140.0,RowPad,9,C,B06+,RowPad,9,C,T06+
140.0,RowPad,9,C,B06-,RowPad,9,C,T06-
140.0,ColumnPad,6,C,R09+,ColumnPad,6,C,L09+
140.0,ColumnPad,6,C,R09-,ColumnPad,6,C,L09-
140.0,RowPad,8,C,B04+,RowPad,8,C,T04+
140.0,RowPad,8,C,B04-,RowPad,8,C,T04-
140.0,ColumnPad,4,C,R08+,ColumnPad,4,C,L08+
140.0,ColumnPad,4,C,R08-,ColumnPad,4,C,L08-
140.0,RowPad,7,C,B02+,RowPad,7,C,T02+
140.0,RowPad,7,C,B02-,RowPad,7,C,T02-
140.0,ColumnPad,2,C,R07+,ColumnPad,2,C,L07+
140.0,ColumnPad,2,C,R07-,ColumnPad,2,C,L07-
140.0,RowPad,6,C,B00+,RowPad,6,C,T00+
140.0,RowPad,6,C,B00+,RowPad,6,C,X00+
140.0,RowPad,6,C,B00-,RowPad,6,C,T00-
140.0,RowPad,6,C,B00-,RowPad,6,C,X00-
280.0,RowPad,6,C,T00+,RowPad,6,C,X00+
280.0,RowPad,6,C,T00-,RowPad,6,C,X00-
140.0,ColumnPad,0,C,R06+,ColumnPad,0,C,L06+
140.0,ColumnPad,0,C,R06-,ColumnPad,0,C,L06-
140.0,RowPad,0,A,B06+,RowPad,0,A,T06+
140.0,RowPad,0,A,B06-,RowPad,0,A,T06-
140.0,ColumnPad,6,A,R00+,ColumnPad,6,A,L00+
140.0,ColumnPad,6,A,R00-,ColumnPad,6,A,L00-
140.0,RowPad,2,A,B07+,RowPad,2,A,T07+
140.0,RowPad,2,A,B07-,RowPad,2,A,T07-
140.0,ColumnPad,7,A,R02+,ColumnPad,7,A,L02+
140.0,ColumnPad,7,A,R02-,ColumnPad,7,A,L02-
140.0,RowPad,4,A,B08+,RowPad,4,A,T08+
140.0,RowPad,4,A,B08-,RowPad,4,A,T08-
140.0,ColumnPad,8,A,R04+,ColumnPad,8,A,L04+
140.0,ColumnPad,8,A,R04-,ColumnPad,8,A,L04-
140.0,RowPad,6,A,B09+,RowPad,6,A,T09+
140.0,RowPad,6,A,B09-,RowPad,6,A,T09-
140.0,ColumnPad,9,A,R06+,ColumnPad,9,A,L06+
140.0,ColumnPad,9,A,R06-,ColumnPad,9,A,L06-
140.0,RowPad,8,A,B10+,RowPad,8,A,T10+
140.0,RowPad,8,A,B10-,RowPad,8,A,T10-
140.0,ColumnPad,10,A,R08+,ColumnPad,10,A,L08+
140.0,ColumnPad,10,A,R08-,ColumnPad,10,A,L08-
140.0,RowPad,10,A,B11+,RowPad,10,A,T11+
140.0,RowPad,10,A,B11-,RowPad,10,A,T11-
140.0,ColumnPad,11,A,R10+,ColumnPad,11,A,L10+
140.0,ColumnPad,11,A,R10-,ColumnPad,11,A,L10-
140.0,RowPad,11,C,B11+,RowPad,11,C,T11+
140.0,RowPad,11,C,B11-,RowPad,11,C,T11-
140.0,ColumnPad,11,C,R11+,ColumnPad,11,C,L11+
140.0,ColumnPad,11,C,R11-,ColumnPad,11,C,L11-
140.0,RowPad,10,C,B09+,RowPad,10,C,T09+
140.0,RowPad,10,C,B09-,RowPad,10,C,T09-
140.0,ColumnPad,9,C,R10+,ColumnPad,9,C,L10+
140.0,ColumnPad,9,C,R10-,ColumnPad,9,C,L10-
140.0,RowPad,9,C,B07+,RowPad,9,C,T07+
140.0,RowPad,9,C,B07-,RowPad,9,C,T07-
140.0,ColumnPad,7,C,R09+,ColumnPad,7,C,L09+
140.0,ColumnPad,7,C,R09-,ColumnPad,7,C,L09-
140.0,RowPad,8,C,B05+,RowPad,8,C,T05+
140.0,RowPad,8,C,B05-,RowPad,8,C,T05-
140.0,ColumnPad,5,C,R08+,ColumnPad,5,C,L08+
140.0,ColumnPad,5,C,R08-,ColumnPad,5,C,L08-
140.0,RowPad,7,C,B03+,RowPad,7,C,T03+
140.0,RowPad,7,C,B03-,RowPad,7,C,T03-
140.0,ColumnPad,3,C,R07+,ColumnPad,3,C,L07+
140.0,ColumnPad,3,C,R07-,ColumnPad,3,C,L07-
140.0,RowPad,6,C,B01+,RowPad,6,C,T01+
140.0,RowPad,6,C,B01-,RowPad,6,C,T01-
140.0,ColumnPad,1,C,R06+,ColumnPad,1,C,L06+
140.0,ColumnPad,1,C,R06-,ColumnPad,1,C,L06-
140.0,RowPad,1,A,B06+,RowPad,1,A,T06+
140.0,RowPad,1,A,B06-,RowPad,1,A,T06-
140.0,ColumnPad,6,A,R01+,ColumnPad,6,A,L01+
140.0,ColumnPad,6,A,R01-,ColumnPad,6,A,L01-
140.0,RowPad,3,A,B07+,RowPad,3,A,T07+
140.0,RowPad,3,A,B07-,RowPad,3,A,T07-
140.0,ColumnPad,7,A,R03+,ColumnPad,7,A,L03+
140.0,ColumnPad,7,A,R03-,ColumnPad,7,A,L03-
140.0,RowPad,5,A,B08+,RowPad,5,A,T08+
140.0,RowPad,5,A,B08-,RowPad,5,A,T08-
140.0,ColumnPad,8,A,R05+,ColumnPad,8,A,L05+
140.0,ColumnPad,8,A,R05-,ColumnPad,8,A,L05-
140.0,RowPad,7,A,B09+,RowPad,7,A,T09+
140.0,RowPad,7,A,B09-,RowPad,7,A,T09-
140.0,ColumnPad,9,A,R07+,ColumnPad,9,A,L07+
140.0,ColumnPad,9,A,R07-,ColumnPad,9,A,L07-
140.0,RowPad,9,A,B10+,RowPad,9,A,T10+
140.0,RowPad,9,A,B10-,RowPad,9,A,T10-
140.0,ColumnPad,10,A,R09+,ColumnPad,10,A,L09+
140.0,ColumnPad,10,A,R09-,ColumnPad,10,A,L09-
140.0,RowPad,11,A,B11+,RowPad,11,A,T11+
140.0,RowPad,11,A,B11-,RowPad,11,A,T11-
140.0,ColumnPad,11,A,R11+,ColumnPad,11,A,L11+
140.0,ColumnPad,11,A,R11-,ColumnPad,11,A,L11-
140.0,RowPad,10,C,B10+,RowPad,10,C,T10+
140.0,RowPad,10,C,B10-,RowPad,10,C,T10-
140.0,ColumnPad,10,C,R10+,ColumnPad,10,C,L10+
140.0,ColumnPad,10,C,R10-,ColumnPad,10,C,L10-
140.0,RowPad,9,C,B08+,RowPad,9,C,T08+
140.0,RowPad,9,C,B08-,RowPad,9,C,T08-
140.0,ColumnPad,8,C,R09+,ColumnPad,8,C,L09+
140.0,ColumnPad,8,C,R09-,ColumnPad,8,C,L09-
140.0,RowPad,8,C,B06+,RowPad,8,C,T06+
140.0,RowPad,8,C,B06-,RowPad,8,C,T06-
140.0,ColumnPad,6,C,R08+,ColumnPad,6,C,L08+
140.0,ColumnPad,6,C,R08-,ColumnPad,6,C,L08-
140.0,RowPad,7,C,B04+,RowPad,7,C,T04+
140.0,RowPad,7,C,B04-,RowPad,7,C,T04-
140.0,ColumnPad,4,C,R07+,ColumnPad,4,C,L07+
140.0,ColumnPad,4,C,R07-,ColumnPad,4,C,L07-
140.0,RowPad,6,C,B02+,RowPad,6,C,T02+
140.0,RowPad,6,C,B02-,RowPad,6,C,T02-
140.0,ColumnPad,2,C,R06+,ColumnPad,2,C,L06+
140.0,ColumnPad,2,C,R06-,ColumnPad,2,C,L06-
140.0,RowPad,5,C,B00+,RowPad,5,C,T00+
140.0,RowPad,5,C,B00+,RowPad,5,C,X00+
140.0,RowPad,5,C,B00-,RowPad,5,C,T00-
140.0,RowPad,5,C,B00-,RowPad,5,C,X00-
280.0,RowPad,5,C,T00+,RowPad,5,C,X00+
280.0,RowPad,5,C,T00-,RowPad,5,C,X00-
140.0,ColumnPad,0,C,R05+,ColumnPad,0,C,L05+
140.0,ColumnPad,0,C,R05-,ColumnPad,0,C,L05-
140.0,RowPad,0,A,B05+,RowPad,0,A,T05+
140.0,RowPad,0,A,B05-,RowPad,0,A,T05-
140.0,ColumnPad,5,A,R00+,ColumnPad,5,A,L00+
140.0,ColumnPad,5,A,R00-,ColumnPad,5,A,L00-
140.0,RowPad,2,A,B06+,RowPad,2,A,T06+
140.0,RowPad,2,A,B06-,RowPad,2,A,T06-
140.0,ColumnPad,6,A,R02+,ColumnPad,6,A,L02+
140.0,ColumnPad,6,A,R02-,ColumnPad,6,A,L02-
140.0,RowPad,4,A,B07+,RowPad,4,A,T07+
140.0,RowPad,4,A,B07-,RowPad,4,A,T07-
140.0,ColumnPad,7,A,R04+,ColumnPad,7,A,L04+
140.0,ColumnPad,7,A,R04-,ColumnPad,7,A,L04-
140.0,RowPad,6,A,B08+,RowPad,6,A,T08+
140.0,RowPad,6,A,B08-,RowPad,6,A,T08-
140.0,ColumnPad,8,A,R06+,ColumnPad,8,A,L06+
140.0,ColumnPad,8,A,R06-,ColumnPad,8,A,L06-
140.0,RowPad,8,A,B09+,RowPad,8,A,T09+
140.0,RowPad,8,A,B09-,RowPad,8,A,T09-
140.0,ColumnPad,9,A,R08+,ColumnPad,9,A,L08+
140.0,ColumnPad,9,A,R08-,ColumnPad,9,A,L08-
140.0,RowPad,10,A,B10+,RowPad,10,A,T10+
140.0,RowPad,10,A,B10-,RowPad,10,A,T10-
140.0,ColumnPad,10,A,R10+,ColumnPad,10,A,L10+
140.0,ColumnPad,10,A,R10-,ColumnPad,10,A,L10-
140.0,RowPad,10,C,B11+,RowPad,10,C,T11+
140.0,RowPad,10,C,B11-,RowPad,10,C,T11-
140.0,ColumnPad,11,C,R10+,ColumnPad,11,C,L10+
140.0,ColumnPad,11,C,R10-,ColumnPad,11,C,L10-
140.0,RowPad,9,C,B09+,RowPad,9,C,T09+
140.0,RowPad,9,C,B09-,RowPad,9,C,T09-
140.0,ColumnPad,9,C,R09+,ColumnPad,9,C,L09+
140.0,ColumnPad,9,C,R09-,ColumnPad,9,C,L09-
140.0,RowPad,8,C,B07+,RowPad,8,C,T07+
140.0,RowPad,8,C,B07-,RowPad,8,C,T07-
140.0,ColumnPad,7,C,R08+,ColumnPad,7,C,L08+
140.0,ColumnPad,7,C,R08-,ColumnPad,7,C,L08-
140.0,RowPad,7,C,B05+,RowPad,7,C,T05+
140.0,RowPad,7,C,B05-,RowPad,7,C,T05-
140.0,ColumnPad,5,C,R07+,ColumnPad,5,C,L07+
140.0,ColumnPad,5,C,R07-,ColumnPad,5,C,L07-
140.0,RowPad,6,C,B03+,RowPad,6,C,T03+
140.0,RowPad,6,C,B03-,RowPad,6,C,T03-
140.0,ColumnPad,3,C,R06+,ColumnPad,3,C,L06+
140.0,ColumnPad,3,C,R06-,ColumnPad,3,C,L06-
140.0,RowPad,5,C,B01+,RowPad,5,C,T01+
140.0,RowPad,5,C,B01-,RowPad,5,C,T01-
140.0,ColumnPad,1,C,R05+,ColumnPad,1,C,L05+
140.0,ColumnPad,1,C,R05-,ColumnPad,1,C,L05-
140.0,RowPad,1,A,B05+,RowPad,1,A,T05+
