range of distance,number in the range
"(0.0,6.112258203949385)",1236.0
"(5299.327862824117,5305.440121028067)",1176.0
"(10598.655725648234,10604.767983852184)",612.0
"(15897.98358847235,15904.0958466763)",432.0
"(55835.47869307763,55841.590951281585)",33.0
"(58298.71874926923,58304.831007473185)",3.0
"(58537.09681922326,58543.20907742721)",3.0
"(61116.4697812899,61122.58203949385)",33.0
