1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
ColumnPad,8,A,R05-,-30679.978,25599.673,-12683.842,56984.248,ColumnPad,8,A,R05+,-30679.978,25599.673,-12613.842,57404.248
ColumnPad,8,A,R05+,-30679.978,25599.673,-12613.842,57404.248,ColumnPad,8,A,L05-,-30679.978,25599.673,-12543.842,56984.248
ColumnPad,8,A,L05-,-30679.978,25599.673,-12543.842,56984.248,ColumnPad,8,A,L05+,-30679.978,25599.673,-12473.842,57404.248
ColumnPad,8,A,R06-,-28029.978,30189.608,-12403.842,56984.248,ColumnPad,8,A,R06+,-28029.978,30189.608,-12333.842,57404.248
ColumnPad,8,A,R06+,-28029.978,30189.608,-12333.842,57404.248,ColumnPad,8,A,L06-,-28029.978,30189.608,-12263.842,56984.248
ColumnPad,8,A,L06-,-28029.978,30189.608,-12263.842,56984.248,ColumnPad,8,A,L06+,-28029.978,30189.608,-12193.842,57404.248
ColumnPad,8,A,R07-,-25379.978,34779.542,-12123.842,56984.248,ColumnPad,8,A,R07+,-25379.978,34779.542,-12053.842,57404.248
ColumnPad,8,A,R07+,-25379.978,34779.542,-12053.842,57404.248,ColumnPad,8,A,L07-,-25379.978,34779.542,-11983.842,56984.248
ColumnPad,8,A,L07-,-25379.978,34779.542,-11983.842,56984.248,ColumnPad,8,A,L07+,-25379.978,34779.542,-11913.842,57404.248
ColumnPad,8,A,R08-,-22729.978,39369.477,-11843.842,56984.248,ColumnPad,8,A,R08+,-22729.978,39369.477,-11773.842,57404.248
ColumnPad,8,A,R08+,-22729.978,39369.477,-11773.842,57404.248,ColumnPad,8,A,L08-,-22729.978,39369.477,-11703.842,56984.248
ColumnPad,8,A,L08-,-22729.978,39369.477,-11703.842,56984.248,ColumnPad,8,A,L08+,-22729.978,39369.477,-11633.842,57404.248
ColumnPad,8,A,R09-,-20079.978,43959.412,-11563.842,56984.248,ColumnPad,8,A,R09+,-20079.978,43959.412,-11493.842,57404.248
ColumnPad,8,A,R09+,-20079.978,43959.412,-11493.842,57404.248,ColumnPad,8,A,L09-,-20079.978,43959.412,-11423.842,56984.248
ColumnPad,8,A,L09-,-20079.978,43959.412,-11423.842,56984.248,ColumnPad,8,A,L09+,-20079.978,43959.412,-11353.842,57404.248
ColumnPad,8,A,R10-,-17429.978,48549.346,-11283.842,56984.248,ColumnPad,8,A,R10+,-17429.978,48549.346,-11213.842,57404.248
ColumnPad,8,A,R10+,-17429.978,48549.346,-11213.842,57404.248,ColumnPad,8,A,L10-,-17429.978,48549.346,-11143.842,56984.248
ColumnPad,8,A,L10-,-17429.978,48549.346,-11143.842,56984.248,ColumnPad,8,A,L10+,-17429.978,48549.346,-11073.842,57404.248
ColumnPad,8,A,R11-,-14779.978,53139.281,-11003.842,56984.248,ColumnPad,8,A,R11+,-14779.978,53139.281,-10933.842,57404.248
ColumnPad,8,A,R11+,-14779.978,53139.281,-10933.842,57404.248,ColumnPad,8,A,L11-,-14779.978,53139.281,-10863.842,56984.248
ColumnPad,8,A,L11-,-14779.978,53139.281,-10863.842,56984.248,ColumnPad,8,A,L11+,-14779.978,53139.281,-10793.842,57404.248
ColumnPad,7,A,R00-,-38629.978,2650.0,-8783.842,56984.248,ColumnPad,7,A,R00+,-38629.978,2650.0,-8713.842,57404.248
ColumnPad,7,A,R00+,-38629.978,2650.0,-8713.842,57404.248,ColumnPad,7,A,L00-,-38629.978,2650.0,-8643.842,56984.248
ColumnPad,7,A,L00-,-38629.978,2650.0,-8643.842,56984.248,ColumnPad,7,A,L00+,-38629.978,2650.0,-8573.842,57404.248
ColumnPad,7,A,R01-,-35979.978,7239.935,-8503.842,56984.248,ColumnPad,7,A,R01+,-35979.978,7239.935,-8433.842,57404.248
ColumnPad,7,A,R01+,-35979.978,7239.935,-8433.842,57404.248,ColumnPad,7,A,L01-,-35979.978,7239.935,-8363.842,56984.248
ColumnPad,7,A,L01-,-35979.978,7239.935,-8363.842,56984.248,ColumnPad,7,A,L01+,-35979.978,7239.935,-8293.842,57404.248
ColumnPad,7,A,R02-,-33329.978,11829.869,-8223.842,56984.248,ColumnPad,7,A,R02+,-33329.978,11829.869,-8153.842,57404.248
ColumnPad,7,A,R02+,-33329.978,11829.869,-8153.842,57404.248,ColumnPad,7,A,L02-,-33329.978,11829.869,-8083.842,56984.248
ColumnPad,7,A,L02-,-33329.978,11829.869,-8083.842,56984.248,ColumnPad,7,A,L02+,-33329.978,11829.869,-8013.842,57404.248
ColumnPad,7,A,R03-,-30679.978,16419.804,-7943.842,56984.248,ColumnPad,7,A,R03+,-30679.978,16419.804,-7873.842,57404.248
ColumnPad,7,A,R03+,-30679.978,16419.804,-7873.842,57404.248,ColumnPad,7,A,L03-,-30679.978,16419.804,-7803.842,56984.248
ColumnPad,7,A,L03-,-30679.978,16419.804,-7803.842,56984.248,ColumnPad,7,A,L03+,-30679.978,16419.804,-7733.842,57404.248
ColumnPad,7,A,R04-,-28029.978,21009.739,-7663.842,56984.248,ColumnPad,7,A,R04+,-28029.978,21009.739,-7593.842,57404.248
ColumnPad,7,A,R04+,-28029.978,21009.739,-7593.842,57404.248,ColumnPad,7,A,L04-,-28029.978,21009.739,-7523.842,56984.248
ColumnPad,7,A,L04-,-28029.978,21009.739,-7523.842,56984.248,ColumnPad,7,A,L04+,-28029.978,21009.739,-7453.842,57404.248
ColumnPad,7,A,R05-,-25379.978,25599.673,-7383.842,56984.248,ColumnPad,7,A,R05+,-25379.978,25599.673,-7313.842,57404.248
ColumnPad,7,A,R05+,-25379.978,25599.673,-7313.842,57404.248,ColumnPad,7,A,L05-,-25379.978,25599.673,-7243.842,56984.248
ColumnPad,7,A,L05-,-25379.978,25599.673,-7243.842,56984.248,ColumnPad,7,A,L05+,-25379.978,25599.673,-7173.842,57404.248
ColumnPad,7,A,R06-,-22729.978,30189.608,-7103.842,56984.248,ColumnPad,7,A,R06+,-22729.978,30189.608,-7033.842,57404.248
ColumnPad,7,A,R06+,-22729.978,30189.608,-7033.842,57404.248,ColumnPad,7,A,L06-,-22729.978,30189.608,-6963.842,56984.248
ColumnPad,7,A,L06-,-22729.978,30189.608,-6963.842,56984.248,ColumnPad,7,A,L06+,-22729.978,30189.608,-6893.842,57404.248
ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248,ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248
ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248,ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248,ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
ColumnPad,7,A,R08-,-17429.978,39369.477,-6543.842,56984.248,ColumnPad,7,A,R08+,-17429.978,39369.477,-6473.842,57404.248
ColumnPad,7,A,R08+,-17429.978,39369.477,-6473.842,57404.248,ColumnPad,7,A,L08-,-17429.978,39369.477,-6403.842,56984.248
ColumnPad,7,A,L08-,-17429.978,39369.477,-6403.842,56984.248,ColumnPad,7,A,L08+,-17429.978,39369.477,-6333.842,57404.248
ColumnPad,7,A,R09-,-14779.978,43959.412,-6263.842,56984.248,ColumnPad,7,A,R09+,-14779.978,43959.412,-6193.842,57404.248
ColumnPad,7,A,R09+,-14779.978,43959.412,-6193.842,57404.248,ColumnPad,7,A,L09-,-14779.978,43959.412,-6123.842,56984.248
ColumnPad,7,A,L09-,-14779.978,43959.412,-6123.842,56984.248,ColumnPad,7,A,L09+,-14779.978,43959.412,-6053.842,57404.248
ColumnPad,7,A,R10-,-12129.978,48549.346,-5983.842,56984.248,ColumnPad,7,A,R10+,-12129.978,48549.346,-5913.842,57404.248
ColumnPad,7,A,R10+,-12129.978,48549.346,-5913.842,57404.248,ColumnPad,7,A,L10-,-12129.978,48549.346,-5843.842,56984.248
ColumnPad,7,A,L10-,-12129.978,48549.346,-5843.842,56984.248,ColumnPad,7,A,L10+,-12129.978,48549.346,-5773.842,57404.248
ColumnPad,7,A,R11-,-9479.978,53139.281,-5703.842,56984.248,ColumnPad,7,A,R11+,-9479.978,53139.281,-5633.842,57404.248
ColumnPad,7,A,R11+,-9479.978,53139.281,-5633.842,57404.248,ColumnPad,7,A,L11-,-9479.978,53139.281,-5563.842,56984.248
ColumnPad,7,A,L11-,-9479.978,53139.281,-5563.842,56984.248,ColumnPad,7,A,L11+,-9479.978,53139.281,-5493.842,57404.248
ColumnPad,6,A,R00-,-33329.978,2650.0,-3483.842,56984.248,ColumnPad,6,A,R00+,-33329.978,2650.0,-3413.842,57404.248
ColumnPad,6,A,R00+,-33329.978,2650.0,-3413.842,57404.248,ColumnPad,6,A,L00-,-33329.978,2650.0,-3343.842,56984.248
ColumnPad,6,A,L00-,-33329.978,2650.0,-3343.842,56984.248,ColumnPad,6,A,L00+,-33329.978,2650.0,-3273.842,57404.248
ColumnPad,6,A,R01-,-30679.978,7239.935,-3203.842,56984.248,ColumnPad,6,A,R01+,-30679.978,7239.935,-3133.842,57404.248
ColumnPad,6,A,R01+,-30679.978,7239.935,-3133.842,57404.248,ColumnPad,6,A,L01-,-30679.978,7239.935,-3063.842,56984.248
ColumnPad,6,A,L01-,-30679.978,7239.935,-3063.842,56984.248,ColumnPad,6,A,L01+,-30679.978,7239.935,-2993.842,57404.248
ColumnPad,6,A,R02-,-28029.978,11829.869,-2923.842,56984.248,ColumnPad,6,A,R02+,-28029.978,11829.869,-2853.842,57404.248
ColumnPad,6,A,R02+,-28029.978,11829.869,-2853.842,57404.248,ColumnPad,6,A,L02-,-28029.978,11829.869,-2783.842,56984.248
ColumnPad,6,A,L02-,-28029.978,11829.869,-2783.842,56984.248,ColumnPad,6,A,L02+,-28029.978,11829.869,-2713.842,57404.248
ColumnPad,6,A,R03-,-25379.978,16419.804,-2643.842,56984.248,ColumnPad,6,A,R03+,-25379.978,16419.804,-2573.842,57404.248
ColumnPad,6,A,R03+,-25379.978,16419.804,-2573.842,57404.248,ColumnPad,6,A,L03-,-25379.978,16419.804,-2503.842,56984.248
ColumnPad,6,A,L03-,-25379.978,16419.804,-2503.842,56984.248,ColumnPad,6,A,L03+,-25379.978,16419.804,-2433.842,57404.248
ColumnPad,6,A,R04-,-22729.978,21009.739,-2363.842,56984.248,ColumnPad,6,A,R04+,-22729.978,21009.739,-2293.842,57404.248
ColumnPad,6,A,R04+,-22729.978,21009.739,-2293.842,57404.248,ColumnPad,6,A,L04-,-22729.978,21009.739,-2223.842,56984.248
ColumnPad,6,A,L04-,-22729.978,21009.739,-2223.842,56984.248,ColumnPad,6,A,L04+,-22729.978,21009.739,-2153.842,57404.248
ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248,ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248
ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248,ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248,ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
ColumnPad,6,A,R06-,-17429.978,30189.608,-1803.842,56984.248,ColumnPad,6,A,R06+,-17429.978,30189.608,-1733.842,57404.248
ColumnPad,6,A,R06+,-17429.978,30189.608,-1733.842,57404.248,ColumnPad,6,A,L06-,-17429.978,30189.608,-1663.842,56984.248
ColumnPad,6,A,L06-,-17429.978,30189.608,-1663.842,56984.248,ColumnPad,6,A,L06+,-17429.978,30189.608,-1593.842,57404.248
ColumnPad,6,A,R07-,-14779.978,34779.542,-1523.842,56984.248,ColumnPad,6,A,R07+,-14779.978,34779.542,-1453.842,57404.248
ColumnPad,6,A,R07+,-14779.978,34779.542,-1453.842,57404.248,ColumnPad,6,A,L07-,-14779.978,34779.542,-1383.842,56984.248
ColumnPad,6,A,L07-,-14779.978,34779.542,-1383.842,56984.248,ColumnPad,6,A,L07+,-14779.978,34779.542,-1313.842,57404.248
ColumnPad,6,A,R08-,-12129.978,39369.477,-1243.842,56984.248,ColumnPad,6,A,R08+,-12129.978,39369.477,-1173.842,57404.248
ColumnPad,6,A,R08+,-12129.978,39369.477,-1173.842,57404.248,ColumnPad,6,A,L08-,-12129.978,39369.477,-1103.842,56984.248
ColumnPad,6,A,L08-,-12129.978,39369.477,-1103.842,56984.248,ColumnPad,6,A,L08+,-12129.978,39369.477,-1033.842,57404.248
ColumnPad,6,A,R09-,-9479.978,43959.412,-963.842,56984.248,ColumnPad,6,A,R09+,-9479.978,43959.412,-893.842,57404.248
ColumnPad,6,A,R09+,-9479.978,43959.412,-893.842,57404.248,ColumnPad,6,A,L09-,-9479.978,43959.412,-823.842,56984.248
ColumnPad,6,A,L09-,-9479.978,43959.412,-823.842,56984.248,ColumnPad,6,A,L09+,-9479.978,43959.412,-753.842,57404.248
ColumnPad,6,A,R10-,-6829.978,48549.346,-683.842,56984.248,ColumnPad,6,A,R10+,-6829.978,48549.346,-613.842,57404.248
ColumnPad,6,A,R10+,-6829.978,48549.346,-613.842,57404.248,ColumnPad,6,A,L10-,-6829.978,48549.346,-543.842,56984.248
ColumnPad,6,A,L10-,-6829.978,48549.346,-543.842,56984.248,ColumnPad,6,A,L10+,-6829.978,48549.346,-473.842,57404.248
ColumnPad,6,A,R11-,-4179.978,53139.281,-403.842,56984.248,ColumnPad,6,A,R11+,-4179.978,53139.281,-333.842,57404.248
ColumnPad,6,A,R11+,-4179.978,53139.281,-333.842,57404.248,ColumnPad,6,A,L11-,-4179.978,53139.281,-263.842,56984.248
ColumnPad,6,A,L11-,-4179.978,53139.281,-263.842,56984.248,ColumnPad,6,A,L11+,-4179.978,53139.281,-193.842,57404.248
ColumnPad,5,A,R00-,-28029.978,2650.0,1816.158,56984.248,ColumnPad,5,A,R00+,-28029.978,2650.0,1886.158,57404.248
ColumnPad,5,A,R00+,-28029.978,2650.0,1886.158,57404.248,ColumnPad,5,A,L00-,-28029.978,2650.0,1956.158,56984.248
ColumnPad,5,A,L00-,-28029.978,2650.0,1956.158,56984.248,ColumnPad,5,A,L00+,-28029.978,2650.0,2026.158,57404.248
ColumnPad,5,A,R01-,-25379.978,7239.935,2096.158,56984.248,ColumnPad,5,A,R01+,-25379.978,7239.935,2166.158,57404.248
ColumnPad,5,A,R01+,-25379.978,7239.935,2166.158,57404.248,ColumnPad,5,A,L01-,-25379.978,7239.935,2236.158,56984.248
ColumnPad,5,A,L01-,-25379.978,7239.935,2236.158,56984.248,ColumnPad,5,A,L01+,-25379.978,7239.935,2306.158,57404.248
ColumnPad,5,A,R02-,-22729.978,11829.869,2376.158,56984.248,ColumnPad,5,A,R02+,-22729.978,11829.869,2446.158,57404.248
ColumnPad,5,A,R02+,-22729.978,11829.869,2446.158,57404.248,ColumnPad,5,A,L02-,-22729.978,11829.869,2516.158,56984.248
ColumnPad,5,A,L02-,-22729.978,11829.869,2516.158,56984.248,ColumnPad,5,A,L02+,-22729.978,11829.869,2586.158,57404.248
ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248,ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248
ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248,ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248,ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
ColumnPad,5,A,R04-,-17429.978,21009.739,2936.158,56984.248,ColumnPad,5,A,R04+,-17429.978,21009.739,3006.158,57404.248
ColumnPad,5,A,R04+,-17429.978,21009.739,3006.158,57404.248,ColumnPad,5,A,L04-,-17429.978,21009.739,3076.158,56984.248
ColumnPad,5,A,L04-,-17429.978,21009.739,3076.158,56984.248,ColumnPad,5,A,L04+,-17429.978,21009.739,3146.158,57404.248
ColumnPad,5,A,R05-,-14779.978,25599.673,3216.158,56984.248,ColumnPad,5,A,R05+,-14779.978,25599.673,3286.158,57404.248
ColumnPad,5,A,R05+,-14779.978,25599.673,3286.158,57404.248,ColumnPad,5,A,L05-,-14779.978,25599.673,3356.158,56984.248
ColumnPad,5,A,L05-,-14779.978,25599.673,3356.158,56984.248,ColumnPad,5,A,L05+,-14779.978,25599.673,3426.158,57404.248
ColumnPad,5,A,R06-,-12129.978,30189.608,3496.158,56984.248,ColumnPad,5,A,R06+,-12129.978,30189.608,3566.158,57404.248
ColumnPad,5,A,R06+,-12129.978,30189.608,3566.158,57404.248,ColumnPad,5,A,L06-,-12129.978,30189.608,3636.158,56984.248
ColumnPad,5,A,L06-,-12129.978,30189.608,3636.158,56984.248,ColumnPad,5,A,L06+,-12129.978,30189.608,3706.158,57404.248
ColumnPad,5,A,R07-,-9479.978,34779.542,3776.158,56984.248,ColumnPad,5,A,R07+,-9479.978,34779.542,3846.158,57404.248
ColumnPad,5,A,R07+,-9479.978,34779.542,3846.158,57404.248,ColumnPad,5,A,L07-,-9479.978,34779.542,3916.158,56984.248
ColumnPad,5,A,L07-,-9479.978,34779.542,3916.158,56984.248,ColumnPad,5,A,L07+,-9479.978,34779.542,3986.158,57404.248
ColumnPad,5,A,R08-,-6829.978,39369.477,4056.158,56984.248,ColumnPad,5,A,R08+,-6829.978,39369.477,4126.158,57404.248
ColumnPad,5,A,R08+,-6829.978,39369.477,4126.158,57404.248,ColumnPad,5,A,L08-,-6829.978,39369.477,4196.158,56984.248
ColumnPad,5,A,L08-,-6829.978,39369.477,4196.158,56984.248,ColumnPad,5,A,L08+,-6829.978,39369.477,4266.158,57404.248
ColumnPad,5,A,R09-,-4179.978,43959.412,4336.158,56984.248,ColumnPad,5,A,R09+,-4179.978,43959.412,4406.158,57404.248
ColumnPad,5,A,R09+,-4179.978,43959.412,4406.158,57404.248,ColumnPad,5,A,L09-,-4179.978,43959.412,4476.158,56984.248
ColumnPad,5,A,L09-,-4179.978,43959.412,4476.158,56984.248,ColumnPad,5,A,L09+,-4179.978,43959.412,4546.158,57404.248
ColumnPad,5,A,R10-,-1529.978,48549.346,4616.158,56984.248,ColumnPad,5,A,R10+,-1529.978,48549.346,4686.158,57404.248
ColumnPad,5,A,R10+,-1529.978,48549.346,4686.158,57404.248,ColumnPad,5,A,L10-,-1529.978,48549.346,4756.158,56984.248
ColumnPad,5,A,L10-,-1529.978,48549.346,4756.158,56984.248,ColumnPad,5,A,L10+,-1529.978,48549.346,4826.158,57404.248
ColumnPad,5,A,R11-,1120.022,53139.281,4896.158,56984.248,ColumnPad,5,A,R11+,1120.022,53139.281,4966.158,57404.248
ColumnPad,5,A,R11+,1120.022,53139.281,4966.158,57404.248,ColumnPad,5,A,L11-,1120.022,53139.281,5036.158,56984.248
ColumnPad,5,A,L11-,1120.022,53139.281,5036.158,56984.248,ColumnPad,5,A,L11+,1120.022,53139.281,5106.158,57404.248
ColumnPad,4,A,R00-,-22729.978,2650.0,7116.158,56984.248,ColumnPad,4,A,R00+,-22729.978,2650.0,7186.158,57404.248
ColumnPad,4,A,R00+,-22729.978,2650.0,7186.158,57404.248,ColumnPad,4,A,L00-,-22729.978,2650.0,7256.158,56984.248
ColumnPad,4,A,L00-,-22729.978,2650.0,7256.158,56984.248,ColumnPad,4,A,L00+,-22729.978,2650.0,7326.158,57404.248
ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248,ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248
ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248,ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248,ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
ColumnPad,4,A,R02-,-17429.978,11829.869,7676.158,56984.248,ColumnPad,4,A,R02+,-17429.978,11829.869,7746.158,57404.248
ColumnPad,4,A,R02+,-17429.978,11829.869,7746.158,57404.248,ColumnPad,4,A,L02-,-17429.978,11829.869,7816.158,56984.248
ColumnPad,4,A,L02-,-17429.978,11829.869,7816.158,56984.248,ColumnPad,4,A,L02+,-17429.978,11829.869,7886.158,57404.248
ColumnPad,4,A,R03-,-14779.978,16419.804,7956.158,56984.248,ColumnPad,4,A,R03+,-14779.978,16419.804,8026.158,57404.248
ColumnPad,4,A,R03+,-14779.978,16419.804,8026.158,57404.248,ColumnPad,4,A,L03-,-14779.978,16419.804,8096.158,56984.248
ColumnPad,4,A,L03-,-14779.978,16419.804,8096.158,56984.248,ColumnPad,4,A,L03+,-14779.978,16419.804,8166.158,57404.248
ColumnPad,4,A,R04-,-12129.978,21009.739,8236.158,56984.248,ColumnPad,4,A,R04+,-12129.978,21009.739,8306.158,57404.248
ColumnPad,4,A,R04+,-12129.978,21009.739,8306.158,57404.248,ColumnPad,4,A,L04-,-12129.978,21009.739,8376.158,56984.248
ColumnPad,4,A,L04-,-12129.978,21009.739,8376.158,56984.248,ColumnPad,4,A,L04+,-12129.978,21009.739,8446.158,57404.248
ColumnPad,4,A,R05-,-9479.978,25599.673,8516.158,56984.248,ColumnPad,4,A,R05+,-9479.978,25599.673,8586.158,57404.248
ColumnPad,4,A,R05+,-9479.978,25599.673,8586.158,57404.248,ColumnPad,4,A,L05-,-9479.978,25599.673,8656.158,56984.248
ColumnPad,4,A,L05-,-9479.978,25599.673,8656.158,56984.248,ColumnPad,4,A,L05+,-9479.978,25599.673,8726.158,57404.248
ColumnPad,4,A,R06-,-6829.978,30189.608,8796.158,56984.248,ColumnPad,4,A,R06+,-6829.978,30189.608,8866.158,57404.248
ColumnPad,4,A,R06+,-6829.978,30189.608,8866.158,57404.248,ColumnPad,4,A,L06-,-6829.978,30189.608,8936.158,56984.248
ColumnPad,4,A,L06-,-6829.978,30189.608,8936.158,56984.248,ColumnPad,4,A,L06+,-6829.978,30189.608,9006.158,57404.248
ColumnPad,4,A,R07-,-4179.978,34779.542,9076.158,56984.248,ColumnPad,4,A,R07+,-4179.978,34779.542,9146.158,57404.248
ColumnPad,4,A,R07+,-4179.978,34779.542,9146.158,57404.248,ColumnPad,4,A,L07-,-4179.978,34779.542,9216.158,56984.248
ColumnPad,4,A,L07-,-4179.978,34779.542,9216.158,56984.248,ColumnPad,4,A,L07+,-4179.978,34779.542,9286.158,57404.248
ColumnPad,4,A,R08-,-1529.978,39369.477,9356.158,56984.248,ColumnPad,4,A,R08+,-1529.978,39369.477,9426.158,57404.248
ColumnPad,4,A,R08+,-1529.978,39369.477,9426.158,57404.248,ColumnPad,4,A,L08-,-1529.978,39369.477,9496.158,56984.248
ColumnPad,4,A,L08-,-1529.978,39369.477,9496.158,56984.248,ColumnPad,4,A,L08+,-1529.978,39369.477,9566.158,57404.248
ColumnPad,4,A,R09-,1120.022,43959.412,9636.158,56984.248,ColumnPad,4,A,R09+,1120.022,43959.412,9706.158,57404.248
ColumnPad,4,A,R09+,1120.022,43959.412,9706.158,57404.248,ColumnPad,4,A,L09-,1120.022,43959.412,9776.158,56984.248
ColumnPad,4,A,L09-,1120.022,43959.412,9776.158,56984.248,ColumnPad,4,A,L09+,1120.022,43959.412,9846.158,57404.248
ColumnPad,4,A,R10-,3770.022,48549.346,9916.158,56984.248,ColumnPad,4,A,R10+,3770.022,48549.346,9986.158,57404.248
ColumnPad,4,A,R10+,3770.022,48549.346,9986.158,57404.248,ColumnPad,4,A,L10-,3770.022,48549.346,10056.158,56984.248
ColumnPad,4,A,L10-,3770.022,48549.346,10056.158,56984.248,ColumnPad,4,A,L10+,3770.022,48549.346,10126.158,57404.248
ColumnPad,4,A,R11-,6420.022,53139.281,10196.158,56984.248,ColumnPad,4,A,R11+,6420.022,53139.281,10266.158,57404.248
ColumnPad,4,A,R11+,6420.022,53139.281,10266.158,57404.248,ColumnPad,4,A,L11-,6420.022,53139.281,10336.158,56984.248
ColumnPad,4,A,L11-,6420.022,53139.281,10336.158,56984.248,ColumnPad,4,A,L11+,6420.022,53139.281,10406.158,57404.248
ColumnPad,3,A,R00-,-17429.978,2650.0,12416.158,56984.248,ColumnPad,3,A,R00+,-17429.978,2650.0,12486.158,57404.248
ColumnPad,3,A,R00+,-17429.978,2650.0,12486.158,57404.248,ColumnPad,3,A,L00-,-17429.978,2650.0,12556.158,56984.248
ColumnPad,3,A,L00-,-17429.978,2650.0,12556.158,56984.248,ColumnPad,3,A,L00+,-17429.978,2650.0,12626.158,57404.248
ColumnPad,3,A,R01-,-14779.978,7239.935,12696.158,56984.248,ColumnPad,3,A,R01+,-14779.978,7239.935,12766.158,57404.248
ColumnPad,3,A,R01+,-14779.978,7239.935,12766.158,57404.248,ColumnPad,3,A,L01-,-14779.978,7239.935,12836.158,56984.248
ColumnPad,3,A,L01-,-14779.978,7239.935,12836.158,56984.248,ColumnPad,3,A,L01+,-14779.978,7239.935,12906.158,57404.248
ColumnPad,3,A,R02-,-12129.978,11829.869,12976.158,56984.248,ColumnPad,3,A,R02+,-12129.978,11829.869,13046.158,57404.248
ColumnPad,3,A,R02+,-12129.978,11829.869,13046.158,57404.248,ColumnPad,3,A,L02-,-12129.978,11829.869,13116.158,56984.248
ColumnPad,3,A,L02-,-12129.978,11829.869,13116.158,56984.248,ColumnPad,3,A,L02+,-12129.978,11829.869,13186.158,57404.248
ColumnPad,3,A,R03-,-9479.978,16419.804,13256.158,56984.248,ColumnPad,3,A,R03+,-9479.978,16419.804,13326.158,57404.248
ColumnPad,3,A,R03+,-9479.978,16419.804,13326.158,57404.248,ColumnPad,3,A,L03-,-9479.978,16419.804,13396.158,56984.248
ColumnPad,3,A,L03-,-9479.978,16419.804,13396.158,56984.248,ColumnPad,3,A,L03+,-9479.978,16419.804,13466.158,57404.248
ColumnPad,3,A,R04-,-6829.978,21009.739,13536.158,56984.248,ColumnPad,3,A,R04+,-6829.978,21009.739,13606.158,57404.248
ColumnPad,3,A,R04+,-6829.978,21009.739,13606.158,57404.248,ColumnPad,3,A,L04-,-6829.978,21009.739,13676.158,56984.248
ColumnPad,3,A,L04-,-6829.978,21009.739,13676.158,56984.248,ColumnPad,3,A,L04+,-6829.978,21009.739,13746.158,57404.248
ColumnPad,3,A,R05-,-4179.978,25599.673,13816.158,56984.248,ColumnPad,3,A,R05+,-4179.978,25599.673,13886.158,57404.248
ColumnPad,3,A,R05+,-4179.978,25599.673,13886.158,57404.248,ColumnPad,3,A,L05-,-4179.978,25599.673,13956.158,56984.248
ColumnPad,3,A,L05-,-4179.978,25599.673,13956.158,56984.248,ColumnPad,3,A,L05+,-4179.978,25599.673,14026.158,57404.248
ColumnPad,3,A,R06-,-1529.978,30189.608,14096.158,56984.248,ColumnPad,3,A,R06+,-1529.978,30189.608,14166.158,57404.248
ColumnPad,3,A,R06+,-1529.978,30189.608,14166.158,57404.248,ColumnPad,3,A,L06-,-1529.978,30189.608,14236.158,56984.248
ColumnPad,3,A,L06-,-1529.978,30189.608,14236.158,56984.248,ColumnPad,3,A,L06+,-1529.978,30189.608,14306.158,57404.248
ColumnPad,3,A,R07-,1120.022,34779.542,14376.158,56984.248,ColumnPad,3,A,R07+,1120.022,34779.542,14446.158,57404.248
ColumnPad,3,A,R07+,1120.022,34779.542,14446.158,57404.248,ColumnPad,3,A,L07-,1120.022,34779.542,14516.158,56984.248
ColumnPad,3,A,L07-,1120.022,34779.542,14516.158,56984.248,ColumnPad,3,A,L07+,1120.022,34779.542,14586.158,57404.248
ColumnPad,3,A,R08-,3770.022,39369.477,14656.158,56984.248,ColumnPad,3,A,R08+,3770.022,39369.477,14726.158,57404.248
