1st Grouptype,1st GroupIndex,1st Group Section,1st Pad Label,1st Pixel X center,1st Pixel Y center,1st Pad X center,1st Pad Y center,2nd Grouptype,2nd GroupIndex,2nd Group Section,2nd Pad Label,2nd Pixel X center,2nd Pixel Y center,2nd Pad X center,2nd Pad Y center
ColumnPad,3,A,R08+,3770.022,39369.477,14726.158,57404.248,ColumnPad,3,A,L08-,3770.022,39369.477,14796.158,56984.248
ColumnPad,3,A,L08-,3770.022,39369.477,14796.158,56984.248,ColumnPad,3,A,L08+,3770.022,39369.477,14866.158,57404.248
ColumnPad,3,A,R09-,6420.022,43959.412,14936.158,56984.248,ColumnPad,3,A,R09+,6420.022,43959.412,15006.158,57404.248
ColumnPad,3,A,R09+,6420.022,43959.412,15006.158,57404.248,ColumnPad,3,A,L09-,6420.022,43959.412,15076.158,56984.248
ColumnPad,3,A,L09-,6420.022,43959.412,15076.158,56984.248,ColumnPad,3,A,L09+,6420.022,43959.412,15146.158,57404.248
ColumnPad,3,A,R10-,9070.022,48549.346,15216.158,56984.248,ColumnPad,3,A,R10+,9070.022,48549.346,15286.158,57404.248
ColumnPad,3,A,R10+,9070.022,48549.346,15286.158,57404.248,ColumnPad,3,A,L10-,9070.022,48549.346,15356.158,56984.248
ColumnPad,3,A,L10-,9070.022,48549.346,15356.158,56984.248,ColumnPad,3,A,L10+,9070.022,48549.346,15426.158,57404.248
ColumnPad,3,A,R11-,11720.022,53139.281,15496.158,56984.248,ColumnPad,3,A,R11+,11720.022,53139.281,15566.158,57404.248
ColumnPad,3,A,R11+,11720.022,53139.281,15566.158,57404.248,ColumnPad,3,A,L11-,11720.022,53139.281,15636.158,56984.248
ColumnPad,3,A,L11-,11720.022,53139.281,15636.158,56984.248,ColumnPad,3,A,L11+,11720.022,53139.281,15706.158,57404.248
ColumnPad,2,A,R00-,-12129.978,2650.0,17716.158,56984.248,ColumnPad,2,A,R00+,-12129.978,2650.0,17786.158,57404.248
ColumnPad,2,A,R00+,-12129.978,2650.0,17786.158,57404.248,ColumnPad,2,A,L00-,-12129.978,2650.0,17856.158,56984.248
ColumnPad,2,A,L00-,-12129.978,2650.0,17856.158,56984.248,ColumnPad,2,A,L00+,-12129.978,2650.0,17926.158,57404.248
ColumnPad,2,A,R01-,-9479.978,7239.935,17996.158,56984.248,ColumnPad,2,A,R01+,-9479.978,7239.935,18066.158,57404.248
ColumnPad,2,A,R01+,-9479.978,7239.935,18066.158,57404.248,ColumnPad,2,A,L01-,-9479.978,7239.935,18136.158,56984.248
ColumnPad,2,A,L01-,-9479.978,7239.935,18136.158,56984.248,ColumnPad,2,A,L01+,-9479.978,7239.935,18206.158,57404.248
ColumnPad,2,A,R02-,-6829.978,11829.869,18276.158,56984.248,ColumnPad,2,A,R02+,-6829.978,11829.869,18346.158,57404.248
ColumnPad,2,A,R02+,-6829.978,11829.869,18346.158,57404.248,ColumnPad,2,A,L02-,-6829.978,11829.869,18416.158,56984.248
ColumnPad,2,A,L02-,-6829.978,11829.869,18416.158,56984.248,ColumnPad,2,A,L02+,-6829.978,11829.869,18486.158,57404.248
ColumnPad,2,A,R03-,-4179.978,16419.804,18556.158,56984.248,ColumnPad,2,A,R03+,-4179.978,16419.804,18626.158,57404.248
ColumnPad,2,A,R03+,-4179.978,16419.804,18626.158,57404.248,ColumnPad,2,A,L03-,-4179.978,16419.804,18696.158,56984.248
ColumnPad,2,A,L03-,-4179.978,16419.804,18696.158,56984.248,ColumnPad,2,A,L03+,-4179.978,16419.804,18766.158,57404.248
ColumnPad,2,A,R04-,-1529.978,21009.739,18836.158,56984.248,ColumnPad,2,A,R04+,-1529.978,21009.739,18906.158,57404.248
ColumnPad,2,A,R04+,-1529.978,21009.739,18906.158,57404.248,ColumnPad,2,A,L04-,-1529.978,21009.739,18976.158,56984.248
ColumnPad,2,A,L04-,-1529.978,21009.739,18976.158,56984.248,ColumnPad,2,A,L04+,-1529.978,21009.739,19046.158,57404.248
ColumnPad,2,A,R05-,1120.022,25599.673,19116.158,56984.248,ColumnPad,2,A,R05+,1120.022,25599.673,19186.158,57404.248
ColumnPad,2,A,R05+,1120.022,25599.673,19186.158,57404.248,ColumnPad,2,A,L05-,1120.022,25599.673,19256.158,56984.248
ColumnPad,2,A,L05-,1120.022,25599.673,19256.158,56984.248,ColumnPad,2,A,L05+,1120.022,25599.673,19326.158,57404.248
ColumnPad,2,A,R06-,3770.022,30189.608,19396.158,56984.248,ColumnPad,2,A,R06+,3770.022,30189.608,19466.158,57404.248
ColumnPad,2,A,R06+,3770.022,30189.608,19466.158,57404.248,ColumnPad,2,A,L06-,3770.022,30189.608,19536.158,56984.248
ColumnPad,2,A,L06-,3770.022,30189.608,19536.158,56984.248,ColumnPad,2,A,L06+,3770.022,30189.608,19606.158,57404.248
ColumnPad,2,A,R07-,6420.022,34779.542,19676.158,56984.248,ColumnPad,2,A,R07+,6420.022,34779.542,19746.158,57404.248
ColumnPad,2,A,R07+,6420.022,34779.542,19746.158,57404.248,ColumnPad,2,A,L07-,6420.022,34779.542,19816.158,56984.248
ColumnPad,2,A,L07-,6420.022,34779.542,19816.158,56984.248,ColumnPad,2,A,L07+,6420.022,34779.542,19886.158,57404.248
ColumnPad,2,A,R08-,9070.022,39369.477,19956.158,56984.248,ColumnPad,2,A,R08+,9070.022,39369.477,20026.158,57404.248
ColumnPad,2,A,R08+,9070.022,39369.477,20026.158,57404.248,ColumnPad,2,A,L08-,9070.022,39369.477,20096.158,56984.248
ColumnPad,2,A,L08-,9070.022,39369.477,20096.158,56984.248,ColumnPad,2,A,L08+,9070.022,39369.477,20166.158,57404.248
ColumnPad,2,A,R09-,11720.022,43959.412,20236.158,56984.248,ColumnPad,2,A,R09+,11720.022,43959.412,20306.158,57404.248
ColumnPad,2,A,R09+,11720.022,43959.412,20306.158,57404.248,ColumnPad,2,A,L09-,11720.022,43959.412,20376.158,56984.248
ColumnPad,2,A,L09-,11720.022,43959.412,20376.158,56984.248,ColumnPad,2,A,L09+,11720.022,43959.412,20446.158,57404.248
ColumnPad,2,A,R10-,14370.022,48549.346,20516.158,56984.248,ColumnPad,2,A,R10+,14370.022,48549.346,20586.158,57404.248
ColumnPad,2,A,R10+,14370.022,48549.346,20586.158,57404.248,ColumnPad,2,A,L10-,14370.022,48549.346,20656.158,56984.248
ColumnPad,2,A,L10-,14370.022,48549.346,20656.158,56984.248,ColumnPad,2,A,L10+,14370.022,48549.346,20726.158,57404.248
ColumnPad,2,A,R11-,17020.022,53139.281,20796.158,56984.248,ColumnPad,2,A,R11+,17020.022,53139.281,20866.158,57404.248
ColumnPad,2,A,R11+,17020.022,53139.281,20866.158,57404.248,ColumnPad,2,A,L11-,17020.022,53139.281,20936.158,56984.248
ColumnPad,2,A,L11-,17020.022,53139.281,20936.158,56984.248,ColumnPad,2,A,L11+,17020.022,53139.281,21006.158,57404.248
ColumnPad,1,A,R00-,-6829.978,2650.0,23016.158,56984.248,ColumnPad,1,A,R00+,-6829.978,2650.0,23086.158,57404.248
ColumnPad,1,A,R00+,-6829.978,2650.0,23086.158,57404.248,ColumnPad,1,A,L00-,-6829.978,2650.0,23156.158,56984.248
ColumnPad,1,A,L00-,-6829.978,2650.0,23156.158,56984.248,ColumnPad,1,A,L00+,-6829.978,2650.0,23226.158,57404.248
ColumnPad,1,A,R01-,-4179.978,7239.935,23296.158,56984.248,ColumnPad,1,A,R01+,-4179.978,7239.935,23366.158,57404.248
ColumnPad,1,A,R01+,-4179.978,7239.935,23366.158,57404.248,ColumnPad,1,A,L01-,-4179.978,7239.935,23436.158,56984.248
ColumnPad,1,A,L01-,-4179.978,7239.935,23436.158,56984.248,ColumnPad,1,A,L01+,-4179.978,7239.935,23506.158,57404.248
ColumnPad,1,A,R02-,-1529.978,11829.869,23576.158,56984.248,ColumnPad,1,A,R02+,-1529.978,11829.869,23646.158,57404.248
ColumnPad,1,A,R02+,-1529.978,11829.869,23646.158,57404.248,ColumnPad,1,A,L02-,-1529.978,11829.869,23716.158,56984.248
ColumnPad,1,A,L02-,-1529.978,11829.869,23716.158,56984.248,ColumnPad,1,A,L02+,-1529.978,11829.869,23786.158,57404.248
ColumnPad,1,A,R03-,1120.022,16419.804,23856.158,56984.248,ColumnPad,1,A,R03+,1120.022,16419.804,23926.158,57404.248
ColumnPad,1,A,R03+,1120.022,16419.804,23926.158,57404.248,ColumnPad,1,A,L03-,1120.022,16419.804,23996.158,56984.248
ColumnPad,1,A,L03-,1120.022,16419.804,23996.158,56984.248,ColumnPad,1,A,L03+,1120.022,16419.804,24066.158,57404.248
ColumnPad,1,A,R04-,3770.022,21009.739,24136.158,56984.248,ColumnPad,1,A,R04+,3770.022,21009.739,24206.158,57404.248
ColumnPad,1,A,R04+,3770.022,21009.739,24206.158,57404.248,ColumnPad,1,A,L04-,3770.022,21009.739,24276.158,56984.248
ColumnPad,1,A,L04-,3770.022,21009.739,24276.158,56984.248,ColumnPad,1,A,L04+,3770.022,21009.739,24346.158,57404.248
ColumnPad,1,A,R05-,6420.022,25599.673,24416.158,56984.248,ColumnPad,1,A,R05+,6420.022,25599.673,24486.158,57404.248
ColumnPad,1,A,R05+,6420.022,25599.673,24486.158,57404.248,ColumnPad,1,A,L05-,6420.022,25599.673,24556.158,56984.248
ColumnPad,1,A,L05-,6420.022,25599.673,24556.158,56984.248,ColumnPad,1,A,L05+,6420.022,25599.673,24626.158,57404.248
ColumnPad,1,A,R06-,9070.022,30189.608,24696.158,56984.248,ColumnPad,1,A,R06+,9070.022,30189.608,24766.158,57404.248
ColumnPad,1,A,R06+,9070.022,30189.608,24766.158,57404.248,ColumnPad,1,A,L06-,9070.022,30189.608,24836.158,56984.248
ColumnPad,1,A,L06-,9070.022,30189.608,24836.158,56984.248,ColumnPad,1,A,L06+,9070.022,30189.608,24906.158,57404.248
ColumnPad,1,A,R07-,11720.022,34779.542,24976.158,56984.248,ColumnPad,1,A,R07+,11720.022,34779.542,25046.158,57404.248
ColumnPad,1,A,R07+,11720.022,34779.542,25046.158,57404.248,ColumnPad,1,A,L07-,11720.022,34779.542,25116.158,56984.248
ColumnPad,1,A,L07-,11720.022,34779.542,25116.158,56984.248,ColumnPad,1,A,L07+,11720.022,34779.542,25186.158,57404.248
ColumnPad,1,A,R08-,14370.022,39369.477,25256.158,56984.248,ColumnPad,1,A,R08+,14370.022,39369.477,25326.158,57404.248
ColumnPad,1,A,R08+,14370.022,39369.477,25326.158,57404.248,ColumnPad,1,A,L08-,14370.022,39369.477,25396.158,56984.248
ColumnPad,1,A,L08-,14370.022,39369.477,25396.158,56984.248,ColumnPad,1,A,L08+,14370.022,39369.477,25466.158,57404.248
ColumnPad,1,A,R09-,17020.022,43959.412,25536.158,56984.248,ColumnPad,1,A,R09+,17020.022,43959.412,25606.158,57404.248
ColumnPad,1,A,R09+,17020.022,43959.412,25606.158,57404.248,ColumnPad,1,A,L09-,17020.022,43959.412,25676.158,56984.248
ColumnPad,1,A,L09-,17020.022,43959.412,25676.158,56984.248,ColumnPad,1,A,L09+,17020.022,43959.412,25746.158,57404.248
ColumnPad,1,A,R10-,19670.022,48549.346,25816.158,56984.248,ColumnPad,1,A,R10+,19670.022,48549.346,25886.158,57404.248
ColumnPad,1,A,R10+,19670.022,48549.346,25886.158,57404.248,ColumnPad,1,A,L10-,19670.022,48549.346,25956.158,56984.248
ColumnPad,1,A,L10-,19670.022,48549.346,25956.158,56984.248,ColumnPad,1,A,L10+,19670.022,48549.346,26026.158,57404.248
ColumnPad,1,A,R11-,22320.022,53139.281,26096.158,56984.248,ColumnPad,1,A,R11+,22320.022,53139.281,26166.158,57404.248
ColumnPad,1,A,R11+,22320.022,53139.281,26166.158,57404.248,ColumnPad,1,A,L11-,22320.022,53139.281,26236.158,56984.248
ColumnPad,1,A,L11-,22320.022,53139.281,26236.158,56984.248,ColumnPad,1,A,L11+,22320.022,53139.281,26306.158,57404.248
ColumnPad,0,A,R00-,-1529.978,2650.0,27936.158,56984.248,ColumnPad,0,A,R00+,-1529.978,2650.0,28006.158,57404.248
ColumnPad,0,A,R00+,-1529.978,2650.0,28006.158,57404.248,ColumnPad,0,A,L00-,-1529.978,2650.0,28076.158,56984.248
ColumnPad,0,A,L00-,-1529.978,2650.0,28076.158,56984.248,ColumnPad,0,A,L00+,-1529.978,2650.0,28146.158,57404.248
ColumnPad,0,A,R01-,1120.022,7239.935,28216.158,56984.248,ColumnPad,0,A,R01+,1120.022,7239.935,28286.158,57404.248
ColumnPad,0,A,R01+,1120.022,7239.935,28286.158,57404.248,ColumnPad,0,A,L01-,1120.022,7239.935,28356.158,56984.248
ColumnPad,0,A,L01-,1120.022,7239.935,28356.158,56984.248,ColumnPad,0,A,L01+,1120.022,7239.935,28426.158,57404.248
ColumnPad,0,A,R02-,3770.022,11829.869,28496.158,56984.248,ColumnPad,0,A,R02+,3770.022,11829.869,28566.158,57404.248
ColumnPad,0,A,R02+,3770.022,11829.869,28566.158,57404.248,ColumnPad,0,A,L02-,3770.022,11829.869,28636.158,56984.248
ColumnPad,0,A,L02-,3770.022,11829.869,28636.158,56984.248,ColumnPad,0,A,L02+,3770.022,11829.869,28706.158,57404.248
ColumnPad,0,A,R03-,6420.022,16419.804,28776.158,56984.248,ColumnPad,0,A,R03+,6420.022,16419.804,28846.158,57404.248
ColumnPad,0,A,R03+,6420.022,16419.804,28846.158,57404.248,ColumnPad,0,A,L03-,6420.022,16419.804,28916.158,56984.248
ColumnPad,0,A,L03-,6420.022,16419.804,28916.158,56984.248,ColumnPad,0,A,L03+,6420.022,16419.804,28986.158,57404.248
ColumnPad,0,A,R04-,9070.022,21009.739,29056.158,56984.248,ColumnPad,0,A,R04+,9070.022,21009.739,29126.158,57404.248
ColumnPad,0,A,R04+,9070.022,21009.739,29126.158,57404.248,ColumnPad,0,A,L04-,9070.022,21009.739,29196.158,56984.248
ColumnPad,0,A,L04-,9070.022,21009.739,29196.158,56984.248,ColumnPad,0,A,L04+,9070.022,21009.739,29266.158,57404.248
ColumnPad,0,A,R05-,11720.022,25599.673,29336.158,56984.248,ColumnPad,0,A,R05+,11720.022,25599.673,29406.158,57404.248
ColumnPad,0,A,R05+,11720.022,25599.673,29406.158,57404.248,ColumnPad,0,A,L05-,11720.022,25599.673,29476.158,56984.248
ColumnPad,0,A,L05-,11720.022,25599.673,29476.158,56984.248,ColumnPad,0,A,L05+,11720.022,25599.673,29546.158,57404.248
ColumnPad,0,A,R06-,14370.022,30189.608,29616.158,56984.248,ColumnPad,0,A,R06+,14370.022,30189.608,29686.158,57404.248
ColumnPad,0,A,R06+,14370.022,30189.608,29686.158,57404.248,ColumnPad,0,A,L06-,14370.022,30189.608,29756.158,56984.248
ColumnPad,0,A,L06-,14370.022,30189.608,29756.158,56984.248,ColumnPad,0,A,L06+,14370.022,30189.608,29826.158,57404.248
ColumnPad,0,A,R07-,17020.022,34779.542,29896.158,56984.248,ColumnPad,0,A,R07+,17020.022,34779.542,29966.158,57404.248
ColumnPad,0,A,R07+,17020.022,34779.542,29966.158,57404.248,ColumnPad,0,A,L07-,17020.022,34779.542,30036.158,56984.248
ColumnPad,0,A,L07-,17020.022,34779.542,30036.158,56984.248,ColumnPad,0,A,L07+,17020.022,34779.542,30106.158,57404.248
ColumnPad,0,A,R08-,19670.022,39369.477,30176.158,56984.248,ColumnPad,0,A,R08+,19670.022,39369.477,30246.158,57404.248
ColumnPad,0,A,R08+,19670.022,39369.477,30246.158,57404.248,ColumnPad,0,A,L08-,19670.022,39369.477,30316.158,56984.248
ColumnPad,0,A,L08-,19670.022,39369.477,30316.158,56984.248,ColumnPad,0,A,L08+,19670.022,39369.477,30386.158,57404.248
ColumnPad,0,A,R09-,22320.022,43959.412,30456.158,56984.248,ColumnPad,0,A,R09+,22320.022,43959.412,30526.158,57404.248
ColumnPad,0,A,R09+,22320.022,43959.412,30526.158,57404.248,ColumnPad,0,A,L09-,22320.022,43959.412,30596.158,56984.248
ColumnPad,0,A,L09-,22320.022,43959.412,30596.158,56984.248,ColumnPad,0,A,L09+,22320.022,43959.412,30666.158,57404.248
ColumnPad,0,A,R10-,24970.022,48549.346,30736.158,56984.248,ColumnPad,0,A,R10+,24970.022,48549.346,30806.158,57404.248
ColumnPad,0,A,R10+,24970.022,48549.346,30806.158,57404.248,ColumnPad,0,A,L10-,24970.022,48549.346,30876.158,56984.248
ColumnPad,0,A,L10-,24970.022,48549.346,30876.158,56984.248,ColumnPad,0,A,L10+,24970.022,48549.346,30946.158,57404.248
ColumnPad,0,A,R11-,27620.022,53139.281,31016.158,56984.248,ColumnPad,0,A,R11+,27620.022,53139.281,31086.158,57404.248
ColumnPad,0,A,R11+,27620.022,53139.281,31086.158,57404.248,ColumnPad,0,A,L11-,27620.022,53139.281,31156.158,56984.248
ColumnPad,0,A,L11-,27620.022,53139.281,31156.158,56984.248,ColumnPad,0,A,L11+,27620.022,53139.281,31226.158,57404.248
RowPad,0,B,X00+,3059.956,0.0,34100.458,55744.77,RowPad,0,B,B00+,3059.956,0.0,34170.458,55623.527
RowPad,0,B,B00+,3059.956,0.0,34170.458,55623.527,RowPad,0,B,X00-,3059.956,0.0,33701.728,55595.392
RowPad,0,B,X00-,3059.956,0.0,33701.728,55595.392,RowPad,0,B,T00+,3059.956,0.0,34240.458,55502.283
RowPad,0,B,T00+,3059.956,0.0,34240.458,55502.283,RowPad,0,B,B00-,3059.956,0.0,33771.728,55474.149
RowPad,0,B,T01+,5709.956,4589.935,34380.458,55259.796,RowPad,0,B,B01-,5709.956,4589.935,33911.728,55231.662
RowPad,0,B,T02+,8359.956,9179.869,34520.458,55017.309,RowPad,0,B,B02-,8359.956,9179.869,34051.728,54989.174
RowPad,0,B,T03+,11009.956,13769.804,34660.458,54774.822,RowPad,0,B,B03-,11009.956,13769.804,34191.728,54746.687
RowPad,0,B,T04+,13659.956,18359.739,34800.458,54532.335,RowPad,0,B,B04-,13659.956,18359.739,34331.728,54504.2
RowPad,0,B,T05+,16309.956,22949.673,34940.458,54289.848,RowPad,0,B,B05-,16309.956,22949.673,34471.728,54261.713
RowPad,0,B,T06+,18959.956,27539.608,35080.458,54047.361,RowPad,0,B,B06-,18959.956,27539.608,34611.728,54019.226
RowPad,0,B,T07+,21609.956,32129.542,35220.458,53804.874,RowPad,0,B,B07-,21609.956,32129.542,34751.728,53776.739
RowPad,0,B,T08+,24259.956,36719.477,35360.458,53562.386,RowPad,0,B,B08-,24259.956,36719.477,34891.728,53534.252
RowPad,0,B,T09+,26909.956,41309.412,35500.458,53319.899,RowPad,0,B,B09-,26909.956,41309.412,35031.728,53291.765
RowPad,0,B,T10+,29559.956,45899.346,35640.458,53077.412,RowPad,0,B,B10-,29559.956,45899.346,35171.728,53049.278
RowPad,0,B,T11+,32209.956,50489.281,35780.458,52834.925,RowPad,0,B,B11-,32209.956,50489.281,35311.728,52806.79
RowPad,0,B,B11-,32209.956,50489.281,35311.728,52806.79,RowPad,0,B,T11-,32209.956,50489.281,35381.728,52685.547
RowPad,1,B,X00+,5709.956,-4589.935,36560.458,51483.926,RowPad,1,B,B00+,5709.956,-4589.935,36630.458,51362.682
RowPad,1,B,B00+,5709.956,-4589.935,36630.458,51362.682,RowPad,1,B,X00-,5709.956,-4589.935,36161.728,51334.547
RowPad,1,B,X00-,5709.956,-4589.935,36161.728,51334.547,RowPad,1,B,T00+,5709.956,-4589.935,36700.458,51241.438
RowPad,1,B,T00+,5709.956,-4589.935,36700.458,51241.438,RowPad,1,B,B00-,5709.956,-4589.935,36231.728,51213.304
RowPad,1,B,T01+,8359.956,0.0,36840.458,50998.951,RowPad,1,B,B01-,8359.956,0.0,36371.728,50970.817
RowPad,1,B,T02+,11009.956,4589.935,36980.458,50756.464,RowPad,1,B,B02-,11009.956,4589.935,36511.728,50728.33
RowPad,1,B,T03+,13659.956,9179.869,37120.458,50513.977,RowPad,1,B,B03-,13659.956,9179.869,36651.728,50485.842
RowPad,1,B,T04+,16309.956,13769.804,37260.458,50271.49,RowPad,1,B,B04-,16309.956,13769.804,36791.728,50243.355
RowPad,1,B,T05+,18959.956,18359.739,37400.458,50029.003,RowPad,1,B,B05-,18959.956,18359.739,36931.728,50000.868
RowPad,1,B,T06+,21609.956,22949.673,37540.458,49786.516,RowPad,1,B,B06-,21609.956,22949.673,37071.728,49758.381
RowPad,1,B,T07+,24259.956,27539.608,37680.458,49544.029,RowPad,1,B,B07-,24259.956,27539.608,37211.728,49515.894
RowPad,1,B,T08+,26909.956,32129.542,37820.458,49301.541,RowPad,1,B,B08-,26909.956,32129.542,37351.728,49273.407
RowPad,1,B,T09+,29559.956,36719.477,37960.458,49059.054,RowPad,1,B,B09-,29559.956,36719.477,37491.728,49030.92
RowPad,1,B,T10+,32209.956,41309.412,38100.458,48816.567,RowPad,1,B,B10-,32209.956,41309.412,37631.728,48788.433
RowPad,1,B,T11+,34859.956,45899.346,38240.458,48574.08,RowPad,1,B,B11-,34859.956,45899.346,37771.728,48545.945
RowPad,1,B,B11-,34859.956,45899.346,37771.728,48545.945,RowPad,1,B,T11-,34859.956,45899.346,37841.728,48424.702
RowPad,2,B,X00+,8359.956,-9179.869,39210.458,46893.991,RowPad,2,B,B00+,8359.956,-9179.869,39280.458,46772.747
RowPad,2,B,B00+,8359.956,-9179.869,39280.458,46772.747,RowPad,2,B,X00-,8359.956,-9179.869,38811.728,46744.613
RowPad,2,B,X00-,8359.956,-9179.869,38811.728,46744.613,RowPad,2,B,T00+,8359.956,-9179.869,39350.458,46651.504
RowPad,2,B,T00+,8359.956,-9179.869,39350.458,46651.504,RowPad,2,B,B00-,8359.956,-9179.869,38881.728,46623.369
RowPad,2,B,T01+,11009.956,-4589.935,39490.458,46409.017,RowPad,2,B,B01-,11009.956,-4589.935,39021.728,46380.882
RowPad,2,B,T02+,13659.956,0.0,39630.458,46166.53,RowPad,2,B,B02-,13659.956,0.0,39161.728,46138.395
RowPad,2,B,T03+,16309.956,4589.935,39770.458,45924.042,RowPad,2,B,B03-,16309.956,4589.935,39301.728,45895.908
RowPad,2,B,T04+,18959.956,9179.869,39910.458,45681.555,RowPad,2,B,B04-,18959.956,9179.869,39441.728,45653.421
RowPad,2,B,T05+,21609.956,13769.804,40050.458,45439.068,RowPad,2,B,B05-,21609.956,13769.804,39581.728,45410.934
RowPad,2,B,T06+,24259.956,18359.739,40190.458,45196.581,RowPad,2,B,B06-,24259.956,18359.739,39721.728,45168.446
RowPad,2,B,T07+,26909.956,22949.673,40330.458,44954.094,RowPad,2,B,B07-,26909.956,22949.673,39861.728,44925.959
RowPad,2,B,T08+,29559.956,27539.608,40470.458,44711.607,RowPad,2,B,B08-,29559.956,27539.608,40001.728,44683.472
RowPad,2,B,T09+,32209.956,32129.542,40610.458,44469.12,RowPad,2,B,B09-,32209.956,32129.542,40141.728,44440.985
RowPad,2,B,T10+,34859.956,36719.477,40750.458,44226.633,RowPad,2,B,B10-,34859.956,36719.477,40281.728,44198.498
RowPad,2,B,T11+,37509.956,41309.412,40890.458,43984.146,RowPad,2,B,B11-,37509.956,41309.412,40421.728,43956.011
RowPad,2,B,B11-,37509.956,41309.412,40421.728,43956.011,RowPad,2,B,T11-,37509.956,41309.412,40491.728,43834.767
RowPad,3,B,X00+,11009.956,-13769.804,41860.458,42304.056,RowPad,3,B,B00+,11009.956,-13769.804,41930.458,42182.813
RowPad,3,B,B00+,11009.956,-13769.804,41930.458,42182.813,RowPad,3,B,X00-,11009.956,-13769.804,41461.728,42154.678
RowPad,3,B,X00-,11009.956,-13769.804,41461.728,42154.678,RowPad,3,B,T00+,11009.956,-13769.804,42000.458,42061.569
RowPad,3,B,T00+,11009.956,-13769.804,42000.458,42061.569,RowPad,3,B,B00-,11009.956,-13769.804,41531.728,42033.434
RowPad,3,B,T01+,13659.956,-9179.869,42140.458,41819.082,RowPad,3,B,B01-,13659.956,-9179.869,41671.728,41790.947
RowPad,3,B,T02+,16309.956,-4589.935,42280.458,41576.595,RowPad,3,B,B02-,16309.956,-4589.935,41811.728,41548.46
RowPad,3,B,T03+,18959.956,0.0,42420.458,41334.108,RowPad,3,B,B03-,18959.956,0.0,41951.728,41305.973
RowPad,3,B,T04+,21609.956,4589.935,42560.458,41091.621,RowPad,3,B,B04-,21609.956,4589.935,42091.728,41063.486
RowPad,3,B,T05+,24259.956,9179.869,42700.458,40849.134,RowPad,3,B,B05-,24259.956,9179.869,42231.728,40820.999
RowPad,3,B,T06+,26909.956,13769.804,42840.458,40606.646,RowPad,3,B,B06-,26909.956,13769.804,42371.728,40578.512
RowPad,3,B,T07+,29559.956,18359.739,42980.458,40364.159,RowPad,3,B,B07-,29559.956,18359.739,42511.728,40336.025
RowPad,3,B,T08+,32209.956,22949.673,43120.458,40121.672,RowPad,3,B,B08-,32209.956,22949.673,42651.728,40093.538
RowPad,3,B,T09+,34859.956,27539.608,43260.458,39879.185,RowPad,3,B,B09-,34859.956,27539.608,42791.728,39851.05
RowPad,3,B,T10+,37509.956,32129.542,43400.458,39636.698,RowPad,3,B,B10-,37509.956,32129.542,42931.728,39608.563
RowPad,3,B,T11+,40159.956,36719.477,43540.458,39394.211,RowPad,3,B,B11-,40159.956,36719.477,43071.728,39366.076
RowPad,3,B,B11-,40159.956,36719.477,43071.728,39366.076,RowPad,3,B,T11-,40159.956,36719.477,43141.728,39244.833
RowPad,4,B,X00+,13659.956,-18359.739,44510.458,37714.122,RowPad,4,B,B00+,13659.956,-18359.739,44580.458,37592.878
RowPad,4,B,B00+,13659.956,-18359.739,44580.458,37592.878,RowPad,4,B,X00-,13659.956,-18359.739,44111.728,37564.743
RowPad,4,B,X00-,13659.956,-18359.739,44111.728,37564.743,RowPad,4,B,T00+,13659.956,-18359.739,44650.458,37471.634
RowPad,4,B,T00+,13659.956,-18359.739,44650.458,37471.634,RowPad,4,B,B00-,13659.956,-18359.739,44181.728,37443.5
RowPad,4,B,T01+,16309.956,-13769.804,44790.458,37229.147,RowPad,4,B,B01-,16309.956,-13769.804,44321.728,37201.013
RowPad,4,B,T02+,18959.956,-9179.869,44930.458,36986.66,RowPad,4,B,B02-,18959.956,-9179.869,44461.728,36958.526
RowPad,4,B,T03+,21609.956,-4589.935,45070.458,36744.173,RowPad,4,B,B03-,21609.956,-4589.935,44601.728,36716.038
RowPad,4,B,T04+,24259.956,0.0,45210.458,36501.686,RowPad,4,B,B04-,24259.956,0.0,44741.728,36473.551
RowPad,4,B,T05+,26909.956,4589.935,45350.458,36259.199,RowPad,4,B,B05-,26909.956,4589.935,44881.728,36231.064
RowPad,4,B,T06+,29559.956,9179.869,45490.458,36016.712,RowPad,4,B,B06-,29559.956,9179.869,45021.728,35988.577
RowPad,4,B,T07+,32209.956,13769.804,45630.458,35774.225,RowPad,4,B,B07-,32209.956,13769.804,45161.728,35746.09
RowPad,4,B,T08+,34859.956,18359.739,45770.458,35531.738,RowPad,4,B,B08-,34859.956,18359.739,45301.728,35503.603
RowPad,4,B,T09+,37509.956,22949.673,45910.458,35289.25,RowPad,4,B,B09-,37509.956,22949.673,45441.728,35261.116
RowPad,4,B,T10+,40159.956,27539.608,46050.458,35046.763,RowPad,4,B,B10-,40159.956,27539.608,45581.728,35018.629
RowPad,4,B,T11+,42809.956,32129.542,46190.458,34804.276,RowPad,4,B,B11-,42809.956,32129.542,45721.728,34776.142
RowPad,4,B,B11-,42809.956,32129.542,45721.728,34776.142,RowPad,4,B,T11-,42809.956,32129.542,45791.728,34654.898
RowPad,5,B,X00+,16309.956,-22949.673,47160.458,33124.187,RowPad,5,B,B00+,16309.956,-22949.673,47230.458,33002.943
RowPad,5,B,B00+,16309.956,-22949.673,47230.458,33002.943,RowPad,5,B,X00-,16309.956,-22949.673,46761.728,32974.809
