in s,C1 in V,C4 in V
4.00000E-08,1.67480E+01,1.52756E+00
4.02000E-08,1.66504E+01,1.51779E+00
4.04000E-08,1.67480E+01,1.51779E+00
4.06000E-08,1.67480E+01,1.52756E+00
4.08000E-08,1.67480E+01,1.53244E+00
4.10000E-08,1.67480E+01,1.53244E+00
4.12000E-08,1.67480E+01,1.53244E+00
4.14000E-08,1.67480E+01,1.52756E+00
4.16000E-08,1.67480E+01,1.51779E+00
4.18000E-08,1.66504E+01,1.51291E+00
4.20000E-08,1.66504E+01,1.51779E+00
4.22000E-08,1.67480E+01,1.53244E+00
4.24000E-08,1.69434E+01,1.54221E+00
4.26000E-08,1.70410E+01,1.53732E+00
4.28000E-08,1.70410E+01,1.52756E+00
4.30000E-08,1.69434E+01,1.52756E+00
4.32000E-08,1.68457E+01,1.53244E+00
4.34000E-08,1.68457E+01,1.53244E+00
4.36000E-08,1.69434E+01,1.53244E+00
4.38000E-08,1.68457E+01,1.54221E+00
4.40000E-08,1.67480E+01,1.56174E+00
4.42000E-08,1.67480E+01,1.56662E+00
4.44000E-08,1.69434E+01,1.55197E+00
4.46000E-08,1.71387E+01,1.53732E+00
4.48000E-08,1.70410E+01,1.53732E+00
4.50000E-08,1.68457E+01,1.55197E+00
4.52000E-08,1.67480E+01,1.55686E+00
4.54000E-08,1.69434E+01,1.54709E+00
4.56000E-08,1.71387E+01,1.53732E+00
4.58000E-08,1.71387E+01,1.54709E+00
4.60000E-08,1.69434E+01,1.56174E+00
4.62000E-08,1.68457E+01,1.56174E+00
4.64000E-08,1.68457E+01,1.55686E+00
4.66000E-08,1.68457E+01,1.55197E+00
4.68000E-08,1.68457E+01,1.55197E+00
4.70000E-08,1.67480E+01,1.54709E+00
4.72000E-08,1.67480E+01,1.54221E+00
4.74000E-08,1.67480E+01,1.55197E+00
4.76000E-08,1.67480E+01,1.56662E+00
4.78000E-08,1.68457E+01,1.57150E+00
4.80000E-08,1.70410E+01,1.56662E+00
4.82000E-08,1.71387E+01,1.56174E+00
4.84000E-08,1.70410E+01,1.55197E+00
4.86000E-08,1.68457E+01,1.54709E+00
4.88000E-08,1.68457E+01,1.55197E+00
4.90000E-08,1.68457E+01,1.57150E+00
4.92000E-08,1.68457E+01,1.58615E+00
4.94000E-08,1.66504E+01,1.58127E+00
4.96000E-08,1.66504E+01,1.56662E+00
4.98000E-08,1.67480E+01,1.56662E+00
5.00000E-08,1.68457E+01,1.58615E+00
5.02000E-08,1.67480E+01,1.60080E+00
