Pixel X center,Pixel Y center,Pad X center,Pad Y center
-14779.978,-7239.935,15356.158,-56984.248
-14779.978,-7239.935,15146.158,-57404.248
-14779.978,-7239.935,15216.158,-56984.248
-14779.978,-7239.935,-61676.616,-7981.463
-14779.978,-7239.935,-61277.886,-7832.085
-14779.978,-7239.935,-61746.616,-7860.22
-14779.978,-7239.935,-61347.886,-7710.842
-14779.978,7239.935,-62376.616,6769.028
-14779.978,7239.935,-62047.886,6498.406
-14779.978,7239.935,-62306.616,6890.271
-14779.978,7239.935,-61977.886,6619.65
-14779.978,7239.935,12766.158,57404.248
-14779.978,7239.935,12696.158,56984.248
-14779.978,7239.935,12906.158,57404.248
-14779.978,7239.935,12836.158,56984.248
-14779.978,16419.804,-56936.616,16191.384
-14779.978,16419.804,-56607.886,15920.762
-14779.978,16419.804,-56866.616,16312.628
-14779.978,16419.804,-56537.886,16042.006
-14779.978,16419.804,8026.158,57404.248
-14779.978,16419.804,7956.158,56984.248
-14779.978,16419.804,8166.158,57404.248
-14779.978,16419.804,8096.158,56984.248
-14779.978,25599.673,-51496.616,25613.741
-14779.978,25599.673,-51167.886,25343.119
-14779.978,25599.673,-51426.616,25734.984
-14779.978,25599.673,-51097.886,25464.362
-14779.978,25599.673,3286.158,57404.248
-14779.978,25599.673,3216.158,56984.248
-14779.978,25599.673,3426.158,57404.248
-14779.978,25599.673,3356.158,56984.248
-14779.978,34779.542,-46056.616,35036.097
-14779.978,34779.542,-45727.886,34765.475
-14779.978,34779.542,-45986.616,35157.34
-14779.978,34779.542,-45657.886,34886.719
-14779.978,34779.542,-1453.842,57404.248
-14779.978,34779.542,-1523.842,56984.248
-14779.978,34779.542,-1313.842,57404.248
-14779.978,34779.542,-1383.842,56984.248
-14779.978,43959.412,-40616.616,44458.453
-14779.978,43959.412,-40287.886,44187.832
-14779.978,43959.412,-40546.616,44579.697
-14779.978,43959.412,-40217.886,44309.075
-14779.978,43959.412,-6193.842,57404.248
-14779.978,43959.412,-6263.842,56984.248
-14779.978,43959.412,-6053.842,57404.248
-14779.978,43959.412,-6123.842,56984.248
-14779.978,53139.281,-35176.616,53880.81
-14779.978,53139.281,-34847.886,53610.188
-14779.978,53139.281,-35106.616,54002.053
-14779.978,53139.281,-34777.886,53731.431
-14779.978,53139.281,-10933.842,57404.248
-14779.978,53139.281,-11003.842,56984.248
-14779.978,53139.281,-10793.842,57404.248
-14779.978,53139.281,-10863.842,56984.248
-12129.978,-48549.346,-8433.842,-57404.248
-12129.978,-48549.346,-8363.842,-56984.248
-12129.978,-48549.346,-8573.842,-57404.248
-12129.978,-48549.346,-8503.842,-56984.248
-12129.978,-48549.346,-38386.616,-48320.927
-12129.978,-48549.346,-37987.886,-48171.548
-12129.978,-48549.346,-38456.616,-48199.683
-12129.978,-48549.346,-38057.886,-48050.305
-12129.978,-39369.477,-2573.842,-57404.248
-12129.978,-39369.477,-2503.842,-56984.248
-12129.978,-39369.477,-2713.842,-57404.248
-12129.978,-39369.477,-2643.842,-56984.248
-12129.978,-39369.477,-43546.616,-39383.544
-12129.978,-39369.477,-43147.886,-39234.166
-12129.978,-39369.477,-43616.616,-39262.301
-12129.978,-39369.477,-43217.886,-39112.923
-12129.978,-30189.608,3286.158,-57404.248
-12129.978,-30189.608,3356.158,-56984.248
-12129.978,-30189.608,3146.158,-57404.248
-12129.978,-30189.608,3216.158,-56984.248
-12129.978,-30189.608,-48706.616,-30446.162
-12129.978,-30189.608,-48307.886,-30296.784
-12129.978,-30189.608,-48776.616,-30324.919
-12129.978,-30189.608,-48377.886,-30175.541
-12129.978,-21009.739,9146.158,-57404.248
-12129.978,-21009.739,9216.158,-56984.248
-12129.978,-21009.739,9006.158,-57404.248
-12129.978,-21009.739,9076.158,-56984.248
-12129.978,-21009.739,-53866.616,-21508.78
-12129.978,-21009.739,-53467.886,-21359.402
-12129.978,-21009.739,-53936.616,-21387.537
-12129.978,-21009.739,-53537.886,-21238.158
-12129.978,-11829.869,15006.158,-57404.248
-12129.978,-11829.869,15076.158,-56984.248
-12129.978,-11829.869,14866.158,-57404.248
-12129.978,-11829.869,14936.158,-56984.248
-12129.978,-11829.869,-59026.616,-12571.398
-12129.978,-11829.869,-58627.886,-12422.02
-12129.978,-11829.869,-59096.616,-12450.154
-12129.978,-11829.869,-58697.886,-12300.776
-12129.978,-2650.0,20866.158,-57404.248
-12129.978,-2650.0,20936.158,-56984.248
-12129.978,-2650.0,20726.158,-57404.248
-12129.978,-2650.0,20796.158,-56984.248
-12129.978,-2650.0,21006.158,-57404.248
-12129.978,-2650.0,21076.158,-56984.248
-12129.978,-2650.0,-63996.616,-3963.105
-12129.978,-2650.0,-63597.886,-3813.727
-12129.978,-2650.0,-64066.616,-3841.862
-12129.978,-2650.0,-63667.886,-3692.484
-12129.978,2650.0,-64976.616,2265.696
-12129.978,2650.0,-64647.886,1995.074
-12129.978,2650.0,-64906.616,2386.939
-12129.978,2650.0,-64577.886,2116.317
-12129.978,2650.0,17786.158,57404.248
-12129.978,2650.0,17716.158,56984.248
-12129.978,2650.0,17926.158,57404.248
-12129.978,2650.0,17856.158,56984.248
-12129.978,11829.869,-59726.616,11358.962
-12129.978,11829.869,-59397.886,11088.341
-12129.978,11829.869,-59656.616,11480.206
-12129.978,11829.869,-59327.886,11209.584
-12129.978,11829.869,13046.158,57404.248
-12129.978,11829.869,12976.158,56984.248
-12129.978,11829.869,13186.158,57404.248
-12129.978,11829.869,13116.158,56984.248
-12129.978,21009.739,-54286.616,20781.319
-12129.978,21009.739,-53957.886,20510.697
-12129.978,21009.739,-54216.616,20902.562
-12129.978,21009.739,-53887.886,20631.941
-12129.978,21009.739,8306.158,57404.248
-12129.978,21009.739,8236.158,56984.248
-12129.978,21009.739,8446.158,57404.248
-12129.978,21009.739,8376.158,56984.248
-12129.978,30189.608,-48846.616,30203.675
-12129.978,30189.608,-48517.886,29933.053
-12129.978,30189.608,-48776.616,30324.919
-12129.978,30189.608,-48447.886,30054.297
-12129.978,30189.608,3566.158,57404.248
-12129.978,30189.608,3496.158,56984.248
-12129.978,30189.608,3706.158,57404.248
-12129.978,30189.608,3636.158,56984.248
-12129.978,39369.477,-43406.616,39626.032
-12129.978,39369.477,-43077.886,39355.41
-12129.978,39369.477,-43336.616,39747.275
-12129.978,39369.477,-43007.886,39476.653
-12129.978,39369.477,-1173.842,57404.248
-12129.978,39369.477,-1243.842,56984.248
-12129.978,39369.477,-1033.842,57404.248
-12129.978,39369.477,-1103.842,56984.248
-12129.978,48549.346,-37966.616,49048.388
-12129.978,48549.346,-37637.886,48777.766
-12129.978,48549.346,-37896.616,49169.632
-12129.978,48549.346,-37567.886,48899.01
-12129.978,48549.346,-5913.842,57404.248
-12129.978,48549.346,-5983.842,56984.248
-12129.978,48549.346,-5773.842,57404.248
-12129.978,48549.346,-5843.842,56984.248
-9479.978,-53139.281,-8713.842,-57404.248
-9479.978,-53139.281,-8643.842,-56984.248
-9479.978,-53139.281,-8853.842,-57404.248
-9479.978,-53139.281,-8783.842,-56984.248
-9479.978,-53139.281,-35736.616,-52910.861
-9479.978,-53139.281,-35337.886,-52761.483
-9479.978,-53139.281,-35806.616,-52789.618
-9479.978,-53139.281,-35407.886,-52640.239
-9479.978,-43959.412,-2853.842,-57404.248
-9479.978,-43959.412,-2783.842,-56984.248
-9479.978,-43959.412,-2993.842,-57404.248
-9479.978,-43959.412,-2923.842,-56984.248
-9479.978,-43959.412,-40896.616,-43973.479
-9479.978,-43959.412,-40497.886,-43824.101
-9479.978,-43959.412,-40966.616,-43852.236
-9479.978,-43959.412,-40567.886,-43702.857
-9479.978,-34779.542,3006.158,-57404.248
-9479.978,-34779.542,3076.158,-56984.248
-9479.978,-34779.542,2866.158,-57404.248
-9479.978,-34779.542,2936.158,-56984.248
-9479.978,-34779.542,-46056.616,-35036.097
-9479.978,-34779.542,-45657.886,-34886.719
-9479.978,-34779.542,-46126.616,-34914.853
-9479.978,-34779.542,-45727.886,-34765.475
-9479.978,-25599.673,8866.158,-57404.248
-9479.978,-25599.673,8936.158,-56984.248
-9479.978,-25599.673,8726.158,-57404.248
-9479.978,-25599.673,8796.158,-56984.248
-9479.978,-25599.673,-51216.616,-26098.715
-9479.978,-25599.673,-50817.886,-25949.337
-9479.978,-25599.673,-51286.616,-25977.471
-9479.978,-25599.673,-50887.886,-25828.093
-9479.978,-16419.804,14726.158,-57404.248
-9479.978,-16419.804,14796.158,-56984.248
-9479.978,-16419.804,14586.158,-57404.248
-9479.978,-16419.804,14656.158,-56984.248
-9479.978,-16419.804,-56376.616,-17161.333
-9479.978,-16419.804,-55977.886,-17011.954
-9479.978,-16419.804,-56446.616,-17040.089
-9479.978,-16419.804,-56047.886,-16890.711
-9479.978,-7239.935,20586.158,-57404.248
-9479.978,-7239.935,20656.158,-56984.248
-9479.978,-7239.935,20446.158,-57404.248
-9479.978,-7239.935,20516.158,-56984.248
-9479.978,-7239.935,-61536.616,-8223.95
-9479.978,-7239.935,-61137.886,-8074.572
-9479.978,-7239.935,-61606.616,-8102.707
-9479.978,-7239.935,-61207.886,-7953.329
-9479.978,7239.935,-62516.616,6526.541
-9479.978,7239.935,-62187.886,6255.919
-9479.978,7239.935,-62446.616,6647.784
-9479.978,7239.935,-62117.886,6377.162
-9479.978,7239.935,18066.158,57404.248
-9479.978,7239.935,17996.158,56984.248
-9479.978,7239.935,18206.158,57404.248
-9479.978,7239.935,18136.158,56984.248
-9479.978,16419.804,-57076.616,15948.897
-9479.978,16419.804,-56747.886,15678.275
-9479.978,16419.804,-57006.616,16070.141
-9479.978,16419.804,-56677.886,15799.519
-9479.978,16419.804,13326.158,57404.248
-9479.978,16419.804,13256.158,56984.248
-9479.978,16419.804,13466.158,57404.248
-9479.978,16419.804,13396.158,56984.248
-9479.978,25599.673,-51636.616,25371.253
-9479.978,25599.673,-51307.886,25100.632
-9479.978,25599.673,-51566.616,25492.497
-9479.978,25599.673,-51237.886,25221.875
-9479.978,25599.673,8586.158,57404.248
-9479.978,25599.673,8516.158,56984.248
-9479.978,25599.673,8726.158,57404.248
-9479.978,25599.673,8656.158,56984.248
-9479.978,34779.542,-46196.616,34793.61
-9479.978,34779.542,-45867.886,34522.988
-9479.978,34779.542,-46126.616,34914.853
-9479.978,34779.542,-45797.886,34644.232
-9479.978,34779.542,3846.158,57404.248
-9479.978,34779.542,3776.158,56984.248
-9479.978,34779.542,3986.158,57404.248
-9479.978,34779.542,3916.158,56984.248
-9479.978,43959.412,-40756.616,44215.966
-9479.978,43959.412,-40427.886,43945.344
-9479.978,43959.412,-40686.616,44337.21
-9479.978,43959.412,-40357.886,44066.588
-9479.978,43959.412,-893.842,57404.248
-9479.978,43959.412,-963.842,56984.248
-9479.978,43959.412,-753.842,57404.248
-9479.978,43959.412,-823.842,56984.248
-9479.978,53139.281,-35316.616,53638.323
-9479.978,53139.281,-34987.886,53367.701
-9479.978,53139.281,-35246.616,53759.566
-9479.978,53139.281,-34917.886,53488.944
-9479.978,53139.281,-5633.842,57404.248
-9479.978,53139.281,-5703.842,56984.248
-9479.978,53139.281,-5493.842,57404.248
-9479.978,53139.281,-5563.842,56984.248
-6829.978,-48549.346,-3133.842,-57404.248
-6829.978,-48549.346,-3063.842,-56984.248
-6829.978,-48549.346,-3273.842,-57404.248
-6829.978,-48549.346,-3203.842,-56984.248
-6829.978,-48549.346,-38246.616,-48563.414
-6829.978,-48549.346,-37847.886,-48414.036
-6829.978,-48549.346,-38316.616,-48442.17
-6829.978,-48549.346,-37917.886,-48292.792
-6829.978,-39369.477,2726.158,-57404.248
-6829.978,-39369.477,2796.158,-56984.248
-6829.978,-39369.477,2586.158,-57404.248
-6829.978,-39369.477,2656.158,-56984.248
-6829.978,-39369.477,-43406.616,-39626.032
-6829.978,-39369.477,-43007.886,-39476.653
-6829.978,-39369.477,-43476.616,-39504.788
-6829.978,-39369.477,-43077.886,-39355.41
-6829.978,-30189.608,8586.158,-57404.248
-6829.978,-30189.608,8656.158,-56984.248
-6829.978,-30189.608,8446.158,-57404.248
-6829.978,-30189.608,8516.158,-56984.248
-6829.978,-30189.608,-48566.616,-30688.649
-6829.978,-30189.608,-48167.886,-30539.271
-6829.978,-30189.608,-48636.616,-30567.406
-6829.978,-30189.608,-48237.886,-30418.028
-6829.978,-21009.739,14446.158,-57404.248
-6829.978,-21009.739,14516.158,-56984.248
-6829.978,-21009.739,14306.158,-57404.248
-6829.978,-21009.739,14376.158,-56984.248
-6829.978,-21009.739,-53726.616,-21751.267
-6829.978,-21009.739,-53327.886,-21601.889
-6829.978,-21009.739,-53796.616,-21630.024
-6829.978,-21009.739,-53397.886,-21480.645
-6829.978,-11829.869,20306.158,-57404.248
-6829.978,-11829.869,20376.158,-56984.248
-6829.978,-11829.869,20166.158,-57404.248
-6829.978,-11829.869,20236.158,-56984.248
-6829.978,-11829.869,-58886.616,-12813.885
-6829.978,-11829.869,-58487.886,-12664.507
-6829.978,-11829.869,-58956.616,-12692.642
-6829.978,-11829.869,-58557.886,-12543.263
-6829.978,-2650.0,26166.158,-57404.248
-6829.978,-2650.0,26236.158,-56984.248
-6829.978,-2650.0,26026.158,-57404.248
-6829.978,-2650.0,26096.158,-56984.248
-6829.978,-2650.0,26306.158,-57404.248
-6829.978,-2650.0,26376.158,-56984.248
-6829.978,-2650.0,-63856.616,-4205.593
-6829.978,-2650.0,-63457.886,-4056.214
-6829.978,-2650.0,-63926.616,-4084.349
-6829.978,-2650.0,-63527.886,-3934.971
-6829.978,2650.0,-65116.616,2023.209
-6829.978,2650.0,-64787.886,1752.587
-6829.978,2650.0,-65046.616,2144.452
-6829.978,2650.0,-64717.886,1873.83
-6829.978,2650.0,23086.158,57404.248
-6829.978,2650.0,23016.158,56984.248
-6829.978,2650.0,23226.158,57404.248
-6829.978,2650.0,23156.158,56984.248
-6829.978,11829.869,-59866.616,11116.475
-6829.978,11829.869,-59537.886,10845.853
-6829.978,11829.869,-59796.616,11237.719
-6829.978,11829.869,-59467.886,10967.097
-6829.978,11829.869,18346.158,57404.248
-6829.978,11829.869,18276.158,56984.248
-6829.978,11829.869,18486.158,57404.248
-6829.978,11829.869,18416.158,56984.248
-6829.978,21009.739,-54426.616,20538.832
-6829.978,21009.739,-54097.886,20268.21
-6829.978,21009.739,-54356.616,20660.075
-6829.978,21009.739,-54027.886,20389.453
-6829.978,21009.739,13606.158,57404.248
-6829.978,21009.739,13536.158,56984.248
-6829.978,21009.739,13746.158,57404.248
-6829.978,21009.739,13676.158,56984.248
-6829.978,30189.608,-48986.616,29961.188
-6829.978,30189.608,-48657.886,29690.566
-6829.978,30189.608,-48916.616,30082.432
-6829.978,30189.608,-48587.886,29811.81
-6829.978,30189.608,8866.158,57404.248
-6829.978,30189.608,8796.158,56984.248
-6829.978,30189.608,9006.158,57404.248
-6829.978,30189.608,8936.158,56984.248
-6829.978,39369.477,-43546.616,39383.544
-6829.978,39369.477,-43217.886,39112.923
-6829.978,39369.477,-43476.616,39504.788
-6829.978,39369.477,-43147.886,39234.166
-6829.978,39369.477,4126.158,57404.248
-6829.978,39369.477,4056.158,56984.248
-6829.978,39369.477,4266.158,57404.248
-6829.978,39369.477,4196.158,56984.248
-6829.978,48549.346,-38106.616,48805.901
-6829.978,48549.346,-37777.886,48535.279
-6829.978,48549.346,-38036.616,48927.144
-6829.978,48549.346,-37707.886,48656.523
-6829.978,48549.346,-613.842,57404.248
-6829.978,48549.346,-683.842,56984.248
-6829.978,48549.346,-473.842,57404.248
-6829.978,48549.346,-543.842,56984.248
-4179.978,-53139.281,-3413.842,-57404.248
-4179.978,-53139.281,-3343.842,-56984.248
-4179.978,-53139.281,-3553.842,-57404.248
-4179.978,-53139.281,-3483.842,-56984.248
-4179.978,-53139.281,-35596.616,-53153.348
-4179.978,-53139.281,-35197.886,-53003.97
-4179.978,-53139.281,-35666.616,-53032.105
-4179.978,-53139.281,-35267.886,-52882.727
-4179.978,-43959.412,2446.158,-57404.248
-4179.978,-43959.412,2516.158,-56984.248
-4179.978,-43959.412,2306.158,-57404.248
-4179.978,-43959.412,2376.158,-56984.248
-4179.978,-43959.412,-40756.616,-44215.966
-4179.978,-43959.412,-40357.886,-44066.588
-4179.978,-43959.412,-40826.616,-44094.723
-4179.978,-43959.412,-40427.886,-43945.344
-4179.978,-34779.542,8306.158,-57404.248
-4179.978,-34779.542,8376.158,-56984.248
-4179.978,-34779.542,8166.158,-57404.248
-4179.978,-34779.542,8236.158,-56984.248
-4179.978,-34779.542,-45916.616,-35278.584
-4179.978,-34779.542,-45517.886,-35129.206
-4179.978,-34779.542,-45986.616,-35157.34
-4179.978,-34779.542,-45587.886,-35007.962
-4179.978,-25599.673,14166.158,-57404.248
-4179.978,-25599.673,14236.158,-56984.248
-4179.978,-25599.673,14026.158,-57404.248
-4179.978,-25599.673,14096.158,-56984.248
-4179.978,-25599.673,-51076.616,-26341.202
-4179.978,-25599.673,-50677.886,-26191.824
-4179.978,-25599.673,-51146.616,-26219.958
-4179.978,-25599.673,-50747.886,-26070.58
-4179.978,-16419.804,20026.158,-57404.248
-4179.978,-16419.804,20096.158,-56984.248
-4179.978,-16419.804,19886.158,-57404.248
-4179.978,-16419.804,19956.158,-56984.248
-4179.978,-16419.804,-56236.616,-17403.82
-4179.978,-16419.804,-55837.886,-17254.441
-4179.978,-16419.804,-56306.616,-17282.576
-4179.978,-16419.804,-55907.886,-17133.198
-4179.978,-7239.935,25886.158,-57404.248
-4179.978,-7239.935,25956.158,-56984.248
-4179.978,-7239.935,25746.158,-57404.248
-4179.978,-7239.935,25816.158,-56984.248
-4179.978,-7239.935,-61396.616,-8466.438
-4179.978,-7239.935,-60997.886,-8317.059
-4179.978,-7239.935,-61466.616,-8345.194
-4179.978,-7239.935,-61067.886,-8195.816
-4179.978,7239.935,-62656.616,6284.054
-4179.978,7239.935,-62327.886,6013.432
-4179.978,7239.935,-62586.616,6405.297
-4179.978,7239.935,-62257.886,6134.675
-4179.978,7239.935,23366.158,57404.248
-4179.978,7239.935,23296.158,56984.248
-4179.978,7239.935,23506.158,57404.248
-4179.978,7239.935,23436.158,56984.248
-4179.978,16419.804,-57216.616,15706.41
-4179.978,16419.804,-56887.886,15435.788
-4179.978,16419.804,-57146.616,15827.653
-4179.978,16419.804,-56817.886,15557.032
-4179.978,16419.804,18626.158,57404.248
-4179.978,16419.804,18556.158,56984.248
-4179.978,16419.804,18766.158,57404.248
-4179.978,16419.804,18696.158,56984.248
-4179.978,25599.673,-51776.616,25128.766
-4179.978,25599.673,-51447.886,24858.145
-4179.978,25599.673,-51706.616,25250.01
-4179.978,25599.673,-51377.886,24979.388
-4179.978,25599.673,13886.158,57404.248
-4179.978,25599.673,13816.158,56984.248
-4179.978,25599.673,14026.158,57404.248
-4179.978,25599.673,13956.158,56984.248
-4179.978,34779.542,-46336.616,34551.123
-4179.978,34779.542,-46007.886,34280.501
-4179.978,34779.542,-46266.616,34672.366
-4179.978,34779.542,-45937.886,34401.744
-4179.978,34779.542,9146.158,57404.248
-4179.978,34779.542,9076.158,56984.248
-4179.978,34779.542,9286.158,57404.248
-4179.978,34779.542,9216.158,56984.248
-4179.978,43959.412,-40896.616,43973.479
-4179.978,43959.412,-40567.886,43702.857
-4179.978,43959.412,-40826.616,44094.723
-4179.978,43959.412,-40497.886,43824.101
-4179.978,43959.412,4406.158,57404.248
-4179.978,43959.412,4336.158,56984.248
-4179.978,43959.412,4546.158,57404.248
-4179.978,43959.412,4476.158,56984.248
-4179.978,53139.281,-35456.616,53395.835
-4179.978,53139.281,-35127.886,53125.214
-4179.978,53139.281,-35386.616,53517.079
-4179.978,53139.281,-35057.886,53246.457
-4179.978,53139.281,-333.842,57404.248
-4179.978,53139.281,-403.842,56984.248
-4179.978,53139.281,-193.842,57404.248
-4179.978,53139.281,-263.842,56984.248
-1529.978,-48549.346,2166.158,-57404.248
-1529.978,-48549.346,2236.158,-56984.248
-1529.978,-48549.346,2026.158,-57404.248
-1529.978,-48549.346,2096.158,-56984.248
-1529.978,-48549.346,-38106.616,-48805.901
-1529.978,-48549.346,-37707.886,-48656.523
-1529.978,-48549.346,-38176.616,-48684.657
-1529.978,-48549.346,-37777.886,-48535.279
-1529.978,-39369.477,8026.158,-57404.248
-1529.978,-39369.477,8096.158,-56984.248
-1529.978,-39369.477,7886.158,-57404.248
-1529.978,-39369.477,7956.158,-56984.248
-1529.978,-39369.477,-43266.616,-39868.519
-1529.978,-39369.477,-42867.886,-39719.14
-1529.978,-39369.477,-43336.616,-39747.275
-1529.978,-39369.477,-42937.886,-39597.897
-1529.978,-30189.608,13886.158,-57404.248
-1529.978,-30189.608,13956.158,-56984.248
-1529.978,-30189.608,13746.158,-57404.248
-1529.978,-30189.608,13816.158,-56984.248
-1529.978,-30189.608,-48426.616,-30931.137
-1529.978,-30189.608,-48027.886,-30781.758
-1529.978,-30189.608,-48496.616,-30809.893
-1529.978,-30189.608,-48097.886,-30660.515
-1529.978,-21009.739,19746.158,-57404.248
-1529.978,-21009.739,19816.158,-56984.248
-1529.978,-21009.739,19606.158,-57404.248
-1529.978,-21009.739,19676.158,-56984.248
-1529.978,-21009.739,-53586.616,-21993.754
-1529.978,-21009.739,-53187.886,-21844.376
-1529.978,-21009.739,-53656.616,-21872.511
-1529.978,-21009.739,-53257.886,-21723.133
-1529.978,-11829.869,25606.158,-57404.248
-1529.978,-11829.869,25676.158,-56984.248
-1529.978,-11829.869,25466.158,-57404.248
-1529.978,-11829.869,25536.158,-56984.248
-1529.978,-11829.869,-58746.616,-13056.372
-1529.978,-11829.869,-58347.886,-12906.994
-1529.978,-11829.869,-58816.616,-12935.129
-1529.978,-11829.869,-58417.886,-12785.75
-1529.978,-2650.0,31086.158,-57404.248
-1529.978,-2650.0,31156.158,-56984.248
-1529.978,-2650.0,30946.158,-57404.248
-1529.978,-2650.0,31016.158,-56984.248
-1529.978,-2650.0,31226.158,-57404.248
-1529.978,-2650.0,31296.158,-56984.248
-1529.978,-2650.0,-63716.616,-4448.08
-1529.978,-2650.0,-63317.886,-4298.701
-1529.978,-2650.0,-63786.616,-4326.836
-1529.978,-2650.0,-63387.886,-4177.458
-1529.978,2650.0,-65256.616,1780.721
-1529.978,2650.0,-64927.886,1510.1
-1529.978,2650.0,-65186.616,1901.965
-1529.978,2650.0,-64857.886,1631.343
-1529.978,2650.0,-65326.616,1659.478
-1529.978,2650.0,-64997.886,1388.856
-1529.978,2650.0,28006.158,57404.248
-1529.978,2650.0,27936.158,56984.248
-1529.978,2650.0,28146.158,57404.248
-1529.978,2650.0,28076.158,56984.248
-1529.978,11829.869,-60006.616,10873.988
-1529.978,11829.869,-59677.886,10603.366
-1529.978,11829.869,-59936.616,10995.232
-1529.978,11829.869,-59607.886,10724.61
-1529.978,11829.869,23646.158,57404.248
-1529.978,11829.869,23576.158,56984.248
-1529.978,11829.869,23786.158,57404.248
-1529.978,11829.869,23716.158,56984.248
-1529.978,21009.739,-54566.616,20296.345
-1529.978,21009.739,-54237.886,20025.723
-1529.978,21009.739,-54496.616,20417.588
-1529.978,21009.739,-54167.886,20146.966
-1529.978,21009.739,18906.158,57404.248
-1529.978,21009.739,18836.158,56984.248
-1529.978,21009.739,19046.158,57404.248
-1529.978,21009.739,18976.158,56984.248
-1529.978,30189.608,-49126.616,29718.701
-1529.978,30189.608,-48797.886,29448.079
-1529.978,30189.608,-49056.616,29839.945
-1529.978,30189.608,-48727.886,29569.323
-1529.978,30189.608,14166.158,57404.248
-1529.978,30189.608,14096.158,56984.248
-1529.978,30189.608,14306.158,57404.248
-1529.978,30189.608,14236.158,56984.248
-1529.978,39369.477,-43686.616,39141.057
-1529.978,39369.477,-43357.886,38870.436
-1529.978,39369.477,-43616.616,39262.301
-1529.978,39369.477,-43287.886,38991.679
-1529.978,39369.477,9426.158,57404.248
-1529.978,39369.477,9356.158,56984.248
-1529.978,39369.477,9566.158,57404.248
-1529.978,39369.477,9496.158,56984.248
-1529.978,48549.346,-38246.616,48563.414
-1529.978,48549.346,-37917.886,48292.792
-1529.978,48549.346,-38176.616,48684.657
-1529.978,48549.346,-37847.886,48414.036
-1529.978,48549.346,4686.158,57404.248
-1529.978,48549.346,4616.158,56984.248
-1529.978,48549.346,4826.158,57404.248
-1529.978,48549.346,4756.158,56984.248
1120.022,-53139.281,1886.158,-57404.248
1120.022,-53139.281,1956.158,-56984.248
1120.022,-53139.281,1746.158,-57404.248
1120.022,-53139.281,1816.158,-56984.248
1120.022,-53139.281,-35456.616,-53395.835
1120.022,-53139.281,-35057.886,-53246.457
1120.022,-53139.281,-35526.616,-53274.592
1120.022,-53139.281,-35127.886,-53125.214
1120.022,-43959.412,7746.158,-57404.248
1120.022,-43959.412,7816.158,-56984.248
1120.022,-43959.412,7606.158,-57404.248
1120.022,-43959.412,7676.158,-56984.248
1120.022,-43959.412,-40616.616,-44458.453
1120.022,-43959.412,-40217.886,-44309.075
1120.022,-43959.412,-40686.616,-44337.21
1120.022,-43959.412,-40287.886,-44187.832
1120.022,-34779.542,13606.158,-57404.248
1120.022,-34779.542,13676.158,-56984.248
1120.022,-34779.542,13466.158,-57404.248
1120.022,-34779.542,13536.158,-56984.248
1120.022,-34779.542,-45776.616,-35521.071
1120.022,-34779.542,-45377.886,-35371.693
1120.022,-34779.542,-45846.616,-35399.828
1120.022,-34779.542,-45447.886,-35250.449
1120.022,-25599.673,19466.158,-57404.248
1120.022,-25599.673,19536.158,-56984.248
1120.022,-25599.673,19326.158,-57404.248
1120.022,-25599.673,19396.158,-56984.248
1120.022,-25599.673,-50936.616,-26583.689
1120.022,-25599.673,-50537.886,-26434.311
1120.022,-25599.673,-51006.616,-26462.445
1120.022,-25599.673,-50607.886,-26313.067
1120.022,-16419.804,25326.158,-57404.248
1120.022,-16419.804,25396.158,-56984.248
1120.022,-16419.804,25186.158,-57404.248
1120.022,-16419.804,25256.158,-56984.248
1120.022,-16419.804,-56096.616,-17646.307
1120.022,-16419.804,-55697.886,-17496.929
1120.022,-16419.804,-56166.616,-17525.063
1120.022,-16419.804,-55767.886,-17375.685
1120.022,-7239.935,30806.158,-57404.248
1120.022,-7239.935,30876.158,-56984.248
1120.022,-7239.935,30666.158,-57404.248
1120.022,-7239.935,30736.158,-56984.248
1120.022,-7239.935,-61256.616,-8708.925
1120.022,-7239.935,-60857.886,-8559.546
1120.022,-7239.935,-61326.616,-8587.681
1120.022,-7239.935,-60927.886,-8438.303
1120.022,7239.935,-62796.616,6041.566
1120.022,7239.935,-62467.886,5770.945
1120.022,7239.935,-62726.616,6162.81
1120.022,7239.935,-62397.886,5892.188
1120.022,7239.935,-62866.616,5920.323
1120.022,7239.935,-62537.886,5649.701
1120.022,7239.935,28286.158,57404.248
1120.022,7239.935,28216.158,56984.248
1120.022,7239.935,28426.158,57404.248
1120.022,7239.935,28356.158,56984.248
1120.022,16419.804,-57356.616,15463.923
1120.022,16419.804,-57027.886,15193.301
1120.022,16419.804,-57286.616,15585.166
1120.022,16419.804,-56957.886,15314.545
1120.022,16419.804,23926.158,57404.248
1120.022,16419.804,23856.158,56984.248
1120.022,16419.804,24066.158,57404.248
1120.022,16419.804,23996.158,56984.248
1120.022,25599.673,-51916.616,24886.279
1120.022,25599.673,-51587.886,24615.657
1120.022,25599.673,-51846.616,25007.523
1120.022,25599.673,-51517.886,24736.901
1120.022,25599.673,19186.158,57404.248
1120.022,25599.673,19116.158,56984.248
1120.022,25599.673,19326.158,57404.248
1120.022,25599.673,19256.158,56984.248
1120.022,34779.542,-46476.616,34308.636
1120.022,34779.542,-46147.886,34038.014
1120.022,34779.542,-46406.616,34429.879
1120.022,34779.542,-46077.886,34159.257
1120.022,34779.542,14446.158,57404.248
1120.022,34779.542,14376.158,56984.248
