Pixel X center,Pixel Y center,Pad X center,Pad Y center
-30679.978,-43959.412,-41057.886,-42854.152
-30679.978,-43959.412,-41526.616,-42882.287
-30679.978,-43959.412,-41127.886,-42732.909
-30679.978,-34779.542,-18193.842,-57404.248
-30679.978,-34779.542,-18123.842,-56984.248
-30679.978,-34779.542,-18333.842,-57404.248
-30679.978,-34779.542,-18263.842,-56984.248
-30679.978,-34779.542,-46616.616,-34066.148
-30679.978,-34779.542,-46217.886,-33916.77
-30679.978,-34779.542,-46686.616,-33944.905
-30679.978,-34779.542,-46287.886,-33795.527
-30679.978,-25599.673,-12333.842,-57404.248
-30679.978,-25599.673,-12263.842,-56984.248
-30679.978,-25599.673,-12473.842,-57404.248
-30679.978,-25599.673,-12403.842,-56984.248
-30679.978,-25599.673,-51776.616,-25128.766
-30679.978,-25599.673,-51377.886,-24979.388
-30679.978,-25599.673,-51846.616,-25007.523
-30679.978,-25599.673,-51447.886,-24858.145
-30679.978,-16419.804,-6473.842,-57404.248
-30679.978,-16419.804,-6403.842,-56984.248
-30679.978,-16419.804,-6613.842,-57404.248
-30679.978,-16419.804,-6543.842,-56984.248
-30679.978,-16419.804,-56936.616,-16191.384
-30679.978,-16419.804,-56537.886,-16042.006
-30679.978,-16419.804,-57006.616,-16070.141
-30679.978,-16419.804,-56607.886,-15920.762
-30679.978,-7239.935,-613.842,-57404.248
-30679.978,-7239.935,-543.842,-56984.248
-30679.978,-7239.935,-753.842,-57404.248
-30679.978,-7239.935,-683.842,-56984.248
-30679.978,-7239.935,-62096.616,-7254.002
-30679.978,-7239.935,-61697.886,-7104.624
-30679.978,-7239.935,-62166.616,-7132.758
-30679.978,-7239.935,-61767.886,-6983.38
-30679.978,7239.935,-61956.616,7496.489
-30679.978,7239.935,-61627.886,7225.867
-30679.978,7239.935,-61886.616,7617.733
-30679.978,7239.935,-61557.886,7347.111
-30679.978,7239.935,-3133.842,57404.248
-30679.978,7239.935,-3203.842,56984.248
-30679.978,7239.935,-2993.842,57404.248
-30679.978,7239.935,-3063.842,56984.248
-30679.978,16419.804,-56516.616,16918.845
-30679.978,16419.804,-56187.886,16648.224
-30679.978,16419.804,-56446.616,17040.089
-30679.978,16419.804,-56117.886,16769.467
-30679.978,16419.804,-7873.842,57404.248
-30679.978,16419.804,-7943.842,56984.248
-30679.978,16419.804,-7733.842,57404.248
-30679.978,16419.804,-7803.842,56984.248
-30679.978,25599.673,-51076.616,26341.202
-30679.978,25599.673,-50747.886,26070.58
-30679.978,25599.673,-51006.616,26462.445
-30679.978,25599.673,-50677.886,26191.824
-30679.978,25599.673,-12613.842,57404.248
-30679.978,25599.673,-12683.842,56984.248
-30679.978,25599.673,-12473.842,57404.248
-30679.978,25599.673,-12543.842,56984.248
-30679.978,34779.542,-45636.616,35763.558
-30679.978,34779.542,-45307.886,35492.936
-30679.978,34779.542,-45566.616,35884.802
-30679.978,34779.542,-45237.886,35614.18
-30679.978,34779.542,-17353.842,57404.248
-30679.978,34779.542,-17423.842,56984.248
-30679.978,34779.542,-17213.842,57404.248
-30679.978,34779.542,-17283.842,56984.248
-30679.978,43959.412,-40196.616,45185.915
-30679.978,43959.412,-39867.886,44915.293
-30679.978,43959.412,-40126.616,45307.158
-30679.978,43959.412,-39797.886,45036.536
-30679.978,43959.412,-22093.842,57404.248
-30679.978,43959.412,-22163.842,56984.248
-30679.978,43959.412,-21953.842,57404.248
-30679.978,43959.412,-22023.842,56984.248
-30679.978,53139.281,-34756.616,54608.271
-30679.978,53139.281,-34427.886,54337.649
-30679.978,53139.281,-34686.616,54729.515
-30679.978,53139.281,-34357.886,54458.893
-30679.978,53139.281,-26833.842,57404.248
-30679.978,53139.281,-26903.842,56984.248
-30679.978,53139.281,-26693.842,57404.248
-30679.978,53139.281,-26763.842,56984.248
-28029.978,-48549.346,-24333.842,-57404.248
-28029.978,-48549.346,-24263.842,-56984.248
-28029.978,-48549.346,-24473.842,-57404.248
-28029.978,-48549.346,-24403.842,-56984.248
-28029.978,-48549.346,-38806.616,-47593.465
-28029.978,-48549.346,-38407.886,-47444.087
-28029.978,-48549.346,-38876.616,-47472.222
-28029.978,-48549.346,-38477.886,-47322.844
-28029.978,-39369.477,-18473.842,-57404.248
-28029.978,-39369.477,-18403.842,-56984.248
-28029.978,-39369.477,-18613.842,-57404.248
-28029.978,-39369.477,-18543.842,-56984.248
-28029.978,-39369.477,-43966.616,-38656.083
-28029.978,-39369.477,-43567.886,-38506.705
-28029.978,-39369.477,-44036.616,-38534.84
-28029.978,-39369.477,-43637.886,-38385.461
-28029.978,-30189.608,-12613.842,-57404.248
-28029.978,-30189.608,-12543.842,-56984.248
-28029.978,-30189.608,-12753.842,-57404.248
-28029.978,-30189.608,-12683.842,-56984.248
-28029.978,-30189.608,-49126.616,-29718.701
-28029.978,-30189.608,-48727.886,-29569.323
-28029.978,-30189.608,-49196.616,-29597.457
-28029.978,-30189.608,-48797.886,-29448.079
-28029.978,-21009.739,-6753.842,-57404.248
-28029.978,-21009.739,-6683.842,-56984.248
-28029.978,-21009.739,-6893.842,-57404.248
-28029.978,-21009.739,-6823.842,-56984.248
-28029.978,-21009.739,-54286.616,-20781.319
-28029.978,-21009.739,-53887.886,-20631.941
-28029.978,-21009.739,-54356.616,-20660.075
-28029.978,-21009.739,-53957.886,-20510.697
-28029.978,-11829.869,-893.842,-57404.248
-28029.978,-11829.869,-823.842,-56984.248
-28029.978,-11829.869,-1033.842,-57404.248
-28029.978,-11829.869,-963.842,-56984.248
-28029.978,-11829.869,-59446.616,-11843.937
-28029.978,-11829.869,-59047.886,-11694.558
-28029.978,-11829.869,-59516.616,-11722.693
-28029.978,-11829.869,-59117.886,-11573.315
-28029.978,-2650.0,4966.158,-57404.248
-28029.978,-2650.0,5036.158,-56984.248
-28029.978,-2650.0,4826.158,-57404.248
-28029.978,-2650.0,4896.158,-56984.248
-28029.978,-2650.0,5106.158,-57404.248
-28029.978,-2650.0,5176.158,-56984.248
-28029.978,-2650.0,-64416.616,-3235.644
-28029.978,-2650.0,-64017.886,-3086.266
-28029.978,-2650.0,-64486.616,-3114.401
-28029.978,-2650.0,-64087.886,-2965.022
-28029.978,2650.0,-64556.616,2993.157
-28029.978,2650.0,-64227.886,2722.535
-28029.978,2650.0,-64486.616,3114.401
-28029.978,2650.0,-64157.886,2843.779
-28029.978,2650.0,1886.158,57404.248
-28029.978,2650.0,1816.158,56984.248
-28029.978,2650.0,2026.158,57404.248
-28029.978,2650.0,1956.158,56984.248
-28029.978,11829.869,-59306.616,12086.424
-28029.978,11829.869,-58977.886,11815.802
-28029.978,11829.869,-59236.616,12207.667
-28029.978,11829.869,-58907.886,11937.046
-28029.978,11829.869,-2853.842,57404.248
-28029.978,11829.869,-2923.842,56984.248
-28029.978,11829.869,-2713.842,57404.248
-28029.978,11829.869,-2783.842,56984.248
-28029.978,21009.739,-53866.616,21508.78
-28029.978,21009.739,-53537.886,21238.158
-28029.978,21009.739,-53796.616,21630.024
-28029.978,21009.739,-53467.886,21359.402
-28029.978,21009.739,-7593.842,57404.248
-28029.978,21009.739,-7663.842,56984.248
-28029.978,21009.739,-7453.842,57404.248
-28029.978,21009.739,-7523.842,56984.248
-28029.978,30189.608,-48426.616,30931.137
-28029.978,30189.608,-48097.886,30660.515
-28029.978,30189.608,-48356.616,31052.38
-28029.978,30189.608,-48027.886,30781.758
-28029.978,30189.608,-12333.842,57404.248
-28029.978,30189.608,-12403.842,56984.248
-28029.978,30189.608,-12193.842,57404.248
-28029.978,30189.608,-12263.842,56984.248
-28029.978,39369.477,-42986.616,40353.493
-28029.978,39369.477,-42657.886,40082.871
-28029.978,39369.477,-42916.616,40474.736
-28029.978,39369.477,-42587.886,40204.115
-28029.978,39369.477,-17073.842,57404.248
-28029.978,39369.477,-17143.842,56984.248
-28029.978,39369.477,-16933.842,57404.248
-28029.978,39369.477,-17003.842,56984.248
-28029.978,48549.346,-37546.616,49775.849
-28029.978,48549.346,-37217.886,49505.228
-28029.978,48549.346,-37476.616,49897.093
-28029.978,48549.346,-37147.886,49626.471
-28029.978,48549.346,-21813.842,57404.248
-28029.978,48549.346,-21883.842,56984.248
-28029.978,48549.346,-21673.842,57404.248
-28029.978,48549.346,-21743.842,56984.248
-25379.978,-53139.281,-24613.842,-57404.248
-25379.978,-53139.281,-24543.842,-56984.248
-25379.978,-53139.281,-24753.842,-57404.248
-25379.978,-53139.281,-24683.842,-56984.248
-25379.978,-53139.281,-36156.616,-52183.4
-25379.978,-53139.281,-35757.886,-52034.022
-25379.978,-53139.281,-36226.616,-52062.156
-25379.978,-53139.281,-35827.886,-51912.778
-25379.978,-43959.412,-18753.842,-57404.248
-25379.978,-43959.412,-18683.842,-56984.248
-25379.978,-43959.412,-18893.842,-57404.248
-25379.978,-43959.412,-18823.842,-56984.248
-25379.978,-43959.412,-41316.616,-43246.018
-25379.978,-43959.412,-40917.886,-43096.64
-25379.978,-43959.412,-41386.616,-43124.774
-25379.978,-43959.412,-40987.886,-42975.396
-25379.978,-34779.542,-12893.842,-57404.248
-25379.978,-34779.542,-12823.842,-56984.248
-25379.978,-34779.542,-13033.842,-57404.248
-25379.978,-34779.542,-12963.842,-56984.248
-25379.978,-34779.542,-46476.616,-34308.636
-25379.978,-34779.542,-46077.886,-34159.257
-25379.978,-34779.542,-46546.616,-34187.392
-25379.978,-34779.542,-46147.886,-34038.014
-25379.978,-25599.673,-7033.842,-57404.248
-25379.978,-25599.673,-6963.842,-56984.248
-25379.978,-25599.673,-7173.842,-57404.248
-25379.978,-25599.673,-7103.842,-56984.248
-25379.978,-25599.673,-51636.616,-25371.253
-25379.978,-25599.673,-51237.886,-25221.875
-25379.978,-25599.673,-51706.616,-25250.01
-25379.978,-25599.673,-51307.886,-25100.632
-25379.978,-16419.804,-1173.842,-57404.248
-25379.978,-16419.804,-1103.842,-56984.248
-25379.978,-16419.804,-1313.842,-57404.248
-25379.978,-16419.804,-1243.842,-56984.248
-25379.978,-16419.804,-56796.616,-16433.871
-25379.978,-16419.804,-56397.886,-16284.493
-25379.978,-16419.804,-56866.616,-16312.628
-25379.978,-16419.804,-56467.886,-16163.249
-25379.978,-7239.935,4686.158,-57404.248
-25379.978,-7239.935,4756.158,-56984.248
-25379.978,-7239.935,4546.158,-57404.248
-25379.978,-7239.935,4616.158,-56984.248
-25379.978,-7239.935,-61956.616,-7496.489
-25379.978,-7239.935,-61557.886,-7347.111
-25379.978,-7239.935,-62026.616,-7375.246
-25379.978,-7239.935,-61627.886,-7225.867
-25379.978,7239.935,-62096.616,7254.002
-25379.978,7239.935,-61767.886,6983.38
-25379.978,7239.935,-62026.616,7375.246
-25379.978,7239.935,-61697.886,7104.624
-25379.978,7239.935,2166.158,57404.248
-25379.978,7239.935,2096.158,56984.248
-25379.978,7239.935,2306.158,57404.248
-25379.978,7239.935,2236.158,56984.248
-25379.978,16419.804,-56656.616,16676.358
-25379.978,16419.804,-56327.886,16405.737
-25379.978,16419.804,-56586.616,16797.602
-25379.978,16419.804,-56257.886,16526.98
-25379.978,16419.804,-2573.842,57404.248
-25379.978,16419.804,-2643.842,56984.248
-25379.978,16419.804,-2433.842,57404.248
-25379.978,16419.804,-2503.842,56984.248
-25379.978,25599.673,-51216.616,26098.715
-25379.978,25599.673,-50887.886,25828.093
-25379.978,25599.673,-51146.616,26219.958
-25379.978,25599.673,-50817.886,25949.337
-25379.978,25599.673,-7313.842,57404.248
-25379.978,25599.673,-7383.842,56984.248
-25379.978,25599.673,-7173.842,57404.248
-25379.978,25599.673,-7243.842,56984.248
-25379.978,34779.542,-45776.616,35521.071
-25379.978,34779.542,-45447.886,35250.449
-25379.978,34779.542,-45706.616,35642.315
-25379.978,34779.542,-45377.886,35371.693
-25379.978,34779.542,-12053.842,57404.248
-25379.978,34779.542,-12123.842,56984.248
-25379.978,34779.542,-11913.842,57404.248
-25379.978,34779.542,-11983.842,56984.248
-25379.978,43959.412,-40336.616,44943.428
-25379.978,43959.412,-40007.886,44672.806
-25379.978,43959.412,-40266.616,45064.671
-25379.978,43959.412,-39937.886,44794.049
-25379.978,43959.412,-16793.842,57404.248
-25379.978,43959.412,-16863.842,56984.248
-25379.978,43959.412,-16653.842,57404.248
-25379.978,43959.412,-16723.842,56984.248
-25379.978,53139.281,-34896.616,54365.784
-25379.978,53139.281,-34567.886,54095.162
-25379.978,53139.281,-34826.616,54487.027
-25379.978,53139.281,-34497.886,54216.406
-25379.978,53139.281,-21533.842,57404.248
-25379.978,53139.281,-21603.842,56984.248
-25379.978,53139.281,-21393.842,57404.248
-25379.978,53139.281,-21463.842,56984.248
-22729.978,-48549.346,-19033.842,-57404.248
-22729.978,-48549.346,-18963.842,-56984.248
-22729.978,-48549.346,-19173.842,-57404.248
-22729.978,-48549.346,-19103.842,-56984.248
-22729.978,-48549.346,-38666.616,-47835.952
-22729.978,-48549.346,-38267.886,-47686.574
-22729.978,-48549.346,-38736.616,-47714.709
-22729.978,-48549.346,-38337.886,-47565.331
-22729.978,-39369.477,-13173.842,-57404.248
-22729.978,-39369.477,-13103.842,-56984.248
-22729.978,-39369.477,-13313.842,-57404.248
-22729.978,-39369.477,-13243.842,-56984.248
-22729.978,-39369.477,-43826.616,-38898.57
-22729.978,-39369.477,-43427.886,-38749.192
-22729.978,-39369.477,-43896.616,-38777.327
-22729.978,-39369.477,-43497.886,-38627.948
-22729.978,-30189.608,-7313.842,-57404.248
-22729.978,-30189.608,-7243.842,-56984.248
-22729.978,-30189.608,-7453.842,-57404.248
-22729.978,-30189.608,-7383.842,-56984.248
-22729.978,-30189.608,-48986.616,-29961.188
-22729.978,-30189.608,-48587.886,-29811.81
-22729.978,-30189.608,-49056.616,-29839.945
-22729.978,-30189.608,-48657.886,-29690.566
-22729.978,-21009.739,-1453.842,-57404.248
-22729.978,-21009.739,-1383.842,-56984.248
-22729.978,-21009.739,-1593.842,-57404.248
-22729.978,-21009.739,-1523.842,-56984.248
-22729.978,-21009.739,-54146.616,-21023.806
-22729.978,-21009.739,-53747.886,-20874.428
-22729.978,-21009.739,-54216.616,-20902.562
-22729.978,-21009.739,-53817.886,-20753.184
-22729.978,-11829.869,4406.158,-57404.248
-22729.978,-11829.869,4476.158,-56984.248
-22729.978,-11829.869,4266.158,-57404.248
-22729.978,-11829.869,4336.158,-56984.248
-22729.978,-11829.869,-59306.616,-12086.424
-22729.978,-11829.869,-58907.886,-11937.046
-22729.978,-11829.869,-59376.616,-11965.18
-22729.978,-11829.869,-58977.886,-11815.802
-22729.978,-2650.0,10266.158,-57404.248
-22729.978,-2650.0,10336.158,-56984.248
-22729.978,-2650.0,10126.158,-57404.248
-22729.978,-2650.0,10196.158,-56984.248
-22729.978,-2650.0,10406.158,-57404.248
-22729.978,-2650.0,10476.158,-56984.248
-22729.978,-2650.0,-64276.616,-3478.131
-22729.978,-2650.0,-63877.886,-3328.753
-22729.978,-2650.0,-64346.616,-3356.888
-22729.978,-2650.0,-63947.886,-3207.509
-22729.978,2650.0,-64696.616,2750.67
-22729.978,2650.0,-64367.886,2480.048
-22729.978,2650.0,-64626.616,2871.913
-22729.978,2650.0,-64297.886,2601.292
-22729.978,2650.0,7186.158,57404.248
-22729.978,2650.0,7116.158,56984.248
-22729.978,2650.0,7326.158,57404.248
-22729.978,2650.0,7256.158,56984.248
-22729.978,11829.869,-59446.616,11843.937
-22729.978,11829.869,-59117.886,11573.315
-22729.978,11829.869,-59376.616,11965.18
-22729.978,11829.869,-59047.886,11694.558
-22729.978,11829.869,2446.158,57404.248
-22729.978,11829.869,2376.158,56984.248
-22729.978,11829.869,2586.158,57404.248
-22729.978,11829.869,2516.158,56984.248
-22729.978,21009.739,-54006.616,21266.293
-22729.978,21009.739,-53677.886,20995.671
-22729.978,21009.739,-53936.616,21387.537
-22729.978,21009.739,-53607.886,21116.915
-22729.978,21009.739,-2293.842,57404.248
-22729.978,21009.739,-2363.842,56984.248
-22729.978,21009.739,-2153.842,57404.248
-22729.978,21009.739,-2223.842,56984.248
-22729.978,30189.608,-48566.616,30688.649
-22729.978,30189.608,-48237.886,30418.028
-22729.978,30189.608,-48496.616,30809.893
-22729.978,30189.608,-48167.886,30539.271
-22729.978,30189.608,-7033.842,57404.248
-22729.978,30189.608,-7103.842,56984.248
-22729.978,30189.608,-6893.842,57404.248
-22729.978,30189.608,-6963.842,56984.248
-22729.978,39369.477,-43126.616,40111.006
-22729.978,39369.477,-42797.886,39840.384
-22729.978,39369.477,-43056.616,40232.249
-22729.978,39369.477,-42727.886,39961.628
-22729.978,39369.477,-11773.842,57404.248
-22729.978,39369.477,-11843.842,56984.248
-22729.978,39369.477,-11633.842,57404.248
-22729.978,39369.477,-11703.842,56984.248
-22729.978,48549.346,-37686.616,49533.362
-22729.978,48549.346,-37357.886,49262.74
-22729.978,48549.346,-37616.616,49654.606
-22729.978,48549.346,-37287.886,49383.984
-22729.978,48549.346,-16513.842,57404.248
-22729.978,48549.346,-16583.842,56984.248
-22729.978,48549.346,-16373.842,57404.248
-22729.978,48549.346,-16443.842,56984.248
-20079.978,-53139.281,-19313.842,-57404.248
-20079.978,-53139.281,-19243.842,-56984.248
-20079.978,-53139.281,-19453.842,-57404.248
-20079.978,-53139.281,-19383.842,-56984.248
-20079.978,-53139.281,-36016.616,-52425.887
-20079.978,-53139.281,-35617.886,-52276.509
-20079.978,-53139.281,-36086.616,-52304.643
-20079.978,-53139.281,-35687.886,-52155.265
-20079.978,-43959.412,-13453.842,-57404.248
-20079.978,-43959.412,-13383.842,-56984.248
-20079.978,-43959.412,-13593.842,-57404.248
-20079.978,-43959.412,-13523.842,-56984.248
-20079.978,-43959.412,-41176.616,-43488.505
-20079.978,-43959.412,-40777.886,-43339.127
-20079.978,-43959.412,-41246.616,-43367.261
-20079.978,-43959.412,-40847.886,-43217.883
-20079.978,-34779.542,-7593.842,-57404.248
-20079.978,-34779.542,-7523.842,-56984.248
-20079.978,-34779.542,-7733.842,-57404.248
-20079.978,-34779.542,-7663.842,-56984.248
-20079.978,-34779.542,-46336.616,-34551.123
-20079.978,-34779.542,-45937.886,-34401.744
-20079.978,-34779.542,-46406.616,-34429.879
-20079.978,-34779.542,-46007.886,-34280.501
-20079.978,-25599.673,-1733.842,-57404.248
-20079.978,-25599.673,-1663.842,-56984.248
-20079.978,-25599.673,-1873.842,-57404.248
-20079.978,-25599.673,-1803.842,-56984.248
-20079.978,-25599.673,-51496.616,-25613.741
-20079.978,-25599.673,-51097.886,-25464.362
-20079.978,-25599.673,-51566.616,-25492.497
-20079.978,-25599.673,-51167.886,-25343.119
-20079.978,-16419.804,4126.158,-57404.248
-20079.978,-16419.804,4196.158,-56984.248
-20079.978,-16419.804,3986.158,-57404.248
-20079.978,-16419.804,4056.158,-56984.248
-20079.978,-16419.804,-56656.616,-16676.358
-20079.978,-16419.804,-56257.886,-16526.98
-20079.978,-16419.804,-56726.616,-16555.115
-20079.978,-16419.804,-56327.886,-16405.737
-20079.978,-7239.935,9986.158,-57404.248
-20079.978,-7239.935,10056.158,-56984.248
-20079.978,-7239.935,9846.158,-57404.248
-20079.978,-7239.935,9916.158,-56984.248
-20079.978,-7239.935,-61816.616,-7738.976
-20079.978,-7239.935,-61417.886,-7589.598
-20079.978,-7239.935,-61886.616,-7617.733
-20079.978,-7239.935,-61487.886,-7468.354
-20079.978,7239.935,-62236.616,7011.515
-20079.978,7239.935,-61907.886,6740.893
-20079.978,7239.935,-62166.616,7132.758
-20079.978,7239.935,-61837.886,6862.137
-20079.978,7239.935,7466.158,57404.248
-20079.978,7239.935,7396.158,56984.248
-20079.978,7239.935,7606.158,57404.248
-20079.978,7239.935,7536.158,56984.248
-20079.978,16419.804,-56796.616,16433.871
-20079.978,16419.804,-56467.886,16163.249
-20079.978,16419.804,-56726.616,16555.115
-20079.978,16419.804,-56397.886,16284.493
-20079.978,16419.804,2726.158,57404.248
-20079.978,16419.804,2656.158,56984.248
-20079.978,16419.804,2866.158,57404.248
-20079.978,16419.804,2796.158,56984.248
-20079.978,25599.673,-51356.616,25856.228
-20079.978,25599.673,-51027.886,25585.606
-20079.978,25599.673,-51286.616,25977.471
-20079.978,25599.673,-50957.886,25706.849
-20079.978,25599.673,-2013.842,57404.248
-20079.978,25599.673,-2083.842,56984.248
-20079.978,25599.673,-1873.842,57404.248
-20079.978,25599.673,-1943.842,56984.248
-20079.978,34779.542,-45916.616,35278.584
-20079.978,34779.542,-45587.886,35007.962
-20079.978,34779.542,-45846.616,35399.828
-20079.978,34779.542,-45517.886,35129.206
-20079.978,34779.542,-6753.842,57404.248
-20079.978,34779.542,-6823.842,56984.248
-20079.978,34779.542,-6613.842,57404.248
-20079.978,34779.542,-6683.842,56984.248
-20079.978,43959.412,-40476.616,44700.94
-20079.978,43959.412,-40147.886,44430.319
-20079.978,43959.412,-40406.616,44822.184
-20079.978,43959.412,-40077.886,44551.562
-20079.978,43959.412,-11493.842,57404.248
-20079.978,43959.412,-11563.842,56984.248
-20079.978,43959.412,-11353.842,57404.248
-20079.978,43959.412,-11423.842,56984.248
-20079.978,53139.281,-35036.616,54123.297
-20079.978,53139.281,-34707.886,53852.675
-20079.978,53139.281,-34966.616,54244.54
-20079.978,53139.281,-34637.886,53973.919
-20079.978,53139.281,-16233.842,57404.248
-20079.978,53139.281,-16303.842,56984.248
-20079.978,53139.281,-16093.842,57404.248
-20079.978,53139.281,-16163.842,56984.248
-17429.978,-48549.346,-13733.842,-57404.248
-17429.978,-48549.346,-13663.842,-56984.248
-17429.978,-48549.346,-13873.842,-57404.248
-17429.978,-48549.346,-13803.842,-56984.248
-17429.978,-48549.346,-38526.616,-48078.44
-17429.978,-48549.346,-38127.886,-47929.061
-17429.978,-48549.346,-38596.616,-47957.196
-17429.978,-48549.346,-38197.886,-47807.818
-17429.978,-39369.477,-7873.842,-57404.248
-17429.978,-39369.477,-7803.842,-56984.248
-17429.978,-39369.477,-8013.842,-57404.248
-17429.978,-39369.477,-7943.842,-56984.248
-17429.978,-39369.477,-43686.616,-39141.057
-17429.978,-39369.477,-43287.886,-38991.679
-17429.978,-39369.477,-43756.616,-39019.814
-17429.978,-39369.477,-43357.886,-38870.436
-17429.978,-30189.608,-2013.842,-57404.248
-17429.978,-30189.608,-1943.842,-56984.248
-17429.978,-30189.608,-2153.842,-57404.248
-17429.978,-30189.608,-2083.842,-56984.248
-17429.978,-30189.608,-48846.616,-30203.675
-17429.978,-30189.608,-48447.886,-30054.297
-17429.978,-30189.608,-48916.616,-30082.432
-17429.978,-30189.608,-48517.886,-29933.053
-17429.978,-21009.739,3846.158,-57404.248
-17429.978,-21009.739,3916.158,-56984.248
-17429.978,-21009.739,3706.158,-57404.248
-17429.978,-21009.739,3776.158,-56984.248
-17429.978,-21009.739,-54006.616,-21266.293
-17429.978,-21009.739,-53607.886,-21116.915
-17429.978,-21009.739,-54076.616,-21145.049
-17429.978,-21009.739,-53677.886,-20995.671
-17429.978,-11829.869,9706.158,-57404.248
-17429.978,-11829.869,9776.158,-56984.248
-17429.978,-11829.869,9566.158,-57404.248
-17429.978,-11829.869,9636.158,-56984.248
-17429.978,-11829.869,-59166.616,-12328.911
-17429.978,-11829.869,-58767.886,-12179.533
-17429.978,-11829.869,-59236.616,-12207.667
-17429.978,-11829.869,-58837.886,-12058.289
-17429.978,-2650.0,15566.158,-57404.248
-17429.978,-2650.0,15636.158,-56984.248
-17429.978,-2650.0,15426.158,-57404.248
-17429.978,-2650.0,15496.158,-56984.248
-17429.978,-2650.0,15706.158,-57404.248
-17429.978,-2650.0,15776.158,-56984.248
-17429.978,-2650.0,-64136.616,-3720.618
-17429.978,-2650.0,-63737.886,-3571.24
-17429.978,-2650.0,-64206.616,-3599.375
-17429.978,-2650.0,-63807.886,-3449.997
-17429.978,2650.0,-64836.616,2508.183
-17429.978,2650.0,-64507.886,2237.561
-17429.978,2650.0,-64766.616,2629.426
-17429.978,2650.0,-64437.886,2358.805
-17429.978,2650.0,12486.158,57404.248
-17429.978,2650.0,12416.158,56984.248
-17429.978,2650.0,12626.158,57404.248
-17429.978,2650.0,12556.158,56984.248
-17429.978,11829.869,-59586.616,11601.449
-17429.978,11829.869,-59257.886,11330.828
-17429.978,11829.869,-59516.616,11722.693
-17429.978,11829.869,-59187.886,11452.071
-17429.978,11829.869,7746.158,57404.248
-17429.978,11829.869,7676.158,56984.248
-17429.978,11829.869,7886.158,57404.248
-17429.978,11829.869,7816.158,56984.248
-17429.978,21009.739,-54146.616,21023.806
-17429.978,21009.739,-53817.886,20753.184
-17429.978,21009.739,-54076.616,21145.049
-17429.978,21009.739,-53747.886,20874.428
-17429.978,21009.739,3006.158,57404.248
-17429.978,21009.739,2936.158,56984.248
-17429.978,21009.739,3146.158,57404.248
-17429.978,21009.739,3076.158,56984.248
-17429.978,30189.608,-48706.616,30446.162
-17429.978,30189.608,-48377.886,30175.541
-17429.978,30189.608,-48636.616,30567.406
-17429.978,30189.608,-48307.886,30296.784
-17429.978,30189.608,-1733.842,57404.248
-17429.978,30189.608,-1803.842,56984.248
-17429.978,30189.608,-1593.842,57404.248
-17429.978,30189.608,-1663.842,56984.248
-17429.978,39369.477,-43266.616,39868.519
-17429.978,39369.477,-42937.886,39597.897
-17429.978,39369.477,-43196.616,39989.762
-17429.978,39369.477,-42867.886,39719.14
-17429.978,39369.477,-6473.842,57404.248
-17429.978,39369.477,-6543.842,56984.248
-17429.978,39369.477,-6333.842,57404.248
-17429.978,39369.477,-6403.842,56984.248
-17429.978,48549.346,-37826.616,49290.875
-17429.978,48549.346,-37497.886,49020.253
-17429.978,48549.346,-37756.616,49412.119
-17429.978,48549.346,-37427.886,49141.497
-17429.978,48549.346,-11213.842,57404.248
-17429.978,48549.346,-11283.842,56984.248
-17429.978,48549.346,-11073.842,57404.248
-17429.978,48549.346,-11143.842,56984.248
-14779.978,-53139.281,-14013.842,-57404.248
-14779.978,-53139.281,-13943.842,-56984.248
-14779.978,-53139.281,-14153.842,-57404.248
-14779.978,-53139.281,-14083.842,-56984.248
-14779.978,-53139.281,-35876.616,-52668.374
-14779.978,-53139.281,-35477.886,-52518.996
-14779.978,-53139.281,-35946.616,-52547.131
-14779.978,-53139.281,-35547.886,-52397.752
-14779.978,-43959.412,-8153.842,-57404.248
-14779.978,-43959.412,-8083.842,-56984.248
-14779.978,-43959.412,-8293.842,-57404.248
-14779.978,-43959.412,-8223.842,-56984.248
-14779.978,-43959.412,-41036.616,-43730.992
-14779.978,-43959.412,-40637.886,-43581.614
-14779.978,-43959.412,-41106.616,-43609.748
-14779.978,-43959.412,-40707.886,-43460.37
-14779.978,-34779.542,-2293.842,-57404.248
-14779.978,-34779.542,-2223.842,-56984.248
-14779.978,-34779.542,-2433.842,-57404.248
-14779.978,-34779.542,-2363.842,-56984.248
-14779.978,-34779.542,-46196.616,-34793.61
-14779.978,-34779.542,-45797.886,-34644.232
-14779.978,-34779.542,-46266.616,-34672.366
-14779.978,-34779.542,-45867.886,-34522.988
-14779.978,-25599.673,3566.158,-57404.248
-14779.978,-25599.673,3636.158,-56984.248
-14779.978,-25599.673,3426.158,-57404.248
-14779.978,-25599.673,3496.158,-56984.248
-14779.978,-25599.673,-51356.616,-25856.228
-14779.978,-25599.673,-50957.886,-25706.849
-14779.978,-25599.673,-51426.616,-25734.984
-14779.978,-25599.673,-51027.886,-25585.606
-14779.978,-16419.804,9426.158,-57404.248
-14779.978,-16419.804,9496.158,-56984.248
-14779.978,-16419.804,9286.158,-57404.248
-14779.978,-16419.804,9356.158,-56984.248
-14779.978,-16419.804,-56516.616,-16918.845
-14779.978,-16419.804,-56117.886,-16769.467
-14779.978,-16419.804,-56586.616,-16797.602
-14779.978,-16419.804,-56187.886,-16648.224
-14779.978,-7239.935,15286.158,-57404.248
