Grouptype,GroupIndex,Group Section,Pad Label,Pad X center,Pad Y center,Pixel Row,Pixel Column,Pixel Ring,Pixel Section,Pixel X center,Pixel Y center,Raw angle,Actual angle,Signal description
RowPad,6,A,B02-,-48937.886,29205.592,6,2,0,A,3770.022,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T02+,-49196.616,29597.457,6,2,0,A,3770.022,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T02-,-48867.886,29326.836,6,2,0,A,3770.022,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B03+,-49126.616,29718.701,6,3,0,A,-1529.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B03-,-48797.886,29448.079,6,3,0,A,-1529.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T03+,-49056.616,29839.945,6,3,0,A,-1529.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T03-,-48727.886,29569.323,6,3,0,A,-1529.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B04+,-48986.616,29961.188,6,4,0,A,-6829.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B04-,-48657.886,29690.566,6,4,0,A,-6829.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T04+,-48916.616,30082.432,6,4,0,A,-6829.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T04-,-48587.886,29811.810,6,4,0,A,-6829.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B05+,-48846.616,30203.675,6,5,0,A,-12129.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B05-,-48517.886,29933.053,6,5,0,A,-12129.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T05+,-48776.616,30324.919,6,5,0,A,-12129.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T05-,-48447.886,30054.297,6,5,0,A,-12129.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B06+,-48706.616,30446.162,6,6,0,A,-17429.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B06-,-48377.886,30175.541,6,6,0,A,-17429.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T06+,-48636.616,30567.406,6,6,0,A,-17429.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T06-,-48307.886,30296.784,6,6,0,A,-17429.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B07+,-48566.616,30688.649,6,7,0,A,-22729.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B07-,-48237.886,30418.028,6,7,0,A,-22729.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T07+,-48496.616,30809.893,6,7,0,A,-22729.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T07-,-48167.886,30539.271,6,7,0,A,-22729.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B08+,-48426.616,30931.137,6,8,0,A,-28029.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B08-,-48097.886,30660.515,6,8,0,A,-28029.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T08+,-48356.616,31052.380,6,8,0,A,-28029.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T08-,-48027.886,30781.758,6,8,0,A,-28029.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B09+,-48286.616,31173.624,6,9,0,A,-33329.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B09-,-47957.886,30903.002,6,9,0,A,-33329.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T09+,-48216.616,31294.867,6,9,0,A,-33329.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T09-,-47887.886,31024.245,6,9,0,A,-33329.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B10+,-48146.616,31416.111,6,10,0,A,-38629.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B10-,-47817.886,31145.489,6,10,0,A,-38629.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T10+,-48076.616,31537.354,6,10,0,A,-38629.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T10-,-47747.886,31266.733,6,10,0,A,-38629.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B11+,-48006.616,31658.598,6,11,0,A,-43929.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,B11-,-47677.886,31387.976,6,11,0,A,-43929.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T11+,-47936.616,31779.841,6,11,0,A,-43929.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,T11-,-47607.886,31509.220,6,11,0,A,-43929.978,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,X00+,-49616.616,28869.996,6,0,0,A,14370.022,30189.608,0.0,2.0943951023931953,NC
RowPad,6,A,X00-,-49287.886,28599.374,6,0,0,A,14370.022,30189.608,0.0,2.0943951023931953,NC
RowPad,6,B,B00+,49880.458,28413.009,6,0,0,B,18959.956,-27539.608,0.0,0.0,NC
RowPad,6,B,B00-,49481.728,28263.631,6,0,0,B,18959.956,-27539.608,0.0,0.0,NC
RowPad,6,B,T00+,49950.458,28291.765,6,0,0,B,18959.956,-27539.608,0.0,0.0,NC
RowPad,6,B,T00-,49551.728,28142.387,6,0,0,B,18959.956,-27539.608,0.0,0.0,NC
RowPad,6,B,B01+,50020.458,28170.522,6,1,0,B,21609.956,-22949.673,0.0,0.0,NC
RowPad,6,B,B01-,49621.728,28021.143,6,1,0,B,21609.956,-22949.673,0.0,0.0,NC
RowPad,6,B,T01+,50090.458,28049.278,6,1,0,B,21609.956,-22949.673,0.0,0.0,NC
RowPad,6,B,T01-,49691.728,27899.900,6,1,0,B,21609.956,-22949.673,0.0,0.0,NC
RowPad,6,B,B02+,50160.458,27928.035,6,2,0,B,24259.956,-18359.739,0.0,0.0,NC
RowPad,6,B,B02-,49761.728,27778.656,6,2,0,B,24259.956,-18359.739,0.0,0.0,NC
RowPad,6,B,T02+,50230.458,27806.791,6,2,0,B,24259.956,-18359.739,0.0,0.0,NC
RowPad,6,B,T02-,49831.728,27657.413,6,2,0,B,24259.956,-18359.739,0.0,0.0,NC
RowPad,6,B,B03+,50300.458,27685.547,6,3,0,B,26909.956,-13769.804,0.0,0.0,NC
RowPad,6,B,B03-,49901.728,27536.169,6,3,0,B,26909.956,-13769.804,0.0,0.0,NC
RowPad,6,B,T03+,50370.458,27564.304,6,3,0,B,26909.956,-13769.804,0.0,0.0,NC
RowPad,6,B,T03-,49971.728,27414.926,6,3,0,B,26909.956,-13769.804,0.0,0.0,NC
RowPad,6,B,B04+,50440.458,27443.060,6,4,0,B,29559.956,-9179.869,0.0,0.0,NC
RowPad,6,B,B04-,50041.728,27293.682,6,4,0,B,29559.956,-9179.869,0.0,0.0,NC
RowPad,6,B,T04+,50510.458,27321.817,6,4,0,B,29559.956,-9179.869,0.0,0.0,NC
RowPad,6,B,T04-,50111.728,27172.439,6,4,0,B,29559.956,-9179.869,0.0,0.0,NC
RowPad,6,B,B05+,50580.458,27200.573,6,5,0,B,32209.956,-4589.935,0.0,0.0,NC
RowPad,6,B,B05-,50181.728,27051.195,6,5,0,B,32209.956,-4589.935,0.0,0.0,NC
RowPad,6,B,T05+,50650.458,27079.330,6,5,0,B,32209.956,-4589.935,0.0,0.0,NC
RowPad,6,B,T05-,50251.728,26929.951,6,5,0,B,32209.956,-4589.935,0.0,0.0,NC
RowPad,6,B,B06+,50720.458,26958.086,6,6,0,B,34859.956,0.000,0.0,0.0,NC
RowPad,6,B,B06-,50321.728,26808.708,6,6,0,B,34859.956,0.000,0.0,0.0,NC
RowPad,6,B,T06+,50790.458,26836.843,6,6,0,B,34859.956,0.000,0.0,0.0,NC
RowPad,6,B,T06-,50391.728,26687.464,6,6,0,B,34859.956,0.000,0.0,0.0,NC
RowPad,6,B,B07+,50860.458,26715.599,6,7,0,B,37509.956,4589.935,0.0,0.0,NC
RowPad,6,B,B07-,50461.728,26566.221,6,7,0,B,37509.956,4589.935,0.0,0.0,NC
RowPad,6,B,T07+,50930.458,26594.355,6,7,0,B,37509.956,4589.935,0.0,0.0,NC
RowPad,6,B,T07-,50531.728,26444.977,6,7,0,B,37509.956,4589.935,0.0,0.0,NC
RowPad,6,B,B08+,51000.458,26473.112,6,8,0,B,40159.956,9179.869,0.0,0.0,NC
RowPad,6,B,B08-,50601.728,26323.734,6,8,0,B,40159.956,9179.869,0.0,0.0,NC
RowPad,6,B,T08+,51070.458,26351.868,6,8,0,B,40159.956,9179.869,0.0,0.0,NC
RowPad,6,B,T08-,50671.728,26202.490,6,8,0,B,40159.956,9179.869,0.0,0.0,NC
RowPad,6,B,B09+,51140.458,26230.625,6,9,0,B,42809.956,13769.804,0.0,0.0,NC
RowPad,6,B,B09-,50741.728,26081.247,6,9,0,B,42809.956,13769.804,0.0,0.0,NC
RowPad,6,B,T09+,51210.458,26109.381,6,9,0,B,42809.956,13769.804,0.0,0.0,NC
RowPad,6,B,T09-,50811.728,25960.003,6,9,0,B,42809.956,13769.804,0.0,0.0,NC
RowPad,6,B,B10+,51280.458,25988.138,6,10,0,B,45459.956,18359.739,0.0,0.0,NC
RowPad,6,B,B10-,50881.728,25838.759,6,10,0,B,45459.956,18359.739,0.0,0.0,NC
RowPad,6,B,T10+,51350.458,25866.894,6,10,0,B,45459.956,18359.739,0.0,0.0,NC
RowPad,6,B,T10-,50951.728,25717.516,6,10,0,B,45459.956,18359.739,0.0,0.0,NC
RowPad,6,B,B11+,51420.458,25745.651,6,11,0,B,48109.956,22949.673,0.0,0.0,NC
RowPad,6,B,B11-,51021.728,25596.272,6,11,0,B,48109.956,22949.673,0.0,0.0,NC
RowPad,6,B,T11+,51490.458,25624.407,6,11,0,B,48109.956,22949.673,0.0,0.0,NC
RowPad,6,B,T11-,51091.728,25475.029,6,11,0,B,48109.956,22949.673,0.0,0.0,NC
RowPad,6,B,X00+,49810.458,28534.252,6,0,0,B,18959.956,-27539.608,0.0,0.0,NC
RowPad,6,B,X00-,49411.728,28384.874,6,0,0,B,18959.956,-27539.608,0.0,0.0,NC
RowPad,6,C,B00+,-333.842,-57404.248,6,0,0,C,-33329.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,6,C,B00-,-263.842,-56984.248,6,0,0,C,-33329.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,6,C,T00+,-473.842,-57404.248,6,0,0,C,-33329.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,6,C,T00-,-403.842,-56984.248,6,0,0,C,-33329.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,6,C,B01+,-613.842,-57404.248,6,1,0,C,-30679.978,-7239.935,0.0,-2.0943951023931953,NC
RowPad,6,C,B01-,-543.842,-56984.248,6,1,0,C,-30679.978,-7239.935,0.0,-2.0943951023931953,NC
RowPad,6,C,T01+,-753.842,-57404.248,6,1,0,C,-30679.978,-7239.935,0.0,-2.0943951023931953,NC
RowPad,6,C,T01-,-683.842,-56984.248,6,1,0,C,-30679.978,-7239.935,0.0,-2.0943951023931953,NC
RowPad,6,C,B02+,-893.842,-57404.248,6,2,0,C,-28029.978,-11829.869,0.0,-2.0943951023931953,NC
RowPad,6,C,B02-,-823.842,-56984.248,6,2,0,C,-28029.978,-11829.869,0.0,-2.0943951023931953,NC
RowPad,6,C,T02+,-1033.842,-57404.248,6,2,0,C,-28029.978,-11829.869,0.0,-2.0943951023931953,NC
RowPad,6,C,T02-,-963.842,-56984.248,6,2,0,C,-28029.978,-11829.869,0.0,-2.0943951023931953,NC
RowPad,6,C,B03+,-1173.842,-57404.248,6,3,0,C,-25379.978,-16419.804,0.0,-2.0943951023931953,NC
RowPad,6,C,B03-,-1103.842,-56984.248,6,3,0,C,-25379.978,-16419.804,0.0,-2.0943951023931953,NC
RowPad,6,C,T03+,-1313.842,-57404.248,6,3,0,C,-25379.978,-16419.804,0.0,-2.0943951023931953,NC
RowPad,6,C,T03-,-1243.842,-56984.248,6,3,0,C,-25379.978,-16419.804,0.0,-2.0943951023931953,NC
RowPad,6,C,B04+,-1453.842,-57404.248,6,4,0,C,-22729.978,-21009.739,0.0,-2.0943951023931953,NC
RowPad,6,C,B04-,-1383.842,-56984.248,6,4,0,C,-22729.978,-21009.739,0.0,-2.0943951023931953,NC
RowPad,6,C,T04+,-1593.842,-57404.248,6,4,0,C,-22729.978,-21009.739,0.0,-2.0943951023931953,NC
RowPad,6,C,T04-,-1523.842,-56984.248,6,4,0,C,-22729.978,-21009.739,0.0,-2.0943951023931953,NC
RowPad,6,C,B05+,-1733.842,-57404.248,6,5,0,C,-20079.978,-25599.673,0.0,-2.0943951023931953,NC
RowPad,6,C,B05-,-1663.842,-56984.248,6,5,0,C,-20079.978,-25599.673,0.0,-2.0943951023931953,NC
RowPad,6,C,T05+,-1873.842,-57404.248,6,5,0,C,-20079.978,-25599.673,0.0,-2.0943951023931953,NC
RowPad,6,C,T05-,-1803.842,-56984.248,6,5,0,C,-20079.978,-25599.673,0.0,-2.0943951023931953,NC
RowPad,6,C,B06+,-2013.842,-57404.248,6,6,0,C,-17429.978,-30189.608,0.0,-2.0943951023931953,NC
RowPad,6,C,B06-,-1943.842,-56984.248,6,6,0,C,-17429.978,-30189.608,0.0,-2.0943951023931953,NC
RowPad,6,C,T06+,-2153.842,-57404.248,6,6,0,C,-17429.978,-30189.608,0.0,-2.0943951023931953,NC
RowPad,6,C,T06-,-2083.842,-56984.248,6,6,0,C,-17429.978,-30189.608,0.0,-2.0943951023931953,NC
RowPad,6,C,B07+,-2293.842,-57404.248,6,7,0,C,-14779.978,-34779.542,0.0,-2.0943951023931953,NC
RowPad,6,C,B07-,-2223.842,-56984.248,6,7,0,C,-14779.978,-34779.542,0.0,-2.0943951023931953,NC
RowPad,6,C,T07+,-2433.842,-57404.248,6,7,0,C,-14779.978,-34779.542,0.0,-2.0943951023931953,NC
RowPad,6,C,T07-,-2363.842,-56984.248,6,7,0,C,-14779.978,-34779.542,0.0,-2.0943951023931953,NC
RowPad,6,C,B08+,-2573.842,-57404.248,6,8,0,C,-12129.978,-39369.477,0.0,-2.0943951023931953,NC
RowPad,6,C,B08-,-2503.842,-56984.248,6,8,0,C,-12129.978,-39369.477,0.0,-2.0943951023931953,NC
RowPad,6,C,T08+,-2713.842,-57404.248,6,8,0,C,-12129.978,-39369.477,0.0,-2.0943951023931953,NC
RowPad,6,C,T08-,-2643.842,-56984.248,6,8,0,C,-12129.978,-39369.477,0.0,-2.0943951023931953,NC
RowPad,6,C,B09+,-2853.842,-57404.248,6,9,0,C,-9479.978,-43959.412,0.0,-2.0943951023931953,NC
RowPad,6,C,B09-,-2783.842,-56984.248,6,9,0,C,-9479.978,-43959.412,0.0,-2.0943951023931953,NC
RowPad,6,C,T09+,-2993.842,-57404.248,6,9,0,C,-9479.978,-43959.412,0.0,-2.0943951023931953,NC
RowPad,6,C,T09-,-2923.842,-56984.248,6,9,0,C,-9479.978,-43959.412,0.0,-2.0943951023931953,NC
RowPad,6,C,B10+,-3133.842,-57404.248,6,10,0,C,-6829.978,-48549.346,0.0,-2.0943951023931953,NC
RowPad,6,C,B10-,-3063.842,-56984.248,6,10,0,C,-6829.978,-48549.346,0.0,-2.0943951023931953,NC
RowPad,6,C,T10+,-3273.842,-57404.248,6,10,0,C,-6829.978,-48549.346,0.0,-2.0943951023931953,NC
RowPad,6,C,T10-,-3203.842,-56984.248,6,10,0,C,-6829.978,-48549.346,0.0,-2.0943951023931953,NC
RowPad,6,C,B11+,-3413.842,-57404.248,6,11,0,C,-4179.978,-53139.281,0.0,-2.0943951023931953,NC
RowPad,6,C,B11-,-3343.842,-56984.248,6,11,0,C,-4179.978,-53139.281,0.0,-2.0943951023931953,NC
RowPad,6,C,T11+,-3553.842,-57404.248,6,11,0,C,-4179.978,-53139.281,0.0,-2.0943951023931953,NC
RowPad,6,C,T11-,-3483.842,-56984.248,6,11,0,C,-4179.978,-53139.281,0.0,-2.0943951023931953,NC
RowPad,6,C,X00+,-193.842,-57404.248,6,0,0,C,-33329.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,6,C,X00-,-123.842,-56984.248,6,0,0,C,-33329.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,7,A,B00+,-46896.616,33581.174,7,0,0,A,17020.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B00-,-46567.886,33310.552,7,0,0,A,17020.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T00+,-46826.616,33702.418,7,0,0,A,17020.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T00-,-46497.886,33431.796,7,0,0,A,17020.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B01+,-46756.616,33823.661,7,1,0,A,11720.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B01-,-46427.886,33553.040,7,1,0,A,11720.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T01+,-46686.616,33944.905,7,1,0,A,11720.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T01-,-46357.886,33674.283,7,1,0,A,11720.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B02+,-46616.616,34066.148,7,2,0,A,6420.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B02-,-46287.886,33795.527,7,2,0,A,6420.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T02+,-46546.616,34187.392,7,2,0,A,6420.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T02-,-46217.886,33916.770,7,2,0,A,6420.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B03+,-46476.616,34308.636,7,3,0,A,1120.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B03-,-46147.886,34038.014,7,3,0,A,1120.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T03+,-46406.616,34429.879,7,3,0,A,1120.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T03-,-46077.886,34159.257,7,3,0,A,1120.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B04+,-46336.616,34551.123,7,4,0,A,-4179.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B04-,-46007.886,34280.501,7,4,0,A,-4179.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T04+,-46266.616,34672.366,7,4,0,A,-4179.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T04-,-45937.886,34401.744,7,4,0,A,-4179.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B05+,-46196.616,34793.610,7,5,0,A,-9479.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B05-,-45867.886,34522.988,7,5,0,A,-9479.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T05+,-46126.616,34914.853,7,5,0,A,-9479.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T05-,-45797.886,34644.232,7,5,0,A,-9479.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B06+,-46056.616,35036.097,7,6,0,A,-14779.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B06-,-45727.886,34765.475,7,6,0,A,-14779.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T06+,-45986.616,35157.340,7,6,0,A,-14779.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T06-,-45657.886,34886.719,7,6,0,A,-14779.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B07+,-45916.616,35278.584,7,7,0,A,-20079.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B07-,-45587.886,35007.962,7,7,0,A,-20079.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T07+,-45846.616,35399.828,7,7,0,A,-20079.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T07-,-45517.886,35129.206,7,7,0,A,-20079.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B08+,-45776.616,35521.071,7,8,0,A,-25379.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B08-,-45447.886,35250.449,7,8,0,A,-25379.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T08+,-45706.616,35642.315,7,8,0,A,-25379.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T08-,-45377.886,35371.693,7,8,0,A,-25379.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B09+,-45636.616,35763.558,7,9,0,A,-30679.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B09-,-45307.886,35492.936,7,9,0,A,-30679.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T09+,-45566.616,35884.802,7,9,0,A,-30679.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T09-,-45237.886,35614.180,7,9,0,A,-30679.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B10+,-45496.616,36006.045,7,10,0,A,-35979.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B10-,-45167.886,35735.424,7,10,0,A,-35979.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T10+,-45426.616,36127.289,7,10,0,A,-35979.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T10-,-45097.886,35856.667,7,10,0,A,-35979.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B11+,-45356.616,36248.532,7,11,0,A,-41279.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,B11-,-45027.886,35977.911,7,11,0,A,-41279.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T11+,-45286.616,36369.776,7,11,0,A,-41279.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,T11-,-44957.886,36099.154,7,11,0,A,-41279.978,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,X00+,-46966.616,33459.931,7,0,0,A,17020.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,A,X00-,-46637.886,33189.309,7,0,0,A,17020.022,34779.542,0.0,2.0943951023931953,NC
RowPad,7,B,B00+,52530.458,23823.074,7,0,0,B,21609.956,-32129.542,0.0,0.0,NC
RowPad,7,B,B00-,52131.728,23673.696,7,0,0,B,21609.956,-32129.542,0.0,0.0,NC
RowPad,7,B,T00+,52600.458,23701.831,7,0,0,B,21609.956,-32129.542,0.0,0.0,NC
RowPad,7,B,T00-,52201.728,23552.452,7,0,0,B,21609.956,-32129.542,0.0,0.0,NC
RowPad,7,B,B01+,52670.458,23580.587,7,1,0,B,24259.956,-27539.608,0.0,0.0,NC
RowPad,7,B,B01-,52271.728,23431.209,7,1,0,B,24259.956,-27539.608,0.0,0.0,NC
RowPad,7,B,T01+,52740.458,23459.343,7,1,0,B,24259.956,-27539.608,0.0,0.0,NC
RowPad,7,B,T01-,52341.728,23309.965,7,1,0,B,24259.956,-27539.608,0.0,0.0,NC
RowPad,7,B,B02+,52810.458,23338.100,7,2,0,B,26909.956,-22949.673,0.0,0.0,NC
RowPad,7,B,B02-,52411.728,23188.722,7,2,0,B,26909.956,-22949.673,0.0,0.0,NC
RowPad,7,B,T02+,52880.458,23216.856,7,2,0,B,26909.956,-22949.673,0.0,0.0,NC
RowPad,7,B,T02-,52481.728,23067.478,7,2,0,B,26909.956,-22949.673,0.0,0.0,NC
RowPad,7,B,B03+,52950.458,23095.613,7,3,0,B,29559.956,-18359.739,0.0,0.0,NC
RowPad,7,B,B03-,52551.728,22946.235,7,3,0,B,29559.956,-18359.739,0.0,0.0,NC
RowPad,7,B,T03+,53020.458,22974.369,7,3,0,B,29559.956,-18359.739,0.0,0.0,NC
RowPad,7,B,T03-,52621.728,22824.991,7,3,0,B,29559.956,-18359.739,0.0,0.0,NC
RowPad,7,B,B04+,53090.458,22853.126,7,4,0,B,32209.956,-13769.804,0.0,0.0,NC
RowPad,7,B,B04-,52691.728,22703.747,7,4,0,B,32209.956,-13769.804,0.0,0.0,NC
RowPad,7,B,T04+,53160.458,22731.882,7,4,0,B,32209.956,-13769.804,0.0,0.0,NC
RowPad,7,B,T04-,52761.728,22582.504,7,4,0,B,32209.956,-13769.804,0.0,0.0,NC
RowPad,7,B,B05+,53230.458,22610.639,7,5,0,B,34859.956,-9179.869,0.0,0.0,NC
RowPad,7,B,B05-,52831.728,22461.260,7,5,0,B,34859.956,-9179.869,0.0,0.0,NC
RowPad,7,B,T05+,53300.458,22489.395,7,5,0,B,34859.956,-9179.869,0.0,0.0,NC
RowPad,7,B,T05-,52901.728,22340.017,7,5,0,B,34859.956,-9179.869,0.0,0.0,NC
RowPad,7,B,B06+,53370.458,22368.151,7,6,0,B,37509.956,-4589.935,0.0,0.0,NC
RowPad,7,B,B06-,52971.728,22218.773,7,6,0,B,37509.956,-4589.935,0.0,0.0,NC
RowPad,7,B,T06+,53440.458,22246.908,7,6,0,B,37509.956,-4589.935,0.0,0.0,NC
RowPad,7,B,T06-,53041.728,22097.530,7,6,0,B,37509.956,-4589.935,0.0,0.0,NC
RowPad,7,B,B07+,53510.458,22125.664,7,7,0,B,40159.956,0.000,0.0,0.0,NC
RowPad,7,B,B07-,53111.728,21976.286,7,7,0,B,40159.956,0.000,0.0,0.0,NC
RowPad,7,B,T07+,53580.458,22004.421,7,7,0,B,40159.956,0.000,0.0,0.0,NC
RowPad,7,B,T07-,53181.728,21855.043,7,7,0,B,40159.956,0.000,0.0,0.0,NC
RowPad,7,B,B08+,53650.458,21883.177,7,8,0,B,42809.956,4589.935,0.0,0.0,NC
RowPad,7,B,B08-,53251.728,21733.799,7,8,0,B,42809.956,4589.935,0.0,0.0,NC
RowPad,7,B,T08+,53720.458,21761.934,7,8,0,B,42809.956,4589.935,0.0,0.0,NC
RowPad,7,B,T08-,53321.728,21612.555,7,8,0,B,42809.956,4589.935,0.0,0.0,NC
RowPad,7,B,B09+,53790.458,21640.690,7,9,0,B,45459.956,9179.869,0.0,0.0,NC
RowPad,7,B,B09-,53391.728,21491.312,7,9,0,B,45459.956,9179.869,0.0,0.0,NC
RowPad,7,B,T09+,53860.458,21519.447,7,9,0,B,45459.956,9179.869,0.0,0.0,NC
RowPad,7,B,T09-,53461.728,21370.068,7,9,0,B,45459.956,9179.869,0.0,0.0,NC
RowPad,7,B,B10+,53930.458,21398.203,7,10,0,B,48109.956,13769.804,0.0,0.0,NC
RowPad,7,B,B10-,53531.728,21248.825,7,10,0,B,48109.956,13769.804,0.0,0.0,NC
RowPad,7,B,T10+,54000.458,21276.959,7,10,0,B,48109.956,13769.804,0.0,0.0,NC
RowPad,7,B,T10-,53601.728,21127.581,7,10,0,B,48109.956,13769.804,0.0,0.0,NC
RowPad,7,B,B11+,54070.458,21155.716,7,11,0,B,50759.956,18359.739,0.0,0.0,NC
RowPad,7,B,B11-,53671.728,21006.338,7,11,0,B,50759.956,18359.739,0.0,0.0,NC
RowPad,7,B,T11+,54140.458,21034.472,7,11,0,B,50759.956,18359.739,0.0,0.0,NC
RowPad,7,B,T11-,53741.728,20885.094,7,11,0,B,50759.956,18359.739,0.0,0.0,NC
RowPad,7,B,X00+,52460.458,23944.318,7,0,0,B,21609.956,-32129.542,0.0,0.0,NC
RowPad,7,B,X00-,52061.728,23794.939,7,0,0,B,21609.956,-32129.542,0.0,0.0,NC
RowPad,7,C,B00+,-5633.842,-57404.248,7,0,0,C,-38629.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,7,C,B00-,-5563.842,-56984.248,7,0,0,C,-38629.978,-2650.000,0.0,-2.0943951023931953,NC
RowPad,7,C,T00+,-5773.842,-57404.248,7,0,0,C,-38629.978,-2650.000,0.0,-2.0943951023931953,NC
