in s,C1 in V,C4 in V
-1.760E-08,6.34766E-01,-2.03201E+00
-1.720E-08,7.32422E-01,-2.02225E+00
-1.680E-08,5.37109E-01,-2.01248E+00
-1.640E-08,7.32422E-01,-1.99783E+00
-1.600E-08,8.30078E-01,-2.02713E+00
-1.560E-08,3.41797E-01,-2.02225E+00
-1.520E-08,6.34766E-01,-2.01736E+00
-1.480E-08,3.41797E-01,-1.99783E+00
-1.440E-08,6.34766E-01,-2.01736E+00
-1.400E-08,6.34766E-01,-2.02713E+00
-1.360E-08,7.32422E-01,-2.03201E+00
-1.320E-08,1.02539E+00,-2.01248E+00
-1.280E-08,9.27734E-01,-2.01248E+00
-1.240E-08,3.41797E-01,-2.02713E+00
-1.200E-08,6.34766E-01,-2.04178E+00
-1.160E-08,6.34766E-01,-2.02713E+00
-1.120E-08,4.39453E-01,-2.01248E+00
-1.080E-08,7.32422E-01,-2.01736E+00
-1.040E-08,9.27734E-01,-2.03689E+00
-1.000E-08,5.37109E-01,-2.04666E+00
-9.600E-09,6.34766E-01,-2.01248E+00
-9.200E-09,3.41797E-01,-2.02225E+00
-8.800E-09,5.37109E-01,-2.03201E+00
-8.400E-09,3.41797E-01,-2.02713E+00
-8.000E-09,6.34766E-01,-2.01736E+00
-7.600E-09,7.32422E-01,-2.02225E+00
-7.200E-09,7.32422E-01,-2.02225E+00
-6.800E-09,4.39453E-01,-2.02225E+00
-6.400E-09,5.37109E-01,-2.02713E+00
-6.000E-09,5.37109E-01,-2.01736E+00
-5.600E-09,6.34766E-01,-2.01248E+00
-5.200E-09,6.34766E-01,-2.01736E+00
-4.800E-09,6.34766E-01,-2.03201E+00
-4.400E-09,8.30078E-01,-2.02713E+00
-4.000E-09,5.37109E-01,-2.01736E+00
-3.600E-09,3.41797E-01,-1.99295E+00
-3.200E-09,9.27734E-01,-2.02713E+00
-2.800E-09,7.32422E-01,-2.02713E+00
-2.400E-09,7.32422E-01,-2.04666E+00
-2.000E-09,1.46484E-01,-2.02225E+00
-1.600E-09,5.37109E-01,-2.00760E+00
-1.200E-09,8.30078E-01,-2.02713E+00
-8.000E-10,2.49023E+00,-2.01736E+00
-4.000E-10,4.44336E+00,-2.01248E+00
8.670E-22,6.49414E+00,-2.02713E+00
4.000E-10,8.25195E+00,-2.01736E+00
8.000E-10,1.02051E+01,-2.01248E+00
1.200E-09,1.15723E+01,-2.01248E+00
1.600E-09,1.26465E+01,-2.01736E+00
2.000E-09,1.36230E+01,-2.02713E+00
2.400E-09,1.45996E+01,-2.02713E+00
2.800E-09,1.48926E+01,-2.00271E+00
3.200E-09,1.54785E+01,-2.03689E+00
3.600E-09,1.56738E+01,-2.02225E+00
4.000E-09,1.58691E+01,-2.01736E+00
4.400E-09,1.56738E+01,-1.99295E+00
4.800E-09,1.57715E+01,-1.96854E+00
5.200E-09,1.59668E+01,-1.93436E+00
5.600E-09,1.60645E+01,-1.86111E+00
6.000E-09,1.60645E+01,-1.77322E+00
6.400E-09,1.61621E+01,-1.66580E+00
6.800E-09,1.64551E+01,-1.54373E+00
7.200E-09,1.63574E+01,-1.41678E+00
7.600E-09,1.63574E+01,-1.24588E+00
8.000E-09,1.57715E+01,-1.08475E+00
8.400E-09,1.64551E+01,-8.99199E-01
8.800E-09,1.65527E+01,-7.28301E-01
9.200E-09,1.65527E+01,-5.62285E-01
9.600E-09,1.67480E+01,-4.06035E-01
1.000E-08,1.66504E+01,-2.30254E-01
1.040E-08,1.66504E+01,-9.35352E-02
1.080E-08,1.65527E+01,2.85352E-02
1.120E-08,1.68457E+01,1.31074E-01
1.160E-08,1.70410E+01,2.23848E-01
1.200E-08,1.68457E+01,2.77559E-01
1.240E-08,1.65527E+01,3.45918E-01
1.280E-08,1.66504E+01,3.60566E-01
1.320E-08,1.67480E+01,3.84980E-01
1.360E-08,1.66504E+01,4.24043E-01
1.400E-08,1.68457E+01,4.33809E-01
1.440E-08,1.67480E+01,4.58223E-01
1.480E-08,1.70410E+01,4.48457E-01
1.520E-08,1.68457E+01,4.67988E-01
1.560E-08,1.67480E+01,4.92402E-01
1.600E-08,1.70410E+01,4.82637E-01
1.640E-08,1.67480E+01,5.11934E-01
1.680E-08,1.70410E+01,5.11934E-01
1.720E-08,1.65527E+01,5.41230E-01
1.760E-08,1.67480E+01,5.60762E-01
1.800E-08,1.68457E+01,5.75410E-01
1.840E-08,1.69434E+01,5.65645E-01
1.880E-08,1.67480E+01,6.04707E-01
1.920E-08,1.69434E+01,6.09590E-01
1.960E-08,1.67480E+01,6.19355E-01
2.000E-08,1.68457E+01,6.14473E-01
2.040E-08,1.71387E+01,6.48652E-01
2.080E-08,1.70410E+01,6.58418E-01
2.120E-08,1.68457E+01,6.97480E-01
2.160E-08,1.68457E+01,6.63301E-01
2.200E-08,1.71387E+01,6.77949E-01
2.240E-08,1.70410E+01,6.92598E-01
2.280E-08,1.67480E+01,7.12129E-01
2.320E-08,1.66504E+01,7.41426E-01
2.360E-08,1.65527E+01,7.31660E-01
2.400E-08,1.68457E+01,7.46309E-01
2.440E-08,1.66504E+01,7.65840E-01
2.480E-08,1.68457E+01,7.80488E-01
2.520E-08,1.68457E+01,7.95137E-01
2.560E-08,1.71387E+01,8.04902E-01
2.600E-08,1.72363E+01,8.14668E-01
2.640E-08,1.69434E+01,8.04902E-01
2.680E-08,1.70410E+01,8.43965E-01
2.720E-08,1.70410E+01,8.43965E-01
2.760E-08,1.70410E+01,8.53730E-01
2.800E-08,1.66504E+01,8.48848E-01
2.840E-08,1.67480E+01,8.87910E-01
2.880E-08,1.69434E+01,8.63496E-01
2.920E-08,1.66504E+01,8.83027E-01
2.960E-08,1.68457E+01,8.83027E-01
3.000E-08,1.71387E+01,8.97676E-01
3.040E-08,1.69434E+01,9.02559E-01
3.080E-08,1.68457E+01,9.17207E-01
3.120E-08,1.71387E+01,9.26973E-01
3.160E-08,1.68457E+01,9.22090E-01
3.200E-08,1.66504E+01,9.31855E-01
3.240E-08,1.68457E+01,9.56270E-01
3.280E-08,1.68457E+01,9.41621E-01
3.320E-08,1.72363E+01,9.56270E-01
3.360E-08,1.71387E+01,9.70918E-01
3.400E-08,1.68457E+01,9.66035E-01
3.440E-08,1.70410E+01,9.75801E-01
3.480E-08,1.70410E+01,9.95332E-01
3.520E-08,1.72363E+01,9.85566E-01
3.560E-08,1.69434E+01,9.85566E-01
3.600E-08,1.68457E+01,1.01486E+00
3.640E-08,1.69434E+01,1.01486E+00
3.680E-08,1.67480E+01,1.02463E+00
3.720E-08,1.71387E+01,1.01975E+00
3.760E-08,1.70410E+01,1.03439E+00
3.800E-08,1.67480E+01,1.05393E+00
3.840E-08,1.69434E+01,1.03928E+00
3.880E-08,1.66504E+01,1.06857E+00
3.920E-08,1.71387E+01,1.06857E+00
3.960E-08,1.70410E+01,1.06857E+00
4.000E-08,1.69434E+01,1.08811E+00
4.040E-08,1.71387E+01,1.07346E+00
4.080E-08,1.69434E+01,1.07834E+00
4.120E-08,1.70410E+01,1.08322E+00
4.160E-08,1.73340E+01,1.07346E+00
4.200E-08,1.68457E+01,1.10764E+00
4.240E-08,1.68457E+01,1.10275E+00
4.280E-08,1.68457E+01,1.10275E+00
4.320E-08,1.71387E+01,1.10764E+00
4.360E-08,1.70410E+01,1.11740E+00
4.400E-08,1.69434E+01,1.12229E+00
4.440E-08,1.67480E+01,1.14182E+00
4.480E-08,1.68457E+01,1.14182E+00
4.520E-08,1.68457E+01,1.15646E+00
