Grouptype,GroupIndex,Group Section,Pad Label,Pixel X center,Pixel Y center,Pad X center,Pad Y center
ColumnPad,8,A,R10-,-17429.978,48549.346,-11283.842,56984.248
ColumnPad,8,A,R10+,-17429.978,48549.346,-11213.842,57404.248
ColumnPad,8,A,L10-,-17429.978,48549.346,-11143.842,56984.248
ColumnPad,8,A,L10+,-17429.978,48549.346,-11073.842,57404.248
ColumnPad,8,A,R11-,-14779.978,53139.281,-11003.842,56984.248
ColumnPad,8,A,R11+,-14779.978,53139.281,-10933.842,57404.248
ColumnPad,8,A,L11-,-14779.978,53139.281,-10863.842,56984.248
ColumnPad,8,A,L11+,-14779.978,53139.281,-10793.842,57404.248
ColumnPad,7,A,R00-,-38629.978,2650.0,-8783.842,56984.248
ColumnPad,7,A,R00+,-38629.978,2650.0,-8713.842,57404.248
ColumnPad,7,A,L00-,-38629.978,2650.0,-8643.842,56984.248
ColumnPad,7,A,L00+,-38629.978,2650.0,-8573.842,57404.248
ColumnPad,7,A,R01-,-35979.978,7239.935,-8503.842,56984.248
ColumnPad,7,A,R01+,-35979.978,7239.935,-8433.842,57404.248
ColumnPad,7,A,L01-,-35979.978,7239.935,-8363.842,56984.248
ColumnPad,7,A,L01+,-35979.978,7239.935,-8293.842,57404.248
ColumnPad,7,A,R02-,-33329.978,11829.869,-8223.842,56984.248
ColumnPad,7,A,R02+,-33329.978,11829.869,-8153.842,57404.248
ColumnPad,7,A,L02-,-33329.978,11829.869,-8083.842,56984.248
ColumnPad,7,A,L02+,-33329.978,11829.869,-8013.842,57404.248
ColumnPad,7,A,R03-,-30679.978,16419.804,-7943.842,56984.248
ColumnPad,7,A,R03+,-30679.978,16419.804,-7873.842,57404.248
ColumnPad,7,A,L03-,-30679.978,16419.804,-7803.842,56984.248
ColumnPad,7,A,L03+,-30679.978,16419.804,-7733.842,57404.248
ColumnPad,7,A,R04-,-28029.978,21009.739,-7663.842,56984.248
ColumnPad,7,A,R04+,-28029.978,21009.739,-7593.842,57404.248
ColumnPad,7,A,L04-,-28029.978,21009.739,-7523.842,56984.248
ColumnPad,7,A,L04+,-28029.978,21009.739,-7453.842,57404.248
ColumnPad,7,A,R05-,-25379.978,25599.673,-7383.842,56984.248
ColumnPad,7,A,R05+,-25379.978,25599.673,-7313.842,57404.248
ColumnPad,7,A,L05-,-25379.978,25599.673,-7243.842,56984.248
ColumnPad,7,A,L05+,-25379.978,25599.673,-7173.842,57404.248
ColumnPad,7,A,R06-,-22729.978,30189.608,-7103.842,56984.248
ColumnPad,7,A,R06+,-22729.978,30189.608,-7033.842,57404.248
ColumnPad,7,A,L06-,-22729.978,30189.608,-6963.842,56984.248
ColumnPad,7,A,L06+,-22729.978,30189.608,-6893.842,57404.248
ColumnPad,7,A,R07-,-20079.978,34779.542,-6823.842,56984.248
ColumnPad,7,A,R07+,-20079.978,34779.542,-6753.842,57404.248
ColumnPad,7,A,L07-,-20079.978,34779.542,-6683.842,56984.248
ColumnPad,7,A,L07+,-20079.978,34779.542,-6613.842,57404.248
ColumnPad,7,A,R08-,-17429.978,39369.477,-6543.842,56984.248
ColumnPad,7,A,R08+,-17429.978,39369.477,-6473.842,57404.248
ColumnPad,7,A,L08-,-17429.978,39369.477,-6403.842,56984.248
ColumnPad,7,A,L08+,-17429.978,39369.477,-6333.842,57404.248
ColumnPad,7,A,R09-,-14779.978,43959.412,-6263.842,56984.248
ColumnPad,7,A,R09+,-14779.978,43959.412,-6193.842,57404.248
ColumnPad,7,A,L09-,-14779.978,43959.412,-6123.842,56984.248
ColumnPad,7,A,L09+,-14779.978,43959.412,-6053.842,57404.248
ColumnPad,7,A,R10-,-12129.978,48549.346,-5983.842,56984.248
ColumnPad,7,A,R10+,-12129.978,48549.346,-5913.842,57404.248
ColumnPad,7,A,L10-,-12129.978,48549.346,-5843.842,56984.248
ColumnPad,7,A,L10+,-12129.978,48549.346,-5773.842,57404.248
ColumnPad,7,A,R11-,-9479.978,53139.281,-5703.842,56984.248
ColumnPad,7,A,R11+,-9479.978,53139.281,-5633.842,57404.248
ColumnPad,7,A,L11-,-9479.978,53139.281,-5563.842,56984.248
ColumnPad,7,A,L11+,-9479.978,53139.281,-5493.842,57404.248
ColumnPad,6,A,R00-,-33329.978,2650.0,-3483.842,56984.248
ColumnPad,6,A,R00+,-33329.978,2650.0,-3413.842,57404.248
ColumnPad,6,A,L00-,-33329.978,2650.0,-3343.842,56984.248
ColumnPad,6,A,L00+,-33329.978,2650.0,-3273.842,57404.248
ColumnPad,6,A,R01-,-30679.978,7239.935,-3203.842,56984.248
ColumnPad,6,A,R01+,-30679.978,7239.935,-3133.842,57404.248
ColumnPad,6,A,L01-,-30679.978,7239.935,-3063.842,56984.248
ColumnPad,6,A,L01+,-30679.978,7239.935,-2993.842,57404.248
ColumnPad,6,A,R02-,-28029.978,11829.869,-2923.842,56984.248
ColumnPad,6,A,R02+,-28029.978,11829.869,-2853.842,57404.248
ColumnPad,6,A,L02-,-28029.978,11829.869,-2783.842,56984.248
ColumnPad,6,A,L02+,-28029.978,11829.869,-2713.842,57404.248
ColumnPad,6,A,R03-,-25379.978,16419.804,-2643.842,56984.248
ColumnPad,6,A,R03+,-25379.978,16419.804,-2573.842,57404.248
ColumnPad,6,A,L03-,-25379.978,16419.804,-2503.842,56984.248
ColumnPad,6,A,L03+,-25379.978,16419.804,-2433.842,57404.248
ColumnPad,6,A,R04-,-22729.978,21009.739,-2363.842,56984.248
ColumnPad,6,A,R04+,-22729.978,21009.739,-2293.842,57404.248
ColumnPad,6,A,L04-,-22729.978,21009.739,-2223.842,56984.248
ColumnPad,6,A,L04+,-22729.978,21009.739,-2153.842,57404.248
ColumnPad,6,A,R05-,-20079.978,25599.673,-2083.842,56984.248
ColumnPad,6,A,R05+,-20079.978,25599.673,-2013.842,57404.248
ColumnPad,6,A,L05-,-20079.978,25599.673,-1943.842,56984.248
ColumnPad,6,A,L05+,-20079.978,25599.673,-1873.842,57404.248
ColumnPad,6,A,R06-,-17429.978,30189.608,-1803.842,56984.248
ColumnPad,6,A,R06+,-17429.978,30189.608,-1733.842,57404.248
ColumnPad,6,A,L06-,-17429.978,30189.608,-1663.842,56984.248
ColumnPad,6,A,L06+,-17429.978,30189.608,-1593.842,57404.248
ColumnPad,6,A,R07-,-14779.978,34779.542,-1523.842,56984.248
ColumnPad,6,A,R07+,-14779.978,34779.542,-1453.842,57404.248
ColumnPad,6,A,L07-,-14779.978,34779.542,-1383.842,56984.248
ColumnPad,6,A,L07+,-14779.978,34779.542,-1313.842,57404.248
ColumnPad,6,A,R08-,-12129.978,39369.477,-1243.842,56984.248
ColumnPad,6,A,R08+,-12129.978,39369.477,-1173.842,57404.248
ColumnPad,6,A,L08-,-12129.978,39369.477,-1103.842,56984.248
ColumnPad,6,A,L08+,-12129.978,39369.477,-1033.842,57404.248
ColumnPad,6,A,R09-,-9479.978,43959.412,-963.842,56984.248
ColumnPad,6,A,R09+,-9479.978,43959.412,-893.842,57404.248
ColumnPad,6,A,L09-,-9479.978,43959.412,-823.842,56984.248
ColumnPad,6,A,L09+,-9479.978,43959.412,-753.842,57404.248
ColumnPad,6,A,R10-,-6829.978,48549.346,-683.842,56984.248
ColumnPad,6,A,R10+,-6829.978,48549.346,-613.842,57404.248
ColumnPad,6,A,L10-,-6829.978,48549.346,-543.842,56984.248
ColumnPad,6,A,L10+,-6829.978,48549.346,-473.842,57404.248
ColumnPad,6,A,R11-,-4179.978,53139.281,-403.842,56984.248
ColumnPad,6,A,R11+,-4179.978,53139.281,-333.842,57404.248
ColumnPad,6,A,L11-,-4179.978,53139.281,-263.842,56984.248
ColumnPad,6,A,L11+,-4179.978,53139.281,-193.842,57404.248
ColumnPad,5,A,R00-,-28029.978,2650.0,1816.158,56984.248
ColumnPad,5,A,R00+,-28029.978,2650.0,1886.158,57404.248
ColumnPad,5,A,L00-,-28029.978,2650.0,1956.158,56984.248
ColumnPad,5,A,L00+,-28029.978,2650.0,2026.158,57404.248
ColumnPad,5,A,R01-,-25379.978,7239.935,2096.158,56984.248
ColumnPad,5,A,R01+,-25379.978,7239.935,2166.158,57404.248
ColumnPad,5,A,L01-,-25379.978,7239.935,2236.158,56984.248
ColumnPad,5,A,L01+,-25379.978,7239.935,2306.158,57404.248
ColumnPad,5,A,R02-,-22729.978,11829.869,2376.158,56984.248
ColumnPad,5,A,R02+,-22729.978,11829.869,2446.158,57404.248
ColumnPad,5,A,L02-,-22729.978,11829.869,2516.158,56984.248
ColumnPad,5,A,L02+,-22729.978,11829.869,2586.158,57404.248
ColumnPad,5,A,R03-,-20079.978,16419.804,2656.158,56984.248
ColumnPad,5,A,R03+,-20079.978,16419.804,2726.158,57404.248
ColumnPad,5,A,L03-,-20079.978,16419.804,2796.158,56984.248
ColumnPad,5,A,L03+,-20079.978,16419.804,2866.158,57404.248
ColumnPad,5,A,R04-,-17429.978,21009.739,2936.158,56984.248
ColumnPad,5,A,R04+,-17429.978,21009.739,3006.158,57404.248
ColumnPad,5,A,L04-,-17429.978,21009.739,3076.158,56984.248
ColumnPad,5,A,L04+,-17429.978,21009.739,3146.158,57404.248
ColumnPad,5,A,R05-,-14779.978,25599.673,3216.158,56984.248
ColumnPad,5,A,R05+,-14779.978,25599.673,3286.158,57404.248
ColumnPad,5,A,L05-,-14779.978,25599.673,3356.158,56984.248
ColumnPad,5,A,L05+,-14779.978,25599.673,3426.158,57404.248
ColumnPad,5,A,R06-,-12129.978,30189.608,3496.158,56984.248
ColumnPad,5,A,R06+,-12129.978,30189.608,3566.158,57404.248
ColumnPad,5,A,L06-,-12129.978,30189.608,3636.158,56984.248
ColumnPad,5,A,L06+,-12129.978,30189.608,3706.158,57404.248
ColumnPad,5,A,R07-,-9479.978,34779.542,3776.158,56984.248
ColumnPad,5,A,R07+,-9479.978,34779.542,3846.158,57404.248
ColumnPad,5,A,L07-,-9479.978,34779.542,3916.158,56984.248
ColumnPad,5,A,L07+,-9479.978,34779.542,3986.158,57404.248
ColumnPad,5,A,R08-,-6829.978,39369.477,4056.158,56984.248
ColumnPad,5,A,R08+,-6829.978,39369.477,4126.158,57404.248
ColumnPad,5,A,L08-,-6829.978,39369.477,4196.158,56984.248
ColumnPad,5,A,L08+,-6829.978,39369.477,4266.158,57404.248
ColumnPad,5,A,R09-,-4179.978,43959.412,4336.158,56984.248
ColumnPad,5,A,R09+,-4179.978,43959.412,4406.158,57404.248
ColumnPad,5,A,L09-,-4179.978,43959.412,4476.158,56984.248
ColumnPad,5,A,L09+,-4179.978,43959.412,4546.158,57404.248
ColumnPad,5,A,R10-,-1529.978,48549.346,4616.158,56984.248
ColumnPad,5,A,R10+,-1529.978,48549.346,4686.158,57404.248
ColumnPad,5,A,L10-,-1529.978,48549.346,4756.158,56984.248
ColumnPad,5,A,L10+,-1529.978,48549.346,4826.158,57404.248
ColumnPad,5,A,R11-,1120.022,53139.281,4896.158,56984.248
ColumnPad,5,A,R11+,1120.022,53139.281,4966.158,57404.248
ColumnPad,5,A,L11-,1120.022,53139.281,5036.158,56984.248
ColumnPad,5,A,L11+,1120.022,53139.281,5106.158,57404.248
ColumnPad,4,A,R00-,-22729.978,2650.0,7116.158,56984.248
ColumnPad,4,A,R00+,-22729.978,2650.0,7186.158,57404.248
ColumnPad,4,A,L00-,-22729.978,2650.0,7256.158,56984.248
ColumnPad,4,A,L00+,-22729.978,2650.0,7326.158,57404.248
ColumnPad,4,A,R01-,-20079.978,7239.935,7396.158,56984.248
ColumnPad,4,A,R01+,-20079.978,7239.935,7466.158,57404.248
ColumnPad,4,A,L01-,-20079.978,7239.935,7536.158,56984.248
ColumnPad,4,A,L01+,-20079.978,7239.935,7606.158,57404.248
ColumnPad,4,A,R02-,-17429.978,11829.869,7676.158,56984.248
ColumnPad,4,A,R02+,-17429.978,11829.869,7746.158,57404.248
ColumnPad,4,A,L02-,-17429.978,11829.869,7816.158,56984.248
ColumnPad,4,A,L02+,-17429.978,11829.869,7886.158,57404.248
ColumnPad,4,A,R03-,-14779.978,16419.804,7956.158,56984.248
ColumnPad,4,A,R03+,-14779.978,16419.804,8026.158,57404.248
ColumnPad,4,A,L03-,-14779.978,16419.804,8096.158,56984.248
ColumnPad,4,A,L03+,-14779.978,16419.804,8166.158,57404.248
ColumnPad,4,A,R04-,-12129.978,21009.739,8236.158,56984.248
ColumnPad,4,A,R04+,-12129.978,21009.739,8306.158,57404.248
ColumnPad,4,A,L04-,-12129.978,21009.739,8376.158,56984.248
ColumnPad,4,A,L04+,-12129.978,21009.739,8446.158,57404.248
ColumnPad,4,A,R05-,-9479.978,25599.673,8516.158,56984.248
ColumnPad,4,A,R05+,-9479.978,25599.673,8586.158,57404.248
ColumnPad,4,A,L05-,-9479.978,25599.673,8656.158,56984.248
ColumnPad,4,A,L05+,-9479.978,25599.673,8726.158,57404.248
ColumnPad,4,A,R06-,-6829.978,30189.608,8796.158,56984.248
ColumnPad,4,A,R06+,-6829.978,30189.608,8866.158,57404.248
ColumnPad,4,A,L06-,-6829.978,30189.608,8936.158,56984.248
ColumnPad,4,A,L06+,-6829.978,30189.608,9006.158,57404.248
ColumnPad,4,A,R07-,-4179.978,34779.542,9076.158,56984.248
ColumnPad,4,A,R07+,-4179.978,34779.542,9146.158,57404.248
ColumnPad,4,A,L07-,-4179.978,34779.542,9216.158,56984.248
ColumnPad,4,A,L07+,-4179.978,34779.542,9286.158,57404.248
ColumnPad,4,A,R08-,-1529.978,39369.477,9356.158,56984.248
ColumnPad,4,A,R08+,-1529.978,39369.477,9426.158,57404.248
ColumnPad,4,A,L08-,-1529.978,39369.477,9496.158,56984.248
ColumnPad,4,A,L08+,-1529.978,39369.477,9566.158,57404.248
ColumnPad,4,A,R09-,1120.022,43959.412,9636.158,56984.248
ColumnPad,4,A,R09+,1120.022,43959.412,9706.158,57404.248
ColumnPad,4,A,L09-,1120.022,43959.412,9776.158,56984.248
ColumnPad,4,A,L09+,1120.022,43959.412,9846.158,57404.248
ColumnPad,4,A,R10-,3770.022,48549.346,9916.158,56984.248
ColumnPad,4,A,R10+,3770.022,48549.346,9986.158,57404.248
ColumnPad,4,A,L10-,3770.022,48549.346,10056.158,56984.248
ColumnPad,4,A,L10+,3770.022,48549.346,10126.158,57404.248
ColumnPad,4,A,R11-,6420.022,53139.281,10196.158,56984.248
ColumnPad,4,A,R11+,6420.022,53139.281,10266.158,57404.248
ColumnPad,4,A,L11-,6420.022,53139.281,10336.158,56984.248
ColumnPad,4,A,L11+,6420.022,53139.281,10406.158,57404.248
ColumnPad,3,A,R00-,-17429.978,2650.0,12416.158,56984.248
ColumnPad,3,A,R00+,-17429.978,2650.0,12486.158,57404.248
ColumnPad,3,A,L00-,-17429.978,2650.0,12556.158,56984.248
ColumnPad,3,A,L00+,-17429.978,2650.0,12626.158,57404.248
ColumnPad,3,A,R01-,-14779.978,7239.935,12696.158,56984.248
ColumnPad,3,A,R01+,-14779.978,7239.935,12766.158,57404.248
ColumnPad,3,A,L01-,-14779.978,7239.935,12836.158,56984.248
ColumnPad,3,A,L01+,-14779.978,7239.935,12906.158,57404.248
ColumnPad,3,A,R02-,-12129.978,11829.869,12976.158,56984.248
ColumnPad,3,A,R02+,-12129.978,11829.869,13046.158,57404.248
ColumnPad,3,A,L02-,-12129.978,11829.869,13116.158,56984.248
ColumnPad,3,A,L02+,-12129.978,11829.869,13186.158,57404.248
ColumnPad,3,A,R03-,-9479.978,16419.804,13256.158,56984.248
ColumnPad,3,A,R03+,-9479.978,16419.804,13326.158,57404.248
ColumnPad,3,A,L03-,-9479.978,16419.804,13396.158,56984.248
ColumnPad,3,A,L03+,-9479.978,16419.804,13466.158,57404.248
ColumnPad,3,A,R04-,-6829.978,21009.739,13536.158,56984.248
ColumnPad,3,A,R04+,-6829.978,21009.739,13606.158,57404.248
ColumnPad,3,A,L04-,-6829.978,21009.739,13676.158,56984.248
ColumnPad,3,A,L04+,-6829.978,21009.739,13746.158,57404.248
ColumnPad,3,A,R05-,-4179.978,25599.673,13816.158,56984.248
ColumnPad,3,A,R05+,-4179.978,25599.673,13886.158,57404.248
ColumnPad,3,A,L05-,-4179.978,25599.673,13956.158,56984.248
ColumnPad,3,A,L05+,-4179.978,25599.673,14026.158,57404.248
ColumnPad,3,A,R06-,-1529.978,30189.608,14096.158,56984.248
ColumnPad,3,A,R06+,-1529.978,30189.608,14166.158,57404.248
ColumnPad,3,A,L06-,-1529.978,30189.608,14236.158,56984.248
ColumnPad,3,A,L06+,-1529.978,30189.608,14306.158,57404.248
ColumnPad,3,A,R07-,1120.022,34779.542,14376.158,56984.248
ColumnPad,3,A,R07+,1120.022,34779.542,14446.158,57404.248
ColumnPad,3,A,L07-,1120.022,34779.542,14516.158,56984.248
ColumnPad,3,A,L07+,1120.022,34779.542,14586.158,57404.248
ColumnPad,3,A,R08-,3770.022,39369.477,14656.158,56984.248
ColumnPad,3,A,R08+,3770.022,39369.477,14726.158,57404.248
ColumnPad,3,A,L08-,3770.022,39369.477,14796.158,56984.248
ColumnPad,3,A,L08+,3770.022,39369.477,14866.158,57404.248
ColumnPad,3,A,R09-,6420.022,43959.412,14936.158,56984.248
ColumnPad,3,A,R09+,6420.022,43959.412,15006.158,57404.248
ColumnPad,3,A,L09-,6420.022,43959.412,15076.158,56984.248
ColumnPad,3,A,L09+,6420.022,43959.412,15146.158,57404.248
ColumnPad,3,A,R10-,9070.022,48549.346,15216.158,56984.248
ColumnPad,3,A,R10+,9070.022,48549.346,15286.158,57404.248
ColumnPad,3,A,L10-,9070.022,48549.346,15356.158,56984.248
ColumnPad,3,A,L10+,9070.022,48549.346,15426.158,57404.248
ColumnPad,3,A,R11-,11720.022,53139.281,15496.158,56984.248
ColumnPad,3,A,R11+,11720.022,53139.281,15566.158,57404.248
ColumnPad,3,A,L11-,11720.022,53139.281,15636.158,56984.248
ColumnPad,3,A,L11+,11720.022,53139.281,15706.158,57404.248
ColumnPad,2,A,R00-,-12129.978,2650.0,17716.158,56984.248
ColumnPad,2,A,R00+,-12129.978,2650.0,17786.158,57404.248
ColumnPad,2,A,L00-,-12129.978,2650.0,17856.158,56984.248
ColumnPad,2,A,L00+,-12129.978,2650.0,17926.158,57404.248
ColumnPad,2,A,R01-,-9479.978,7239.935,17996.158,56984.248
ColumnPad,2,A,R01+,-9479.978,7239.935,18066.158,57404.248
ColumnPad,2,A,L01-,-9479.978,7239.935,18136.158,56984.248
ColumnPad,2,A,L01+,-9479.978,7239.935,18206.158,57404.248
ColumnPad,2,A,R02-,-6829.978,11829.869,18276.158,56984.248
ColumnPad,2,A,R02+,-6829.978,11829.869,18346.158,57404.248
ColumnPad,2,A,L02-,-6829.978,11829.869,18416.158,56984.248
ColumnPad,2,A,L02+,-6829.978,11829.869,18486.158,57404.248
ColumnPad,2,A,R03-,-4179.978,16419.804,18556.158,56984.248
ColumnPad,2,A,R03+,-4179.978,16419.804,18626.158,57404.248
ColumnPad,2,A,L03-,-4179.978,16419.804,18696.158,56984.248
ColumnPad,2,A,L03+,-4179.978,16419.804,18766.158,57404.248
ColumnPad,2,A,R04-,-1529.978,21009.739,18836.158,56984.248
ColumnPad,2,A,R04+,-1529.978,21009.739,18906.158,57404.248
ColumnPad,2,A,L04-,-1529.978,21009.739,18976.158,56984.248
ColumnPad,2,A,L04+,-1529.978,21009.739,19046.158,57404.248
ColumnPad,2,A,R05-,1120.022,25599.673,19116.158,56984.248
ColumnPad,2,A,R05+,1120.022,25599.673,19186.158,57404.248
ColumnPad,2,A,L05-,1120.022,25599.673,19256.158,56984.248
ColumnPad,2,A,L05+,1120.022,25599.673,19326.158,57404.248
ColumnPad,2,A,R06-,3770.022,30189.608,19396.158,56984.248
ColumnPad,2,A,R06+,3770.022,30189.608,19466.158,57404.248
ColumnPad,2,A,L06-,3770.022,30189.608,19536.158,56984.248
ColumnPad,2,A,L06+,3770.022,30189.608,19606.158,57404.248
ColumnPad,2,A,R07-,6420.022,34779.542,19676.158,56984.248
ColumnPad,2,A,R07+,6420.022,34779.542,19746.158,57404.248
ColumnPad,2,A,L07-,6420.022,34779.542,19816.158,56984.248
ColumnPad,2,A,L07+,6420.022,34779.542,19886.158,57404.248
ColumnPad,2,A,R08-,9070.022,39369.477,19956.158,56984.248
ColumnPad,2,A,R08+,9070.022,39369.477,20026.158,57404.248
ColumnPad,2,A,L08-,9070.022,39369.477,20096.158,56984.248
ColumnPad,2,A,L08+,9070.022,39369.477,20166.158,57404.248
ColumnPad,2,A,R09-,11720.022,43959.412,20236.158,56984.248
ColumnPad,2,A,R09+,11720.022,43959.412,20306.158,57404.248
ColumnPad,2,A,L09-,11720.022,43959.412,20376.158,56984.248
ColumnPad,2,A,L09+,11720.022,43959.412,20446.158,57404.248
ColumnPad,2,A,R10-,14370.022,48549.346,20516.158,56984.248
ColumnPad,2,A,R10+,14370.022,48549.346,20586.158,57404.248
ColumnPad,2,A,L10-,14370.022,48549.346,20656.158,56984.248
ColumnPad,2,A,L10+,14370.022,48549.346,20726.158,57404.248
ColumnPad,2,A,R11-,17020.022,53139.281,20796.158,56984.248
ColumnPad,2,A,R11+,17020.022,53139.281,20866.158,57404.248
ColumnPad,2,A,L11-,17020.022,53139.281,20936.158,56984.248
ColumnPad,2,A,L11+,17020.022,53139.281,21006.158,57404.248
ColumnPad,1,A,R00-,-6829.978,2650.0,23016.158,56984.248
ColumnPad,1,A,R00+,-6829.978,2650.0,23086.158,57404.248
ColumnPad,1,A,L00-,-6829.978,2650.0,23156.158,56984.248
ColumnPad,1,A,L00+,-6829.978,2650.0,23226.158,57404.248
ColumnPad,1,A,R01-,-4179.978,7239.935,23296.158,56984.248
ColumnPad,1,A,R01+,-4179.978,7239.935,23366.158,57404.248
ColumnPad,1,A,L01-,-4179.978,7239.935,23436.158,56984.248
ColumnPad,1,A,L01+,-4179.978,7239.935,23506.158,57404.248
ColumnPad,1,A,R02-,-1529.978,11829.869,23576.158,56984.248
ColumnPad,1,A,R02+,-1529.978,11829.869,23646.158,57404.248
ColumnPad,1,A,L02-,-1529.978,11829.869,23716.158,56984.248
ColumnPad,1,A,L02+,-1529.978,11829.869,23786.158,57404.248
ColumnPad,1,A,R03-,1120.022,16419.804,23856.158,56984.248
ColumnPad,1,A,R03+,1120.022,16419.804,23926.158,57404.248
ColumnPad,1,A,L03-,1120.022,16419.804,23996.158,56984.248
ColumnPad,1,A,L03+,1120.022,16419.804,24066.158,57404.248
ColumnPad,1,A,R04-,3770.022,21009.739,24136.158,56984.248
ColumnPad,1,A,R04+,3770.022,21009.739,24206.158,57404.248
ColumnPad,1,A,L04-,3770.022,21009.739,24276.158,56984.248
ColumnPad,1,A,L04+,3770.022,21009.739,24346.158,57404.248
ColumnPad,1,A,R05-,6420.022,25599.673,24416.158,56984.248
ColumnPad,1,A,R05+,6420.022,25599.673,24486.158,57404.248
ColumnPad,1,A,L05-,6420.022,25599.673,24556.158,56984.248
ColumnPad,1,A,L05+,6420.022,25599.673,24626.158,57404.248
ColumnPad,1,A,R06-,9070.022,30189.608,24696.158,56984.248
ColumnPad,1,A,R06+,9070.022,30189.608,24766.158,57404.248
ColumnPad,1,A,L06-,9070.022,30189.608,24836.158,56984.248
ColumnPad,1,A,L06+,9070.022,30189.608,24906.158,57404.248
ColumnPad,1,A,R07-,11720.022,34779.542,24976.158,56984.248
ColumnPad,1,A,R07+,11720.022,34779.542,25046.158,57404.248
ColumnPad,1,A,L07-,11720.022,34779.542,25116.158,56984.248
ColumnPad,1,A,L07+,11720.022,34779.542,25186.158,57404.248
ColumnPad,1,A,R08-,14370.022,39369.477,25256.158,56984.248
ColumnPad,1,A,R08+,14370.022,39369.477,25326.158,57404.248
ColumnPad,1,A,L08-,14370.022,39369.477,25396.158,56984.248
ColumnPad,1,A,L08+,14370.022,39369.477,25466.158,57404.248
ColumnPad,1,A,R09-,17020.022,43959.412,25536.158,56984.248
ColumnPad,1,A,R09+,17020.022,43959.412,25606.158,57404.248
ColumnPad,1,A,L09-,17020.022,43959.412,25676.158,56984.248
ColumnPad,1,A,L09+,17020.022,43959.412,25746.158,57404.248
ColumnPad,1,A,R10-,19670.022,48549.346,25816.158,56984.248
ColumnPad,1,A,R10+,19670.022,48549.346,25886.158,57404.248
ColumnPad,1,A,L10-,19670.022,48549.346,25956.158,56984.248
ColumnPad,1,A,L10+,19670.022,48549.346,26026.158,57404.248
ColumnPad,1,A,R11-,22320.022,53139.281,26096.158,56984.248
ColumnPad,1,A,R11+,22320.022,53139.281,26166.158,57404.248
ColumnPad,1,A,L11-,22320.022,53139.281,26236.158,56984.248
ColumnPad,1,A,L11+,22320.022,53139.281,26306.158,57404.248
ColumnPad,0,A,R00-,-1529.978,2650.0,27936.158,56984.248
ColumnPad,0,A,R00+,-1529.978,2650.0,28006.158,57404.248
ColumnPad,0,A,L00-,-1529.978,2650.0,28076.158,56984.248
ColumnPad,0,A,L00+,-1529.978,2650.0,28146.158,57404.248
ColumnPad,0,A,R01-,1120.022,7239.935,28216.158,56984.248
ColumnPad,0,A,R01+,1120.022,7239.935,28286.158,57404.248
ColumnPad,0,A,L01-,1120.022,7239.935,28356.158,56984.248
ColumnPad,0,A,L01+,1120.022,7239.935,28426.158,57404.248
ColumnPad,0,A,R02-,3770.022,11829.869,28496.158,56984.248
ColumnPad,0,A,R02+,3770.022,11829.869,28566.158,57404.248
ColumnPad,0,A,L02-,3770.022,11829.869,28636.158,56984.248
ColumnPad,0,A,L02+,3770.022,11829.869,28706.158,57404.248
ColumnPad,0,A,R03-,6420.022,16419.804,28776.158,56984.248
ColumnPad,0,A,R03+,6420.022,16419.804,28846.158,57404.248
ColumnPad,0,A,L03-,6420.022,16419.804,28916.158,56984.248
ColumnPad,0,A,L03+,6420.022,16419.804,28986.158,57404.248
ColumnPad,0,A,R04-,9070.022,21009.739,29056.158,56984.248
ColumnPad,0,A,R04+,9070.022,21009.739,29126.158,57404.248
ColumnPad,0,A,L04-,9070.022,21009.739,29196.158,56984.248
ColumnPad,0,A,L04+,9070.022,21009.739,29266.158,57404.248
ColumnPad,0,A,R05-,11720.022,25599.673,29336.158,56984.248
ColumnPad,0,A,R05+,11720.022,25599.673,29406.158,57404.248
ColumnPad,0,A,L05-,11720.022,25599.673,29476.158,56984.248
ColumnPad,0,A,L05+,11720.022,25599.673,29546.158,57404.248
ColumnPad,0,A,R06-,14370.022,30189.608,29616.158,56984.248
ColumnPad,0,A,R06+,14370.022,30189.608,29686.158,57404.248
ColumnPad,0,A,L06-,14370.022,30189.608,29756.158,56984.248
ColumnPad,0,A,L06+,14370.022,30189.608,29826.158,57404.248
ColumnPad,0,A,R07-,17020.022,34779.542,29896.158,56984.248
ColumnPad,0,A,R07+,17020.022,34779.542,29966.158,57404.248
ColumnPad,0,A,L07-,17020.022,34779.542,30036.158,56984.248
ColumnPad,0,A,L07+,17020.022,34779.542,30106.158,57404.248
ColumnPad,0,A,R08-,19670.022,39369.477,30176.158,56984.248
ColumnPad,0,A,R08+,19670.022,39369.477,30246.158,57404.248
ColumnPad,0,A,L08-,19670.022,39369.477,30316.158,56984.248
ColumnPad,0,A,L08+,19670.022,39369.477,30386.158,57404.248
ColumnPad,0,A,R09-,22320.022,43959.412,30456.158,56984.248
ColumnPad,0,A,R09+,22320.022,43959.412,30526.158,57404.248
ColumnPad,0,A,L09-,22320.022,43959.412,30596.158,56984.248
ColumnPad,0,A,L09+,22320.022,43959.412,30666.158,57404.248
ColumnPad,0,A,R10-,24970.022,48549.346,30736.158,56984.248
ColumnPad,0,A,R10+,24970.022,48549.346,30806.158,57404.248
ColumnPad,0,A,L10-,24970.022,48549.346,30876.158,56984.248
ColumnPad,0,A,L10+,24970.022,48549.346,30946.158,57404.248
