Group Section,Pad X center,Pad Y center,Pixel X center,Pixel Y center
B,34520.458,55017.309,8359.956,9179.869
B,34051.728,54989.174,8359.956,9179.869
B,34590.458,54896.066,11009.956,13769.804
B,34121.728,54867.931,8359.956,9179.869
B,34660.458,54774.822,11009.956,13769.804
B,34191.728,54746.687,11009.956,13769.804
B,34730.458,54653.578,13659.956,18359.739
B,34261.728,54625.444,11009.956,13769.804
B,34800.458,54532.335,13659.956,18359.739
B,34331.728,54504.2,13659.956,18359.739
B,34870.458,54411.091,16309.956,22949.673
B,34401.728,54382.957,13659.956,18359.739
B,34940.458,54289.848,16309.956,22949.673
B,34471.728,54261.713,16309.956,22949.673
B,35010.458,54168.604,18959.956,27539.608
B,34541.728,54140.47,16309.956,22949.673
B,35080.458,54047.361,18959.956,27539.608
B,34611.728,54019.226,18959.956,27539.608
B,35150.458,53926.117,21609.956,32129.542
B,34681.728,53897.982,18959.956,27539.608
B,35220.458,53804.874,21609.956,32129.542
B,34751.728,53776.739,21609.956,32129.542
B,35290.458,53683.63,24259.956,36719.477
B,34821.728,53655.495,21609.956,32129.542
B,35360.458,53562.386,24259.956,36719.477
B,34891.728,53534.252,24259.956,36719.477
B,35430.458,53441.143,26909.956,41309.412
B,34961.728,53413.008,24259.956,36719.477
B,35500.458,53319.899,26909.956,41309.412
B,35031.728,53291.765,26909.956,41309.412
B,35570.458,53198.656,29559.956,45899.346
B,35101.728,53170.521,26909.956,41309.412
B,35640.458,53077.412,29559.956,45899.346
B,35171.728,53049.278,29559.956,45899.346
B,35710.458,52956.169,32209.956,50489.281
B,35241.728,52928.034,29559.956,45899.346
B,35780.458,52834.925,32209.956,50489.281
B,35311.728,52806.79,32209.956,50489.281
B,35381.728,52685.547,32209.956,50489.281
B,36560.458,51483.926,5709.956,-4589.935
B,36630.458,51362.682,5709.956,-4589.935
B,36161.728,51334.547,5709.956,-4589.935
B,36700.458,51241.438,5709.956,-4589.935
B,36231.728,51213.304,5709.956,-4589.935
B,36770.458,51120.195,8359.956,0.0
B,36301.728,51092.06,5709.956,-4589.935
B,36840.458,50998.951,8359.956,0.0
B,36371.728,50970.817,8359.956,0.0
B,36910.458,50877.708,11009.956,4589.935
B,36441.728,50849.573,8359.956,0.0
B,36980.458,50756.464,11009.956,4589.935
B,36511.728,50728.33,11009.956,4589.935
B,37050.458,50635.221,13659.956,9179.869
B,36581.728,50607.086,11009.956,4589.935
B,37120.458,50513.977,13659.956,9179.869
B,36651.728,50485.842,13659.956,9179.869
B,37190.458,50392.734,16309.956,13769.804
B,36721.728,50364.599,13659.956,9179.869
B,37260.458,50271.49,16309.956,13769.804
B,36791.728,50243.355,16309.956,13769.804
B,37330.458,50150.246,18959.956,18359.739
B,36861.728,50122.112,16309.956,13769.804
B,37400.458,50029.003,18959.956,18359.739
B,36931.728,50000.868,18959.956,18359.739
B,37470.458,49907.759,21609.956,22949.673
B,37001.728,49879.625,18959.956,18359.739
B,37540.458,49786.516,21609.956,22949.673
B,37071.728,49758.381,21609.956,22949.673
B,37610.458,49665.272,24259.956,27539.608
B,37141.728,49637.137,21609.956,22949.673
B,37680.458,49544.029,24259.956,27539.608
B,37211.728,49515.894,24259.956,27539.608
B,37750.458,49422.785,26909.956,32129.542
B,37281.728,49394.65,24259.956,27539.608
B,37820.458,49301.541,26909.956,32129.542
B,37351.728,49273.407,26909.956,32129.542
B,37890.458,49180.298,29559.956,36719.477
B,37421.728,49152.163,26909.956,32129.542
B,37960.458,49059.054,29559.956,36719.477
B,37491.728,49030.92,29559.956,36719.477
B,38030.458,48937.811,32209.956,41309.412
B,37561.728,48909.676,29559.956,36719.477
B,38100.458,48816.567,32209.956,41309.412
B,37631.728,48788.433,32209.956,41309.412
B,38170.458,48695.324,34859.956,45899.346
B,37701.728,48667.189,32209.956,41309.412
B,38240.458,48574.08,34859.956,45899.346
B,37771.728,48545.945,34859.956,45899.346
B,37841.728,48424.702,34859.956,45899.346
B,39210.458,46893.991,8359.956,-9179.869
B,39280.458,46772.747,8359.956,-9179.869
B,38811.728,46744.613,8359.956,-9179.869
B,39350.458,46651.504,8359.956,-9179.869
B,38881.728,46623.369,8359.956,-9179.869
B,39420.458,46530.26,11009.956,-4589.935
B,38951.728,46502.126,8359.956,-9179.869
B,39490.458,46409.017,11009.956,-4589.935
B,39021.728,46380.882,11009.956,-4589.935
B,39560.458,46287.773,13659.956,0.0
B,39091.728,46259.638,11009.956,-4589.935
B,39630.458,46166.53,13659.956,0.0
B,39161.728,46138.395,13659.956,0.0
B,39700.458,46045.286,16309.956,4589.935
B,39231.728,46017.151,13659.956,0.0
B,39770.458,45924.042,16309.956,4589.935
B,39301.728,45895.908,16309.956,4589.935
B,39840.458,45802.799,18959.956,9179.869
B,39371.728,45774.664,16309.956,4589.935
B,39910.458,45681.555,18959.956,9179.869
B,39441.728,45653.421,18959.956,9179.869
B,39980.458,45560.312,21609.956,13769.804
B,39511.728,45532.177,18959.956,9179.869
B,40050.458,45439.068,21609.956,13769.804
B,39581.728,45410.934,21609.956,13769.804
B,40120.458,45317.825,24259.956,18359.739
B,39651.728,45289.69,21609.956,13769.804
B,40190.458,45196.581,24259.956,18359.739
B,39721.728,45168.446,24259.956,18359.739
B,40260.458,45075.338,26909.956,22949.673
B,39791.728,45047.203,24259.956,18359.739
B,40330.458,44954.094,26909.956,22949.673
B,39861.728,44925.959,26909.956,22949.673
B,40400.458,44832.85,29559.956,27539.608
B,39931.728,44804.716,26909.956,22949.673
B,40470.458,44711.607,29559.956,27539.608
B,40001.728,44683.472,29559.956,27539.608
B,40540.458,44590.363,32209.956,32129.542
B,40071.728,44562.229,29559.956,27539.608
B,40610.458,44469.12,32209.956,32129.542
B,40141.728,44440.985,32209.956,32129.542
B,40680.458,44347.876,34859.956,36719.477
B,40211.728,44319.742,32209.956,32129.542
B,40750.458,44226.633,34859.956,36719.477
B,40281.728,44198.498,34859.956,36719.477
B,40820.458,44105.389,37509.956,41309.412
B,40351.728,44077.254,34859.956,36719.477
B,40890.458,43984.146,37509.956,41309.412
B,40421.728,43956.011,37509.956,41309.412
B,40491.728,43834.767,37509.956,41309.412
B,41860.458,42304.056,11009.956,-13769.804
B,41930.458,42182.813,11009.956,-13769.804
B,41461.728,42154.678,11009.956,-13769.804
B,42000.458,42061.569,11009.956,-13769.804
B,41531.728,42033.434,11009.956,-13769.804
B,42070.458,41940.326,13659.956,-9179.869
B,41601.728,41912.191,11009.956,-13769.804
B,42140.458,41819.082,13659.956,-9179.869
B,41671.728,41790.947,13659.956,-9179.869
B,42210.458,41697.838,16309.956,-4589.935
B,41741.728,41669.704,13659.956,-9179.869
B,42280.458,41576.595,16309.956,-4589.935
B,41811.728,41548.46,16309.956,-4589.935
B,42350.458,41455.351,18959.956,0.0
B,41881.728,41427.217,16309.956,-4589.935
B,42420.458,41334.108,18959.956,0.0
B,41951.728,41305.973,18959.956,0.0
B,42490.458,41212.864,21609.956,4589.935
B,42021.728,41184.73,18959.956,0.0
B,42560.458,41091.621,21609.956,4589.935
B,42091.728,41063.486,21609.956,4589.935
B,42630.458,40970.377,24259.956,9179.869
B,42161.728,40942.242,21609.956,4589.935
B,42700.458,40849.134,24259.956,9179.869
B,42231.728,40820.999,24259.956,9179.869
B,42770.458,40727.89,26909.956,13769.804
B,42301.728,40699.755,24259.956,9179.869
B,42840.458,40606.646,26909.956,13769.804
B,42371.728,40578.512,26909.956,13769.804
B,42910.458,40485.403,29559.956,18359.739
B,42441.728,40457.268,26909.956,13769.804
B,42980.458,40364.159,29559.956,18359.739
B,42511.728,40336.025,29559.956,18359.739
B,43050.458,40242.916,32209.956,22949.673
B,42581.728,40214.781,29559.956,18359.739
B,43120.458,40121.672,32209.956,22949.673
B,42651.728,40093.538,32209.956,22949.673
B,43190.458,40000.429,34859.956,27539.608
B,42721.728,39972.294,32209.956,22949.673
B,43260.458,39879.185,34859.956,27539.608
B,42791.728,39851.05,34859.956,27539.608
B,43330.458,39757.942,37509.956,32129.542
B,42861.728,39729.807,34859.956,27539.608
B,43400.458,39636.698,37509.956,32129.542
B,42931.728,39608.563,37509.956,32129.542
B,43470.458,39515.454,40159.956,36719.477
B,43001.728,39487.32,37509.956,32129.542
B,43540.458,39394.211,40159.956,36719.477
B,43071.728,39366.076,40159.956,36719.477
B,43141.728,39244.833,40159.956,36719.477
B,44510.458,37714.122,13659.956,-18359.739
B,44580.458,37592.878,13659.956,-18359.739
B,44111.728,37564.743,13659.956,-18359.739
B,44650.458,37471.634,13659.956,-18359.739
B,44181.728,37443.5,13659.956,-18359.739
B,44720.458,37350.391,16309.956,-13769.804
B,44251.728,37322.256,13659.956,-18359.739
B,44790.458,37229.147,16309.956,-13769.804
B,44321.728,37201.013,16309.956,-13769.804
B,44860.458,37107.904,18959.956,-9179.869
B,44391.728,37079.769,16309.956,-13769.804
B,44930.458,36986.66,18959.956,-9179.869
B,44461.728,36958.526,18959.956,-9179.869
B,45000.458,36865.417,21609.956,-4589.935
B,44531.728,36837.282,18959.956,-9179.869
B,45070.458,36744.173,21609.956,-4589.935
B,44601.728,36716.038,21609.956,-4589.935
B,45140.458,36622.93,24259.956,0.0
B,44671.728,36594.795,21609.956,-4589.935
B,45210.458,36501.686,24259.956,0.0
B,44741.728,36473.551,24259.956,0.0
B,45280.458,36380.442,26909.956,4589.935
B,44811.728,36352.308,24259.956,0.0
B,45350.458,36259.199,26909.956,4589.935
B,44881.728,36231.064,26909.956,4589.935
B,45420.458,36137.955,29559.956,9179.869
B,44951.728,36109.821,26909.956,4589.935
B,45490.458,36016.712,29559.956,9179.869
B,45021.728,35988.577,29559.956,9179.869
B,45560.458,35895.468,32209.956,13769.804
B,45091.728,35867.334,29559.956,9179.869
B,45630.458,35774.225,32209.956,13769.804
B,45161.728,35746.09,32209.956,13769.804
B,45700.458,35652.981,34859.956,18359.739
B,45231.728,35624.846,32209.956,13769.804
B,45770.458,35531.738,34859.956,18359.739
B,45301.728,35503.603,34859.956,18359.739
B,45840.458,35410.494,37509.956,22949.673
B,45371.728,35382.359,34859.956,18359.739
B,45910.458,35289.25,37509.956,22949.673
B,45441.728,35261.116,37509.956,22949.673
B,45980.458,35168.007,40159.956,27539.608
B,45511.728,35139.872,37509.956,22949.673
B,46050.458,35046.763,40159.956,27539.608
B,45581.728,35018.629,40159.956,27539.608
B,46120.458,34925.52,42809.956,32129.542
B,45651.728,34897.385,40159.956,27539.608
B,46190.458,34804.276,42809.956,32129.542
B,45721.728,34776.142,42809.956,32129.542
B,45791.728,34654.898,42809.956,32129.542
B,47160.458,33124.187,16309.956,-22949.673
B,47230.458,33002.943,16309.956,-22949.673
B,46761.728,32974.809,16309.956,-22949.673
B,47300.458,32881.7,16309.956,-22949.673
B,46831.728,32853.565,16309.956,-22949.673
B,47370.458,32760.456,18959.956,-18359.739
B,46901.728,32732.322,16309.956,-22949.673
B,47440.458,32639.213,18959.956,-18359.739
B,46971.728,32611.078,18959.956,-18359.739
B,47510.458,32517.969,21609.956,-13769.804
B,47041.728,32489.835,18959.956,-18359.739
B,47580.458,32396.726,21609.956,-13769.804
B,47111.728,32368.591,21609.956,-13769.804
B,47650.458,32275.482,24259.956,-9179.869
B,47181.728,32247.347,21609.956,-13769.804
B,47720.458,32154.238,24259.956,-9179.869
B,47251.728,32126.104,24259.956,-9179.869
B,47790.458,32032.995,26909.956,-4589.935
B,47321.728,32004.86,24259.956,-9179.869
B,47860.458,31911.751,26909.956,-4589.935
B,47391.728,31883.617,26909.956,-4589.935
B,47930.458,31790.508,29559.956,0.0
B,47461.728,31762.373,26909.956,-4589.935
B,48000.458,31669.264,29559.956,0.0
B,47531.728,31641.13,29559.956,0.0
B,48070.458,31548.021,32209.956,4589.935
B,47601.728,31519.886,29559.956,0.0
B,48140.458,31426.777,32209.956,4589.935
B,47671.728,31398.642,32209.956,4589.935
B,48210.458,31305.534,34859.956,9179.869
B,47741.728,31277.399,32209.956,4589.935
B,48280.458,31184.29,34859.956,9179.869
B,47811.728,31156.155,34859.956,9179.869
B,48350.458,31063.046,37509.956,13769.804
B,47881.728,31034.912,34859.956,9179.869
B,48420.458,30941.803,37509.956,13769.804
B,47951.728,30913.668,37509.956,13769.804
B,48490.458,30820.559,40159.956,18359.739
B,48021.728,30792.425,37509.956,13769.804
B,48560.458,30699.316,40159.956,18359.739
B,48091.728,30671.181,40159.956,18359.739
B,48630.458,30578.072,42809.956,22949.673
B,48161.728,30549.938,40159.956,18359.739
B,48700.458,30456.829,42809.956,22949.673
B,48231.728,30428.694,42809.956,22949.673
B,48770.458,30335.585,45459.956,27539.608
B,48301.728,30307.45,42809.956,22949.673
B,48840.458,30214.342,45459.956,27539.608
B,48371.728,30186.207,45459.956,27539.608
B,48441.728,30064.963,45459.956,27539.608
B,49810.458,28534.252,18959.956,-27539.608
B,49880.458,28413.009,18959.956,-27539.608
B,49411.728,28384.874,18959.956,-27539.608
B,49950.458,28291.765,18959.956,-27539.608
B,49481.728,28263.631,18959.956,-27539.608
B,50020.458,28170.522,21609.956,-22949.673
B,49551.728,28142.387,18959.956,-27539.608
B,50090.458,28049.278,21609.956,-22949.673
B,49621.728,28021.143,21609.956,-22949.673
B,50160.458,27928.035,24259.956,-18359.739
B,49691.728,27899.9,21609.956,-22949.673
B,50230.458,27806.791,24259.956,-18359.739
B,49761.728,27778.656,24259.956,-18359.739
B,50300.458,27685.547,26909.956,-13769.804
B,49831.728,27657.413,24259.956,-18359.739
B,50370.458,27564.304,26909.956,-13769.804
B,49901.728,27536.169,26909.956,-13769.804
B,50440.458,27443.06,29559.956,-9179.869
B,49971.728,27414.926,26909.956,-13769.804
B,50510.458,27321.817,29559.956,-9179.869
B,50041.728,27293.682,29559.956,-9179.869
B,50580.458,27200.573,32209.956,-4589.935
B,50111.728,27172.439,29559.956,-9179.869
B,50650.458,27079.33,32209.956,-4589.935
B,50181.728,27051.195,32209.956,-4589.935
B,50720.458,26958.086,34859.956,0.0
B,50251.728,26929.951,32209.956,-4589.935
B,50790.458,26836.843,34859.956,0.0
B,50321.728,26808.708,34859.956,0.0
B,50860.458,26715.599,37509.956,4589.935
B,50391.728,26687.464,34859.956,0.0
B,50930.458,26594.355,37509.956,4589.935
B,50461.728,26566.221,37509.956,4589.935
B,51000.458,26473.112,40159.956,9179.869
B,50531.728,26444.977,37509.956,4589.935
B,51070.458,26351.868,40159.956,9179.869
B,50601.728,26323.734,40159.956,9179.869
B,51140.458,26230.625,42809.956,13769.804
B,50671.728,26202.49,40159.956,9179.869
B,51210.458,26109.381,42809.956,13769.804
B,50741.728,26081.247,42809.956,13769.804
B,51280.458,25988.138,45459.956,18359.739
B,50811.728,25960.003,42809.956,13769.804
B,51350.458,25866.894,45459.956,18359.739
B,50881.728,25838.759,45459.956,18359.739
B,51420.458,25745.651,48109.956,22949.673
B,50951.728,25717.516,45459.956,18359.739
B,51490.458,25624.407,48109.956,22949.673
B,51021.728,25596.272,48109.956,22949.673
B,51091.728,25475.029,48109.956,22949.673
B,52460.458,23944.318,21609.956,-32129.542
B,52530.458,23823.074,21609.956,-32129.542
B,52061.728,23794.939,21609.956,-32129.542
B,52600.458,23701.831,21609.956,-32129.542
B,52131.728,23673.696,21609.956,-32129.542
B,52670.458,23580.587,24259.956,-27539.608
B,52201.728,23552.452,21609.956,-32129.542
B,52740.458,23459.343,24259.956,-27539.608
B,52271.728,23431.209,24259.956,-27539.608
B,52810.458,23338.1,26909.956,-22949.673
B,52341.728,23309.965,24259.956,-27539.608
B,52880.458,23216.856,26909.956,-22949.673
B,52411.728,23188.722,26909.956,-22949.673
B,52950.458,23095.613,29559.956,-18359.739
B,52481.728,23067.478,26909.956,-22949.673
B,53020.458,22974.369,29559.956,-18359.739
B,52551.728,22946.235,29559.956,-18359.739
B,53090.458,22853.126,32209.956,-13769.804
B,52621.728,22824.991,29559.956,-18359.739
B,53160.458,22731.882,32209.956,-13769.804
B,52691.728,22703.747,32209.956,-13769.804
B,53230.458,22610.639,34859.956,-9179.869
B,52761.728,22582.504,32209.956,-13769.804
B,53300.458,22489.395,34859.956,-9179.869
B,52831.728,22461.26,34859.956,-9179.869
B,53370.458,22368.151,37509.956,-4589.935
B,52901.728,22340.017,34859.956,-9179.869
B,53440.458,22246.908,37509.956,-4589.935
B,52971.728,22218.773,37509.956,-4589.935
B,53510.458,22125.664,40159.956,0.0
B,53041.728,22097.53,37509.956,-4589.935
B,53580.458,22004.421,40159.956,0.0
B,53111.728,21976.286,40159.956,0.0
B,53650.458,21883.177,42809.956,4589.935
B,53181.728,21855.043,40159.956,0.0
B,53720.458,21761.934,42809.956,4589.935
B,53251.728,21733.799,42809.956,4589.935
B,53790.458,21640.69,45459.956,9179.869
B,53321.728,21612.555,42809.956,4589.935
B,53860.458,21519.447,45459.956,9179.869
B,53391.728,21491.312,45459.956,9179.869
B,53930.458,21398.203,48109.956,13769.804
B,53461.728,21370.068,45459.956,9179.869
B,54000.458,21276.959,48109.956,13769.804
B,53531.728,21248.825,48109.956,13769.804
B,54070.458,21155.716,50759.956,18359.739
B,53601.728,21127.581,48109.956,13769.804
B,54140.458,21034.472,50759.956,18359.739
B,53671.728,21006.338,50759.956,18359.739
B,53741.728,20885.094,50759.956,18359.739
B,55110.458,19354.383,24259.956,-36719.477
B,55180.458,19233.139,24259.956,-36719.477
B,54711.728,19205.005,24259.956,-36719.477
B,55250.458,19111.896,24259.956,-36719.477
B,54781.728,19083.761,24259.956,-36719.477
B,55320.458,18990.652,26909.956,-32129.542
B,54851.728,18962.518,24259.956,-36719.477
B,55390.458,18869.409,26909.956,-32129.542
B,54921.728,18841.274,26909.956,-32129.542
B,55460.458,18748.165,29559.956,-27539.608
B,54991.728,18720.031,26909.956,-32129.542
B,55530.458,18626.922,29559.956,-27539.608
B,55061.728,18598.787,29559.956,-27539.608
B,55600.458,18505.678,32209.956,-22949.673
B,55131.728,18477.543,29559.956,-27539.608
B,55670.458,18384.435,32209.956,-22949.673
B,55201.728,18356.3,32209.956,-22949.673
B,55740.458,18263.191,34859.956,-18359.739
B,55271.728,18235.056,32209.956,-22949.673
B,55810.458,18141.947,34859.956,-18359.739
B,55341.728,18113.813,34859.956,-18359.739
B,55880.458,18020.704,37509.956,-13769.804
B,55411.728,17992.569,34859.956,-18359.739
B,55950.458,17899.46,37509.956,-13769.804
B,55481.728,17871.326,37509.956,-13769.804
B,56020.458,17778.217,40159.956,-9179.869
B,55551.728,17750.082,37509.956,-13769.804
B,56090.458,17656.973,40159.956,-9179.869
B,55621.728,17628.839,40159.956,-9179.869
B,56160.458,17535.73,42809.956,-4589.935
B,55691.728,17507.595,40159.956,-9179.869
B,56230.458,17414.486,42809.956,-4589.935
B,55761.728,17386.351,42809.956,-4589.935
B,56300.458,17293.243,45459.956,0.0
B,55831.728,17265.108,42809.956,-4589.935
B,56370.458,17171.999,45459.956,0.0
B,55901.728,17143.864,45459.956,0.0
B,56440.458,17050.755,48109.956,4589.935
B,55971.728,17022.621,45459.956,0.0
B,56510.458,16929.512,48109.956,4589.935
B,56041.728,16901.377,48109.956,4589.935
B,56580.458,16808.268,50759.956,9179.869
B,56111.728,16780.134,48109.956,4589.935
B,56650.458,16687.025,50759.956,9179.869
B,56181.728,16658.89,50759.956,9179.869
B,56720.458,16565.781,53409.956,13769.804
B,56251.728,16537.647,50759.956,9179.869
B,56790.458,16444.538,53409.956,13769.804
B,56321.728,16416.403,53409.956,13769.804
B,56391.728,16295.159,53409.956,13769.804
B,57760.458,14764.448,26909.956,-41309.412
B,57830.458,14643.205,26909.956,-41309.412
B,57361.728,14615.07,26909.956,-41309.412
B,57900.458,14521.961,26909.956,-41309.412
B,57431.728,14493.827,26909.956,-41309.412
B,57970.458,14400.718,29559.956,-36719.477
B,57501.728,14372.583,26909.956,-41309.412
B,58040.458,14279.474,29559.956,-36719.477
B,57571.728,14251.339,29559.956,-36719.477
B,58110.458,14158.231,32209.956,-32129.542
B,57641.728,14130.096,29559.956,-36719.477
B,58180.458,14036.987,32209.956,-32129.542
B,57711.728,14008.852,32209.956,-32129.542
B,58250.458,13915.743,34859.956,-27539.608
B,57781.728,13887.609,32209.956,-32129.542
B,58320.458,13794.5,34859.956,-27539.608
B,57851.728,13766.365,34859.956,-27539.608
B,58390.458,13673.256,37509.956,-22949.673
B,57921.728,13645.122,34859.956,-27539.608
B,58460.458,13552.013,37509.956,-22949.673
B,57991.728,13523.878,37509.956,-22949.673
B,58530.458,13430.769,40159.956,-18359.739
B,58061.728,13402.635,37509.956,-22949.673
B,58600.458,13309.526,40159.956,-18359.739
B,58131.728,13281.391,40159.956,-18359.739
B,58670.458,13188.282,42809.956,-13769.804
B,58201.728,13160.147,40159.956,-18359.739
B,58740.458,13067.039,42809.956,-13769.804
B,58271.728,13038.904,42809.956,-13769.804
B,58810.458,12945.795,45459.956,-9179.869
B,58341.728,12917.66,42809.956,-13769.804
B,58880.458,12824.551,45459.956,-9179.869
B,58411.728,12796.417,45459.956,-9179.869
B,58950.458,12703.308,48109.956,-4589.935
B,58481.728,12675.173,45459.956,-9179.869
B,59020.458,12582.064,48109.956,-4589.935
B,58551.728,12553.93,48109.956,-4589.935
B,59090.458,12460.821,50759.956,0.0
B,58621.728,12432.686,48109.956,-4589.935
B,59160.458,12339.577,50759.956,0.0
B,58691.728,12311.443,50759.956,0.0
B,59230.458,12218.334,53409.956,4589.935
B,58761.728,12190.199,50759.956,0.0
B,59300.458,12097.09,53409.956,4589.935
B,58831.728,12068.955,53409.956,4589.935
B,59370.458,11975.847,56059.956,9179.869
B,58901.728,11947.712,53409.956,4589.935
B,59440.458,11854.603,56059.956,9179.869
B,58971.728,11826.468,56059.956,9179.869
B,59041.728,11705.225,56059.956,9179.869
B,60410.458,10174.514,29559.956,-45899.346
B,60480.458,10053.27,29559.956,-45899.346
B,60011.728,10025.136,29559.956,-45899.346
B,60550.458,9932.027,29559.956,-45899.346
B,60081.728,9903.892,29559.956,-45899.346
B,60620.458,9810.783,32209.956,-41309.412
B,60151.728,9782.648,29559.956,-45899.346
B,60690.458,9689.54,32209.956,-41309.412
B,60221.728,9661.405,32209.956,-41309.412
B,60760.458,9568.296,34859.956,-36719.477
B,60291.728,9540.161,32209.956,-41309.412
B,60830.458,9447.052,34859.956,-36719.477
B,60361.728,9418.918,34859.956,-36719.477
B,60900.458,9325.809,37509.956,-32129.542
B,60431.728,9297.674,34859.956,-36719.477
B,60970.458,9204.565,37509.956,-32129.542
B,60501.728,9176.431,37509.956,-32129.542
B,61040.458,9083.322,40159.956,-27539.608
B,60571.728,9055.187,37509.956,-32129.542
B,61110.458,8962.078,40159.956,-27539.608
B,60641.728,8933.944,40159.956,-27539.608
B,61180.458,8840.835,42809.956,-22949.673
B,60711.728,8812.7,40159.956,-27539.608
B,61250.458,8719.591,42809.956,-22949.673
B,60781.728,8691.456,42809.956,-22949.673
B,61320.458,8598.348,45459.956,-18359.739
B,60851.728,8570.213,42809.956,-22949.673
B,61390.458,8477.104,45459.956,-18359.739
B,60921.728,8448.969,45459.956,-18359.739
B,61460.458,8355.86,48109.956,-13769.804
B,60991.728,8327.726,45459.956,-18359.739
B,61530.458,8234.617,48109.956,-13769.804
B,61061.728,8206.482,48109.956,-13769.804
B,61600.458,8113.373,50759.956,-9179.869
B,61131.728,8085.239,48109.956,-13769.804
B,61670.458,7992.13,50759.956,-9179.869
B,61201.728,7963.995,50759.956,-9179.869
B,61740.458,7870.886,53409.956,-4589.935
B,61271.728,7842.752,50759.956,-9179.869
B,61810.458,7749.643,53409.956,-4589.935
B,61341.728,7721.508,53409.956,-4589.935
B,61880.458,7628.399,56059.956,0.0
B,61411.728,7600.264,53409.956,-4589.935
B,61950.458,7507.156,56059.956,0.0
B,61481.728,7479.021,56059.956,0.0
B,62020.458,7385.912,58709.956,4589.935
B,61551.728,7357.777,56059.956,0.0
B,62090.458,7264.668,58709.956,4589.935
B,61621.728,7236.534,58709.956,4589.935
B,61691.728,7115.29,58709.956,4589.935
B,63060.458,5584.579,32209.956,-50489.281
B,63130.458,5463.336,32209.956,-50489.281
B,62661.728,5435.201,32209.956,-50489.281
B,63200.458,5342.092,32209.956,-50489.281
B,62731.728,5313.957,32209.956,-50489.281
B,63270.458,5220.848,34859.956,-45899.346
B,62801.728,5192.714,32209.956,-50489.281
B,63340.458,5099.605,34859.956,-45899.346
B,62871.728,5071.47,34859.956,-45899.346
B,63410.458,4978.361,37509.956,-41309.412
B,62941.728,4950.227,34859.956,-45899.346
B,63480.458,4857.118,37509.956,-41309.412
B,63011.728,4828.983,37509.956,-41309.412
B,63550.458,4735.874,40159.956,-36719.477
B,63081.728,4707.74,37509.956,-41309.412
B,63620.458,4614.631,40159.956,-36719.477
B,63151.728,4586.496,40159.956,-36719.477
B,63690.458,4493.387,42809.956,-32129.542
B,63221.728,4465.252,40159.956,-36719.477
B,63760.458,4372.144,42809.956,-32129.542
B,63291.728,4344.009,42809.956,-32129.542
B,63830.458,4250.9,45459.956,-27539.608
B,63361.728,4222.765,42809.956,-32129.542
B,63900.458,4129.656,45459.956,-27539.608
B,63431.728,4101.522,45459.956,-27539.608
B,63970.458,4008.413,48109.956,-22949.673
B,63501.728,3980.278,45459.956,-27539.608
B,64040.458,3887.169,48109.956,-22949.673
B,63571.728,3859.035,48109.956,-22949.673
B,64110.458,3765.926,50759.956,-18359.739
B,63641.728,3737.791,48109.956,-22949.673
B,64180.458,3644.682,50759.956,-18359.739
B,63711.728,3616.548,50759.956,-18359.739
B,64250.458,3523.439,53409.956,-13769.804
B,63781.728,3495.304,50759.956,-18359.739
B,64320.458,3402.195,53409.956,-13769.804
B,63851.728,3374.06,53409.956,-13769.804
B,64390.458,3280.952,56059.956,-9179.869
B,63921.728,3252.817,53409.956,-13769.804
B,64460.458,3159.708,56059.956,-9179.869
B,63991.728,3131.573,56059.956,-9179.869
B,64530.458,3038.464,58709.956,-4589.935
B,64061.728,3010.33,56059.956,-9179.869
B,64600.458,2917.221,58709.956,-4589.935
B,64131.728,2889.086,58709.956,-4589.935
B,64670.458,2795.977,61359.956,0.0
B,64201.728,2767.843,58709.956,-4589.935
B,64740.458,2674.734,61359.956,0.0
B,64271.728,2646.599,61359.956,0.0
B,64341.728,2525.356,61359.956,0.0
B,64341.728,-2525.356,32209.956,50489.281
B,64271.728,-2646.599,32209.956,50489.281
B,64201.728,-2767.843,34859.956,45899.346
B,64670.458,-2795.977,32209.956,50489.281
B,64131.728,-2889.086,34859.956,45899.346
B,64600.458,-2917.221,32209.956,50489.281
B,64061.728,-3010.33,37509.956,41309.412
B,64530.458,-3038.464,34859.956,45899.346
B,63991.728,-3131.573,37509.956,41309.412
B,64460.458,-3159.708,34859.956,45899.346
B,63921.728,-3252.817,40159.956,36719.477
B,64390.458,-3280.952,37509.956,41309.412
B,63851.728,-3374.06,40159.956,36719.477
B,64320.458,-3402.195,37509.956,41309.412
B,63781.728,-3495.304,42809.956,32129.542
B,64250.458,-3523.439,40159.956,36719.477
B,63711.728,-3616.548,42809.956,32129.542
B,64180.458,-3644.682,40159.956,36719.477
B,63641.728,-3737.791,45459.956,27539.608
B,64110.458,-3765.926,42809.956,32129.542
B,63571.728,-3859.035,45459.956,27539.608
B,64040.458,-3887.169,42809.956,32129.542
B,63501.728,-3980.278,48109.956,22949.673
B,63970.458,-4008.413,45459.956,27539.608
B,63431.728,-4101.522,48109.956,22949.673
B,63900.458,-4129.656,45459.956,27539.608
B,63361.728,-4222.765,50759.956,18359.739
B,63830.458,-4250.9,48109.956,22949.673
B,63291.728,-4344.009,50759.956,18359.739
B,63760.458,-4372.144,48109.956,22949.673
B,63221.728,-4465.252,53409.956,13769.804
B,63690.458,-4493.387,50759.956,18359.739
B,63151.728,-4586.496,53409.956,13769.804
