Group Section,Pad X center,Pad Y center,Pixel X center,Pixel Y center
A,-34966.616,54244.54,-20079.978,53139.281
A,-34917.886,53488.944,-9479.978,53139.281
A,-34896.616,54365.784,-25379.978,53139.281
A,-34847.886,53610.188,-14779.978,53139.281
A,-34826.616,54487.027,-25379.978,53139.281
A,-34777.886,53731.431,-14779.978,53139.281
A,-34756.616,54608.271,-30679.978,53139.281
A,-34707.886,53852.675,-20079.978,53139.281
A,-34686.616,54729.515,-30679.978,53139.281
A,-34637.886,53973.919,-20079.978,53139.281
A,-34567.886,54095.162,-25379.978,53139.281
A,-34497.886,54216.406,-25379.978,53139.281
A,-34427.886,54337.649,-30679.978,53139.281
A,-34357.886,54458.893,-30679.978,53139.281
A,-29983.842,56984.248,-59829.978,2650.0
A,-29913.842,57404.248,-59829.978,2650.0
A,-29843.842,56984.248,-59829.978,2650.0
A,-29773.842,57404.248,-59829.978,2650.0
A,-29703.842,56984.248,-57179.978,7239.935
A,-29633.842,57404.248,-57179.978,7239.935
A,-29563.842,56984.248,-57179.978,7239.935
A,-29493.842,57404.248,-57179.978,7239.935
A,-29423.842,56984.248,-54529.978,11829.869
A,-29353.842,57404.248,-54529.978,11829.869
A,-29283.842,56984.248,-54529.978,11829.869
A,-29213.842,57404.248,-54529.978,11829.869
A,-29143.842,56984.248,-51879.978,16419.804
A,-29073.842,57404.248,-51879.978,16419.804
A,-29003.842,56984.248,-51879.978,16419.804
A,-28933.842,57404.248,-51879.978,16419.804
A,-28863.842,56984.248,-49229.978,21009.739
A,-28793.842,57404.248,-49229.978,21009.739
A,-28723.842,56984.248,-49229.978,21009.739
A,-28653.842,57404.248,-49229.978,21009.739
A,-28583.842,56984.248,-46579.978,25599.673
A,-28513.842,57404.248,-46579.978,25599.673
A,-28443.842,56984.248,-46579.978,25599.673
A,-28373.842,57404.248,-46579.978,25599.673
A,-28303.842,56984.248,-43929.978,30189.608
A,-28233.842,57404.248,-43929.978,30189.608
A,-28163.842,56984.248,-43929.978,30189.608
A,-28093.842,57404.248,-43929.978,30189.608
A,-28023.842,56984.248,-41279.978,34779.542
A,-27953.842,57404.248,-41279.978,34779.542
A,-27883.842,56984.248,-41279.978,34779.542
A,-27813.842,57404.248,-41279.978,34779.542
A,-27743.842,56984.248,-38629.978,39369.477
A,-27673.842,57404.248,-38629.978,39369.477
A,-27603.842,56984.248,-38629.978,39369.477
A,-27533.842,57404.248,-38629.978,39369.477
A,-27463.842,56984.248,-35979.978,43959.412
A,-27393.842,57404.248,-35979.978,43959.412
A,-27323.842,56984.248,-35979.978,43959.412
A,-27253.842,57404.248,-35979.978,43959.412
A,-27183.842,56984.248,-33329.978,48549.346
A,-27113.842,57404.248,-33329.978,48549.346
A,-27043.842,56984.248,-33329.978,48549.346
A,-26973.842,57404.248,-33329.978,48549.346
A,-26903.842,56984.248,-30679.978,53139.281
A,-26833.842,57404.248,-30679.978,53139.281
A,-26763.842,56984.248,-30679.978,53139.281
A,-26693.842,57404.248,-30679.978,53139.281
A,-24683.842,56984.248,-54529.978,2650.0
A,-24613.842,57404.248,-54529.978,2650.0
A,-24543.842,56984.248,-54529.978,2650.0
A,-24473.842,57404.248,-54529.978,2650.0
A,-24403.842,56984.248,-51879.978,7239.935
A,-24333.842,57404.248,-51879.978,7239.935
A,-24263.842,56984.248,-51879.978,7239.935
A,-24193.842,57404.248,-51879.978,7239.935
A,-24123.842,56984.248,-49229.978,11829.869
A,-24053.842,57404.248,-49229.978,11829.869
A,-23983.842,56984.248,-49229.978,11829.869
A,-23913.842,57404.248,-49229.978,11829.869
A,-23843.842,56984.248,-46579.978,16419.804
A,-23773.842,57404.248,-46579.978,16419.804
A,-23703.842,56984.248,-46579.978,16419.804
A,-23633.842,57404.248,-46579.978,16419.804
A,-23563.842,56984.248,-43929.978,21009.739
A,-23493.842,57404.248,-43929.978,21009.739
A,-23423.842,56984.248,-43929.978,21009.739
A,-23353.842,57404.248,-43929.978,21009.739
A,-23283.842,56984.248,-41279.978,25599.673
A,-23213.842,57404.248,-41279.978,25599.673
A,-23143.842,56984.248,-41279.978,25599.673
A,-23073.842,57404.248,-41279.978,25599.673
A,-23003.842,56984.248,-38629.978,30189.608
A,-22933.842,57404.248,-38629.978,30189.608
A,-22863.842,56984.248,-38629.978,30189.608
A,-22793.842,57404.248,-38629.978,30189.608
A,-22723.842,56984.248,-35979.978,34779.542
A,-22653.842,57404.248,-35979.978,34779.542
A,-22583.842,56984.248,-35979.978,34779.542
A,-22513.842,57404.248,-35979.978,34779.542
A,-22443.842,56984.248,-33329.978,39369.477
A,-22373.842,57404.248,-33329.978,39369.477
A,-22303.842,56984.248,-33329.978,39369.477
A,-22233.842,57404.248,-33329.978,39369.477
A,-22163.842,56984.248,-30679.978,43959.412
A,-22093.842,57404.248,-30679.978,43959.412
A,-22023.842,56984.248,-30679.978,43959.412
A,-21953.842,57404.248,-30679.978,43959.412
A,-21883.842,56984.248,-28029.978,48549.346
A,-21813.842,57404.248,-28029.978,48549.346
A,-21743.842,56984.248,-28029.978,48549.346
A,-21673.842,57404.248,-28029.978,48549.346
A,-21603.842,56984.248,-25379.978,53139.281
A,-21533.842,57404.248,-25379.978,53139.281
A,-21463.842,56984.248,-25379.978,53139.281
A,-21393.842,57404.248,-25379.978,53139.281
A,-19383.842,56984.248,-49229.978,2650.0
A,-19313.842,57404.248,-49229.978,2650.0
A,-19243.842,56984.248,-49229.978,2650.0
A,-19173.842,57404.248,-49229.978,2650.0
A,-19103.842,56984.248,-46579.978,7239.935
A,-19033.842,57404.248,-46579.978,7239.935
A,-18963.842,56984.248,-46579.978,7239.935
A,-18893.842,57404.248,-46579.978,7239.935
A,-18823.842,56984.248,-43929.978,11829.869
A,-18753.842,57404.248,-43929.978,11829.869
A,-18683.842,56984.248,-43929.978,11829.869
A,-18613.842,57404.248,-43929.978,11829.869
A,-18543.842,56984.248,-41279.978,16419.804
A,-18473.842,57404.248,-41279.978,16419.804
A,-18403.842,56984.248,-41279.978,16419.804
A,-18333.842,57404.248,-41279.978,16419.804
A,-18263.842,56984.248,-38629.978,21009.739
A,-18193.842,57404.248,-38629.978,21009.739
A,-18123.842,56984.248,-38629.978,21009.739
A,-18053.842,57404.248,-38629.978,21009.739
A,-17983.842,56984.248,-35979.978,25599.673
A,-17913.842,57404.248,-35979.978,25599.673
A,-17843.842,56984.248,-35979.978,25599.673
A,-17773.842,57404.248,-35979.978,25599.673
A,-17703.842,56984.248,-33329.978,30189.608
A,-17633.842,57404.248,-33329.978,30189.608
A,-17563.842,56984.248,-33329.978,30189.608
A,-17493.842,57404.248,-33329.978,30189.608
A,-17423.842,56984.248,-30679.978,34779.542
A,-17353.842,57404.248,-30679.978,34779.542
A,-17283.842,56984.248,-30679.978,34779.542
A,-17213.842,57404.248,-30679.978,34779.542
A,-17143.842,56984.248,-28029.978,39369.477
A,-17073.842,57404.248,-28029.978,39369.477
A,-17003.842,56984.248,-28029.978,39369.477
A,-16933.842,57404.248,-28029.978,39369.477
A,-16863.842,56984.248,-25379.978,43959.412
A,-16793.842,57404.248,-25379.978,43959.412
A,-16723.842,56984.248,-25379.978,43959.412
A,-16653.842,57404.248,-25379.978,43959.412
A,-16583.842,56984.248,-22729.978,48549.346
A,-16513.842,57404.248,-22729.978,48549.346
A,-16443.842,56984.248,-22729.978,48549.346
A,-16373.842,57404.248,-22729.978,48549.346
A,-16303.842,56984.248,-20079.978,53139.281
A,-16233.842,57404.248,-20079.978,53139.281
A,-16163.842,56984.248,-20079.978,53139.281
A,-16093.842,57404.248,-20079.978,53139.281
A,-14083.842,56984.248,-43929.978,2650.0
A,-14013.842,57404.248,-43929.978,2650.0
A,-13943.842,56984.248,-43929.978,2650.0
A,-13873.842,57404.248,-43929.978,2650.0
A,-13803.842,56984.248,-41279.978,7239.935
A,-13733.842,57404.248,-41279.978,7239.935
A,-13663.842,56984.248,-41279.978,7239.935
A,-13593.842,57404.248,-41279.978,7239.935
A,-13523.842,56984.248,-38629.978,11829.869
A,-13453.842,57404.248,-38629.978,11829.869
A,-13383.842,56984.248,-38629.978,11829.869
A,-13313.842,57404.248,-38629.978,11829.869
A,-13243.842,56984.248,-35979.978,16419.804
A,-13173.842,57404.248,-35979.978,16419.804
A,-13103.842,56984.248,-35979.978,16419.804
A,-13033.842,57404.248,-35979.978,16419.804
A,-12963.842,56984.248,-33329.978,21009.739
A,-12893.842,57404.248,-33329.978,21009.739
A,-12823.842,56984.248,-33329.978,21009.739
A,-12753.842,57404.248,-33329.978,21009.739
A,-12683.842,56984.248,-30679.978,25599.673
A,-12613.842,57404.248,-30679.978,25599.673
A,-12543.842,56984.248,-30679.978,25599.673
A,-12473.842,57404.248,-30679.978,25599.673
A,-12403.842,56984.248,-28029.978,30189.608
A,-12333.842,57404.248,-28029.978,30189.608
A,-12263.842,56984.248,-28029.978,30189.608
A,-12193.842,57404.248,-28029.978,30189.608
A,-12123.842,56984.248,-25379.978,34779.542
A,-12053.842,57404.248,-25379.978,34779.542
A,-11983.842,56984.248,-25379.978,34779.542
A,-11913.842,57404.248,-25379.978,34779.542
A,-11843.842,56984.248,-22729.978,39369.477
A,-11773.842,57404.248,-22729.978,39369.477
A,-11703.842,56984.248,-22729.978,39369.477
A,-11633.842,57404.248,-22729.978,39369.477
A,-11563.842,56984.248,-20079.978,43959.412
A,-11493.842,57404.248,-20079.978,43959.412
A,-11423.842,56984.248,-20079.978,43959.412
A,-11353.842,57404.248,-20079.978,43959.412
A,-11283.842,56984.248,-17429.978,48549.346
A,-11213.842,57404.248,-17429.978,48549.346
A,-11143.842,56984.248,-17429.978,48549.346
A,-11073.842,57404.248,-17429.978,48549.346
A,-11003.842,56984.248,-14779.978,53139.281
A,-10933.842,57404.248,-14779.978,53139.281
A,-10863.842,56984.248,-14779.978,53139.281
A,-10793.842,57404.248,-14779.978,53139.281
A,-8783.842,56984.248,-38629.978,2650.0
A,-8713.842,57404.248,-38629.978,2650.0
A,-8643.842,56984.248,-38629.978,2650.0
A,-8573.842,57404.248,-38629.978,2650.0
A,-8503.842,56984.248,-35979.978,7239.935
A,-8433.842,57404.248,-35979.978,7239.935
A,-8363.842,56984.248,-35979.978,7239.935
A,-8293.842,57404.248,-35979.978,7239.935
A,-8223.842,56984.248,-33329.978,11829.869
A,-8153.842,57404.248,-33329.978,11829.869
A,-8083.842,56984.248,-33329.978,11829.869
A,-8013.842,57404.248,-33329.978,11829.869
A,-7943.842,56984.248,-30679.978,16419.804
A,-7873.842,57404.248,-30679.978,16419.804
A,-7803.842,56984.248,-30679.978,16419.804
A,-7733.842,57404.248,-30679.978,16419.804
A,-7663.842,56984.248,-28029.978,21009.739
A,-7593.842,57404.248,-28029.978,21009.739
A,-7523.842,56984.248,-28029.978,21009.739
A,-7453.842,57404.248,-28029.978,21009.739
A,-7383.842,56984.248,-25379.978,25599.673
A,-7313.842,57404.248,-25379.978,25599.673
A,-7243.842,56984.248,-25379.978,25599.673
A,-7173.842,57404.248,-25379.978,25599.673
A,-7103.842,56984.248,-22729.978,30189.608
A,-7033.842,57404.248,-22729.978,30189.608
A,-6963.842,56984.248,-22729.978,30189.608
A,-6893.842,57404.248,-22729.978,30189.608
A,-6823.842,56984.248,-20079.978,34779.542
A,-6753.842,57404.248,-20079.978,34779.542
A,-6683.842,56984.248,-20079.978,34779.542
A,-6613.842,57404.248,-20079.978,34779.542
A,-6543.842,56984.248,-17429.978,39369.477
A,-6473.842,57404.248,-17429.978,39369.477
A,-6403.842,56984.248,-17429.978,39369.477
A,-6333.842,57404.248,-17429.978,39369.477
A,-6263.842,56984.248,-14779.978,43959.412
A,-6193.842,57404.248,-14779.978,43959.412
A,-6123.842,56984.248,-14779.978,43959.412
A,-6053.842,57404.248,-14779.978,43959.412
A,-5983.842,56984.248,-12129.978,48549.346
A,-5913.842,57404.248,-12129.978,48549.346
A,-5843.842,56984.248,-12129.978,48549.346
A,-5773.842,57404.248,-12129.978,48549.346
A,-5703.842,56984.248,-9479.978,53139.281
A,-5633.842,57404.248,-9479.978,53139.281
A,-5563.842,56984.248,-9479.978,53139.281
A,-5493.842,57404.248,-9479.978,53139.281
A,-3483.842,56984.248,-33329.978,2650.0
A,-3413.842,57404.248,-33329.978,2650.0
A,-3343.842,56984.248,-33329.978,2650.0
A,-3273.842,57404.248,-33329.978,2650.0
A,-3203.842,56984.248,-30679.978,7239.935
A,-3133.842,57404.248,-30679.978,7239.935
A,-3063.842,56984.248,-30679.978,7239.935
A,-2993.842,57404.248,-30679.978,7239.935
A,-2923.842,56984.248,-28029.978,11829.869
A,-2853.842,57404.248,-28029.978,11829.869
A,-2783.842,56984.248,-28029.978,11829.869
A,-2713.842,57404.248,-28029.978,11829.869
A,-2643.842,56984.248,-25379.978,16419.804
A,-2573.842,57404.248,-25379.978,16419.804
A,-2503.842,56984.248,-25379.978,16419.804
A,-2433.842,57404.248,-25379.978,16419.804
A,-2363.842,56984.248,-22729.978,21009.739
A,-2293.842,57404.248,-22729.978,21009.739
A,-2223.842,56984.248,-22729.978,21009.739
A,-2153.842,57404.248,-22729.978,21009.739
A,-2083.842,56984.248,-20079.978,25599.673
A,-2013.842,57404.248,-20079.978,25599.673
A,-1943.842,56984.248,-20079.978,25599.673
A,-1873.842,57404.248,-20079.978,25599.673
A,-1803.842,56984.248,-17429.978,30189.608
A,-1733.842,57404.248,-17429.978,30189.608
A,-1663.842,56984.248,-17429.978,30189.608
A,-1593.842,57404.248,-17429.978,30189.608
A,-1523.842,56984.248,-14779.978,34779.542
A,-1453.842,57404.248,-14779.978,34779.542
A,-1383.842,56984.248,-14779.978,34779.542
A,-1313.842,57404.248,-14779.978,34779.542
A,-1243.842,56984.248,-12129.978,39369.477
A,-1173.842,57404.248,-12129.978,39369.477
A,-1103.842,56984.248,-12129.978,39369.477
A,-1033.842,57404.248,-12129.978,39369.477
A,-963.842,56984.248,-9479.978,43959.412
A,-893.842,57404.248,-9479.978,43959.412
A,-823.842,56984.248,-9479.978,43959.412
A,-753.842,57404.248,-9479.978,43959.412
A,-683.842,56984.248,-6829.978,48549.346
A,-613.842,57404.248,-6829.978,48549.346
A,-543.842,56984.248,-6829.978,48549.346
A,-473.842,57404.248,-6829.978,48549.346
A,-403.842,56984.248,-4179.978,53139.281
A,-333.842,57404.248,-4179.978,53139.281
A,-263.842,56984.248,-4179.978,53139.281
A,-193.842,57404.248,-4179.978,53139.281
A,1816.158,56984.248,-28029.978,2650.0
A,1886.158,57404.248,-28029.978,2650.0
A,1956.158,56984.248,-28029.978,2650.0
A,2026.158,57404.248,-28029.978,2650.0
A,2096.158,56984.248,-25379.978,7239.935
A,2166.158,57404.248,-25379.978,7239.935
A,2236.158,56984.248,-25379.978,7239.935
A,2306.158,57404.248,-25379.978,7239.935
A,2376.158,56984.248,-22729.978,11829.869
A,2446.158,57404.248,-22729.978,11829.869
A,2516.158,56984.248,-22729.978,11829.869
A,2586.158,57404.248,-22729.978,11829.869
A,2656.158,56984.248,-20079.978,16419.804
A,2726.158,57404.248,-20079.978,16419.804
A,2796.158,56984.248,-20079.978,16419.804
A,2866.158,57404.248,-20079.978,16419.804
A,2936.158,56984.248,-17429.978,21009.739
A,3006.158,57404.248,-17429.978,21009.739
A,3076.158,56984.248,-17429.978,21009.739
A,3146.158,57404.248,-17429.978,21009.739
A,3216.158,56984.248,-14779.978,25599.673
A,3286.158,57404.248,-14779.978,25599.673
A,3356.158,56984.248,-14779.978,25599.673
A,3426.158,57404.248,-14779.978,25599.673
A,3496.158,56984.248,-12129.978,30189.608
A,3566.158,57404.248,-12129.978,30189.608
A,3636.158,56984.248,-12129.978,30189.608
A,3706.158,57404.248,-12129.978,30189.608
A,3776.158,56984.248,-9479.978,34779.542
A,3846.158,57404.248,-9479.978,34779.542
A,3916.158,56984.248,-9479.978,34779.542
A,3986.158,57404.248,-9479.978,34779.542
A,4056.158,56984.248,-6829.978,39369.477
A,4126.158,57404.248,-6829.978,39369.477
A,4196.158,56984.248,-6829.978,39369.477
A,4266.158,57404.248,-6829.978,39369.477
A,4336.158,56984.248,-4179.978,43959.412
A,4406.158,57404.248,-4179.978,43959.412
A,4476.158,56984.248,-4179.978,43959.412
A,4546.158,57404.248,-4179.978,43959.412
A,4616.158,56984.248,-1529.978,48549.346
A,4686.158,57404.248,-1529.978,48549.346
A,4756.158,56984.248,-1529.978,48549.346
A,4826.158,57404.248,-1529.978,48549.346
A,4896.158,56984.248,1120.022,53139.281
A,4966.158,57404.248,1120.022,53139.281
A,5036.158,56984.248,1120.022,53139.281
A,5106.158,57404.248,1120.022,53139.281
A,7116.158,56984.248,-22729.978,2650.0
A,7186.158,57404.248,-22729.978,2650.0
A,7256.158,56984.248,-22729.978,2650.0
A,7326.158,57404.248,-22729.978,2650.0
A,7396.158,56984.248,-20079.978,7239.935
A,7466.158,57404.248,-20079.978,7239.935
A,7536.158,56984.248,-20079.978,7239.935
A,7606.158,57404.248,-20079.978,7239.935
A,7676.158,56984.248,-17429.978,11829.869
A,7746.158,57404.248,-17429.978,11829.869
A,7816.158,56984.248,-17429.978,11829.869
A,7886.158,57404.248,-17429.978,11829.869
A,7956.158,56984.248,-14779.978,16419.804
A,8026.158,57404.248,-14779.978,16419.804
A,8096.158,56984.248,-14779.978,16419.804
A,8166.158,57404.248,-14779.978,16419.804
A,8236.158,56984.248,-12129.978,21009.739
A,8306.158,57404.248,-12129.978,21009.739
A,8376.158,56984.248,-12129.978,21009.739
A,8446.158,57404.248,-12129.978,21009.739
A,8516.158,56984.248,-9479.978,25599.673
A,8586.158,57404.248,-9479.978,25599.673
A,8656.158,56984.248,-9479.978,25599.673
A,8726.158,57404.248,-9479.978,25599.673
A,8796.158,56984.248,-6829.978,30189.608
A,8866.158,57404.248,-6829.978,30189.608
A,8936.158,56984.248,-6829.978,30189.608
A,9006.158,57404.248,-6829.978,30189.608
A,9076.158,56984.248,-4179.978,34779.542
A,9146.158,57404.248,-4179.978,34779.542
A,9216.158,56984.248,-4179.978,34779.542
A,9286.158,57404.248,-4179.978,34779.542
A,9356.158,56984.248,-1529.978,39369.477
A,9426.158,57404.248,-1529.978,39369.477
A,9496.158,56984.248,-1529.978,39369.477
A,9566.158,57404.248,-1529.978,39369.477
A,9636.158,56984.248,1120.022,43959.412
A,9706.158,57404.248,1120.022,43959.412
A,9776.158,56984.248,1120.022,43959.412
A,9846.158,57404.248,1120.022,43959.412
A,9916.158,56984.248,3770.022,48549.346
A,9986.158,57404.248,3770.022,48549.346
A,10056.158,56984.248,3770.022,48549.346
A,10126.158,57404.248,3770.022,48549.346
A,10196.158,56984.248,6420.022,53139.281
A,10266.158,57404.248,6420.022,53139.281
A,10336.158,56984.248,6420.022,53139.281
A,10406.158,57404.248,6420.022,53139.281
A,12416.158,56984.248,-17429.978,2650.0
A,12486.158,57404.248,-17429.978,2650.0
A,12556.158,56984.248,-17429.978,2650.0
A,12626.158,57404.248,-17429.978,2650.0
A,12696.158,56984.248,-14779.978,7239.935
A,12766.158,57404.248,-14779.978,7239.935
A,12836.158,56984.248,-14779.978,7239.935
A,12906.158,57404.248,-14779.978,7239.935
A,12976.158,56984.248,-12129.978,11829.869
A,13046.158,57404.248,-12129.978,11829.869
A,13116.158,56984.248,-12129.978,11829.869
A,13186.158,57404.248,-12129.978,11829.869
A,13256.158,56984.248,-9479.978,16419.804
A,13326.158,57404.248,-9479.978,16419.804
A,13396.158,56984.248,-9479.978,16419.804
A,13466.158,57404.248,-9479.978,16419.804
A,13536.158,56984.248,-6829.978,21009.739
A,13606.158,57404.248,-6829.978,21009.739
A,13676.158,56984.248,-6829.978,21009.739
A,13746.158,57404.248,-6829.978,21009.739
A,13816.158,56984.248,-4179.978,25599.673
A,13886.158,57404.248,-4179.978,25599.673
A,13956.158,56984.248,-4179.978,25599.673
A,14026.158,57404.248,-4179.978,25599.673
A,14096.158,56984.248,-1529.978,30189.608
A,14166.158,57404.248,-1529.978,30189.608
A,14236.158,56984.248,-1529.978,30189.608
A,14306.158,57404.248,-1529.978,30189.608
A,14376.158,56984.248,1120.022,34779.542
A,14446.158,57404.248,1120.022,34779.542
A,14516.158,56984.248,1120.022,34779.542
A,14586.158,57404.248,1120.022,34779.542
A,14656.158,56984.248,3770.022,39369.477
A,14726.158,57404.248,3770.022,39369.477
A,14796.158,56984.248,3770.022,39369.477
A,14866.158,57404.248,3770.022,39369.477
A,14936.158,56984.248,6420.022,43959.412
A,15006.158,57404.248,6420.022,43959.412
A,15076.158,56984.248,6420.022,43959.412
A,15146.158,57404.248,6420.022,43959.412
A,15216.158,56984.248,9070.022,48549.346
A,15286.158,57404.248,9070.022,48549.346
A,15356.158,56984.248,9070.022,48549.346
A,15426.158,57404.248,9070.022,48549.346
A,15496.158,56984.248,11720.022,53139.281
A,15566.158,57404.248,11720.022,53139.281
A,15636.158,56984.248,11720.022,53139.281
A,15706.158,57404.248,11720.022,53139.281
A,17716.158,56984.248,-12129.978,2650.0
A,17786.158,57404.248,-12129.978,2650.0
A,17856.158,56984.248,-12129.978,2650.0
A,17926.158,57404.248,-12129.978,2650.0
A,17996.158,56984.248,-9479.978,7239.935
A,18066.158,57404.248,-9479.978,7239.935
A,18136.158,56984.248,-9479.978,7239.935
A,18206.158,57404.248,-9479.978,7239.935
A,18276.158,56984.248,-6829.978,11829.869
A,18346.158,57404.248,-6829.978,11829.869
A,18416.158,56984.248,-6829.978,11829.869
A,18486.158,57404.248,-6829.978,11829.869
A,18556.158,56984.248,-4179.978,16419.804
A,18626.158,57404.248,-4179.978,16419.804
A,18696.158,56984.248,-4179.978,16419.804
A,18766.158,57404.248,-4179.978,16419.804
A,18836.158,56984.248,-1529.978,21009.739
A,18906.158,57404.248,-1529.978,21009.739
A,18976.158,56984.248,-1529.978,21009.739
A,19046.158,57404.248,-1529.978,21009.739
A,19116.158,56984.248,1120.022,25599.673
A,19186.158,57404.248,1120.022,25599.673
A,19256.158,56984.248,1120.022,25599.673
A,19326.158,57404.248,1120.022,25599.673
A,19396.158,56984.248,3770.022,30189.608
A,19466.158,57404.248,3770.022,30189.608
A,19536.158,56984.248,3770.022,30189.608
A,19606.158,57404.248,3770.022,30189.608
A,19676.158,56984.248,6420.022,34779.542
A,19746.158,57404.248,6420.022,34779.542
A,19816.158,56984.248,6420.022,34779.542
A,19886.158,57404.248,6420.022,34779.542
A,19956.158,56984.248,9070.022,39369.477
A,20026.158,57404.248,9070.022,39369.477
A,20096.158,56984.248,9070.022,39369.477
A,20166.158,57404.248,9070.022,39369.477
A,20236.158,56984.248,11720.022,43959.412
A,20306.158,57404.248,11720.022,43959.412
A,20376.158,56984.248,11720.022,43959.412
A,20446.158,57404.248,11720.022,43959.412
A,20516.158,56984.248,14370.022,48549.346
A,20586.158,57404.248,14370.022,48549.346
A,20656.158,56984.248,14370.022,48549.346
A,20726.158,57404.248,14370.022,48549.346
A,20796.158,56984.248,17020.022,53139.281
A,20866.158,57404.248,17020.022,53139.281
A,20936.158,56984.248,17020.022,53139.281
A,21006.158,57404.248,17020.022,53139.281
A,23016.158,56984.248,-6829.978,2650.0
A,23086.158,57404.248,-6829.978,2650.0
A,23156.158,56984.248,-6829.978,2650.0
A,23226.158,57404.248,-6829.978,2650.0
A,23296.158,56984.248,-4179.978,7239.935
A,23366.158,57404.248,-4179.978,7239.935
A,23436.158,56984.248,-4179.978,7239.935
A,23506.158,57404.248,-4179.978,7239.935
A,23576.158,56984.248,-1529.978,11829.869
A,23646.158,57404.248,-1529.978,11829.869
A,23716.158,56984.248,-1529.978,11829.869
A,23786.158,57404.248,-1529.978,11829.869
A,23856.158,56984.248,1120.022,16419.804
A,23926.158,57404.248,1120.022,16419.804
A,23996.158,56984.248,1120.022,16419.804
A,24066.158,57404.248,1120.022,16419.804
A,24136.158,56984.248,3770.022,21009.739
A,24206.158,57404.248,3770.022,21009.739
A,24276.158,56984.248,3770.022,21009.739
A,24346.158,57404.248,3770.022,21009.739
A,24416.158,56984.248,6420.022,25599.673
A,24486.158,57404.248,6420.022,25599.673
A,24556.158,56984.248,6420.022,25599.673
A,24626.158,57404.248,6420.022,25599.673
A,24696.158,56984.248,9070.022,30189.608
A,24766.158,57404.248,9070.022,30189.608
A,24836.158,56984.248,9070.022,30189.608
A,24906.158,57404.248,9070.022,30189.608
A,24976.158,56984.248,11720.022,34779.542
A,25046.158,57404.248,11720.022,34779.542
A,25116.158,56984.248,11720.022,34779.542
A,25186.158,57404.248,11720.022,34779.542
A,25256.158,56984.248,14370.022,39369.477
A,25326.158,57404.248,14370.022,39369.477
A,25396.158,56984.248,14370.022,39369.477
A,25466.158,57404.248,14370.022,39369.477
A,25536.158,56984.248,17020.022,43959.412
A,25606.158,57404.248,17020.022,43959.412
A,25676.158,56984.248,17020.022,43959.412
A,25746.158,57404.248,17020.022,43959.412
A,25816.158,56984.248,19670.022,48549.346
A,25886.158,57404.248,19670.022,48549.346
A,25956.158,56984.248,19670.022,48549.346
A,26026.158,57404.248,19670.022,48549.346
A,26096.158,56984.248,22320.022,53139.281
A,26166.158,57404.248,22320.022,53139.281
A,26236.158,56984.248,22320.022,53139.281
A,26306.158,57404.248,22320.022,53139.281
A,27936.158,56984.248,-1529.978,2650.0
A,28006.158,57404.248,-1529.978,2650.0
A,28076.158,56984.248,-1529.978,2650.0
A,28146.158,57404.248,-1529.978,2650.0
A,28216.158,56984.248,1120.022,7239.935
A,28286.158,57404.248,1120.022,7239.935
A,28356.158,56984.248,1120.022,7239.935
A,28426.158,57404.248,1120.022,7239.935
A,28496.158,56984.248,3770.022,11829.869
A,28566.158,57404.248,3770.022,11829.869
A,28636.158,56984.248,3770.022,11829.869
A,28706.158,57404.248,3770.022,11829.869
A,28776.158,56984.248,6420.022,16419.804
A,28846.158,57404.248,6420.022,16419.804
A,28916.158,56984.248,6420.022,16419.804
A,28986.158,57404.248,6420.022,16419.804
A,29056.158,56984.248,9070.022,21009.739
A,29126.158,57404.248,9070.022,21009.739
A,29196.158,56984.248,9070.022,21009.739
A,29266.158,57404.248,9070.022,21009.739
A,29336.158,56984.248,11720.022,25599.673
A,29406.158,57404.248,11720.022,25599.673
A,29476.158,56984.248,11720.022,25599.673
A,29546.158,57404.248,11720.022,25599.673
A,29616.158,56984.248,14370.022,30189.608
A,29686.158,57404.248,14370.022,30189.608
A,29756.158,56984.248,14370.022,30189.608
A,29826.158,57404.248,14370.022,30189.608
A,29896.158,56984.248,17020.022,34779.542
A,29966.158,57404.248,17020.022,34779.542
A,30036.158,56984.248,17020.022,34779.542
A,30106.158,57404.248,17020.022,34779.542
A,30176.158,56984.248,19670.022,39369.477
A,30246.158,57404.248,19670.022,39369.477
A,30316.158,56984.248,19670.022,39369.477
A,30386.158,57404.248,19670.022,39369.477
A,30456.158,56984.248,22320.022,43959.412
A,30526.158,57404.248,22320.022,43959.412
A,30596.158,56984.248,22320.022,43959.412
A,30666.158,57404.248,22320.022,43959.412
A,30736.158,56984.248,24970.022,48549.346
A,30806.158,57404.248,24970.022,48549.346
A,30876.158,56984.248,24970.022,48549.346
A,30946.158,57404.248,24970.022,48549.346
A,31016.158,56984.248,27620.022,53139.281
A,31086.158,57404.248,27620.022,53139.281
A,31156.158,56984.248,27620.022,53139.281
A,31226.158,57404.248,27620.022,53139.281
B,34100.458,55744.77,3059.956,0.0
B,34170.458,55623.527,3059.956,0.0
B,33701.728,55595.392,3059.956,0.0
B,34240.458,55502.283,3059.956,0.0
B,33771.728,55474.149,3059.956,0.0
B,34310.458,55381.04,5709.956,4589.935
B,33841.728,55352.905,3059.956,0.0
B,34380.458,55259.796,5709.956,4589.935
B,33911.728,55231.662,5709.956,4589.935
B,34450.458,55138.553,8359.956,9179.869
B,33981.728,55110.418,5709.956,4589.935
