in s,C1 in V,C4 in V
-9.32000E-08,-4.39453E-01,-1.01639E+00
-9.30000E-08,-4.39453E-01,-1.01639E+00
-9.28000E-08,-3.41797E-01,-1.01150E+00
-9.26000E-08,-2.44141E-01,-1.00174E+00
-9.24000E-08,-3.41797E-01,-9.91973E-01
-9.22000E-08,-4.39453E-01,-9.96855E-01
-9.20000E-08,-4.39453E-01,-1.00662E+00
-9.18000E-08,-2.44141E-01,-1.01150E+00
-9.16000E-08,-1.46484E-01,-1.01150E+00
-9.14000E-08,-1.46484E-01,-1.01639E+00
-9.12000E-08,-2.44141E-01,-1.02615E+00
-9.10000E-08,-3.41797E-01,-1.02615E+00
-9.08000E-08,-3.41797E-01,-1.01150E+00
-9.06000E-08,-2.44141E-01,-9.91973E-01
-9.04000E-08,-1.46484E-01,-9.91973E-01
-9.02000E-08,-1.46484E-01,-1.01150E+00
-9.00000E-08,-2.44141E-01,-1.02615E+00
-8.98000E-08,-3.41797E-01,-1.03104E+00
-8.96000E-08,-2.44141E-01,-1.03104E+00
-8.94000E-08,-1.46484E-01,-1.03104E+00
-8.92000E-08,-3.41797E-01,-1.02615E+00
-8.90000E-08,-6.34766E-01,-1.01639E+00
-8.88000E-08,-5.37109E-01,-1.01150E+00
-8.86000E-08,-4.88281E-02,-1.02127E+00
-8.84000E-08,3.41797E-01,-1.02615E+00
-8.82000E-08,1.46484E-01,-1.01639E+00
-8.80000E-08,-2.44141E-01,-1.00662E+00
-8.78000E-08,-4.39453E-01,-1.00662E+00
-8.76000E-08,-2.44141E-01,-1.01150E+00
-8.74000E-08,-1.46484E-01,-1.01639E+00
-8.72000E-08,-1.46484E-01,-1.01639E+00
-8.70000E-08,-2.44141E-01,-1.01639E+00
-8.68000E-08,-3.41797E-01,-1.01150E+00
-8.66000E-08,-5.37109E-01,-9.96855E-01
-8.64000E-08,-6.34766E-01,-9.91973E-01
-8.62000E-08,-5.37109E-01,-1.00174E+00
-8.60000E-08,-3.41797E-01,-1.01150E+00
-8.58000E-08,-2.44141E-01,-1.01150E+00
-8.56000E-08,-3.41797E-01,-1.01150E+00
-8.54000E-08,-4.39453E-01,-1.01639E+00
-8.52000E-08,-3.41797E-01,-1.02127E+00
-8.50000E-08,-2.44141E-01,-1.01639E+00
-8.48000E-08,-3.41797E-01,-1.00662E+00
-8.46000E-08,-4.39453E-01,-1.00662E+00
-8.44000E-08,-4.39453E-01,-1.01150E+00
-8.42000E-08,-2.44141E-01,-1.01150E+00
-8.40000E-08,-1.46484E-01,-1.01150E+00
-8.38000E-08,-2.44141E-01,-1.01639E+00
-8.36000E-08,-3.41797E-01,-1.02127E+00
-8.34000E-08,-3.41797E-01,-1.01639E+00
-8.32000E-08,-2.44141E-01,-1.01150E+00
-8.30000E-08,-2.44141E-01,-1.01150E+00
-8.28000E-08,-1.46484E-01,-1.01150E+00
-8.26000E-08,-4.88281E-02,-1.00662E+00
-8.24000E-08,4.88281E-02,-1.00662E+00
-8.22000E-08,4.88281E-02,-1.01639E+00
-8.20000E-08,4.88281E-02,-1.02127E+00
-8.18000E-08,4.88281E-02,-1.02127E+00
-8.16000E-08,-1.46484E-01,-1.01639E+00
-8.14000E-08,-4.39453E-01,-1.02127E+00
-8.12000E-08,-5.37109E-01,-1.02615E+00
-8.10000E-08,-3.41797E-01,-1.02127E+00
-8.08000E-08,-4.88281E-02,-1.00662E+00
-8.06000E-08,-4.88281E-02,-1.00174E+00
-8.04000E-08,-2.44141E-01,-1.01150E+00
-8.02000E-08,-2.44141E-01,-1.02127E+00
-8.00000E-08,-1.46484E-01,-1.02127E+00
-7.98000E-08,-1.46484E-01,-1.01639E+00
-7.96000E-08,-3.41797E-01,-1.01150E+00
-7.94000E-08,-4.39453E-01,-1.01150E+00
-7.92000E-08,-4.39453E-01,-1.01639E+00
-7.90000E-08,-4.39453E-01,-1.01639E+00
-7.88000E-08,-3.41797E-01,-1.01639E+00
-7.86000E-08,-2.44141E-01,-1.02127E+00
-7.84000E-08,-1.46484E-01,-1.02615E+00
-7.82000E-08,-2.44141E-01,-1.03104E+00
-7.80000E-08,-3.41797E-01,-1.02615E+00
-7.78000E-08,-3.41797E-01,-1.01639E+00
-7.76000E-08,-2.44141E-01,-1.01150E+00
-7.74000E-08,-3.41797E-01,-1.01639E+00
-7.72000E-08,-3.41797E-01,-1.02127E+00
-7.70000E-08,-1.46484E-01,-1.02127E+00
-7.68000E-08,4.88281E-02,-1.02615E+00
-7.66000E-08,4.88281E-02,-1.03104E+00
-7.64000E-08,-2.44141E-01,-1.02615E+00
-7.62000E-08,-4.39453E-01,-1.01639E+00
-7.60000E-08,-2.44141E-01,-1.01639E+00
-7.58000E-08,4.88281E-02,-1.02615E+00
-7.56000E-08,-4.88281E-02,-1.02615E+00
-7.54000E-08,-4.39453E-01,-1.01150E+00
-7.52000E-08,-6.34766E-01,-1.00174E+00
-7.50000E-08,-4.39453E-01,-1.00174E+00
-7.48000E-08,-1.46484E-01,-1.00662E+00
-7.46000E-08,-4.88281E-02,-1.00174E+00
-7.44000E-08,-1.46484E-01,-1.00174E+00
-7.42000E-08,-4.88281E-02,-1.01150E+00
-7.40000E-08,4.88281E-02,-1.01639E+00
-7.38000E-08,-4.88281E-02,-1.01639E+00
-7.36000E-08,-3.41797E-01,-1.01639E+00
-7.34000E-08,-5.37109E-01,-1.02615E+00
-7.32000E-08,-4.39453E-01,-1.03592E+00
-7.30000E-08,-2.44141E-01,-1.02615E+00
-7.28000E-08,-2.44141E-01,-1.01639E+00
-7.26000E-08,-4.39453E-01,-1.02127E+00
-7.24000E-08,-3.41797E-01,-1.03104E+00
-7.22000E-08,4.88281E-02,-1.02615E+00
-7.20000E-08,1.46484E-01,-1.01639E+00
-7.18000E-08,-1.46484E-01,-1.01150E+00
-7.16000E-08,-3.41797E-01,-1.02127E+00
-7.14000E-08,-2.44141E-01,-1.03104E+00
-7.12000E-08,-4.88281E-02,-1.03104E+00
-7.10000E-08,-1.46484E-01,-1.03104E+00
-7.08000E-08,-2.44141E-01,-1.02615E+00
-7.06000E-08,-1.46484E-01,-1.02127E+00
-7.04000E-08,4.88281E-02,-1.01639E+00
-7.02000E-08,-1.46484E-01,-1.01150E+00
-7.00000E-08,-5.37109E-01,-1.00662E+00
-6.98000E-08,-6.34766E-01,-1.00174E+00
-6.96000E-08,-3.41797E-01,-1.00662E+00
-6.94000E-08,-4.88281E-02,-1.01639E+00
-6.92000E-08,4.88281E-02,-1.02127E+00
-6.90000E-08,-4.88281E-02,-1.02127E+00
-6.88000E-08,-3.41797E-01,-1.01639E+00
-6.86000E-08,-5.37109E-01,-1.01639E+00
-6.84000E-08,-5.37109E-01,-1.02615E+00
-6.82000E-08,-2.44141E-01,-1.03104E+00
-6.80000E-08,-4.88281E-02,-1.02615E+00
-6.78000E-08,-1.46484E-01,-1.01639E+00
-6.76000E-08,-2.44141E-01,-1.00174E+00
-6.74000E-08,-2.44141E-01,-9.96855E-01
-6.72000E-08,-1.46484E-01,-1.00662E+00
-6.70000E-08,-2.44141E-01,-1.01639E+00
-6.68000E-08,-2.44141E-01,-1.02127E+00
-6.66000E-08,-1.46484E-01,-1.01639E+00
-6.64000E-08,4.88281E-02,-1.01150E+00
-6.62000E-08,4.88281E-02,-1.01639E+00
-6.60000E-08,-1.46484E-01,-1.02615E+00
-6.58000E-08,-2.44141E-01,-1.02615E+00
-6.56000E-08,-2.44141E-01,-1.02127E+00
-6.54000E-08,-3.41797E-01,-1.02127E+00
-6.52000E-08,-4.39453E-01,-1.02127E+00
-6.50000E-08,-3.41797E-01,-1.01639E+00
-6.48000E-08,-1.46484E-01,-1.01639E+00
-6.46000E-08,4.88281E-02,-1.02127E+00
-6.44000E-08,-4.88281E-02,-1.03104E+00
-6.42000E-08,-2.44141E-01,-1.02615E+00
-6.40000E-08,-3.41797E-01,-1.01150E+00
-6.38000E-08,-3.41797E-01,-1.00174E+00
-6.36000E-08,-3.41797E-01,-1.01150E+00
-6.34000E-08,-3.41797E-01,-1.02615E+00
-6.32000E-08,-2.44141E-01,-1.02615E+00
-6.30000E-08,-4.88281E-02,-1.01639E+00
-6.28000E-08,2.44141E-01,-1.01150E+00
-6.26000E-08,3.41797E-01,-1.01639E+00
-6.24000E-08,-4.88281E-02,-1.02127E+00
-6.22000E-08,-5.37109E-01,-1.02127E+00
-6.20000E-08,-5.37109E-01,-1.01639E+00
-6.18000E-08,-1.46484E-01,-1.01150E+00
-6.16000E-08,2.44141E-01,-1.01150E+00
-6.14000E-08,1.46484E-01,-1.01150E+00
-6.12000E-08,-2.44141E-01,-1.01150E+00
-6.10000E-08,-4.39453E-01,-1.00662E+00
-6.08000E-08,-3.41797E-01,-1.00662E+00
-6.06000E-08,-2.44141E-01,-1.00662E+00
-6.04000E-08,-3.41797E-01,-1.01150E+00
-6.02000E-08,-4.39453E-01,-1.01150E+00
-6.00000E-08,-4.39453E-01,-1.01150E+00
-5.98000E-08,-4.39453E-01,-1.01639E+00
-5.96000E-08,-3.41797E-01,-1.02127E+00
-5.94000E-08,-2.44141E-01,-1.02615E+00
-5.92000E-08,-2.44141E-01,-1.02615E+00
-5.90000E-08,-2.44141E-01,-1.02127E+00
-5.88000E-08,-2.44141E-01,-1.01639E+00
-5.86000E-08,-2.44141E-01,-1.02615E+00
-5.84000E-08,-2.44141E-01,-1.03592E+00
-5.82000E-08,-2.44141E-01,-1.04080E+00
-5.80000E-08,-2.44141E-01,-1.04080E+00
-5.78000E-08,-1.46484E-01,-1.03104E+00
-5.76000E-08,-4.88281E-02,-1.02615E+00
-5.74000E-08,-4.88281E-02,-1.02127E+00
-5.72000E-08,-3.41797E-01,-1.02615E+00
-5.70000E-08,-5.37109E-01,-1.03104E+00
-5.68000E-08,-4.39453E-01,-1.02615E+00
-5.66000E-08,-4.88281E-02,-1.02127E+00
-5.64000E-08,2.44141E-01,-1.01639E+00
-5.62000E-08,4.88281E-02,-1.01639E+00
-5.60000E-08,-2.44141E-01,-1.01639E+00
-5.58000E-08,-3.41797E-01,-1.01639E+00
-5.56000E-08,-2.44141E-01,-1.02127E+00
-5.54000E-08,-1.46484E-01,-1.03592E+00
-5.52000E-08,-2.44141E-01,-1.04080E+00
-5.50000E-08,-3.41797E-01,-1.03104E+00
-5.48000E-08,-3.41797E-01,-1.02127E+00
-5.46000E-08,-2.44141E-01,-1.02127E+00
-5.44000E-08,-2.44141E-01,-1.02615E+00
-5.42000E-08,-2.44141E-01,-1.02615E+00
-5.40000E-08,-1.46484E-01,-1.02127E+00
-5.38000E-08,-1.46484E-01,-1.02127E+00
-5.36000E-08,-2.44141E-01,-1.02127E+00
-5.34000E-08,-3.41797E-01,-1.01639E+00
-5.32000E-08,-2.44141E-01,-1.01639E+00
-5.30000E-08,-1.46484E-01,-1.02127E+00
-5.28000E-08,-2.44141E-01,-1.03104E+00
-5.26000E-08,-4.39453E-01,-1.03104E+00
-5.24000E-08,-4.39453E-01,-1.02127E+00
-5.22000E-08,-1.46484E-01,-1.01150E+00
-5.20000E-08,4.88281E-02,-1.00662E+00
-5.18000E-08,-1.46484E-01,-1.01150E+00
-5.16000E-08,-3.41797E-01,-1.02127E+00
-5.14000E-08,-2.44141E-01,-1.02127E+00
-5.12000E-08,-1.46484E-01,-1.02127E+00
-5.10000E-08,-3.41797E-01,-1.02127E+00
-5.08000E-08,-4.39453E-01,-1.02127E+00
-5.06000E-08,-1.46484E-01,-1.02127E+00
-5.04000E-08,-4.88281E-02,-1.01150E+00
-5.02000E-08,-3.41797E-01,-1.00662E+00
-5.00000E-08,-7.32422E-01,-1.01150E+00
-4.98000E-08,-6.34766E-01,-1.02127E+00
-4.96000E-08,-3.41797E-01,-1.02127E+00
-4.94000E-08,-3.41797E-01,-1.01639E+00
-4.92000E-08,-5.37109E-01,-1.01150E+00
-4.90000E-08,-4.39453E-01,-1.01639E+00
-4.88000E-08,-1.46484E-01,-1.01639E+00
-4.86000E-08,-1.46484E-01,-1.01150E+00
-4.84000E-08,-3.41797E-01,-1.01150E+00
-4.82000E-08,-4.39453E-01,-1.02615E+00
-4.80000E-08,-2.44141E-01,-1.04080E+00
-4.78000E-08,-1.46484E-01,-1.03104E+00
-4.76000E-08,-3.41797E-01,-1.01150E+00
-4.74000E-08,-5.37109E-01,-1.00662E+00
-4.72000E-08,-6.34766E-01,-1.02127E+00
-4.70000E-08,-5.37109E-01,-1.03104E+00
-4.68000E-08,-3.41797E-01,-1.02615E+00
-4.66000E-08,-3.41797E-01,-1.01639E+00
-4.64000E-08,-3.41797E-01,-1.01150E+00
-4.62000E-08,-3.41797E-01,-1.01150E+00
-4.60000E-08,-3.41797E-01,-1.01639E+00
-4.58000E-08,-2.44141E-01,-1.01639E+00
-4.56000E-08,-1.46484E-01,-1.01639E+00
-4.54000E-08,-1.46484E-01,-1.01639E+00
-4.52000E-08,-2.44141E-01,-1.01639E+00
-4.50000E-08,-2.44141E-01,-1.01639E+00
-4.48000E-08,-1.46484E-01,-1.01639E+00
-4.46000E-08,4.88281E-02,-1.01639E+00
-4.44000E-08,1.46484E-01,-1.01639E+00
-4.42000E-08,-4.88281E-02,-1.01639E+00
-4.40000E-08,-2.44141E-01,-1.01639E+00
-4.38000E-08,-2.44141E-01,-1.01150E+00
-4.36000E-08,-4.88281E-02,-1.00662E+00
-4.34000E-08,-4.88281E-02,-1.00662E+00
-4.32000E-08,-2.44141E-01,-1.01150E+00
-4.30000E-08,-3.41797E-01,-1.01639E+00
-4.28000E-08,-3.41797E-01,-1.01150E+00
-4.26000E-08,-3.41797E-01,-1.00662E+00
-4.24000E-08,-3.41797E-01,-1.01150E+00
-4.22000E-08,-3.41797E-01,-1.02615E+00
-4.20000E-08,-2.44141E-01,-1.02615E+00
-4.18000E-08,-4.88281E-02,-1.01639E+00
-4.16000E-08,-4.88281E-02,-1.00662E+00
-4.14000E-08,-2.44141E-01,-1.01150E+00
-4.12000E-08,-4.39453E-01,-1.01150E+00
-4.10000E-08,-4.39453E-01,-1.00662E+00
-4.08000E-08,-3.41797E-01,-1.00662E+00
-4.06000E-08,-3.41797E-01,-1.02127E+00
-4.04000E-08,-3.41797E-01,-1.03104E+00
-4.02000E-08,-2.44141E-01,-1.01639E+00
-4.00000E-08,-2.44141E-01,-1.00662E+00
-3.98000E-08,-2.44141E-01,-1.01639E+00
-3.96000E-08,-2.44141E-01,-1.02615E+00
-3.94000E-08,-1.46484E-01,-1.01639E+00
-3.92000E-08,-4.88281E-02,-1.00662E+00
-3.90000E-08,-1.46484E-01,-1.02127E+00
-3.88000E-08,-2.44141E-01,-1.05057E+00
-3.86000E-08,-2.44141E-01,-1.05545E+00
-3.84000E-08,-2.44141E-01,-1.03592E+00
-3.82000E-08,-3.41797E-01,-1.02127E+00
-3.80000E-08,-5.37109E-01,-1.01150E+00
-3.78000E-08,-5.37109E-01,-1.00174E+00
-3.76000E-08,-2.44141E-01,-9.96855E-01
-3.74000E-08,4.88281E-02,-1.00174E+00
-3.72000E-08,1.46484E-01,-1.01150E+00
-3.70000E-08,4.88281E-02,-1.01639E+00
-3.68000E-08,-1.46484E-01,-1.01639E+00
-3.66000E-08,-3.41797E-01,-1.01150E+00
-3.64000E-08,-2.44141E-01,-1.01150E+00
-3.62000E-08,-4.88281E-02,-1.01639E+00
-3.60000E-08,1.46484E-01,-1.02127E+00
-3.58000E-08,1.46484E-01,-1.02615E+00
-3.56000E-08,-4.88281E-02,-1.02615E+00
-3.54000E-08,-1.46484E-01,-1.02127E+00
-3.52000E-08,-3.41797E-01,-1.02127E+00
-3.50000E-08,-4.39453E-01,-1.03104E+00
-3.48000E-08,-4.39453E-01,-1.03592E+00
-3.46000E-08,-2.44141E-01,-1.02615E+00
-3.44000E-08,-1.46484E-01,-1.01150E+00
-3.42000E-08,-1.46484E-01,-1.00174E+00
-3.40000E-08,-1.46484E-01,-1.00174E+00
-3.38000E-08,-4.88281E-02,-1.00174E+00
-3.36000E-08,-1.46484E-01,-1.00174E+00
-3.34000E-08,-3.41797E-01,-1.00662E+00
-3.32000E-08,-4.39453E-01,-1.00662E+00
-3.30000E-08,-2.44141E-01,-9.96855E-01
-3.28000E-08,-4.88281E-02,-9.87090E-01
-3.26000E-08,-1.46484E-01,-9.82207E-01
-3.24000E-08,-3.41797E-01,-9.72441E-01
-3.22000E-08,-3.41797E-01,-9.57793E-01
-3.20000E-08,-2.44141E-01,-9.43145E-01
-3.18000E-08,-3.41797E-01,-9.38262E-01
-3.16000E-08,-4.39453E-01,-9.38262E-01
-3.14000E-08,-3.41797E-01,-9.33379E-01
-3.12000E-08,-4.88281E-02,-9.18730E-01
-3.10000E-08,4.88281E-02,-9.04082E-01
-3.08000E-08,-4.88281E-02,-8.84551E-01
-3.06000E-08,-1.46484E-01,-8.60137E-01
-3.04000E-08,-1.46484E-01,-8.40605E-01
-3.02000E-08,-1.46484E-01,-8.30840E-01
-3.00000E-08,-2.44141E-01,-8.21074E-01
-2.98000E-08,-2.44141E-01,-8.01543E-01
-2.96000E-08,-1.46484E-01,-7.86895E-01
-2.94000E-08,-1.46484E-01,-7.82012E-01
-2.92000E-08,-1.46484E-01,-7.67363E-01
-2.90000E-08,-2.44141E-01,-7.28301E-01
-2.88000E-08,-3.41797E-01,-6.84355E-01
-2.86000E-08,-4.39453E-01,-6.64824E-01
-2.84000E-08,-3.41797E-01,-6.64824E-01
-2.82000E-08,-2.44141E-01,-6.50176E-01
-2.80000E-08,-1.46484E-01,-6.11113E-01
-2.78000E-08,-2.44141E-01,-5.72051E-01
-2.76000E-08,-2.44141E-01,-5.42754E-01
-2.74000E-08,-1.46484E-01,-5.13457E-01
-2.72000E-08,-1.46484E-01,-4.84160E-01
-2.70000E-08,-2.44141E-01,-4.49980E-01
-2.68000E-08,-4.39453E-01,-4.15801E-01
-2.66000E-08,-3.41797E-01,-3.86504E-01
-2.64000E-08,-1.46484E-01,-3.66973E-01
-2.62000E-08,4.88281E-02,-3.52324E-01
-2.60000E-08,-4.88281E-02,-3.27910E-01
-2.58000E-08,-2.44141E-01,-2.98613E-01
-2.56000E-08,-4.39453E-01,-2.64434E-01
-2.54000E-08,-4.39453E-01,-2.40020E-01
-2.52000E-08,-1.46484E-01,-2.15605E-01
-2.50000E-08,4.88281E-02,-1.91191E-01
-2.48000E-08,-4.88281E-02,-1.66777E-01
-2.46000E-08,-4.39453E-01,-1.42363E-01
-2.44000E-08,-7.32422E-01,-1.13066E-01
-2.42000E-08,-5.37109E-01,-8.37695E-02
-2.40000E-08,-3.41797E-01,-5.93555E-02
-2.38000E-08,-3.41797E-01,-3.98242E-02
-2.36000E-08,-3.41797E-01,-1.54102E-02
-2.34000E-08,-1.46484E-01,2.36523E-02
-2.32000E-08,1.46484E-01,5.29492E-02
-2.30000E-08,1.46484E-01,6.27148E-02
-2.28000E-08,-1.46484E-01,6.75977E-02
-2.26000E-08,-3.41797E-01,8.22461E-02
-2.24000E-08,-3.41797E-01,1.16426E-01
-2.22000E-08,-2.44141E-01,1.45723E-01
-2.20000E-08,-2.44141E-01,1.65254E-01
-2.18000E-08,-3.41797E-01,1.75020E-01
-2.16000E-08,-4.39453E-01,1.79902E-01
-2.14000E-08,-3.41797E-01,1.89668E-01
-2.12000E-08,-3.41797E-01,2.09199E-01
-2.10000E-08,-3.41797E-01,2.28730E-01
-2.08000E-08,-3.41797E-01,2.48262E-01
-2.06000E-08,-2.44141E-01,2.67793E-01
-2.04000E-08,-2.44141E-01,2.87324E-01
-2.02000E-08,-4.39453E-01,3.06855E-01
-2.00000E-08,-5.37109E-01,3.26387E-01
-1.98000E-08,-3.41797E-01,3.36152E-01
-1.96000E-08,-4.88281E-02,3.50801E-01
-1.94000E-08,4.88281E-02,3.65449E-01
-1.92000E-08,4.88281E-02,3.84980E-01
-1.90000E-08,-4.88281E-02,3.99629E-01
-1.88000E-08,-1.46484E-01,4.09395E-01
-1.86000E-08,-2.44141E-01,4.19160E-01
-1.84000E-08,-2.44141E-01,4.24043E-01
-1.82000E-08,-4.88281E-02,4.33809E-01
-1.80000E-08,4.88281E-02,4.53340E-01
-1.78000E-08,-4.88281E-02,4.77754E-01
-1.76000E-08,-2.44141E-01,4.87520E-01
-1.74000E-08,-2.44141E-01,4.82637E-01
-1.72000E-08,-1.46484E-01,4.77754E-01
-1.70000E-08,-1.46484E-01,4.92402E-01
-1.68000E-08,-2.44141E-01,5.07051E-01
-1.66000E-08,-3.41797E-01,5.11934E-01
-1.64000E-08,-2.44141E-01,5.11934E-01
-1.62000E-08,-4.88281E-02,5.26582E-01
